0.115848																																													
0.078661	0.107818																																												
0.099848	0.099386	0.072747																																											
0.027045	0.047627	0.033487	0.065126																																										
0.146793	0.086278	0.077592	0.063902	0.014035																																									
0.094422	0.078026	0.100838	0.098393	0.049397	0.09287																																								
0.118515	0.124374	0.035823	0.039894	0.044314	0.056999	0.04628																																							
0.040678	0.086223	0.082814	0.093719	0.033597	0.073646	0.006693	0.102708																																						
0.098171	0.071008	0.074072	0.065277	-0.033693	0.054734	0.10393	0.052923	0.08387																																					
0.160286	0.114318	0.026242	0.084197	0.007949	0.088478	0.134609	0.086578	0.050682	0.059191																																				
0.092449	0.106488	0.028105	0.005521	0.049522	0.094319	0.083603	0.073272	0.031736	0.024206	0.020292																																			
0.004462	0.039378	0.021769	0.041268	0.002133	0.079485	0.031129	-0.003733	0.051784	0.022765	0.061326	0.06844																																		
0.082828	0.026006	0.018242	0.023284	-0.047485	0.039944	0.053025	0.056216	0.072734	0.026571	0.004609	-0.032102	0.003438																																	
0.037896	0.05156	0.075442	0.066533	-0.012393	0.041827	0.091934	0.043429	0.093719	0.042427	0.055804	0.082932	0.004455	-0.004575																																
0.102801	0.059033	0.054606	0.033235	-0.030212	0.080767	0.08045	0.01013	-0.013679	0.054925	0.066281	0.001224	0.034373	-0.001692	0.012092																															
0.090824	0.03072	0.022719	0.040089	0.051088	0.051774	0.002385	0.036473	0.013769	0.035255	0.061609	0.018111	-0.00738	0.008054	0.071452	0.065671																														
0.058126	0.077829	0.042778	0.018608	0.007397	0.11665	0.0951	0.064022	0.061641	0.036766	0.087874	0.071566	0.054984	0.116277	0.039838	-0.016331	0.038091																													
0.116625	0.132357	0.108982	0.117246	0.096664	0.150059	0.110527	0.131206	0.051293	0.06277	0.15366	0.161605	0.057315	0.071499	0.078509	0.019188	0.078764	0.065021																												
0.080992	0.09665	0.093529	0.109976	0.027394	0.101132	0.111314	-0.014667	0.107667	0.12555	0.129125	0.098474	-0.008764	0.029451	0.051045	0.003259	0.030483	0.049612	0.076744																											
0.097484	0.053621	0.140418	0.051272	0.00765	0.084836	0.123157	0.033745	-0.016493	0.024546	0.023172	0.012199	0.031917	-0.027193	0.009395	0.017776	0.042645	0.024572	0.035977	0.085127																										
0.110349	0.04372	0.098369	0.058237	0.050651	0.013139	0.012751	0.07423	0.011967	0.095346	0.072889	0.080946	0.012166	0.058221	0.089886	0.077492	-0.037454	0.039775	0.08342	0.082035	0.020388																									
0.115398	0.134346	0.057615	0.050837	0.086698	0.094605	0.126208	0.068545	0.098076	0.108495	0.055436	0.020684	0.0609	-0.003763	0.070796	0.00672	0.028918	0.080703	0.104502	0.119616	0.00708	0.066899																								
0.065693	0.009294	-0.010753	0.065271	-0.039774	0.008364	0.091181	0.045792	-0.001352	0.027168	0.060642	-0.022566	-0.024231	0.004862	0.034255	-0.035719	0.027463	0.027959	0.068215	0.059597	0.00945	0.019071	-0.012261																							
0.008271	0.050618	0.050113	0.082899	0.051479	0.070335	0.001757	0.053443	0.026744	0.042538	0.053313	0.049466	-0.003922	0.004383	0.067024	0.017084	0.00927	-0.021159	0.036159	0.068617	0.01484	0.025425	0.052085	0.017272																						
0.11324	0.088821	0.082657	0.105449	0.091861	0.095921	0.086026	0.145741	0.028038	0.112928	0.136142	0.03943	-0.023153	0.04767	0.070933	0.016637	0.045969	0.054817	0.028112	0.057187	0.135863	0.117499	0.134042	0.09773	0.067959																					
0.101209	0.174479	0.140732	0.150557	0.094564	0.136971	0.166058	0.174269	0.122728	0.109092	0.205188	0.119711	0.149447	0.129578	0.093244	0.057216	0.162292	0.109651	0.163486	0.114292	0.155701	0.157964	0.203551	0.118565	0.115316	0.146394																				
0.112697	0.067956	0.079809	0.088228	0.022747	0.052585	0.115552	0.002086	0.069195	0.037747	0.111833	0.092505	0.076804	0.060951	0.054377	0.018482	0.052679	0.056927	0.104308	0.062669	0.081651	0.096919	0.07279	0.033851	0.104896	0.054259	0.159093																			
0.132547	0.093601	0.083959	0.038149	0.029487	0.122895	0.119906	0.074945	0.097544	-0.003838	0.103064	0.019188	0.032735	0.027171	0.069543	0.006606	0.077953	0.027705	0.125805	0.127157	0.048575	0.07964	0.021431	0.015624	0.074747	0.092881	0.128884	0.053669																		
0.135353	0.10749	0.070909	0.040411	0.042354	0.105478	0.058268	0.012391	0.064608	0.065699	0.09222	0.086025	0.060999	0.049218	0.054539	0.041314	0.068945	0.040022	0.086522	0.050553	0.010318	0.061764	0.065812	0.049412	0.023584	0.111144	0.184386	0.058641	0.083177																	
0.050174	0.123896	0.07501	0.11998	-0.016184	0.097721	0.096893	0.03662	0.076465	0.079243	0.101564	0.028233	0.048133	0.051323	0.024777	0.001345	0.05821	0.005677	0.090957	0.058036	0.057269	0.107839	0.095265	0.040776	0.039949	0.054111	0.125596	0.040363	0.065777	0.057657																
0.114162	0.141419	0.023201	0.034264	0.04578	0.034056	0.074577	0.04581	0.068872	0.04527	-0.014116	0.029634	-0.040266	0.02557	0.004039	0.053084	0.051279	0.040083	0.080113	0.088798	0.016957	0.114076	-0.012663	0.075934	0.035018	0.041256	0.12106	0.054622	0.0249	0.019496	-0.006089															
0.095997	0.058854	0.055709	0.086033	-0.014502	0.050173	0.030396	-0.023499	0.060118	0.031596	0.0544	0.052683	0.034082	0.027311	0.042892	0.040609	-0.001665	0.037369	0.060953	0.049738	-0.019332	-0.002929	0.032607	0.044537	0.040908	0.084232	0.169781	0.031647	0.073898	0.005151	0.079792	-0.000829														
