0.115848																																													
0.097504	0.086082	0.082912	0.032167	-0.005584	0.061799	0.090802	0.090704	0.077254	0.024948	0.070043	0.100358	0.008106	0.016188	0.055166	0.020236	0.04777	0.02934	0.113347	0.028165	0.079498	0.061022	0.148776	0.012329	0.031521	0.066337	0.085836	0.086543	0.087349	0.140181	0.104309	0.056496	0.04817													
0.197451	0.048884	0.082566	0.046671	0.023102	0.063605	0.096288	0.045292	0.078276	0.095317	0.092023	0.029689	0.064318	0.08803	0.093905	0.051937	0.089118	0.037766	0.117826	0.109359	0.098527	0.058976	0.125907	0.052108	0.074222	0.076157	0.224463	0.092492	0.091907	0.154823	0.075907	0.043836	0.083286	0.082438												
0.071099	0.047847	0.116536	-0.008934	-0.010193	0.111042	0.078188	0.00937	0.030795	0.043825	0.06323	0.029048	0.028479	0.050102	0.069257	0.021602	0.039465	0.02424	0.069137	0.055661	0.041799	0.014388	0.056526	0.025291	0.042493	0.117584	0.13669	0.06117	0.04702	0.063878	0.073505	0.032184	0.025648	-0.008687	0.034465											
0.070563	0.119992	0.112521	0.046172	0.014814	0.052246	0.124845	0.04642	0.075518	0.078685	0.144949	0.068873	0.081055	0.00716	0.041788	0.080673	0.038096	0.045355	0.071063	0.102737	0.045023	0.051809	0.086956	0.0375	0.036064	0.077386	0.139582	0.078042	0.080027	0.1021	0.016734	0.04493	0.09542	0.084169	0.02975	0.045791										
0.075938	0.056317	0.06311	0.11272	-0.018889	0.062746	0.053099	0.097898	0.071897	0.000245	0.046723	0.081013	-0.020767	0.035976	0.02988	0.014289	0.07024	0.058797	0.135311	0.132193	0.072542	0.037836	0.108642	-0.023491	0.047871	0.081661	0.122055	0.019656	0.041906	0.055153	0.076981	0.032764	0.028341	0.05345	0.075228	0.060108	0.041659									
0.066014	0.05438	0.074286	0.01937	0.009789	0.069632	0.036175	0.00757	0.006375	0.070721	0.049559	0.051128	0.012595	0.021529	0.042296	-0.016997	0.023445	-0.001151	0.082041	0.017169	0.068089	0.047684	0.06063	0.007399	0.014521	0.041913	0.123307	-0.020083	0.061593	0.067955	-0.001753	-0.018779	0.052468	0.031319	0.008167	-0.006363	-0.05066	0.052465								
0.105317	0.089435	0.135805	0.092433	0.055923	0.071223	0.158371	0.076777	0.06891	0.100837	0.078569	0.102395	0.066716	0.143311	0.112708	0.050426	0.088386	0.107253	0.082779	0.040761	0.091654	0.059166	0.07905	0.012525	0.075239	0.107373	0.170071	0.070509	0.069371	0.107095	0.066885	0.071426	0.003349	0.074493	0.107158	-0.010195	0.104807	0.079228	-0.018502							
0.108418	0.081813	0.054733	0.00747	0.030455	0.051861	0.094241	0.068858	-0.01432	0.092051	0.063347	0.020183	0.05308	0.017059	0.033981	0.086472	0.050822	0.059633	0.108134	0.097099	0.009821	0.03899	0.098132	0.038393	0.060302	0.059979	0.154872	0.11135	0.06026	0.065114	0.087509	0.096849	0.049022	0.061182	0.011334	0.072966	0.048774	0.089653	0.063826	0.154985						
0.134797	0.090077	0.129356	0.114149	0.091619	0.098368	0.109789	0.067204	0.104264	0.06147	0.142475	0.101263	0.014897	0.040735	0.096851	0.078859	0.092176	0.112893	0.217373	0.141031	0.104178	0.107893	0.140331	0.033225	0.03983	0.134299	0.123677	0.079164	0.097189	0.115335	0.084664	0.103588	0.098218	0.0508	0.134926	0.134863	0.13061	0.153504	0.105072	0.144661	0.163284					
0.094873	0.065742	0.109299	0.041936	0.056096	0.016921	0.075204	0.041061	-0.014282	0.02489	0.102729	0.062293	-0.001101	0.003735	0.049072	0.054583	0.008677	0.08765	0.080587	0.075267	0.032271	0.067894	0.126501	0.009681	0.004991	0.053889	0.13186	0.072522	0.075065	0.083011	0.046069	0.0285	0.04484	0.039096	0.046323	0.026358	0.043179	0.082097	-0.006685	0.135488	0.086146	0.07011				
0.074947	0.048278	0.120739	0.026454	-0.02533	0.104588	0.044706	0.002327	0.042292	0.052435	0.121257	0.089069	0.006759	0.031048	0.038848	0.030204	0.078154	0.025352	0.069322	0.080208	0.022702	0.037894	0.094539	0.064857	0.018117	0.050858	0.125057	0.036741	0.022066	0.077879	0.03768	0.045981	0.002113	0.040134	0.091267	-0.013328	0.06436	0.059303	0.054501	0.042121	0.099337	0.069014	0.078088			
0.059492	0.07605	0.039586	0.04749	0.020547	0.04508	0.063422	0.085828	0.006081	0.013102	0.039003	0.081752	0.028095	0.010424	0.036586	0.041096	0.039736	0.035383	0.108943	0.084672	0.004496	-0.020476	0.082245	0.057283	0.082103	0.108711	0.118762	0.099237	-0.000877	0.082614	0.12807	0.054867	0.058434	0.076257	0.061702	0.048559	0.038526	0.058458	0.038119	0.076464	0.061673	0.145433	0.035853	0.017653		
0.166296	0.095954	0.140375	0.124305	0.097982	0.124809	0.157231	0.105244	0.061262	0.15849	0.121023	0.118699	0.072353	0.139145	0.086989	0.120344	0.152253	0.098029	0.153676	0.124297	0.083571	0.054017	0.124301	0.123291	0.104306	0.170896	0.244848	0.149863	0.102418	0.169572	0.129345	0.035518	0.023655	0.125928	0.093442	0.070699	0.17678	0.15273	0.083833	0.065609	0.085518	0.188242	0.145948	0.074662	0.160461	
0.084626	0.080648	0.052534	0.064656	0.030298	0.01652	0.060193	0.095417	0.00166	0.08418	0.040979	0.004179	0.036937	0.017555	0.032015	0.040735	0.050374	0.082837	0.049712	0.081385	0.028368	0.008286	0.020606	0.026365	0.004484	0.051608	0.078967	0.017968	0.068855	0.054915	0.144342	0.02408	0.015327	0.024914	0.052658	-0.030095	0.0918	0.038526	0.068136	0.084908	0.052345	0.089035	0.026957	0.006893	0.064053	0.086025
