taxa,min.dist,max.dist,Nb,Nb.low,Nb.high,Dc,sigma2.dc,sigma.dc,De,sigma2.de,sigma.de
AL1,11376.1,42900.1,1900000,-1700000,610000,0.25,620000,790,0.036,4200000,2100
