taxa,Neighbourhood,Neighbourhood.low,Neighbourhood.high,D,sigma2,sigma,De,sigma2.de,sigma.de
AH1,-41.3766850654993,-22.5945809157132,-279.240688719235,0.362142828359076,-9.09213636339263,NaN,0.24,-13.7193832436059,NaN
