taxa,min.dist,max.dist,Nb,Nb.low,Nb.high,Dc,sigma2.dc,sigma.dc,De,sigma2.de,sigma.de
AL2,11363.5,42902.5,-1600000,-790000,-3.8e+07,0.37,-330000,NA,0.11,-1100000,NA
