taxa,Neighbourhood,Neighbourhood.low,Neighbourhood.high,D,sigma2,sigma,De,sigma2.de,sigma.de
AA2,581.831722629181,-6184.94213986628,274.393590165734,1.14478894301948,40.4447454130115,6.35961833862784,0.37,125.137019870415,11.1864659240716
