taxa,min.dist,max.dist,Nb,Nb.low,Nb.high,Dc,sigma2.dc,sigma.dc,De,sigma2.de,sigma.de
AA2,11347,42904.2,1900000,8200000,1100000,1.1,130000,360,0.008,1.9e+07,4400
