taxa,min.dist,max.dist,Nb,Nb.low,Nb.high,Dc,sigma2.dc,sigma.dc,De,sigma2.de,sigma.de
AH2,31487,31529.6,-130,-85,-270,0.27,-38,NA,0.37,-28,NA
