taxa,min.dist,max.dist,Nb,Nb.low,Nb.high,Dc,sigma2.dc,sigma.dc,De,sigma2.de,sigma.de
AA1,11359.8,42904.2,680000,5300000,360000,0.24,220000,470,0.001,5.4e+07,7300
