taxa,min.dist,max.dist,Nb,Nb.low,Nb.high,Dc,sigma2.dc,sigma.dc,De,sigma2.de,sigma.de
AH3,13670.1,31530,18000,130000,10000,0.16,8800,94,0.4,3600,60
