0.930758																																																																																																																																																																																																																																																					
1.91333	1.62487																																																																																																																																																																																																																																																				
1.94326	1.66728	-1.5132																																																																																																																																																																																																																																																			
1.8008	1.45948	-0.255632	-0.00540622																																																																																																																																																																																																																																																		
1.78433	1.45032	-0.186994	0.0441995	-1.7327																																																																																																																																																																																																																																																	
1.76338	1.459	-0.0105095	0.158898	-0.531632	-0.880542																																																																																																																																																																																																																																																
1.60163	1.03074	0.901836	0.985239	0.546243	0.567682	0.692563																																																																																																																																																																																																																																															
1.63854	1.16813	0.635671	0.745618	0.114166	0.121227	0.289285	-0.408135																																																																																																																																																																																																																																														
1.69693	1.23861	0.557516	0.672983	0.0223125	0.0800924	0.322596	-0.330515	-1.07966																																																																																																																																																																																																																																													
1.77799	1.3768	0.239593	0.389869	-0.449783	-0.269861	0.140682	0.200357	-0.255994	-0.663993																																																																																																																																																																																																																																												
1.8904	1.53733	-0.0661658	0.0733167	-0.196478	-0.00244194	0.333427	0.626737	0.392822	0.185656	-0.346712																																																																																																																																																																																																																																											
1.91594	1.57593	-0.141198	-0.0226882	-0.0897576	0.0812569	0.380756	0.720337	0.505626	0.326497	-0.122529	-1.69429																																																																																																																																																																																																																																										
2.2908	2.09815	1.13751	1.0671	1.35444	1.37321	1.39924	1.68798	1.59638	1.55064	1.43501	1.26456	1.21171																																																																																																																																																																																																																																									
2.19573	2.00514	0.856604	0.758527	1.14061	1.15152	1.15715	1.56748	1.44508	1.4055	1.27403	1.10185	1.04492	0.111547																																																																																																																																																																																																																																								
2.1188	1.88754	0.440083	0.293641	0.838048	0.867926	0.914841	1.36029	1.22069	1.15978	0.984632	0.724487	0.6364	0.448623	-0.0149425																																																																																																																																																																																																																																							
2.08862	1.8538	0.275	0.096108	0.734276	0.7634	0.808719	1.30903	1.15559	1.09506	0.908575	0.641146	0.549266	0.592919	0.105522	-1.34875																																																																																																																																																																																																																																						
2.0926	1.82891	0.344213	0.228928	0.720723	0.775501	0.874684	1.2391	1.10733	1.02116	0.817752	0.458155	0.334652	0.680846	0.51714	-0.331536	-0.283946																																																																																																																																																																																																																																					
2.36657	2.18465	1.35812	1.30293	1.53361	1.5509	1.57559	1.81187	1.73611	1.69383	1.59467	1.44701	1.40285	-0.235968	0.623756	0.850001	0.95111	0.981879																																																																																																																																																																																																																																				
2.80094	2.68628	2.27185	2.24986	2.34616	2.35378	2.3635	2.47558	2.44014	2.41826	2.37177	2.30512	2.28667	1.884	2.01566	2.09742	2.12689	2.13428	1.75967																																																																																																																																																																																																																																			
2.79576	2.67617	2.26182	2.24003	2.33568	2.34417	2.35596	2.46228	2.42853	2.40542	2.3587	2.29044	2.27181	1.87136	2.01088	2.08621	2.11666	2.11822	1.74308	-0.580839																																																																																																																																																																																																																																		
2.66197	2.53945	2.03061	2.00173	2.12642	2.13382	2.14105	2.2951	2.24672	2.22308	2.16574	2.08626	2.06323	1.50901	1.67484	1.80399	1.84093	1.8681	1.33767	0.837665	0.908541																																																																																																																																																																																																																																	
2.67118	2.53128	2.03904	2.01236	2.12899	2.14024	2.15699	2.27922	2.23999	2.21134	2.15466	2.06989	2.04671	1.52888	1.73008	1.81631	1.85675	1.85176	1.34116	0.803123	0.679879	0.560217																																																																																																																																																																																																																																
2.68412	2.55162	2.0634	2.0366	2.15329	2.16313	2.17661	2.3062	2.26495	2.23837	2.1826	2.10117	2.07853	1.56117	1.74689	1.84437	1.88282	1.88781	1.38242	0.618788	0.550873	0.215195	-0.521873																																																																																																																																																																																																																															
2.81601	2.69588	2.29608	2.27537	2.36659	2.37536	2.38813	2.48629	2.45508	2.43187	2.38677	2.32007	2.3021	1.92432	2.06056	2.12785	2.15744	2.15478	1.80221	-0.0105607	-0.653591	1.09114	0.81321	0.754499																																																																																																																																																																																																																														
2.79075	2.66294	2.25455	2.23359	2.32619	2.33616	2.35161	2.44544	2.41542	2.39029	2.34389	2.27379	2.25519	1.87066	2.01949	2.08086	2.11234	2.10282	1.74101	0.448478	0.00657747	1.11508	0.640619	0.678009	-0.29524																																																																																																																																																																																																																													
3.72559	3.76432	3.73738	3.73627	3.74117	3.73734	3.72759	3.76424	3.75158	3.75679	3.75474	3.75785	3.75747	3.7437	3.7247	3.73976	3.73696	3.75452	3.75065	3.77922	3.7904	3.74579	3.78543	3.77465	3.80146	3.81053																																																																																																																																																																																																																												
9.33865	9.33847	9.33805	9.33803	9.33811	9.33812	9.33814	9.33822	9.3382	9.33817	9.33813	9.33807	9.33805	9.33778	9.33787	9.33792	9.33794	9.33793	9.33771	9.33721	9.33721	9.3374	9.33738	9.33736	9.33718	9.33721	9.33883																																																																																																																																																																																																																											
9.33909	9.33891	9.3385	9.33848	9.33856	9.33857	9.33858	9.33867	9.33864	9.33862	9.33857	9.33851	9.3385	9.33823	9.33831	9.33836	9.33838	9.33838	9.33816	9.33765	9.33765	9.33785	9.33782	9.33781	9.33762	9.33766	9.33927	1.62661																																																																																																																																																																																																																										
9.33884	9.33866	9.33824	9.33822	9.3383	9.33831	9.33833	9.33841	9.33839	9.33836	9.33832	9.33825	9.33824	9.33797	9.33805	9.33811	9.33813	9.33812	9.3379	9.33739	9.3374	9.33759	9.33756	9.33755	9.33737	9.3374	9.33902	0.771807	1.07291																																																																																																																																																																																																																									
9.33884	9.33866	9.33824	9.33822	9.3383	9.33831	9.33833	9.33841	9.33839	9.33836	9.33832	9.33826	9.33824	9.33797	9.33806	9.33811	9.33813	9.33812	9.3379	9.3374	9.3374	9.33759	9.33757	9.33755	9.33737	9.3374	9.33902	0.781239	1.06579	-3.83209																																																																																																																																																																																																																								
9.33881	9.33863	9.33821	9.3382	9.33828	9.33828	9.3383	9.33838	9.33836	9.33833	9.33829	9.33823	9.33821	9.33794	9.33803	9.33808	9.3381	9.3381	9.33787	9.33737	9.33737	9.33756	9.33754	9.33752	9.33734	9.33737	9.33899	0.690785	1.16984	-0.561684	-0.535517																																																																																																																																																																																																																							
9.33881	9.33863	9.33822	9.3382	9.33828	9.33829	9.3383	9.33839	9.33836	9.33834	9.3383	9.33823	9.33822	9.33795	9.33803	9.33808	9.33811	9.3381	9.33788	9.33737	9.33738	9.33757	9.33754	9.33753	9.33734	9.33738	9.339	0.894562	1.18979	0.229909	0.236431	-0.277179																																																																																																																																																																																																																						
9.33882	9.33864	9.33823	9.33821	9.33829	9.3383	9.33831	9.3384	9.33837	9.33835	9.3383	9.33824	9.33822	9.33795	9.33804	9.33809	9.33811	9.33811	9.33789	9.33738	9.33738	9.33758	9.33755	9.33754	9.33735	9.33739	9.339	0.963272	1.18364	0.351082	0.355732	-0.0591792	-1.64386																																																																																																																																																																																																																					
