41.2148																			
41.2471	2.60615																		
36.3201	9.32712	11.4829																	
34.4189	11.5856	13.5856	2.46101																
33.3669	13.4064	15.3627	4.26924	1.83553															
31.5798	17.8238	19.7523	8.62384	6.24513	4.41745														
31.6061	19.0657	21.0278	9.81389	7.48026	5.66979	1.31499													
31.5422	19.0812	21.038	9.83478	7.49561	5.68234	1.31141	0.0639414												
31.8367	18.7272	20.7028	9.46467	7.14332	5.34071	1.06572	0.366888	0.4081											
31.8524	21.7301	23.7502	12.4231	10.1689	8.39264	4.10891	2.79393	2.80001	3.07941										
31516.2	31511.3	31508.7	31519.4	31520.7	31522	31525.5	31526.8	31526.8	31526.6	31529.5									
31515.7	31510.8	31508.2	31518.8	31520.2	31521.5	31525	31526.3	31526.3	31526.1	31528.9	1.09333								
31516.4	31511.5	31508.9	31519.5	31520.9	31522.2	31525.7	31526.9	31526.9	31526.8	31529.6	27.7695	28.7399							
31516.4	31511.5	31508.9	31519.5	31520.9	31522.2	31525.7	31526.9	31526.9	31526.8	31529.6	27.5672	28.5377	0.202328						
31512.7	31507.8	31505.2	31515.8	31517.2	31518.5	31522	31523.3	31523.2	31523.1	31525.9	29.0474	29.9471	3.82817	3.89203					
31510.4	31505.5	31502.9	31513.5	31514.9	31516.2	31519.7	31521	31521	31520.8	31523.7	29.46	30.3101	6.06145	6.10472	2.28144				
31498.7	31493.8	31491.2	31501.8	31503.2	31504.5	31508	31509.3	31509.3	31509.1	31512	36.1128	36.7154	18.0713	18.118	14.2547	12.0134			
31501.3	31496.4	31493.8	31504.4	31505.7	31507.1	31510.6	31511.8	31511.8	31511.6	31514.5	34.1718	34.8224	15.3947	15.4377	11.5863	9.3336	2.69614		
31495.6	31490.7	31488.1	31498.7	31500.1	31501.4	31504.9	31506.2	31506.2	31506	31508.8	36.8747	37.3962	20.9574	20.9884	17.1799	14.9068	3.26474	5.66288	
31494.5	31489.6	31487	31497.6	31499	31500.3	31503.8	31505	31505	31504.9	31507.7	37.3729	37.8676	22.0543	22.0823	18.2868	16.0107	4.3963	6.79718	1.1422
