# ind1,ind2,ind1_snps,ind2_snps,both_snps,match,match_perc,pop
KP0557_AC_WP20,KP1124_AC_CA20,18358,18222,18039,18031.000000,99.960000,AC_CA20-AC_WP20
KP0657_LM_SB20,KX0657_LM_SB20,18447,17133,17039,17031.000000,99.950000,LM_SB20
KP0657_LM_SB20,KP0659_LM_SB20,18476,16777,16712,16704.000000,99.950000,LM_SB20
KP0659_LM_SB20,KX0657_LM_SB20,17152,17133,15744,15735.000000,99.940000,LM_SB20
KP0343_LM_WP20,KP0345_LM_WP20,18130,16738,16327,16315.000000,99.930000,LM_WP20
KP0341_LM_WP20,KP0343_LM_WP20,18043,17627,17129,17117.500000,99.930000,LM_WP20
KP0341_LM_WP20,KP0342_LM_WP20,18060,17549,17068,17053.500000,99.920000,LM_WP20
KP0341_LM_WP20,KP0345_LM_WP20,18023,16738,16220,16204.500000,99.900000,LM_WP20
KP0253_LM_SQ20,KP0254_LM_SQ20,18107,18109,17675,17657.500000,99.900000,LM_SQ20
KP0342_LM_WP20,KP0343_LM_WP20,17796,17627,16882,16863.500000,99.890000,LM_WP20
KP0096_AC_SB10,KP0637_LM_SB20,18282,15540,15281,15262.000000,99.880000,AC_SB10-LM_SB20
KP1059_LM_CA20,KP1061_LM_CA20,18263,18236,17958,17935.000000,99.870000,LM_CA20
KP1058_LM_CA20,KP1064_LM_CA20,16312,18101,15872,15851.500000,99.870000,LM_CA20
KP0342_LM_WP20,KP0345_LM_WP20,18162,16738,16359,16337.000000,99.870000,LM_WP20
KP0330_LM_WP20,KX0330_LM_WP20,17084,16374,14917,14896.500000,99.860000,LM_WP20
KP0293_LM_WP20,KP0318_LM_WP20,18160,17553,17172,17096.500000,99.560000,LM_WP20
KP0676_LM_SB20,KP1094_LM_CA20,16149,15435,13043,12541.000000,96.150000,LM_CA20-LM_SB20
KP0192_AC_SQ12,KP0609_AC_SB20,17801,17909,17169,16478.000000,95.980000,AC_SB20-AC_SQ12
KP0637_LM_SB20,KP1101_LM_CA20,15798,17485,14742,14143.500000,95.940000,LM_CA20-LM_SB20
KP0588_LM_WP20,KP0666_LM_SB20,17759,16153,15371,14744.500000,95.920000,LM_SB20-LM_WP20
KP0618_LM_SB20,KP0676_LM_SB20,18049,15876,15384,14754.000000,95.900000,LM_SB20
KP0473_LM_WP20,KP0588_LM_WP20,17901,17483,16843,16152.000000,95.900000,LM_WP20
KP0330_LM_WP20,KP0588_LM_WP20,16337,17483,15279,14649.000000,95.880000,LM_WP20
KP0253_LM_SQ20,KP0330_LM_WP20,18005,16109,15573,14931.000000,95.880000,LM_SQ20-LM_WP20
KP0664_LM_SB20,KP0666_LM_SB20,18051,16153,15663,15015.500000,95.870000,LM_SB20
KP0548_LM_WP20,KP0666_LM_SB20,17987,16153,15599,14954.500000,95.870000,LM_SB20-LM_WP20
KP0285_LM_SQ20,KX0330_LM_WP20,16762,16374,14595,13992.500000,95.870000,LM_SQ20-LM_WP20
KP0285_LM_SQ20,KP0330_LM_WP20,16324,16109,13892,13318.500000,95.870000,LM_SQ20-LM_WP20
KP0666_LM_SB20,KP1167_LM_CA20,16422,17482,15363,14726.500000,95.860000,LM_CA20-LM_SB20
KP0473_LM_WP20,KP0676_LM_SB20,17917,15876,15252,14621.000000,95.860000,LM_SB20-LM_WP20
KP0732_LM_SB20,KP1124_AC_CA20,17999,18222,17680,16944.500000,95.840000,AC_CA20-LM_SB20
KP0548_LM_WP20,KP1094_LM_CA20,18120,15435,15014,14390.000000,95.840000,LM_CA20-LM_WP20
KP0282_LM_SQ20,KP0617_LM_SB20,16955,17751,16165,15492.500000,95.840000,LM_SB20-LM_SQ20
KP0254_LM_SQ20,KP0588_LM_WP20,18228,17483,17170,16455.500000,95.840000,LM_SQ20-LM_WP20
KP0664_LM_SB20,KP1043_LM_CA10,18091,16882,16432,15747.500000,95.830000,LM_CA10-LM_SB20
KP0557_AC_WP20,KP0732_LM_SB20,18153,17968,17580,16847.500000,95.830000,AC_WP20-LM_SB20
KP0253_LM_SQ20,KP0588_LM_WP20,18015,17483,16957,16249.500000,95.830000,LM_SQ20-LM_WP20
KP0664_LM_SB20,KP0676_LM_SB20,17994,15876,15329,14688.000000,95.820000,LM_SB20
KP0588_LM_WP20,KX0330_LM_WP20,17945,16374,15778,15118.000000,95.820000,LM_WP20
KP0330_LM_WP20,KP0473_LM_WP20,16288,17839,15586,14934.500000,95.820000,LM_WP20
KP0282_LM_SQ20,KP0482_LM_WP20,17962,16117,15538,14889.000000,95.820000,LM_SQ20-LM_WP20
KP0253_LM_SQ20,KX0330_LM_WP20,17949,16374,15782,15123.000000,95.820000,LM_SQ20-LM_WP20
KP0192_AC_SQ12,KP0551_LM_WP20,17753,18264,17476,16746.000000,95.820000,AC_SQ12-LM_WP20
KP1058_LM_CA20,KP1123_LM_CA20,16211,17663,15333,14691.000000,95.810000,LM_CA20
KP0851_AC_WP10,KX0330_LM_WP20,18221,16374,16054,15381.500000,95.810000,AC_WP10-LM_WP20
KP0588_LM_WP20,KP0664_LM_SB20,17486,17956,16901,16193.000000,95.810000,LM_SB20-LM_WP20
KP0676_LM_SB20,KP1064_LM_CA20,15959,18101,15519,14867.500000,95.800000,LM_CA20-LM_SB20
KP0676_LM_SB20,KP1058_LM_CA20,16189,15965,13613,13041.000000,95.800000,LM_CA20-LM_SB20
KP0609_AC_SB20,KP0732_LM_SB20,17971,17968,17398,16668.000000,95.800000,AC_SB20-LM_SB20
KP0551_LM_WP20,KP0609_AC_SB20,18277,17909,17645,16903.500000,95.800000,AC_SB20-LM_WP20
KP0096_AC_SB10,KP1101_LM_CA20,18041,17485,16985,16272.000000,95.800000,AC_SB10-LM_CA20
KP0609_AC_SB20,KP0650_LM_SB20,17940,17913,17312,16583.500000,95.790000,AC_SB20-LM_SB20
KP0377_LM_WP20,KP1123_LM_CA20,17833,17663,16955,16240.500000,95.790000,LM_CA20-LM_WP20
KP0282_LM_SQ20,KP0795_LM_WP10,16812,17838,16109,15431.000000,95.790000,LM_SQ20-LM_WP10
KP0254_LM_SQ20,KP0676_LM_SB20,18300,15876,15635,14977.500000,95.790000,LM_SB20-LM_SQ20
KP0731_LM_SB20,KP1065_LM_CA20,17770,17932,17161,16437.000000,95.780000,LM_CA20-LM_SB20
KP0482_LM_WP20,KP0617_LM_SB20,16266,17751,15476,14823.500000,95.780000,LM_SB20-LM_WP20
KP0282_LM_SQ20,KP0609_AC_SB20,16874,17909,16242,15557.000000,95.780000,AC_SB20-LM_SQ20
KP0676_LM_SB20,KP1123_LM_CA20,16102,17663,15224,14579.500000,95.770000,LM_CA20-LM_SB20
KP0345_LM_WP20,KP0551_LM_WP20,16802,18264,16525,15826.000000,95.770000,LM_WP20
KP0328_LM_WP20,KP0666_LM_SB20,18120,16153,15732,15067.000000,95.770000,LM_SB20-LM_WP20
KP0328_LM_WP20,KP0637_LM_SB20,18065,15540,15064,14427.000000,95.770000,LM_SB20-LM_WP20
KP0322_LM_WP20,KP0666_LM_SB20,16924,16153,14536,13921.000000,95.770000,LM_SB20-LM_WP20
KP0322_LM_WP20,KP0330_LM_WP20,16897,16109,14465,13853.000000,95.770000,LM_WP20
KP0254_LM_SQ20,KX0330_LM_WP20,18172,16374,16005,15328.000000,95.770000,LM_SQ20-LM_WP20
KP0192_AC_SQ12,KP0616_LM_SB20,17837,17317,16613,15910.500000,95.770000,AC_SQ12-LM_SB20
KP1101_LM_CA20,KP1123_LM_CA20,17778,17663,16900,16183.500000,95.760000,LM_CA20
KP0732_LM_SB20,KP1160_UN_CA20,18008,18054,17521,16778.000000,95.760000,LM_SB20-UN_CA20
KP0676_LM_SB20,KP1167_LM_CA20,16057,17482,14998,14361.500000,95.760000,LM_CA20-LM_SB20
KP0637_LM_SB20,KP1126_LM_CA20,15707,18029,15195,14551.000000,95.760000,LM_CA20-LM_SB20
KP0618_LM_SB20,KP1123_LM_CA20,18091,17663,17213,16484.000000,95.760000,LM_CA20-LM_SB20
KP0322_LM_WP20,KP1123_LM_CA20,16501,17663,15623,14960.000000,95.760000,LM_CA20-LM_WP20
KP0254_LM_SQ20,KP0330_LM_WP20,18161,16109,15729,15061.500000,95.760000,LM_SQ20-LM_WP20
KP0192_AC_SQ12,KP0657_LM_SB20,17762,18285,17506,16763.500000,95.760000,AC_SQ12-LM_SB20
KP0664_LM_SB20,KP1058_LM_CA20,18258,15965,15682,15015.000000,95.750000,LM_CA20-LM_SB20
KP0547_LM_WP20,KP1101_LM_CA20,17979,17485,16923,16203.500000,95.750000,LM_CA20-LM_WP20
KP0253_LM_SQ20,KP0676_LM_SB20,18014,15876,15349,14696.500000,95.750000,LM_SB20-LM_SQ20
KP0207_LM_SQ12,KP0551_LM_WP20,17787,18264,17510,16765.000000,95.750000,LM_SQ12-LM_WP20
KP0192_AC_SQ12,KP0732_LM_SB20,17751,17968,17178,16448.000000,95.750000,AC_SQ12-LM_SB20
KP0192_AC_SQ12,KP0617_LM_SB20,17795,17751,17005,16281.500000,95.750000,AC_SQ12-LM_SB20
KP0666_LM_SB20,KP0716_LM_SB20,16375,17693,15527,14866.000000,95.740000,LM_SB20
KP0637_LM_SB20,KP1094_LM_CA20,16336,15435,13230,12667.000000,95.740000,LM_CA20-LM_SB20
KP0618_LM_SB20,KP1065_LM_CA20,18051,17932,17442,16699.500000,95.740000,LM_CA20-LM_SB20
KP0588_LM_WP20,KP0716_LM_SB20,17601,17693,16753,16038.500000,95.740000,LM_SB20-LM_WP20
KP0330_LM_WP20,KP0637_LM_SB20,16794,15540,13793,13205.000000,95.740000,LM_SB20-LM_WP20
KP1123_LM_CA20,KX0330_LM_WP20,17933,16374,15766,15092.500000,95.730000,LM_CA20-LM_WP20
KP0731_LM_SB20,KP1043_LM_CA10,17789,16882,16130,15441.500000,95.730000,LM_CA10-LM_SB20
KP0637_LM_SB20,KP0676_LM_SB20,16273,15876,13608,13027.500000,95.730000,LM_SB20
KP0588_LM_WP20,KP1167_LM_CA20,17611,17482,16552,15844.500000,95.730000,LM_CA20-LM_WP20
KP0192_AC_SQ12,KX0657_LM_SB20,17917,17133,16509,15803.500000,95.730000,AC_SQ12-LM_SB20
KP0192_AC_SQ12,KP0282_LM_SQ20,17913,16790,16162,15472.000000,95.730000,AC_SQ12-LM_SQ20
KP0096_AC_SB10,KP0328_LM_WP20,18038,17891,17388,16645.500000,95.730000,AC_SB10-LM_WP20
KP1123_LM_CA20,KP1167_LM_CA20,17874,17482,16815,16095.000000,95.720000,LM_CA20
KP1065_LM_CA20,KP1101_LM_CA20,18135,17485,17079,16347.500000,95.720000,LM_CA20
KP1043_LM_CA10,KP1065_LM_CA20,17069,17932,16460,15755.500000,95.720000,LM_CA10-LM_CA20
KP0851_AC_WP10,KP1065_LM_CA20,18196,17932,17587,16834.500000,95.720000,AC_WP10-LM_CA20
KP0716_LM_SB20,KP1101_LM_CA20,18022,17485,16966,16240.500000,95.720000,LM_CA20-LM_SB20
KP0664_LM_SB20,KP1123_LM_CA20,18122,17663,17244,16506.500000,95.720000,LM_CA20-LM_SB20
KP0637_LM_SB20,KP1065_LM_CA20,15714,17932,15105,14458.000000,95.720000,LM_CA20-LM_SB20
KP0588_LM_WP20,KP1101_LM_CA20,17687,17485,16631,15919.000000,95.720000,LM_CA20-LM_WP20
KP0588_LM_WP20,KP0676_LM_SB20,17787,15876,15122,14474.500000,95.720000,LM_SB20-LM_WP20
KP0328_LM_WP20,KP1126_LM_CA20,17929,18029,17417,16671.000000,95.720000,LM_CA20-LM_WP20
KP0322_LM_WP20,KX0330_LM_WP20,16795,16374,14628,14002.000000,95.720000,LM_WP20
KP0322_LM_WP20,KP0548_LM_WP20,16249,17931,15639,14969.000000,95.720000,LM_WP20
KP0282_LM_SQ20,KP1059_LM_CA20,16872,18103,16434,15731.000000,95.720000,LM_CA20-LM_SQ20
KP0096_AC_SB10,KP0547_LM_WP20,18017,17779,17255,16517.000000,95.720000,AC_SB10-LM_WP20
KP0096_AC_SB10,KP0253_LM_SQ20,17963,17906,17328,16585.500000,95.720000,AC_SB10-LM_SQ20
KP1064_LM_CA20,KP1123_LM_CA20,18248,17663,17370,16625.500000,95.710000,LM_CA20
KP0664_LM_SB20,KP1126_LM_CA20,18035,18029,17523,16772.000000,95.710000,LM_CA20-LM_SB20
KP0664_LM_SB20,KP1094_LM_CA20,18144,15435,15038,14393.500000,95.710000,LM_CA20-LM_SB20
KP0664_LM_SB20,KP1064_LM_CA20,18054,18101,17614,16858.500000,95.710000,LM_CA20-LM_SB20
KP0617_LM_SB20,KP0795_LM_WP10,17772,17838,17069,16336.500000,95.710000,LM_SB20-LM_WP10
KP0585_LM_WP20,KP0609_AC_SB20,18004,17909,17372,16626.000000,95.710000,AC_SB20-LM_WP20
KP0551_LM_WP20,KP0617_LM_SB20,18304,17751,17514,16763.000000,95.710000,LM_SB20-LM_WP20
KP0482_LM_WP20,KP0551_LM_WP20,16162,18264,15885,15203.000000,95.710000,LM_WP20
KP0377_LM_WP20,KP1167_LM_CA20,17886,17482,16827,16104.500000,95.710000,LM_CA20-LM_WP20
KP0322_LM_WP20,KP0637_LM_SB20,17050,15540,14049,13447.000000,95.710000,LM_SB20-LM_WP20
KP0322_LM_WP20,KP0473_LM_WP20,16385,17839,15683,15010.000000,95.710000,LM_WP20
KP0253_LM_SQ20,KP1065_LM_CA20,18007,17932,17398,16652.000000,95.710000,LM_CA20-LM_SQ20
KP0192_AC_SQ12,KP0659_LM_SB20,17861,16777,16097,15406.000000,95.710000,AC_SQ12-LM_SB20
KP0870_LM_WP10,KP1065_LM_CA20,17532,17932,16923,16195.000000,95.700000,LM_CA20-LM_WP10
KP0716_LM_SB20,KX0330_LM_WP20,17960,16374,15793,15114.000000,95.700000,LM_SB20-LM_WP20
KP0666_LM_SB20,KP1043_LM_CA10,16443,16882,14784,14148.500000,95.700000,LM_CA10-LM_SB20
KP0650_LM_SB20,KP1144_LM_CA20,17989,18024,17472,16720.000000,95.700000,LM_CA20-LM_SB20
KP0618_LM_SB20,KP0851_AC_WP10,18016,18129,17604,16847.000000,95.700000,AC_WP10-LM_SB20
KP0557_AC_WP20,KP0718_LM_SB20,18124,18196,17779,17015.000000,95.700000,AC_WP20-LM_SB20
KP0548_LM_WP20,KP0618_LM_SB20,17995,17971,17425,16676.500000,95.700000,LM_SB20-LM_WP20
KP0547_LM_WP20,KP0664_LM_SB20,17880,17956,17295,16551.500000,95.700000,LM_SB20-LM_WP20
KP0473_LM_WP20,KP1167_LM_CA20,17957,17482,16898,16172.000000,95.700000,LM_CA20-LM_WP20
KP0377_LM_WP20,KP0588_LM_WP20,17680,17483,16622,15908.000000,95.700000,LM_WP20
KP0330_LM_WP20,KP0851_AC_WP10,16214,18129,15802,15122.500000,95.700000,AC_WP10-LM_WP20
KP0330_LM_WP20,KP0676_LM_SB20,16383,15876,13718,13128.000000,95.700000,LM_SB20-LM_WP20
KP0282_LM_SQ20,KP0680_LM_SB20,17816,16328,15603,14932.000000,95.700000,LM_SB20-LM_SQ20
KP0192_AC_SQ12,KP0650_LM_SB20,17793,17913,17165,16427.500000,95.700000,AC_SQ12-LM_SB20
KP0096_AC_SB10,KP1126_LM_CA20,17962,18029,17450,16699.000000,95.700000,AC_SB10-LM_CA20
KP1094_LM_CA20,KP1126_LM_CA20,15604,18029,15092,14441.500000,95.690000,LM_CA20
KP0718_LM_SB20,KP1124_AC_CA20,18197,18222,17878,17107.500000,95.690000,AC_CA20-LM_SB20
KP0716_LM_SB20,KP1123_LM_CA20,17962,17663,17084,16347.500000,95.690000,LM_CA20-LM_SB20
KP0716_LM_SB20,KP1043_LM_CA10,17986,16882,16327,15622.500000,95.690000,LM_CA10-LM_SB20
KP0666_LM_SB20,KP1123_LM_CA20,16376,17663,15498,14830.500000,95.690000,LM_CA20-LM_SB20
KP0637_LM_SB20,KP1167_LM_CA20,15881,17482,14822,14182.500000,95.690000,LM_CA20-LM_SB20
KP0609_AC_SB20,KP0795_LM_WP10,18034,17838,17331,16584.500000,95.690000,AC_SB20-LM_WP10
KP0551_LM_WP20,KP1160_UN_CA20,18264,18054,17777,17010.000000,95.690000,LM_WP20-UN_CA20
KP0551_LM_WP20,KP0732_LM_SB20,18313,17968,17740,16976.000000,95.690000,LM_SB20-LM_WP20
KP0548_LM_WP20,KP1167_LM_CA20,18028,17482,16969,16237.000000,95.690000,LM_CA20-LM_WP20
KP0282_LM_SQ20,KP0706_LM_SB20,17122,17755,16336,15632.500000,95.690000,LM_SB20-LM_SQ20
KP0253_LM_SQ20,KP1123_LM_CA20,18049,17663,17171,16431.500000,95.690000,LM_CA20-LM_SQ20
KP0253_LM_SQ20,KP0664_LM_SB20,17910,17956,17325,16578.000000,95.690000,LM_SB20-LM_SQ20
KP0253_LM_SQ20,KP0618_LM_SB20,17955,17971,17385,16635.500000,95.690000,LM_SB20-LM_SQ20
KP0253_LM_SQ20,KP0473_LM_WP20,17936,17839,17234,16491.000000,95.690000,LM_SQ20-LM_WP20
KP0716_LM_SB20,KP1126_LM_CA20,17832,18029,17320,16572.500000,95.680000,LM_CA20-LM_SB20
KP0716_LM_SB20,KP1064_LM_CA20,17808,18101,17368,16617.000000,95.680000,LM_CA20-LM_SB20
KP0609_AC_SB20,KP1095_HU_CA20,17957,18121,17537,16779.500000,95.680000,AC_SB20-HU_CA20
KP0551_LM_WP20,KP0677_LM_SB20,18293,17986,17738,16971.500000,95.680000,LM_SB20-LM_WP20
KP0547_LM_WP20,KP0637_LM_SB20,17950,15540,14949,14302.500000,95.680000,LM_SB20-LM_WP20
KP0290_LM_WP20,KP0345_LM_WP20,18137,16738,16334,15628.000000,95.680000,LM_WP20
KP0282_LM_SQ20,KP0345_LM_WP20,17020,16738,15217,14559.500000,95.680000,LM_SQ20-LM_WP20
KP0254_LM_SQ20,KP1065_LM_CA20,18209,17932,17600,16840.500000,95.680000,LM_CA20-LM_SQ20
KP0254_LM_SQ20,KP0473_LM_WP20,18129,17839,17427,16675.000000,95.680000,LM_SQ20-LM_WP20
KP0192_AC_SQ12,KP0482_LM_WP20,17928,16117,15504,14833.500000,95.680000,AC_SQ12-LM_WP20
KP0096_AC_SB10,KP1065_LM_CA20,18025,17932,17416,16664.000000,95.680000,AC_SB10-LM_CA20
KP0096_AC_SB10,KP0588_LM_WP20,17961,17483,16903,16172.000000,95.680000,AC_SB10-LM_WP20
KP1065_LM_CA20,KX0330_LM_WP20,18109,16374,15942,15252.000000,95.670000,LM_CA20-LM_WP20
KP0637_LM_SB20,KP0716_LM_SB20,15832,17693,14984,14334.500000,95.670000,LM_SB20
KP0618_LM_SB20,KP0870_LM_WP10,18069,17404,16932,16199.500000,95.670000,LM_SB20-LM_WP10
KP0588_LM_WP20,KP0618_LM_SB20,17578,17971,17008,16271.500000,95.670000,LM_SB20-LM_WP20
KP0551_LM_WP20,KP1095_HU_CA20,18284,18121,17864,17090.000000,95.670000,HU_CA20-LM_WP20
KP0400_LM_WP20,KP1094_LM_CA20,17970,15435,14864,14220.500000,95.670000,LM_CA20-LM_WP20
KP0400_LM_WP20,KP1043_LM_CA10,17867,16882,16208,15507.000000,95.670000,LM_CA10-LM_WP20
KP0400_LM_WP20,KP0548_LM_WP20,17753,17931,17143,16401.000000,95.670000,LM_WP20
KP0293_LM_WP20,KP0375_LM_WP20,18055,16256,15770,15086.500000,95.670000,LM_WP20
KP0285_LM_SQ20,KP0322_LM_WP20,16484,16123,14066,13457.000000,95.670000,LM_SQ20-LM_WP20
KP0254_LM_SQ20,KP0618_LM_SB20,18144,17971,17574,16813.500000,95.670000,LM_SB20-LM_SQ20
KP0253_LM_SQ20,KP1094_LM_CA20,17983,15435,14877,14233.000000,95.670000,LM_CA20-LM_SQ20
KP0253_LM_SQ20,KP0666_LM_SB20,18075,16153,15687,15007.500000,95.670000,LM_SB20-LM_SQ20
KP0249_LM_SQ20,KP0617_LM_SB20,18062,17751,17272,16524.000000,95.670000,LM_SB20-LM_SQ20
KP0096_AC_SB10,KP0330_LM_WP20,18059,16109,15627,14950.500000,95.670000,AC_SB10-LM_WP20
KP0096_AC_SB10,KP0254_LM_SQ20,17963,18109,17531,16771.500000,95.670000,AC_SB10-LM_SQ20
KP1101_LM_CA20,KX0330_LM_WP20,17788,16374,15621,14943.000000,95.660000,LM_CA20-LM_WP20
KP1094_LM_CA20,KP1167_LM_CA20,15663,17482,14604,13970.500000,95.660000,LM_CA20
KP0676_LM_SB20,KX0330_LM_WP20,16347,16374,14180,13564.500000,95.660000,LM_SB20-LM_WP20
KP0666_LM_SB20,KP0731_LM_SB20,16297,17617,15373,14706.000000,95.660000,LM_SB20
KP0609_AC_SB20,KP0680_LM_SB20,18065,16328,15852,15164.500000,95.660000,AC_SB20-LM_SB20
KP0588_LM_WP20,KP1126_LM_CA20,17547,18029,17035,16296.000000,95.660000,LM_CA20-LM_WP20
KP0557_AC_WP20,KP0694_LM_SB20,18246,16584,16289,15581.500000,95.660000,AC_WP20-LM_SB20
KP0343_LM_WP20,KP0551_LM_WP20,17692,18264,17415,16659.500000,95.660000,LM_WP20
KP0328_LM_WP20,KP1123_LM_CA20,17979,17663,17101,16358.500000,95.660000,LM_CA20-LM_WP20
KP0322_LM_WP20,KP1043_LM_CA10,16539,16882,14880,14234.000000,95.660000,LM_CA10-LM_WP20
KP0322_LM_WP20,KP0547_LM_WP20,16349,17779,15587,14910.000000,95.660000,LM_WP20
KP0290_LM_WP20,KP0795_LM_WP10,18105,17838,17402,16646.000000,95.660000,LM_WP10-LM_WP20
KP0285_LM_SQ20,KP0676_LM_SB20,16260,15876,13595,13004.500000,95.660000,LM_SB20-LM_SQ20
KP0254_LM_SQ20,KP1123_LM_CA20,18256,17663,17378,16624.000000,95.660000,LM_CA20-LM_SQ20
KP0254_LM_SQ20,KP0664_LM_SB20,18109,17956,17524,16763.000000,95.660000,LM_SB20-LM_SQ20
KP0192_AC_SQ12,KP0620_LM_SB20,17819,17995,17273,16523.500000,95.660000,AC_SQ12-LM_SB20
KP1058_LM_CA20,KP1065_LM_CA20,16182,17932,15573,14895.500000,95.650000,LM_CA20
KP0893_LM_WP10,KP1059_LM_CA20,17847,18103,17409,16651.000000,95.650000,LM_CA20-LM_WP10
KP0680_LM_SB20,KP0732_LM_SB20,16522,17968,15949,15254.500000,95.650000,LM_SB20
KP0666_LM_SB20,KP1094_LM_CA20,17000,15435,13894,13289.500000,95.650000,LM_CA20-LM_SB20
KP0650_LM_SB20,KP0677_LM_SB20,17967,17986,17412,16654.500000,95.650000,LM_SB20
KP0618_LM_SB20,KP1167_LM_CA20,18077,17482,17018,16277.000000,95.650000,LM_CA20-LM_SB20
KP0618_LM_SB20,KP1058_LM_CA20,18194,15965,15618,14938.000000,95.650000,LM_CA20-LM_SB20
KP0613_LM_SB20,KP1119_LM_CA20,18216,18256,17931,17151.500000,95.650000,LM_CA20-LM_SB20
KP0609_AC_SB20,KP1059_LM_CA20,18004,18103,17566,16802.000000,95.650000,AC_SB20-LM_CA20
KP0599_LM_SB20,KP0650_LM_SB20,18058,17913,17430,16672.500000,95.650000,LM_SB20
KP0482_LM_WP20,KP0795_LM_WP10,16203,17838,15500,14825.500000,95.650000,LM_WP10-LM_WP20
KP0473_LM_WP20,KP1094_LM_CA20,18040,15435,14934,14284.000000,95.650000,LM_CA20-LM_WP20
KP0400_LM_WP20,KP0588_LM_WP20,17795,17483,16737,16009.500000,95.650000,LM_WP20
KP0328_LM_WP20,KP1167_LM_CA20,17998,17482,16939,16202.500000,95.650000,LM_CA20-LM_WP20
KP0322_LM_WP20,KP1167_LM_CA20,16336,17482,15277,14612.000000,95.650000,LM_CA20-LM_WP20
KP0293_LM_WP20,KP0620_LM_SB20,18149,17995,17603,16837.000000,95.650000,LM_SB20-LM_WP20
KP0290_LM_WP20,KP0609_AC_SB20,18101,17909,17469,16709.500000,95.650000,AC_SB20-LM_WP20
KP0253_LM_SQ20,KP0637_LM_SB20,17999,15540,14998,14345.000000,95.650000,LM_SB20-LM_SQ20
KP0252_LM_SQ20,KP0551_LM_WP20,18078,18264,17801,17027.000000,95.650000,LM_SQ20-LM_WP20
KP0096_AC_SB10,KP0322_LM_WP20,18133,16123,15715,15031.000000,95.650000,AC_SB10-LM_WP20
KP0870_LM_WP10,KX0330_LM_WP20,17673,16374,15506,14830.000000,95.640000,LM_WP10-LM_WP20
KP0870_LM_WP10,KP1094_LM_CA20,17804,15435,14698,14057.000000,95.640000,LM_CA20-LM_WP10
KP0716_LM_SB20,KP1058_LM_CA20,17796,15965,15220,14557.000000,95.640000,LM_CA20-LM_SB20
KP0677_LM_SB20,KP0732_LM_SB20,18069,17968,17496,16733.000000,95.640000,LM_SB20
KP0676_LM_SB20,KP1126_LM_CA20,15988,18029,15476,14801.500000,95.640000,LM_CA20-LM_SB20
KP0666_LM_SB20,KP0676_LM_SB20,16403,15876,13738,13139.500000,95.640000,LM_SB20
KP0664_LM_SB20,KP1167_LM_CA20,18100,17482,17041,16298.000000,95.640000,LM_CA20-LM_SB20
KP0637_LM_SB20,KP1043_LM_CA10,15940,16882,14281,13658.500000,95.640000,LM_CA10-LM_SB20
KP0637_LM_SB20,KP0664_LM_SB20,15778,17956,15193,14530.500000,95.640000,LM_SB20
KP0613_LM_SB20,KP0694_LM_SB20,18258,16584,16301,15590.000000,95.640000,LM_SB20
KP0599_LM_SB20,KP1103_LM_CA20,18087,18178,17724,16950.500000,95.640000,LM_CA20-LM_SB20
KP0588_LM_WP20,KP1123_LM_CA20,17629,17663,16751,16020.500000,95.640000,LM_CA20-LM_WP20
KP0548_LM_WP20,KP1058_LM_CA20,18018,15965,15442,14769.500000,95.640000,LM_CA20-LM_WP20
KP0482_LM_WP20,KP0706_LM_SB20,16433,17755,15647,14965.000000,95.640000,LM_SB20-LM_WP20
KP0473_LM_WP20,KX0330_LM_WP20,18005,16374,15838,15148.000000,95.640000,LM_WP20
KP0400_LM_WP20,KP0676_LM_SB20,17929,15876,15264,14599.000000,95.640000,LM_SB20-LM_WP20
KP0348_LM_WP20,KP0682_LM_SB20,17971,17158,16588,15865.500000,95.640000,LM_SB20-LM_WP20
KP0345_LM_WP20,KP1144_LM_CA20,16832,18024,16315,15603.000000,95.640000,LM_CA20-LM_WP20
KP0342_LM_WP20,KP0551_LM_WP20,17635,18264,17358,16601.000000,95.640000,LM_WP20
KP0322_LM_WP20,KP1064_LM_CA20,16248,18101,15808,15118.500000,95.640000,LM_CA20-LM_WP20
KP0322_LM_WP20,KP0716_LM_SB20,16406,17693,15558,14879.500000,95.640000,LM_SB20-LM_WP20
KP0322_LM_WP20,KP0676_LM_SB20,16377,15876,13712,13114.000000,95.640000,LM_SB20-LM_WP20
KP0293_LM_WP20,KP0551_LM_WP20,18068,18264,17791,17014.500000,95.640000,LM_WP20
KP0290_LM_WP20,KP1095_HU_CA20,18098,18121,17678,16908.000000,95.640000,HU_CA20-LM_WP20
KP0254_LM_SQ20,KP0666_LM_SB20,18181,16153,15793,15105.000000,95.640000,LM_SB20-LM_SQ20
KP0192_AC_SQ12,KP0207_LM_SQ12,17822,17786,17067,16322.500000,95.640000,AC_SQ12-LM_SQ12
KP0666_LM_SB20,KP1101_LM_CA20,16416,17485,15360,14689.000000,95.630000,LM_CA20-LM_SB20
KP0666_LM_SB20,KP0870_LM_WP10,16401,17404,15264,14597.500000,95.630000,LM_SB20-LM_WP10
KP0650_LM_SB20,KP0723_NA_NANA,18001,17873,17333,16575.000000,95.630000,LM_SB20-NA_NANA
KP0557_AC_WP20,KP0609_AC_SB20,18122,17909,17490,16725.500000,95.630000,AC_SB20-AC_WP20
KP0548_LM_WP20,KP0588_LM_WP20,17994,17483,16936,16196.000000,95.630000,LM_WP20
