# ind1,ind2,ind1_snps,ind2_snps,both_snps,match,match_perc,pop
KP0148_HU_SB05,KP0985_AC_WP05,21913,24582,21115,20749.5,98.27,AC_WP05-HU_SB05
KP0147_HU_SB05,KP0985_AC_WP05,24776,24582,23978,23563.5,98.27,AC_WP05-HU_SB05
KP0147_HU_SB05,KP0774_AC_WP10,24821,20424,19865,19520.5,98.27,AC_WP10-HU_SB05
KP0146_HU_SB05,KP0148_HU_SB05,23892,21746,20258,19907.5,98.27,HU_SB05
KP0141_HU_SB05,KP0959_HU_WP05,20987,22826,18433,18114,98.27,HU_SB05-HU_WP05
KP0135_HU_SB05,KP0148_HU_SB05,24850,21746,21216,20848,98.27,HU_SB05
KP0132_HU_SB05,KP0987_HU_WP05,22475,22932,20027,19681.5,98.27,HU_SB05-HU_WP05
KP0132_HU_SB05,KP0980_HU_WP05,22110,24741,21471,21099,98.27,HU_SB05-HU_WP05
KP0132_HU_SB05,KP0140_HU_SB05,22145,24561,21326,20957,98.27,HU_SB05
KP0111_AC_SB10,KP0425_HU_CA05,25134,25198,24952,24519.5,98.27,AC_SB10-HU_CA05
KP0099_AC_SB10,KP0845_AC_WP10,23714,23247,21581,21208.5,98.27,AC_SB10-AC_WP10
KP0099_AC_SB10,KP0438_HU_CA05,23464,25218,23302,22899.5,98.27,AC_SB10-HU_CA05
KP0098_AC_SB10,KP0739_HU_WP10,24872,24924,24416,23992.5,98.27,AC_SB10-HU_WP10
KP0092_AC_SB10,KP0798_HU_WP10,21838,22488,18946,18617.5,98.27,AC_SB10-HU_WP10
KP0091_AC_SB10,KP0985_AC_WP05,23293,24582,22495,22105,98.27,AC_SB10-AC_WP05
KP0084_AC_SB10,KP0986_HU_WP05,24250,24618,23488,23081.5,98.27,AC_SB10-HU_WP05
KP0084_AC_SB10,KP0145_HU_SB05,24334,24601,23555,23148.5,98.27,AC_SB10-HU_SB05
KP0899_LM_WP10,KP0935_AC_WP10,24978,24670,24268,23845.5,98.26,AC_WP10-LM_WP10
KP0877_HU_WP10,KP0948_AC_WP10,24519,24596,23735,23321.5,98.26,AC_WP10-HU_WP10
KP0853_HU_WP10,KP0899_LM_WP10,24033,24959,23612,23201,98.26,HU_WP10-LM_WP10
KP0838_AC_WP10,KP0963_HU_WP05,21026,23291,18937,18607.5,98.26,AC_WP10-HU_WP05
KP0798_HU_WP10,KP0970_HU_WP05,23077,22581,20278,19924.5,98.26,HU_WP05-HU_WP10
KP0798_HU_WP10,KP0875_AC_WP10,22532,24938,22090,21706.5,98.26,AC_WP10-HU_WP10
KP0798_HU_WP10,KP0829_AC_WP10,22875,21900,19395,19057.5,98.26,AC_WP10-HU_WP10
KP0789_HU_WP10,KP1039_HU_CA10,20592,25176,20388,20034,98.26,HU_CA10-HU_WP10
KP0764_HU_WP10,KP1153_UN_CA20,24745,24934,24299,23877,98.26,HU_WP10-UN_CA20
KP0740_HU_WP10,KP1116_AC_CA20,23599,25105,23324,22917.5,98.26,AC_CA20-HU_WP10
KP0740_HU_WP10,KP0845_AC_WP10,23780,23247,21647,21270,98.26,AC_WP10-HU_WP10
KP0739_HU_WP10,KP1116_AC_CA20,24951,25105,24676,24247,98.26,AC_CA20-HU_WP10
KP0639_LM_SB20,KP0968_HU_WP05,24920,24825,24365,23942,98.26,HU_WP05-LM_SB20
KP0552_AC_WP20,KP0970_HU_WP05,25076,22581,22277,21889.5,98.26,AC_WP20-HU_WP05
KP0552_AC_WP20,KP0963_HU_WP05,25112,23291,23023,22622,98.26,AC_WP20-HU_WP05
KP0552_AC_WP20,KP0941_HU_WP10,25014,24915,24549,24121,98.26,AC_WP20-HU_WP10
KP0552_AC_WP20,KP0878_AC_WP10,25014,24318,23952,23535.5,98.26,AC_WP10-AC_WP20
KP0474_AC_WP20,KP1116_AC_CA20,24440,25105,24165,23744,98.26,AC_CA20-AC_WP20
KP0474_AC_WP20,KP0968_HU_WP05,24428,24825,23873,23458,98.26,AC_WP20-HU_WP05
KP0442_HU_CA05,KP0789_HU_WP10,23465,20521,18606,18282.5,98.26,HU_CA05-HU_WP10
KP0442_HU_CA05,KP0740_HU_WP10,23349,23568,21537,21162,98.26,HU_CA05-HU_WP10
KP0439_HU_CA05,KP1153_UN_CA20,24742,24934,24296,23874,98.26,HU_CA05-UN_CA20
KP0438_HU_CA05,KP0740_HU_WP10,25236,23568,23424,23015.5,98.26,HU_CA05-HU_WP10
KP0428_HU_CA05,KP0789_HU_WP10,22548,20521,17689,17380.5,98.26,HU_CA05-HU_WP10
KP0425_HU_CA05,KP0877_HU_WP10,25240,24461,24321,23897.5,98.26,HU_CA05-HU_WP10
KP0421_HU_CA05,KP0875_AC_WP10,21481,24938,21039,20672.5,98.26,AC_WP10-HU_CA05
KP0417_HU_CA05,KP1116_AC_CA20,23970,25105,23695,23283.5,98.26,AC_CA20-HU_CA05
KP0417_HU_CA05,KP0739_HU_WP10,23946,24924,23490,23081,98.26,HU_CA05-HU_WP10
KP0414_HU_CA05,KP1034_HU_CA10,23089,24910,22619,22226.5,98.26,HU_CA05-HU_CA10
KP0414_HU_CA05,KP0798_HU_WP10,23348,22488,20456,20100.5,98.26,HU_CA05-HU_WP10
KP0414_HU_CA05,KP0552_AC_WP20,23075,25014,22709,22314.5,98.26,AC_WP20-HU_CA05
KP0410_HU_CA05,KP0740_HU_WP10,24224,23568,22412,22022.5,98.26,HU_CA05-HU_WP10
KP0410_HU_CA05,KP0540_AC_WP20,24200,24881,23701,23288.5,98.26,AC_WP20-HU_CA05
KP0378_AC_WP20,KP1116_AC_CA20,18454,25105,18179,17862,98.26,AC_CA20-AC_WP20
KP0378_AC_WP20,KP0814_HU_WP10,18719,22825,16164,15882,98.26,AC_WP20-HU_WP10
KP0378_AC_WP20,KP0425_HU_CA05,18442,25198,18260,17943,98.26,AC_WP20-HU_CA05
KP0184_AC_SQ12,KP1153_UN_CA20,24790,24934,24344,23921.5,98.26,AC_SQ12-UN_CA20
KP0184_AC_SQ12,KP1084_AC_CA20,24800,25063,24483,24058,98.26,AC_CA20-AC_SQ12
KP0184_AC_SQ12,KP1033_HU_CA10,24835,25113,24568,24140,98.26,AC_SQ12-HU_CA10
KP0183_AC_SQ12,KP0416_HU_CA05,24053,23823,22496,22105,98.26,AC_SQ12-HU_CA05
KP0159_AC_SQ12,KP0970_HU_WP05,23454,22581,20655,20295.5,98.26,AC_SQ12-HU_WP05
KP0159_AC_SQ12,KP0414_HU_CA05,23474,23034,21128,20761,98.26,AC_SQ12-HU_CA05
KP0159_AC_SQ12,KP0413_HU_CA05,23627,21321,19568,19227.5,98.26,AC_SQ12-HU_CA05
KP0149_HU_SB05,KP0906_AC_WP10,24136,23566,22322,21933.5,98.26,AC_WP10-HU_SB05
KP0148_HU_SB05,KP0951_HU_WP10,21983,24669,21272,20902,98.26,HU_SB05-HU_WP10
KP0148_HU_SB05,KP0886_AC_WP10,22009,23853,20482,20125,98.26,AC_WP10-HU_SB05
KP0146_HU_SB05,KP0960_HU_WP05,23671,24294,22585,22191.5,98.26,HU_SB05-HU_WP05
KP0142_HU_SB05,KP0986_HU_WP05,24775,24618,24013,23595.5,98.26,HU_SB05-HU_WP05
KP0141_HU_SB05,KP0951_HU_WP10,20891,24669,20180,19829,98.26,HU_SB05-HU_WP10
KP0140_HU_SB05,KP0959_HU_WP05,24776,22826,22222,21835,98.26,HU_SB05-HU_WP05
KP0140_HU_SB05,KP0951_HU_WP10,24694,24669,23983,23565.5,98.26,HU_SB05-HU_WP10
KP0140_HU_SB05,KP0142_HU_SB05,24713,24720,24053,23634,98.26,HU_SB05
KP0135_HU_SB05,KP0985_AC_WP05,24677,24582,23879,23463.5,98.26,AC_WP05-HU_SB05
KP0135_HU_SB05,KP0146_HU_SB05,24743,23469,22832,22434.5,98.26,HU_SB05
KP0132_HU_SB05,KP0149_HU_SB05,22279,23933,20832,20470.5,98.26,HU_SB05
KP0130_AC_SB05,KP0148_HU_SB05,24515,21746,20881,20518,98.26,AC_SB05-HU_SB05
KP0111_AC_SB10,KP0764_HU_WP10,25133,24738,24491,24064,98.26,AC_SB10-HU_WP10
KP0110_AC_SB10,KP0378_AC_WP20,24659,18393,17672,17364,98.26,AC_SB10-AC_WP20
KP0093_AC_SB10,KP1033_HU_CA10,22909,25113,22642,22249,98.26,AC_SB10-HU_CA10
KP0092_AC_SB10,KP0427_HU_CA05,22035,22781,19436,19098.5,98.26,AC_SB10-HU_CA05
KP0091_AC_SB10,KP0783_HU_WP10,23388,23772,21780,21401.5,98.26,AC_SB10-HU_WP10
KP0091_AC_SB10,KP0142_HU_SB05,23282,24720,22622,22228.5,98.26,AC_SB10-HU_SB05
KP0084_AC_SB10,KP0146_HU_SB05,24386,23469,22475,22083.5,98.26,AC_SB10-HU_SB05
KP0084_AC_SB10,KP0135_HU_SB05,24363,24561,23544,23133.5,98.26,AC_SB10-HU_SB05
KP0084_AC_SB10,KP0132_HU_SB05,24532,21949,21101,20733,98.26,AC_SB10-HU_SB05
KP1034_HU_CA10,KP1116_AC_CA20,24910,25105,24635,24204.5,98.25,AC_CA20-HU_CA10
KP0960_HU_WP05,KP0980_HU_WP05,24447,24741,23808,23391,98.25,HU_WP05
KP0935_AC_WP10,KP0963_HU_WP05,24728,23291,22639,22242,98.25,AC_WP10-HU_WP05
KP0859_HU_WP10,KP1034_HU_CA10,22594,24910,22124,21737,98.25,HU_CA10-HU_WP10
KP0845_AC_WP10,KP1159_UN_CA20,23440,24339,22399,22006,98.25,AC_WP10-UN_CA20
KP0845_AC_WP10,KP1033_HU_CA10,23247,25113,22980,22578,98.25,AC_WP10-HU_CA10
KP0845_AC_WP10,KP0941_HU_WP10,23291,24915,22826,22427,98.25,AC_WP10-HU_WP10
KP0845_AC_WP10,KP0877_HU_WP10,23294,24461,22375,21982.5,98.25,AC_WP10-HU_WP10
KP0838_AC_WP10,KP0970_HU_WP05,21055,22581,18256,17937,98.25,AC_WP10-HU_WP05
KP0805_HU_WP10,KP0875_AC_WP10,22553,24938,22111,21724,98.25,AC_WP10-HU_WP10
KP0803_HU_WP10,KP1074_AC_CA20,24517,24092,23229,22823,98.25,AC_CA20-HU_WP10
KP0798_HU_WP10,KP0845_AC_WP10,22884,23247,20751,20387,98.25,AC_WP10-HU_WP10
KP0789_HU_WP10,KP0803_HU_WP10,20890,24463,19973,19623,98.25,HU_WP10
KP0775_AC_WP10,KP0980_HU_WP05,22500,24741,21861,21479,98.25,AC_WP10-HU_WP05
KP0764_HU_WP10,KP0803_HU_WP10,24798,24463,23881,23463,98.25,HU_WP10
KP0739_HU_WP10,KP0875_AC_WP10,24925,24938,24483,24053.5,98.25,AC_WP10-HU_WP10
KP0739_HU_WP10,KP0831_HU_WP10,24978,24317,23915,23496,98.25,HU_WP10
KP0552_AC_WP20,KP1033_HU_CA10,25014,25113,24747,24313.5,98.25,AC_WP20-HU_CA10
KP0552_AC_WP20,KP0805_HU_WP10,25031,22322,21973,21588.5,98.25,AC_WP20-HU_WP10
KP0474_AC_WP20,KP0845_AC_WP10,24536,23247,22403,22012,98.25,AC_WP10-AC_WP20
KP0442_HU_CA05,KP1116_AC_CA20,23256,25105,22981,22578.5,98.25,AC_CA20-HU_CA05
KP0442_HU_CA05,KP1074_AC_CA20,23328,24092,22040,21654.5,98.25,AC_CA20-HU_CA05
KP0438_HU_CA05,KP1003_HU_CA10,25218,25119,24957,24521,98.25,HU_CA05-HU_CA10
KP0438_HU_CA05,KP0878_AC_WP10,25251,24318,24189,23765.5,98.25,AC_WP10-HU_CA05
KP0438_HU_CA05,KP0877_HU_WP10,25251,24461,24332,23906,98.25,HU_CA05-HU_WP10
KP0438_HU_CA05,KP0831_HU_WP10,25266,24317,24203,23779.5,98.25,HU_CA05-HU_WP10
KP0438_HU_CA05,KP0789_HU_WP10,25227,20521,20368,20011.5,98.25,HU_CA05-HU_WP10
KP0434_HU_CA05,KP0876_HU_WP10,22511,24438,21569,21191,98.25,HU_CA05-HU_WP10
KP0434_HU_CA05,KP0831_HU_WP10,22403,24317,21340,20966,98.25,HU_CA05-HU_WP10
KP0428_HU_CA05,KP0740_HU_WP10,21561,23568,19749,19402.5,98.25,HU_CA05-HU_WP10
KP0427_HU_CA05,KP1074_AC_CA20,22949,24092,21661,21283,98.25,AC_CA20-HU_CA05
KP0427_HU_CA05,KP0789_HU_WP10,23770,20521,18911,18579.5,98.25,HU_CA05-HU_WP10
KP0426_HU_CA05,KP0439_HU_CA05,23754,24742,23116,22711,98.25,HU_CA05
KP0423_HU_CA05,KP0428_HU_CA05,22817,21309,18746,18418.5,98.25,HU_CA05
KP0421_HU_CA05,KP0789_HU_WP10,23016,20521,18157,17838.5,98.25,HU_CA05-HU_WP10
KP0421_HU_CA05,KP0439_HU_CA05,21529,24742,20891,20524.5,98.25,HU_CA05
KP0418_HU_CA05,KP0421_HU_CA05,25039,21431,21090,20721.5,98.25,HU_CA05
KP0417_HU_CA05,KP1074_AC_CA20,23980,24092,22692,22294,98.25,AC_CA20-HU_CA05
KP0417_HU_CA05,KP0552_AC_WP20,23968,25014,23602,23189.5,98.25,AC_WP20-HU_CA05
KP0414_HU_CA05,KP1074_AC_CA20,23128,24092,21840,21457,98.25,AC_CA20-HU_CA05
KP0414_HU_CA05,KP0442_HU_CA05,23250,23222,21092,20723,98.25,HU_CA05
KP0413_HU_CA05,KP0418_HU_CA05,21411,24922,20953,20587,98.25,HU_CA05
KP0410_HU_CA05,KP0968_HU_WP05,24149,24825,23594,23180.5,98.25,HU_CA05-HU_WP05
KP0378_AC_WP20,KP1159_UN_CA20,18695,24339,17654,17344.5,98.25,AC_WP20-UN_CA20
KP0378_AC_WP20,KP1074_AC_CA20,18811,24092,17523,17216,98.25,AC_CA20-AC_WP20
KP0378_AC_WP20,KP0963_HU_WP05,19101,23291,17012,16714,98.25,AC_WP20-HU_WP05
KP0184_AC_SQ12,KP0859_HU_WP10,24847,22474,21941,21557,98.25,AC_SQ12-HU_WP10
KP0184_AC_SQ12,KP0420_HU_CA05,24844,23950,23414,23005,98.25,AC_SQ12-HU_CA05
KP0183_AC_SQ12,KP1153_UN_CA20,23994,24934,23548,23135,98.25,AC_SQ12-UN_CA20
KP0183_AC_SQ12,KP1033_HU_CA10,23988,25113,23721,23305.5,98.25,AC_SQ12-HU_CA10
KP0183_AC_SQ12,KP0922_AC_WP10,24427,23000,22047,21662,98.25,AC_SQ12-AC_WP10
KP0183_AC_SQ12,KP0845_AC_WP10,24069,23247,21936,21552,98.25,AC_SQ12-AC_WP10
KP0183_AC_SQ12,KP0428_HU_CA05,24583,21309,20512,20153.5,98.25,AC_SQ12-HU_CA05
KP0159_AC_SQ12,KP1084_AC_CA20,23425,25063,23108,22704.5,98.25,AC_CA20-AC_SQ12
KP0159_AC_SQ12,KP1033_HU_CA10,23503,25113,23236,22829,98.25,AC_SQ12-HU_CA10
KP0159_AC_SQ12,KP0922_AC_WP10,23485,23000,21105,20736,98.25,AC_SQ12-AC_WP10
KP0159_AC_SQ12,KP0417_HU_CA05,23593,23945,22158,21769.5,98.25,AC_SQ12-HU_CA05
KP0159_AC_SQ12,KP0378_AC_WP20,23602,18393,16615,16324.5,98.25,AC_SQ12-AC_WP20
KP0149_HU_SB05,KP0979_HU_WP05,24048,24824,23492,23080,98.25,HU_SB05-HU_WP05
KP0147_HU_SB05,KP0818_HU_WP10,24735,24640,23995,23575,98.25,HU_SB05-HU_WP10
KP0141_HU_SB05,KP0886_AC_WP10,20957,23853,19430,19089.5,98.25,AC_WP10-HU_SB05
KP0139_HU_SB05,KP0987_HU_WP05,24081,22932,21633,21254,98.25,HU_SB05-HU_WP05
KP0139_HU_SB05,KP0886_AC_WP10,24002,23853,22475,22081,98.25,AC_WP10-HU_SB05
KP0139_HU_SB05,KP0142_HU_SB05,24018,24720,23358,22950,98.25,HU_SB05
KP0135_HU_SB05,KP0145_HU_SB05,24732,24601,23953,23535,98.25,HU_SB05
KP0134_HU_SB05,KP0948_AC_WP10,22674,24596,21890,21506,98.25,AC_WP10-HU_SB05
KP0132_HU_SB05,KP0775_AC_WP10,22793,22286,19699,19354.5,98.25,AC_WP10-HU_SB05
KP0132_HU_SB05,KP0141_HU_SB05,22443,20738,17801,17489,98.25,HU_SB05
KP0111_AC_SB10,KP1162_AC_CA20,25250,21671,21541,21164.5,98.25,AC_CA20-AC_SB10
KP0111_AC_SB10,KP1153_UN_CA20,25166,24934,24720,24287,98.25,AC_SB10-UN_CA20
KP0111_AC_SB10,KP0875_AC_WP10,25133,24938,24691,24258,98.25,AC_SB10-AC_WP10
KP0111_AC_SB10,KP0739_HU_WP10,25160,24924,24704,24272,98.25,AC_SB10-HU_WP10
KP0110_AC_SB10,KP0798_HU_WP10,23862,22488,20970,20603.5,98.25,AC_SB10-HU_WP10
KP0098_AC_SB10,KP1162_AC_CA20,25215,21671,21506,21130,98.25,AC_CA20-AC_SB10
KP0098_AC_SB10,KP0764_HU_WP10,24831,24738,24189,23765.5,98.25,AC_SB10-HU_WP10
KP0092_AC_SB10,KP1005_HU_CA10,20966,25199,20785,20421.5,98.25,AC_SB10-HU_CA10
KP0091_AC_SB10,KP0774_AC_WP10,23870,20424,18914,18583.5,98.25,AC_SB10-AC_WP10
KP0084_AC_SB10,KP0149_HU_SB05,24368,23933,22921,22520.5,98.25,AC_SB10-HU_SB05
KP1037_HU_CA10,KP1039_HU_CA10,24984,25176,24780,24344,98.24,HU_CA10
KP1003_HU_CA10,KP1086_HU_CA20,25136,24324,24080,23656.5,98.24,HU_CA10-HU_CA20
KP0963_HU_WP05,KP1033_HU_CA10,23396,25113,23129,22723,98.24,HU_CA10-HU_WP05
KP0877_HU_WP10,KP1086_HU_CA20,24550,24324,23494,23079.5,98.24,HU_CA20-HU_WP10
KP0876_HU_WP10,KP0877_HU_WP10,24527,24461,23608,23192.5,98.24,HU_WP10
KP0875_AC_WP10,KP0935_AC_WP10,24938,24670,24228,23800.5,98.24,AC_WP10
KP0845_AC_WP10,KP0899_LM_WP10,23247,24959,22826,22425,98.24,AC_WP10-LM_WP10
KP0831_HU_WP10,KP0876_HU_WP10,24403,24438,23461,23049,98.24,HU_WP10
KP0827_AC_WP10,KP0829_AC_WP10,24861,21900,21381,21005,98.24,AC_WP10
KP0814_HU_WP10,KP1074_AC_CA20,22908,24092,21620,21238.5,98.24,AC_CA20-HU_WP10
KP0805_HU_WP10,KP0877_HU_WP10,22481,24461,21562,21183.5,98.24,HU_WP10
KP0789_HU_WP10,KP1116_AC_CA20,20564,25105,20289,19932.5,98.24,AC_CA20-HU_WP10
KP0789_HU_WP10,KP0968_HU_WP05,20704,24825,20149,19794.5,98.24,HU_WP05-HU_WP10
KP0785_AC_WP10,KP0935_AC_WP10,24302,24670,23592,23177.5,98.24,AC_WP10
KP0783_HU_WP10,KP0980_HU_WP05,23916,24741,23277,22868,98.24,HU_WP05-HU_WP10
KP0774_AC_WP10,KP0951_HU_WP10,20694,24669,19983,19631,98.24,AC_WP10-HU_WP10
KP0744_HU_WP10,KP0958_HU_WP05,24599,22979,22198,21808,98.24,HU_WP05-HU_WP10
KP0740_HU_WP10,KP1039_HU_CA10,23593,25176,23389,22978.5,98.24,HU_CA10-HU_WP10
KP0540_AC_WP20,KP0739_HU_WP10,24976,24924,24520,24089.5,98.24,AC_WP20-HU_WP10
KP0438_HU_CA05,KP0814_HU_WP10,25250,22825,22695,22295,98.24,HU_CA05-HU_WP10
KP0434_HU_CA05,KP0847_HU_WP10,22325,25042,21987,21600,98.24,HU_CA05-HU_WP10
KP0429_HU_CA05,KP0875_AC_WP10,23833,24938,23391,22979.5,98.24,AC_WP10-HU_CA05
KP0428_HU_CA05,KP0859_HU_WP10,22142,22474,19236,18897.5,98.24,HU_CA05-HU_WP10
KP0425_HU_CA05,KP0948_AC_WP10,25250,24596,24466,24035.5,98.24,AC_WP10-HU_CA05
KP0425_HU_CA05,KP0878_AC_WP10,25208,24318,24146,23721,98.24,AC_WP10-HU_CA05
KP0421_HU_CA05,KP1033_HU_CA10,21498,25113,21231,20857,98.24,HU_CA05-HU_CA10
KP0421_HU_CA05,KP0805_HU_WP10,21935,22322,18877,18545,98.24,HU_CA05-HU_WP10
KP0417_HU_CA05,KP1086_HU_CA20,23987,24324,22931,22526.5,98.24,HU_CA05-HU_CA20
KP0417_HU_CA05,KP0740_HU_WP10,23968,23568,22156,21765,98.24,HU_CA05-HU_WP10
KP0413_HU_CA05,KP0435_HU_CA05,21364,25033,21017,20647,98.24,HU_CA05
KP0410_HU_CA05,KP0417_HU_CA05,24303,23945,22868,22466,98.24,HU_CA05
KP0378_AC_WP20,KP0839_HU_WP10,18635,24142,17397,17091.5,98.24,AC_WP20-HU_WP10
KP0378_AC_WP20,KP0442_HU_CA05,18771,23222,16613,16320.5,98.24,AC_WP20-HU_CA05
KP0211_AC_SQ12,KP0859_HU_WP10,23870,22474,20964,20594.5,98.24,AC_SQ12-HU_WP10
KP0211_AC_SQ12,KP0421_HU_CA05,23936,21431,19987,19635.5,98.24,AC_SQ12-HU_CA05
KP0184_AC_SQ12,KP0474_AC_WP20,24799,24391,23810,23390,98.24,AC_SQ12-AC_WP20
KP0183_AC_SQ12,KP0875_AC_WP10,24020,24938,23578,23163.5,98.24,AC_SQ12-AC_WP10
KP0145_HU_SB05,KP0146_HU_SB05,24798,23469,22887,22483.5,98.24,HU_SB05
KP0142_HU_SB05,KP0989_HU_WP05,24815,24698,24133,23708.5,98.24,HU_SB05-HU_WP05
KP0141_HU_SB05,KP0774_AC_WP10,21239,20424,16283,15996.5,98.24,AC_WP10-HU_SB05
KP0140_HU_SB05,KP0987_HU_WP05,24766,22932,22318,21925.5,98.24,HU_SB05-HU_WP05
KP0140_HU_SB05,KP0886_AC_WP10,24699,23853,23172,22763.5,98.24,AC_WP10-HU_SB05
KP0139_HU_SB05,KP0980_HU_WP05,23994,24741,23355,22943.5,98.24,HU_SB05-HU_WP05
KP0132_HU_SB05,KP0973_HU_WP05,22542,22542,19704,19357,98.24,HU_SB05-HU_WP05
KP0130_AC_SB05,KP0140_HU_SB05,24461,24561,23642,23225.5,98.24,AC_SB05-HU_SB05
KP0130_AC_SB05,KP0139_HU_SB05,24443,23925,22988,22584,98.24,AC_SB05-HU_SB05
KP0110_AC_SB10,KP1162_AC_CA20,23800,21671,20091,19737,98.24,AC_CA20-AC_SB10
KP0110_AC_SB10,KP0920_HU_WP10,23785,24693,23098,22691,98.24,AC_SB10-HU_WP10
KP0098_AC_SB10,KP0875_AC_WP10,24962,24938,24520,24089.5,98.24,AC_SB10-AC_WP10
KP0093_AC_SB10,KP1039_HU_CA10,22868,25176,22664,22266,98.24,AC_SB10-HU_CA10
KP0093_AC_SB10,KP0414_HU_CA05,22958,23034,20612,20249.5,98.24,AC_SB10-HU_CA05
KP0093_AC_SB10,KP0413_HU_CA05,22966,21321,18907,18574.5,98.24,AC_SB10-HU_CA05
KP0075_HU_SB10,KP0434_HU_CA05,23734,22266,20620,20258,98.24,HU_CA05-HU_SB10
KP0049_HU_SB10,KP0090_AC_SB10,20996,23495,19111,18774.5,98.24,AC_SB10-HU_SB10
KP0980_HU_WP05,KP0986_HU_WP05,24859,24618,24097,23671,98.23,HU_WP05
KP0877_HU_WP10,KP0970_HU_WP05,24550,22581,21751,21366,98.23,HU_WP05-HU_WP10
KP0831_HU_WP10,KP1159_UN_CA20,24434,24339,23393,22980,98.23,HU_WP10-UN_CA20
KP0827_AC_WP10,KP1039_HU_CA10,24367,25176,24163,23735.5,98.23,AC_WP10-HU_CA10
KP0814_HU_WP10,KP1039_HU_CA10,22863,25176,22659,22257.5,98.23,HU_CA10-HU_WP10
KP0814_HU_WP10,KP0970_HU_WP05,22826,22581,20027,19672.5,98.23,HU_WP05-HU_WP10
KP0805_HU_WP10,KP1116_AC_CA20,22368,25105,22093,21702.5,98.23,AC_CA20-HU_WP10
KP0805_HU_WP10,KP0970_HU_WP05,22596,22581,19797,19447,98.23,HU_WP05-HU_WP10
KP0803_HU_WP10,KP0829_AC_WP10,24541,21900,21061,20688.5,98.23,AC_WP10-HU_WP10
KP0798_HU_WP10,KP0831_HU_WP10,22679,24317,21616,21233.5,98.23,HU_WP10
KP0789_HU_WP10,KP1153_UN_CA20,20624,24934,20178,19820.5,98.23,HU_WP10-UN_CA20
KP0768_HU_WP10,KP0954_HU_WP05,23404,23627,21651,21267,98.23,HU_WP05-HU_WP10
KP0740_HU_WP10,KP1153_UN_CA20,23601,24934,23155,22745,98.23,HU_WP10-UN_CA20
KP0639_LM_SB20,KP0845_AC_WP10,24912,23247,22779,22376.5,98.23,AC_WP10-LM_SB20
KP0639_LM_SB20,KP0789_HU_WP10,25025,20521,20166,19808.5,98.23,HU_WP10-LM_SB20
KP0582_AC_WP20,KP0920_HU_WP10,25083,24693,24396,23963.5,98.23,AC_WP20-HU_WP10
KP0552_AC_WP20,KP0803_HU_WP10,25029,24463,24112,23685,98.23,AC_WP20-HU_WP10
KP0540_AC_WP20,KP0875_AC_WP10,24888,24938,24446,24013.5,98.23,AC_WP10-AC_WP20
KP0540_AC_WP20,KP0552_AC_WP20,24885,25014,24519,24084,98.23,AC_WP20
KP0474_AC_WP20,KP0841_AC_WP10,24563,20014,19197,18857,98.23,AC_WP10-AC_WP20
KP0442_HU_CA05,KP1159_UN_CA20,23329,24339,22288,21894.5,98.23,HU_CA05-UN_CA20
KP0438_HU_CA05,KP1005_HU_CA10,25221,25199,25040,24596,98.23,HU_CA05-HU_CA10
KP0438_HU_CA05,KP0970_HU_WP05,25239,22581,22440,22043,98.23,HU_CA05-HU_WP05
KP0438_HU_CA05,KP0941_HU_WP10,25219,24915,24754,24315.5,98.23,HU_CA05-HU_WP10
KP0438_HU_CA05,KP0859_HU_WP10,25293,22474,22387,21991,98.23,HU_CA05-HU_WP10
KP0435_HU_CA05,KP0798_HU_WP10,25086,22488,22194,21802,98.23,HU_CA05-HU_WP10
KP0434_HU_CA05,KP0877_HU_WP10,22385,24461,21466,21085.5,98.23,HU_CA05-HU_WP10
KP0434_HU_CA05,KP0439_HU_CA05,22622,24742,21984,21595,98.23,HU_CA05
KP0429_HU_CA05,KP0847_HU_WP10,23853,25042,23515,23098,98.23,HU_CA05-HU_WP10
KP0427_HU_CA05,KP0920_HU_WP10,22900,24693,22213,21819,98.23,HU_CA05-HU_WP10
KP0427_HU_CA05,KP0639_LM_SB20,22839,24890,22349,21953,98.23,HU_CA05-LM_SB20
KP0426_HU_CA05,KP0429_HU_CA05,23828,23818,22266,21872.5,98.23,HU_CA05
KP0425_HU_CA05,KP1005_HU_CA10,25198,25199,25017,24574,98.23,HU_CA05-HU_CA10
KP0425_HU_CA05,KP0876_HU_WP10,25207,24438,24265,23835.5,98.23,HU_CA05-HU_WP10
KP0425_HU_CA05,KP0875_AC_WP10,25216,24938,24774,24336.5,98.23,AC_WP10-HU_CA05
KP0425_HU_CA05,KP0740_HU_WP10,25207,23568,23395,22980,98.23,HU_CA05-HU_WP10
KP0425_HU_CA05,KP0474_AC_WP20,25208,24391,24219,23789.5,98.23,AC_WP20-HU_CA05
KP0425_HU_CA05,KP0428_HU_CA05,25200,21309,21129,20755,98.23,HU_CA05
KP0423_HU_CA05,KP1003_HU_CA10,21982,25119,21721,21336.5,98.23,HU_CA05-HU_CA10
KP0423_HU_CA05,KP0803_HU_WP10,22157,24463,21240,20863.5,98.23,HU_CA05-HU_WP10
KP0423_HU_CA05,KP0764_HU_WP10,22054,24738,21412,21032,98.23,HU_CA05-HU_WP10
KP0418_HU_CA05,KP0426_HU_CA05,24961,23707,23288,22876,98.23,HU_CA05
KP0417_HU_CA05,KP1159_UN_CA20,23968,24339,22927,22521,98.23,HU_CA05-UN_CA20
