# ind1,ind2,ind1_snps,ind2_snps,both_snps,match,match_perc,pop
KP0423_HU_CA05,KP0888_AC_WP10,22196,23283,20099,19449,96.77,AC_WP10-HU_CA05
KP0416_HU_CA05,KP0957_HU_WP05,23924,24356,22900,22160,96.77,HU_CA05-HU_WP05
KP0410_HU_CA05,KP0957_HU_WP05,24202,24356,23178,22430,96.77,HU_CA05-HU_WP05
KP0211_AC_SQ12,KP0901_HU_WP10,23686,23632,21938,21230,96.77,AC_SQ12-HU_WP10
KP0138_HU_SB05,KP0877_HU_WP10,23582,24461,22663,21931,96.77,HU_SB05-HU_WP10
KP0137_HU_SB05,KP1162_AC_CA20,22701,21671,18992,18379.5,96.77,AC_CA20-HU_SB05
KP0137_HU_SB05,KP0935_AC_WP10,22112,24670,21402,20711,96.77,AC_WP10-HU_SB05
KP0111_AC_SB10,KP0143_HU_SB05,25189,23735,23544,22783,96.77,AC_SB10-HU_SB05
KP0075_HU_SB10,KP0770_AC_WP10,23798,22028,20446,19785,96.77,AC_WP10-HU_SB10
KP0073_HU_SB10,KP0964_HU_WP05,18030,24633,17283,16724.5,96.77,HU_SB10-HU_WP05
KP0961_HU_WP05,KP1084_AC_CA20,21645,25063,21328,20637,96.76,AC_CA20-HU_WP05
KP0958_HU_WP05,KP1162_AC_CA20,23397,21671,19688,19050,96.76,AC_CA20-HU_WP05
KP0941_HU_WP10,KP0964_HU_WP05,24915,24633,24168,23385.5,96.76,HU_WP05-HU_WP10
KP0935_AC_WP10,KP0964_HU_WP05,24692,24633,23945,23170,96.76,AC_WP10-HU_WP05
KP0935_AC_WP10,KP0954_HU_WP05,24747,23627,22994,22248,96.76,AC_WP10-HU_WP05
KP0901_HU_WP10,KP1162_AC_CA20,23791,21671,20082,19430.5,96.76,AC_CA20-HU_WP10
KP0847_HU_WP10,KP0901_HU_WP10,25046,23632,23298,22542,96.76,HU_WP10
KP0805_HU_WP10,KP0903_HU_WP10,22362,24848,21830,21122,96.76,HU_WP10
KP0582_AC_WP20,KP0826_AC_WP10,25077,23845,23542,22779.5,96.76,AC_WP10-AC_WP20
KP0540_AC_WP20,KP0964_HU_WP05,24881,24633,24134,23351.5,96.76,AC_WP20-HU_WP05
KP0540_AC_WP20,KP0744_HU_WP10,24881,24360,23861,23087.5,96.76,AC_WP20-HU_WP10
KP0474_AC_WP20,KP0961_HU_WP05,24571,21615,20806,20131,96.76,AC_WP20-HU_WP05
KP0438_HU_CA05,KP0903_HU_WP10,25218,24848,24686,23886.5,96.76,HU_CA05-HU_WP10
KP0437_HU_CA05,KP0764_HU_WP10,21839,24738,21197,20510.5,96.76,HU_CA05-HU_WP10
KP0436_HU_CA05,KP0877_HU_WP10,21783,24461,20864,20188,96.76,HU_CA05-HU_WP10
KP0436_HU_CA05,KP0845_AC_WP10,21971,23247,19838,19196,96.76,AC_WP10-HU_CA05
KP0410_HU_CA05,KP0888_AC_WP10,24471,23283,22374,21648,96.76,AC_WP10-HU_CA05
KP0378_AC_WP20,KP0901_HU_WP10,19089,23632,17341,16778.5,96.76,AC_WP20-HU_WP10
KP0143_HU_SB05,KP0814_HU_WP10,23883,22825,21328,20638,96.76,HU_SB05-HU_WP10
KP0138_HU_SB05,KP0789_HU_WP10,24085,20521,19226,18603.5,96.76,HU_SB05-HU_WP10
KP0138_HU_SB05,KP0740_HU_WP10,23604,23568,21792,21086,96.76,HU_SB05-HU_WP10
KP0137_HU_SB05,KP0963_HU_WP05,22470,23291,20381,19720,96.76,HU_SB05-HU_WP05
KP0137_HU_SB05,KP0442_HU_CA05,22265,23222,20107,19456,96.76,HU_CA05-HU_SB05
KP0110_AC_SB10,KP0956_HU_WP05,23663,24549,22832,22092,96.76,AC_SB10-HU_WP05
KP0110_AC_SB10,KP0143_HU_SB05,23759,23735,22114,21396.5,96.76,AC_SB10-HU_SB05
KP0090_AC_SB10,KP0137_HU_SB05,23888,21948,20456,19792.5,96.76,AC_SB10-HU_SB05
KP0957_HU_WP05,KP1153_UN_CA20,24402,24934,23956,23176.5,96.75,HU_WP05-UN_CA20
KP0826_AC_WP10,KP0850_AC_WP10,23950,24108,22678,21941.5,96.75,AC_WP10
KP0770_AC_WP10,KP0963_HU_WP05,22492,23291,20403,19739.5,96.75,AC_WP10-HU_WP05
KP0770_AC_WP10,KP0935_AC_WP10,22088,24670,21378,20683.5,96.75,AC_WP10
KP0768_HU_WP10,KP1162_AC_CA20,23931,21671,20222,19565,96.75,AC_CA20-HU_WP10
KP0740_HU_WP10,KP0888_AC_WP10,23673,23283,21576,20875,96.75,AC_WP10-HU_WP10
KP0740_HU_WP10,KP0768_HU_WP10,23695,23134,21449,20751,96.75,HU_WP10
KP0439_HU_CA05,KP0744_HU_WP10,24758,24360,23738,22966,96.75,HU_CA05-HU_WP10
KP0436_HU_CA05,KP0552_AC_WP20,21649,25014,21283,20591.5,96.75,AC_WP20-HU_CA05
KP0436_HU_CA05,KP0439_HU_CA05,22025,24742,21387,20691.5,96.75,HU_CA05
KP0435_HU_CA05,KP0903_HU_WP10,25033,24848,24501,23703.5,96.75,HU_CA05-HU_WP10
KP0434_HU_CA05,KP0964_HU_WP05,22439,24633,21692,20986.5,96.75,HU_CA05-HU_WP05
KP0434_HU_CA05,KP0436_HU_CA05,23515,21607,19742,19099.5,96.75,HU_CA05
KP0429_HU_CA05,KP0903_HU_WP10,23875,24848,23343,22583.5,96.75,HU_CA05-HU_WP10
KP0427_HU_CA05,KP0961_HU_WP05,23495,21615,19730,19089,96.75,HU_CA05-HU_WP05
KP0421_HU_CA05,KP0744_HU_WP10,21677,24360,20657,19986.5,96.75,HU_CA05-HU_WP10
KP0414_HU_CA05,KP0437_HU_CA05,23460,21749,19829,19185,96.75,HU_CA05
KP0410_HU_CA05,KP0436_HU_CA05,24437,21607,20664,19993,96.75,HU_CA05
KP0211_AC_SQ12,KP0903_HU_WP10,23428,24848,22896,22151.5,96.75,AC_SQ12-HU_WP10
KP0159_AC_SQ12,KP0903_HU_WP10,23425,24848,22893,22148.5,96.75,AC_SQ12-HU_WP10
KP0138_HU_SB05,KX0075_HU_SB10,23490,24567,22677,21940.5,96.75,HU_SB05-HU_SB10
KP0138_HU_SB05,KP1153_UN_CA20,23450,24934,23004,22257,96.75,HU_SB05-UN_CA20
KP0138_HU_SB05,KP0442_HU_CA05,23524,23222,21366,20672,96.75,HU_CA05-HU_SB05
KP0137_HU_SB05,KP0859_HU_WP10,23055,22474,20149,19494.5,96.75,HU_SB05-HU_WP10
KP0137_HU_SB05,KP0740_HU_WP10,22281,23568,20469,19804.5,96.75,HU_SB05-HU_WP10
KP0137_HU_SB05,KP0410_HU_CA05,22192,24128,20940,20260,96.75,HU_CA05-HU_SB05
KP0099_AC_SB10,KP0437_HU_CA05,23878,21749,20247,19589,96.75,AC_SB10-HU_CA05
KP0093_AC_SB10,KP0437_HU_CA05,23851,21749,20220,19562.5,96.75,AC_SB10-HU_CA05
KP0090_AC_SB10,KP0138_HU_SB05,23605,23448,21673,20968,96.75,AC_SB10-HU_SB05
KP0049_HU_SB10,KP0954_HU_WP05,21011,23627,19258,18632,96.75,HU_SB10-HU_WP05
KP0961_HU_WP05,KP1086_HU_CA20,21846,24324,20790,20112.5,96.74,HU_CA20-HU_WP05
KP0961_HU_WP05,KP1074_AC_CA20,21811,24092,20523,19854,96.74,AC_CA20-HU_WP05
KP0961_HU_WP05,KP1039_HU_CA10,21654,25176,21450,20750.5,96.74,HU_CA10-HU_WP05
KP0954_HU_WP05,KP1041_HU_CA10,23650,25013,23283,22525,96.74,HU_CA10-HU_WP05
KP0954_HU_WP05,KP0963_HU_WP05,23811,23291,21722,21013,96.74,HU_WP05
KP0935_AC_WP10,KP0957_HU_WP05,24714,24356,23690,22918.5,96.74,AC_WP10-HU_WP05
KP0875_AC_WP10,KP0901_HU_WP10,24941,23632,23193,22438,96.74,AC_WP10-HU_WP10
KP0847_HU_WP10,KP0888_AC_WP10,25042,23283,22945,22196,96.74,AC_WP10-HU_WP10
KP0826_AC_WP10,KP0935_AC_WP10,23895,24670,23185,22429,96.74,AC_WP10
KP0803_HU_WP10,KP0961_HU_WP05,24689,21615,20924,20242.5,96.74,HU_WP05-HU_WP10
KP0744_HU_WP10,KP1033_HU_CA10,24393,25113,24126,23339,96.74,HU_CA10-HU_WP10
KP0474_AC_WP20,KP0768_HU_WP10,24447,23134,22201,21477,96.74,AC_WP20-HU_WP10
KP0442_HU_CA05,KP0961_HU_WP05,24068,21615,20303,19642,96.74,HU_CA05-HU_WP05
KP0437_HU_CA05,KP1039_HU_CA10,21771,25176,21567,20863,96.74,HU_CA05-HU_CA10
KP0437_HU_CA05,KP0948_AC_WP10,22159,24596,21375,20679,96.74,AC_WP10-HU_CA05
KP0437_HU_CA05,KP0439_HU_CA05,22126,24742,21488,20787,96.74,HU_CA05
KP0427_HU_CA05,KP0901_HU_WP10,22947,23632,21199,20508.5,96.74,HU_CA05-HU_WP10
KP0423_HU_CA05,KP0961_HU_WP05,22890,21615,19125,18501.5,96.74,HU_CA05-HU_WP05
KP0423_HU_CA05,KP0436_HU_CA05,22692,21607,18919,18302.5,96.74,HU_CA05
KP0413_HU_CA05,KP0826_AC_WP10,21686,23845,20151,19493.5,96.74,AC_WP10-HU_CA05
KP0410_HU_CA05,KP0954_HU_WP05,24218,23627,22465,21732,96.74,HU_CA05-HU_WP05
KP0143_HU_SB05,KP0859_HU_WP10,23927,22474,21021,20335.5,96.74,HU_SB05-HU_WP10
KP0143_HU_SB05,KP0831_HU_WP10,23845,24317,22782,22038.5,96.74,HU_SB05-HU_WP10
KP0143_HU_SB05,KP0739_HU_WP10,23754,24924,23298,22538,96.74,HU_SB05-HU_WP10
KP0143_HU_SB05,KP0420_HU_CA05,23927,23950,22497,21763.5,96.74,HU_CA05-HU_SB05
KP0143_HU_SB05,KP0159_AC_SQ12,23862,23397,21879,21165,96.74,AC_SQ12-HU_SB05
KP0138_HU_SB05,KP0211_AC_SQ12,23960,23348,21928,21213.5,96.74,AC_SQ12-HU_SB05
KP0137_HU_SB05,KP1084_AC_CA20,21992,25063,21675,20968.5,96.74,AC_CA20-HU_SB05
KP0098_AC_SB10,KP0984_HU_WP05,24857,24262,23739,22966,96.74,AC_SB10-HU_WP05
KP0093_AC_SB10,KP0957_HU_WP05,23014,24356,21990,21273.5,96.74,AC_SB10-HU_WP05
KP0092_AC_SB10,KP0901_HU_WP10,21203,23632,19455,18820,96.74,AC_SB10-HU_WP10
KP0090_AC_SB10,KP0964_HU_WP05,23568,24633,22821,22076.5,96.74,AC_SB10-HU_WP05
KP0073_HU_SB10,KP0770_AC_WP10,19090,22028,15738,15225.5,96.74,AC_WP10-HU_SB10
KP0958_HU_WP05,KP1041_HU_CA10,23026,25013,22659,21918.5,96.73,HU_CA10-HU_WP05
KP0954_HU_WP05,KP1153_UN_CA20,23697,24934,23251,22491,96.73,HU_WP05-UN_CA20
KP0903_HU_WP10,KP1003_HU_CA10,24848,25119,24587,23783.5,96.73,HU_CA10-HU_WP10
KP0847_HU_WP10,KP0961_HU_WP05,25090,21615,21325,20628.5,96.73,HU_WP05-HU_WP10
KP0814_HU_WP10,KP0901_HU_WP10,22894,23632,21146,20454.5,96.73,HU_WP10
KP0803_HU_WP10,KP0957_HU_WP05,24551,24356,23527,22757.5,96.73,HU_WP05-HU_WP10
KP0803_HU_WP10,KP0954_HU_WP05,24546,23627,22793,22048,96.73,HU_WP05-HU_WP10
KP0770_AC_WP10,KP0803_HU_WP10,22154,24463,21237,20543,96.73,AC_WP10-HU_WP10
KP0768_HU_WP10,KX0075_HU_SB10,23199,24567,22386,21655,96.73,HU_SB10-HU_WP10
KP0744_HU_WP10,KP1162_AC_CA20,24561,21671,20852,20170,96.73,AC_CA20-HU_WP10
KP0739_HU_WP10,KP0984_HU_WP05,24959,24262,23841,23062,96.73,HU_WP05-HU_WP10
KP0552_AC_WP20,KP0901_HU_WP10,25030,23632,23282,22521.5,96.73,AC_WP20-HU_WP10
KP0437_HU_CA05,KP1033_HU_CA10,21832,25113,21565,20860,96.73,HU_CA05-HU_CA10
KP0437_HU_CA05,KP0552_AC_WP20,21834,25014,21468,20765,96.73,AC_WP20-HU_CA05
KP0436_HU_CA05,KP0805_HU_WP10,22772,22322,19714,19070,96.73,HU_CA05-HU_WP10
KP0434_HU_CA05,KP0903_HU_WP10,22297,24848,21765,21053.5,96.73,HU_CA05-HU_WP10
KP0427_HU_CA05,KP0903_HU_WP10,22927,24848,22395,21663,96.73,HU_CA05-HU_WP10
KP0426_HU_CA05,KP0826_AC_WP10,23859,23845,22324,21594,96.73,AC_WP10-HU_CA05
KP0425_HU_CA05,KP0437_HU_CA05,25260,21749,21629,20921,96.73,HU_CA05
KP0416_HU_CA05,KP0768_HU_WP10,23990,23134,21744,21032.5,96.73,HU_CA05-HU_WP10
KP0410_HU_CA05,KP0770_AC_WP10,24422,22028,21070,20380,96.73,AC_WP10-HU_CA05
KP0410_HU_CA05,KP0437_HU_CA05,24424,21749,20793,20114,96.73,HU_CA05
KP0378_AC_WP20,KP0957_HU_WP05,18582,24356,17558,16983.5,96.73,AC_WP20-HU_WP05
KP0378_AC_WP20,KP0436_HU_CA05,19526,21607,15753,15237.5,96.73,AC_WP20-HU_CA05
KP0138_HU_SB05,KP1159_UN_CA20,23574,24339,22533,21796,96.73,HU_SB05-UN_CA20
KP0138_HU_SB05,KP0410_HU_CA05,23668,24128,22416,21682,96.73,HU_CA05-HU_SB05
KP0138_HU_SB05,KP0378_AC_WP20,24541,18393,17554,16979.5,96.73,AC_WP20-HU_SB05
KP0137_HU_SB05,KP0878_AC_WP10,22158,24318,21096,20406,96.73,AC_WP10-HU_SB05
KP0137_HU_SB05,KP0877_HU_WP10,22121,24461,21202,20509.5,96.73,HU_SB05-HU_WP10
KP0137_HU_SB05,KP0785_AC_WP10,22052,24275,20947,20262.5,96.73,AC_WP10-HU_SB05
KP0099_AC_SB10,KP0984_HU_WP05,23517,24262,22399,21666.5,96.73,AC_SB10-HU_WP05
KP0093_AC_SB10,KP0888_AC_WP10,23228,23283,21131,20440.5,96.73,AC_SB10-AC_WP10
KP0093_AC_SB10,KP0137_HU_SB05,23000,21948,19568,18928.5,96.73,AC_SB10-HU_SB05
KP0090_AC_SB10,KP0954_HU_WP05,23704,23627,21951,21233.5,96.73,AC_SB10-HU_WP05
KP0049_HU_SB10,KP0137_HU_SB05,21444,21948,18012,17423.5,96.73,HU_SB05-HU_SB10
KP0958_HU_WP05,KP0963_HU_WP05,23203,23291,21114,20421,96.72,HU_WP05
KP0859_HU_WP10,KP0903_HU_WP10,22649,24848,22117,21391,96.72,HU_WP10
KP0789_HU_WP10,KP0826_AC_WP10,20862,23845,19327,18693.5,96.72,AC_WP10-HU_WP10
KP0770_AC_WP10,KP0878_AC_WP10,22265,24318,21203,20508,96.72,AC_WP10
KP0744_HU_WP10,KP0789_HU_WP10,24562,20521,19703,19056,96.72,HU_WP10
KP0639_LM_SB20,KP0903_HU_WP10,24928,24848,24396,23595.5,96.72,HU_WP10-LM_SB20
KP0439_HU_CA05,KP0957_HU_WP05,24759,24356,23735,22955.5,96.72,HU_CA05-HU_WP05
KP0436_HU_CA05,KP1003_HU_CA10,21662,25119,21401,20700,96.72,HU_CA05-HU_CA10
KP0426_HU_CA05,KP0984_HU_WP05,23834,24262,22716,21970,96.72,HU_CA05-HU_WP05
KP0423_HU_CA05,KP0437_HU_CA05,22525,21749,18894,18274,96.72,HU_CA05
KP0417_HU_CA05,KP0436_HU_CA05,24111,21607,20338,19670.5,96.72,HU_CA05
KP0414_HU_CA05,KP0888_AC_WP10,23170,23283,21073,20382.5,96.72,AC_WP10-HU_CA05
KP0410_HU_CA05,KP0768_HU_WP10,24271,23134,22025,21303,96.72,HU_CA05-HU_WP10
KP0138_HU_SB05,KP0963_HU_WP05,23706,23291,21617,20907.5,96.72,HU_SB05-HU_WP05
KP0138_HU_SB05,KP0935_AC_WP10,23474,24670,22764,22018,96.72,AC_WP10-HU_SB05
KP0138_HU_SB05,KP0785_AC_WP10,23475,24275,22370,21636.5,96.72,AC_WP10-HU_SB05
KP0137_HU_SB05,KP0941_HU_WP10,21982,24915,21517,20811.5,96.72,HU_SB05-HU_WP10
KP0137_HU_SB05,KP0847_HU_WP10,21995,25042,21657,20947,96.72,HU_SB05-HU_WP10
KP0099_AC_SB10,KP0901_HU_WP10,23513,23632,21765,21050.5,96.72,AC_SB10-HU_WP10
KP0093_AC_SB10,KP0961_HU_WP05,23509,21615,19744,19095.5,96.72,AC_SB10-HU_WP05
KP0092_AC_SB10,KP0138_HU_SB05,21651,23448,19719,19073,96.72,AC_SB10-HU_SB05
KP0090_AC_SB10,KP0957_HU_WP05,23711,24356,22687,21944,96.72,AC_SB10-HU_WP05
KP0961_HU_WP05,KP1159_UN_CA20,21757,24339,20716,20034.5,96.71,HU_WP05-UN_CA20
KP0957_HU_WP05,KP0963_HU_WP05,24441,23291,22352,21616.5,96.71,HU_WP05
KP0903_HU_WP10,KP1005_HU_CA10,24848,25199,24667,23856,96.71,HU_CA10-HU_WP10
KP0888_AC_WP10,KP1162_AC_CA20,23570,21671,19861,19208,96.71,AC_CA20-AC_WP10
KP0888_AC_WP10,KP1033_HU_CA10,23372,25113,23105,22345.5,96.71,AC_WP10-HU_CA10
KP0831_HU_WP10,KP0903_HU_WP10,24365,24848,23833,23048.5,96.71,HU_WP10
KP0829_AC_WP10,KP0901_HU_WP10,22930,23632,21182,20485,96.71,AC_WP10-HU_WP10
KP0805_HU_WP10,KP0901_HU_WP10,22521,23632,20773,20089.5,96.71,HU_WP10
KP0798_HU_WP10,KP0888_AC_WP10,22720,23283,20623,19944,96.71,AC_WP10-HU_WP10
KP0770_AC_WP10,KP0941_HU_WP10,22052,24915,21587,20877.5,96.71,AC_WP10-HU_WP10
KP0768_HU_WP10,KP1153_UN_CA20,23154,24934,22708,21960,96.71,HU_WP10-UN_CA20
KP0768_HU_WP10,KP0845_AC_WP10,23310,23247,21177,20479.5,96.71,AC_WP10-HU_WP10
KP0768_HU_WP10,KP0789_HU_WP10,23381,20521,18522,17913,96.71,HU_WP10
KP0744_HU_WP10,KP1005_HU_CA10,24360,25199,24179,23384.5,96.71,HU_CA10-HU_WP10
KP0740_HU_WP10,KP0964_HU_WP05,23641,24633,22894,22140.5,96.71,HU_WP05-HU_WP10
KP0739_HU_WP10,KP0901_HU_WP10,25022,23632,23274,22508,96.71,HU_WP10
KP0582_AC_WP20,KP0958_HU_WP05,25088,22979,22687,21941.5,96.71,AC_WP20-HU_WP05
KP0442_HU_CA05,KP0958_HU_WP05,23435,22979,21034,20341,96.71,HU_CA05-HU_WP05
KP0437_HU_CA05,KP1084_AC_CA20,21799,25063,21482,20774.5,96.71,AC_CA20-HU_CA05
KP0437_HU_CA05,KP0814_HU_WP10,22738,22825,20183,19518,96.71,HU_CA05-HU_WP10
KP0437_HU_CA05,KP0438_HU_CA05,21785,25218,21623,20912.5,96.71,HU_CA05
KP0436_HU_CA05,KP1033_HU_CA10,21661,25113,21394,20691,96.71,HU_CA05-HU_CA10
KP0436_HU_CA05,KP1005_HU_CA10,21683,25199,21502,20794.5,96.71,HU_CA05-HU_CA10
KP0436_HU_CA05,KP0639_LM_SB20,21715,24890,21225,20526,96.71,HU_CA05-LM_SB20
KP0436_HU_CA05,KP0442_HU_CA05,22614,23222,20456,19782.5,96.71,HU_CA05
KP0417_HU_CA05,KP0961_HU_WP05,24120,21615,20355,19684.5,96.71,HU_CA05-HU_WP05
KP0413_HU_CA05,KP0964_HU_WP05,21397,24633,20650,19970,96.71,HU_CA05-HU_WP05
KP0413_HU_CA05,KP0957_HU_WP05,21543,24356,20519,19843,96.71,HU_CA05-HU_WP05
KP0159_AC_SQ12,KP0901_HU_WP10,23588,23632,21840,21122,96.71,AC_SQ12-HU_WP10
KP0143_HU_SB05,KP0184_AC_SQ12,23769,24790,23179,22416.5,96.71,AC_SQ12-HU_SB05
KP0138_HU_SB05,KP1162_AC_CA20,23651,21671,19942,19286.5,96.71,AC_CA20-HU_SB05
KP0138_HU_SB05,KP1086_HU_CA20,23545,24324,22489,21750,96.71,HU_CA20-HU_SB05
KP0138_HU_SB05,KP1084_AC_CA20,23476,25063,23159,22398,96.71,AC_CA20-HU_SB05
KP0137_HU_SB05,KP1086_HU_CA20,22130,24324,21074,20381.5,96.71,HU_CA20-HU_SB05
KP0137_HU_SB05,KP0789_HU_WP10,23473,20521,18614,18001,96.71,HU_SB05-HU_WP10
KP0137_HU_SB05,KP0764_HU_WP10,22117,24738,21475,20769,96.71,HU_SB05-HU_WP10
KP0137_HU_SB05,KP0639_LM_SB20,22072,24890,21582,20871.5,96.71,HU_SB05-LM_SB20
KP0092_AC_SB10,KP0143_HU_SB05,21302,23735,19657,19010,96.71,AC_SB10-HU_SB05
KP0090_AC_SB10,KP0770_AC_WP10,23858,22028,20506,19830.5,96.71,AC_SB10-AC_WP10
KP0090_AC_SB10,KP0768_HU_WP10,23752,23134,21506,20798.5,96.71,AC_SB10-HU_WP10
KP0075_HU_SB10,KP0954_HU_WP05,23620,23627,21867,21147.5,96.71,HU_SB10-HU_WP05
KP0920_HU_WP10,KP0961_HU_WP05,24890,21615,21125,20427,96.7,HU_WP05-HU_WP10
KP0888_AC_WP10,KP1039_HU_CA10,23283,25176,23079,22317,96.7,AC_WP10-HU_CA10
KP0845_AC_WP10,KP0961_HU_WP05,23747,21615,19982,19322.5,96.7,AC_WP10-HU_WP05
KP0768_HU_WP10,KP0941_HU_WP10,23254,24915,22789,22037,96.7,HU_WP10
KP0744_HU_WP10,KP1084_AC_CA20,24368,25063,24051,23256.5,96.7,AC_CA20-HU_WP10
KP0744_HU_WP10,KP1074_AC_CA20,24434,24092,23146,22382.5,96.7,AC_CA20-HU_WP10
KP0744_HU_WP10,KP1003_HU_CA10,24410,25119,24149,23353,96.7,HU_CA10-HU_WP10
KP0744_HU_WP10,KP0877_HU_WP10,24375,24461,23456,22683,96.7,HU_WP10
KP0442_HU_CA05,KP0957_HU_WP05,23321,24356,22297,21561,96.7,HU_CA05-HU_WP05
KP0442_HU_CA05,KP0744_HU_WP10,23345,24360,22325,21589,96.7,HU_CA05-HU_WP10
KP0437_HU_CA05,KP1086_HU_CA20,21912,24324,20856,20167.5,96.7,HU_CA05-HU_CA20
KP0436_HU_CA05,KP1116_AC_CA20,21660,25105,21385,20679.5,96.7,AC_CA20-HU_CA05
KP0423_HU_CA05,KP0744_HU_WP10,22072,24360,21052,20357,96.7,HU_CA05-HU_WP10
KP0420_HU_CA05,KP0984_HU_WP05,24034,24262,22916,22159.5,96.7,HU_CA05-HU_WP05
KP0143_HU_SB05,KP0435_HU_CA05,23754,25033,23407,22635.5,96.7,HU_CA05-HU_SB05
KP0138_HU_SB05,KP0878_AC_WP10,23587,24318,22525,21782,96.7,AC_WP10-HU_SB05
KP0138_HU_SB05,KP0764_HU_WP10,23512,24738,22870,22114.5,96.7,HU_SB05-HU_WP10
KP0138_HU_SB05,KP0474_AC_WP20,23543,24391,22554,21810,96.7,AC_WP20-HU_SB05
KP0137_HU_SB05,KP0922_AC_WP10,22470,23000,20090,19427.5,96.7,AC_WP10-HU_SB05
KP0137_HU_SB05,KP0838_AC_WP10,22849,20398,17867,17278,96.7,AC_WP10-HU_SB05
KP0110_AC_SB10,KP0984_HU_WP05,23858,24262,22740,21988.5,96.7,AC_SB10-HU_WP05
KP0090_AC_SB10,KP0958_HU_WP05,23715,22979,21314,20611,96.7,AC_SB10-HU_WP05
KP0964_HU_WP05,KP1153_UN_CA20,24692,24934,24246,23443,96.69,HU_WP05-UN_CA20
KP0957_HU_WP05,KP1162_AC_CA20,24535,21671,20826,20137,96.69,AC_CA20-HU_WP05
KP0829_AC_WP10,KP0964_HU_WP05,21931,24633,21184,20482,96.69,AC_WP10-HU_WP05
KP0798_HU_WP10,KP0826_AC_WP10,22702,23845,21167,20465.5,96.69,AC_WP10-HU_WP10
KP0789_HU_WP10,KP0957_HU_WP05,20763,24356,19739,19085,96.69,HU_WP05-HU_WP10
KP0744_HU_WP10,KP1086_HU_CA20,24471,24324,23415,22639,96.69,HU_CA20-HU_WP10
KP0552_AC_WP20,KP0903_HU_WP10,25029,24848,24497,23687,96.69,AC_WP20-HU_WP10
KP0540_AC_WP20,KP0768_HU_WP10,24895,23134,22649,21899.5,96.69,AC_WP20-HU_WP10
KP0442_HU_CA05,KP0770_AC_WP10,23553,22028,20201,19531.5,96.69,AC_WP10-HU_CA05
KP0438_HU_CA05,KP0961_HU_WP05,25218,21615,21453,20742.5,96.69,HU_CA05-HU_WP05
KP0437_HU_CA05,KP0877_HU_WP10,21917,24461,20998,20304,96.69,HU_CA05-HU_WP10
KP0437_HU_CA05,KP0876_HU_WP10,21942,24438,21000,20305.5,96.69,HU_CA05-HU_WP10
KP0436_HU_CA05,KP0739_HU_WP10,21653,24924,21197,20496,96.69,HU_CA05-HU_WP10
KP0434_HU_CA05,KP0768_HU_WP10,23206,23134,20960,20267,96.69,HU_CA05-HU_WP10
KP0429_HU_CA05,KP0961_HU_WP05,24175,21615,20410,19735,96.69,HU_CA05-HU_WP05
KP0428_HU_CA05,KP0768_HU_WP10,21576,23134,19330,18689.5,96.69,HU_CA05-HU_WP10
KP0428_HU_CA05,KP0744_HU_WP10,21469,24360,20449,19772.5,96.69,HU_CA05-HU_WP10
KP0425_HU_CA05,KP0436_HU_CA05,25233,21607,21460,20750,96.69,HU_CA05
KP0421_HU_CA05,KP0961_HU_WP05,22453,21615,18688,18069,96.69,HU_CA05-HU_WP05
KP0418_HU_CA05,KP0436_HU_CA05,25063,21607,21290,20586,96.69,HU_CA05
KP0211_AC_SQ12,KP0436_HU_CA05,23799,21607,20026,19364,96.69,AC_SQ12-HU_CA05
KP0184_AC_SQ12,KP0903_HU_WP10,24801,24848,24269,23466.5,96.69,AC_SQ12-HU_WP10
KP0143_HU_SB05,KP0875_AC_WP10,23740,24938,23298,22526.5,96.69,AC_WP10-HU_SB05
KP0138_HU_SB05,KP1074_AC_CA20,23535,24092,22247,21511,96.69,AC_CA20-HU_SB05
KP0138_HU_SB05,KP0922_AC_WP10,24142,23000,21762,21041.5,96.69,AC_WP10-HU_SB05
KP0138_HU_SB05,KP0639_LM_SB20,23513,24890,23023,22260,96.69,HU_SB05-LM_SB20
KP0111_AC_SB10,KP0984_HU_WP05,25157,24262,24039,23243.5,96.69,AC_SB10-HU_WP05
KP0941_HU_WP10,KP0957_HU_WP05,24955,24356,23931,23136.5,96.68,HU_WP05-HU_WP10
KP0903_HU_WP10,KP1036_UN_CA10,24867,25065,24552,23736.5,96.68,HU_WP10-UN_CA10
KP0888_AC_WP10,KP0970_HU_WP05,23435,22581,20636,19950,96.68,AC_WP10-HU_WP05
KP0888_AC_WP10,KP0920_HU_WP10,23425,24693,22738,21984,96.68,AC_WP10-HU_WP10
KP0878_AC_WP10,KP0954_HU_WP05,24371,23627,22618,21867.5,96.68,AC_WP10-HU_WP05
KP0841_AC_WP10,KP0984_HU_WP05,20397,24262,19279,18639,96.68,AC_WP10-HU_WP05
KP0826_AC_WP10,KP1159_UN_CA20,23959,24339,22918,22156,96.68,AC_WP10-UN_CA20
KP0826_AC_WP10,KP0878_AC_WP10,23952,24318,22890,22129.5,96.68,AC_WP10
KP0770_AC_WP10,KX0075_HU_SB10,22092,24567,21279,20572.5,96.68,AC_WP10-HU_SB10
KP0770_AC_WP10,KP1005_HU_CA10,22083,25199,21902,21174.5,96.68,AC_WP10-HU_CA10
KP0770_AC_WP10,KP0877_HU_WP10,22166,24461,21247,20542,96.68,AC_WP10-HU_WP10
KP0770_AC_WP10,KP0838_AC_WP10,22786,20398,17804,17212.5,96.68,AC_WP10
