Individual,Site,Loc,Depth,x,y,z
KP0804_AC_WP10,WP10,WP,10,9.65174556124729,-28.2077318145498,-10.0818698585988
KP0805_HU_WP10,WP10,WP,10,9.53280498556241,-28.9429097272335,-10.1420372704316
KP0806_AC_WP10,WP10,WP,10,9.54606641619952,-28.0055001484434,-10.1449908655992
KP0807_AC_WP10,WP10,WP,10,9.43352500500217,-28.742272452958,-9.9286140580701
KP0808_AC_WP10,WP10,WP,10,9.47221511919315,-27.8240133670171,-10.1329951916792
KP0809_AC_WP10,WP10,WP,10,9.5054440684565,-29.1906310507081,-10.0119674852759
KP0810_AC_WP10,WP10,WP,10,9.30164973979362,-28.1885146269671,-10.2362880306346
KP0811_AC_WP10,WP10,WP,10,9.22066282057655,-28.6329157978712,-10.1296256028058
KP0812_AC_WP10,WP10,WP,10,9.12524182319978,-28.3407038567405,-10.1184087336838
KP0813_AC_WP10,WP10,WP,10,8.9913571645339,-29.0332001251236,-10.211498531067
KP0814_HU_WP10_X,WP10,WP,10,9.23962675628804,-27.9912571859319,-10.0368069892339
KP0815_AC_WP10,WP10,WP,10,9.21088277670594,-29.3769967803231,-10.2576579932735
KP0816_AC_WP10,WP10,WP,10,9.15053234929665,-28.3745709201335,-10.4672922774086
KP0817_AC_WP10,WP10,WP,10,7.43197788676235,-28.9472464905335,-9.92504095754182
KP0819_AC_WP10,WP10,WP,10,7.36883439972507,-29.246463423792,-10.3079460813684
KP0820_AC_WP10,WP10,WP,10,7.39662433918109,-28.5689156094429,-9.73684576202408
KP0821_AC_WP10_X,WP10,WP,10,17.3404669803869,-28.3609325983277,-10.5483264951128
KP0823_AC_WP10,WP10,WP,10,15.2243709061773,-28.9670351175175,-10.9765169899945
KP0824_AC_WP10,WP10,WP,10,16.7169531542859,-28.1148243113034,-11.3686085108574
KP0825_AC_WP10,WP10,WP,10,14.8099813072058,-29.8969926205274,-11.2373696891918
KP0827_AC_WP10_X,WP10,WP,10,14.8027426946007,-29.8847908986026,-10.6918275914981
KP0829_HU_WP10_X,WP10,WP,10,14.7531032036828,-29.8721872535871,-10.7679347706584
KP0831_HU_WP10,WP10,WP,10,14.7034479969752,-29.8909033594518,-10.898014694898
KP0833_AC_WP10,WP10,WP,10,14.7119924197377,-29.8362896496236,-10.9794987690574
KP0835_AC_WP10,WP10,WP,10,14.6528628546624,-29.6995810213423,-11.1777077771218
KP0837_AC_WP10,WP10,WP,10,14.2043711077223,-29.8059566226196,-10.6265794692629
KP0839_HU_WP10_X,WP10,WP,10,14.5533099973087,-29.7446120893235,-10.3024092953758
KP0841_AC_WP10_X,WP10,WP,10,14.4284083348118,-29.8643868774787,-10.2222329397498
KP0845_AC_WP10,WP10,WP,10,14.2966706779572,-29.8456514458784,-10.2176472370243
KP0847_AC_WP10_X,WP10,WP,10,14.0436890720176,-30,-10.4822397124164
KP0849_AC_WP10,WP10,WP,10,13.9246295324584,-29.745922574249,-11.1069685968847
KP0851_AC_WP10,WP10,WP,10,13.6039218408832,-29.3483305233393,-11.107712922701
KP0853_AC_WP10,WP10,WP,10,13.5127770549468,-29.31505386329,-11.0251667165826
KP0855_AC_WP10,WP10,WP,10,13.2517209730758,-29.0667760256584,-10.802880083716
KP0857_AC_WP10,WP10,WP,10,12.9462623659675,-28.7935418740303,-10.650748186453
KP0859_HU_WP10,WP10,WP,10,12.6905310210331,-29.0681709384429,-10.3408645894623
KP0861_AC_WP10,WP10,WP,10,12.6380176606704,-29.0767774519068,-10.5097870681294
KP0863_AC_WP10,WP10,WP,10,12.4303016328713,-28.725887848231,-10.6230069592445
KP0879_AC_WP10,WP10,WP,10,20.3172432177775,-29.0528278663946,-11.9650403645614
KP0881_AC_WP10,WP10,WP,10,19.7550729446024,-29.009758231228,-11.8425587174002
KP0883_AC_WP10,WP10,WP,10,19.6074948618175,-28.7838262890556,-11.6069966018016
KP0885_AC_WP10,WP10,WP,10,19.405330887091,-28.5365078626774,-11.3121157036598
KP0887_AC_WP10,WP10,WP,10,19.1782621669684,-28.7097501329508,-11.7204406768779
KP0889_LM_WP10,WP10,WP,10,17.9641372585218,-28.9426003348997,-11.4876034250842
KP0891_AC_WP10,WP10,WP,10,18.1193337893877,-28.9600547455763,-11.5753021235854
KP0893_LM_WP10,WP10,WP,10,17.6237431574919,-29.0423901212174,-11.072574892238
KP0895_AC_WP10,WP10,WP,10,17.728344178772,-29.1231388827099,-11.1309968544001
KP0897_AC_WP10_X,WP10,WP,10,17.8857955664981,-28.6503701533316,-10.8720043304209
KP0899_HU_WP10,WP10,WP,10,17.7193719738131,-28.3701109077721,-10.294805767906
KP0901_HU_WP10_X,WP10,WP,10,18.0602640876288,-28.2786816019727,-10.3319334467155
KP0903_HU_WP10,WP10,WP,10,17.953431303374,-28.1092797377334,-10.3520902031609
KP0905_LM_WP10_X,WP10,WP,10,18.4681049718862,-28.7357764475556,-11.1635798191326
KP0287_LM_WP20,WP20,WP,20,5.20048429933392,-47.0202735701079,-20.3471854299668
KP0288_LM_WP20,WP20,WP,20,5.08702177028717,-47.0995476728309,-20.5101100474031
KP0289_AC_WP20,WP20,WP,20,4.91769383992117,-47.0746522411644,-20.4013529690181
KP0290_LM_WP20,WP20,WP,20,4.72558287556196,-46.8376864279474,-20.4803520319295
KP0291_AC_WP20,WP20,WP,20,4.56016627452471,-47.1097307795551,-20.4337141732129
KP0292_AC_WP20,WP20,WP,20,4.53631948170448,-47.2751204060449,-20.1139962799704
KP0293_LM_WP20,WP20,WP,20,3.92158210473855,-48.1240916553026,-20.7138725008251
KP0294_AC_WP20,WP20,WP,20,3.15766533302969,-47.9301221563131,-20.5660390872061
KP0295_AC_WP20,WP20,WP,20,3.11029577248411,-48.1265385147738,-20.3147389010465
KP0296_AC_WP20,WP20,WP,20,2.76212908623279,-48.1123598422157,-20.194316198551
KP0297_AC_WP20,WP20,WP,20,2.73192404780444,-48.0012539709873,-20.2147829838431
KP0298_AC_WP20,WP20,WP,20,2.73654622885533,-47.838588072455,-20.4474726618857
KP0299_AC_WP20,WP20,WP,20,2.63616972563761,-48.0911017562087,-20.2421212471318
KP0300_AC_WP20,WP20,WP,20,2.58482664153182,-48.0458209428733,-20.3054641765844
KP0301_AC_WP20,WP20,WP,20,2.60427051262871,-47.7706240152456,-20.3871935198012
KP0302_AC_WP20,WP20,WP,20,2.43918969590692,-47.9013412219531,-20.5554444045523
KP0303_AC_WP20,WP20,WP,20,2.41653294554405,-47.7695450912677,-20.3922812978616
KP0304_AC_WP20,WP20,WP,20,2.36461356832712,-47.8379625621843,-20.3635857780844
KP0305_AC_WP20,WP20,WP,20,0.319317911466353,-46.5527792091113,-19.1220591070129
KP0306_LM_WP20,WP20,WP,20,0,-48.1139702774134,-20.3607154240358
KP0307_LM_WP20_X,WP20,WP,20,0.75277075676464,-48.7504873125691,-20.435185714244
KP0308_LM_WP20_X,WP20,WP,20,1.01151066278985,-48.6439213817173,-20.4826529587633
KP0309_AC_WP20,WP20,WP,20,1.62998384221674,-48.5766256454775,-20.2585750424336
KP0310_AC_WP20,WP20,WP,20,1.81407137296596,-48.649865136189,-20.0362151774819
KP0311_AC_WP20,WP20,WP,20,2.02583720796408,-48.6604799455862,-20.0900713649983
KP0312_AC_WP20,WP20,WP,20,1.92196283843004,-48.7500764523455,-20.097315530654
KP0313_AC_WP20,WP20,WP,20,1.92383180522814,-48.87,-20.0991117117438
KP0314_AC_WP20_X,WP20,WP,20,2.66616636690011,-48.2104368437802,-20.451562458159
KP0315_AC_WP20,WP20,WP,20,3.32527597497658,-48.3745871117239,-20.5475246738413
KP0316_AC_WP20,WP20,WP,20,3.34436264870226,-48.3093977823392,-20.6021836603966
KP0317_AC_WP20,WP20,WP,20,3.28144850372569,-48.2575574394691,-20.6588342669391
KP0318_LM_WP20,WP20,WP,20,3.69590015391792,-48.0450299155426,-20.8111992469352
KP0319_LM_WP20,WP20,WP,20,4.47704660939838,-48.3669207587881,-20.8485156721693
KP0320_LM_WP20,WP20,WP,20,4.61176391126085,-48.3600485250902,-20.8569763694044
KP0321_LM_WP20,WP20,WP,20,4.80176565927412,-48.3553659163295,-20.4861692265381
KP0322_LM_WP20,WP20,WP,20,5.32070185066748,-47.53437579629,-20.6180416194037
KP0323_AC_WP20,WP20,WP,20,9.59409499919165,-46.3718833487805,-19.0732927136893
KP0324_AC_WP20,WP20,WP,20,9.63179675596897,-46.3041480902632,-19.0356154903033
KP0325_AC_WP20,WP20,WP,20,9.43538864110658,-45.9323614532727,-19.0829702746555
KP0326_AC_WP20,WP20,WP,20,9.35402867213522,-45.676375842071,-18.9750985715418
KP0327_AC_WP20,WP20,WP,20,9.46431193847989,-46.1714074154579,-19.1859280415227
KP0328_LM_WP20,WP20,WP,20,9.19192626705829,-45.6039068384255,-19.3437003021357
KP0329_AC_WP20,WP20,WP,20,9.02941096087448,-45.5706270861978,-19.3807568492618
KP0330_LM_WP20,WP20,WP,20,8.84459420067984,-45.9409274012256,-19.5449830821043
KP0331_AC_WP20,WP20,WP,20,8.87233983035289,-46.3580515805944,-19.8059997229138
KP0332_AC_WP20,WP20,WP,20,8.73784200710616,-46.3610581212905,-19.7125208226653
KP0333_AC_WP20,WP20,WP,20,8.68270444613969,-46.4017529089013,-19.6615855706139
KP0334_AC_WP20,WP20,WP,20,8.69951342191909,-46.4815330206253,-19.7484029881375
KP0335_AC_WP20,WP20,WP,20,8.48633601529862,-46.0688978648707,-19.3297450290237
KP0336_AC_WP20,WP20,WP,20,8.45898025460855,-46.0016959197224,-19.3323195911211
KP0337_AC_WP20,WP20,WP,20,8.35319449649654,-46.0265937987336,-19.3569801900192
KP0338_AC_WP20,WP20,WP,20,8.24449706934126,-46.2503585362201,-19.3946172921558
KP0339_AC_WP20,WP20,WP,20,8.25658472771443,-46.2802345850497,-19.6849986474365
KP0340_AC_WP20,WP20,WP,20,8.26209871076327,-46.4088014165667,-19.712235341913
KP0341_LM_WP20,WP20,WP,20,8.35098968223083,-46.2952708027846,-20.2020365378862
KP0342_LM_WP20,WP20,WP,20,8.32542742918556,-46.4200412054373,-20.2417192865856
KP0343_LM_WP20,WP20,WP,20,8.22893757002838,-46.4704705523874,-20.1165693920259
KP0344_LM_WP20,WP20,WP,20,8.18936727259058,-46.8553316131651,-20.2586221878033
KP0345_LM_WP20,WP20,WP,20,7.82297005521551,-46.4074314061401,-20.1436194682038
KP0346_AC_WP20,WP20,WP,20,7.84725065650486,-46.6581607922305,-20.1184238328403
KP0347_AC_WP20,WP20,WP,20,7.85744085327119,-47.106083760744,-20.4112658441124
KP0348_LM_WP20,WP20,WP,20,7.66690745377005,-46.9479377773503,-20.428868700071
KP0349_LM_WP20,WP20,WP,20,7.43908063238133,-46.8994229564224,-20.3609881449197
KP0350_LM_WP20,WP20,WP,20,7.08171518584771,-47.4797046551222,-20.5812946728873
KP0351_AC_WP20,WP20,WP,20,6.84217825145507,-47.1085705483607,-19.9793978882302
KP0352_AC_WP20,WP20,WP,20,6.83971522707308,-47.3588274872372,-20.0106312109659
KP0353_AC_WP20,WP20,WP,20,6.68003680734801,-47.1416237776983,-19.9385852634253
KP0354_AC_WP20,WP20,WP,20,6.74586058673311,-47.050846080379,-20.0623535965289
KP0355_AC_WP20,WP20,WP,20,6.77442571433726,-46.1951022062975,-19.8133968689452
KP0356_AC_WP20,WP20,WP,20,6.337296589383,-46.7839642862785,-19.5025465756464
KP0357_AC_WP20,WP20,WP,20,6.11908718821894,-46.4257520613933,-19.5443069414062
KP0358_AC_WP20,WP20,WP,20,6.1455561310052,-47.0092051964966,-19.5514277799889
KP0359_AC_WP20,WP20,WP,20,6.00101840641178,-46.6106822949411,-19.45406158335
KP0360_AC_WP20,WP20,WP,20,5.94720981476529,-46.4751042841202,-19.5036348990115
KP0361_AC_WP20,WP20,WP,20,5.88799316879004,-46.4657841555962,-19.5223266188372
KP0362_AC_WP20,WP20,WP,20,5.78582584853662,-46.5584722051755,-19.5127480536294
KP0363_AC_WP20,WP20,WP,20,5.7489149656922,-46.4621030366426,-19.6446558099847
KP0364_AC_WP20,WP20,WP,20,5.55475909717653,-46.955310843121,-19.2094250227265
KP0365_AC_WP20,WP20,WP,20,5.78297757847869,-46.8623638222881,-19.3463173934253
KP0366_AC_WP20,WP20,WP,20,5.59645006530002,-46.8788465108649,-19.4069675265576
KP0367_AC_WP20,WP20,WP,20,5.69372065799892,-47.102775350265,-19.2178030376941
KP0368_AC_WP20,WP20,WP,20,6.03200567226711,-47.1690584393937,-19.4678069876461
KP0369_AC_WP20,WP20,WP,20,5.77732249369241,-47.2342998246679,-19.5381297255056
KP0370_AC_WP20,WP20,WP,20,5.35204478085823,-47.0459554763892,-19.8074868986523
KP0371_AC_WP20,WP20,WP,20,5.39782464640969,-46.6675037176723,-19.6354557276325
KP0372_AC_WP20,WP20,WP,20,5.46994429355343,-46.4920739221141,-19.5289880871299
KP0373_AC_WP20,WP20,WP,20,5.63516555493008,-47.1295150719545,-19.5458618586767
KP0374_AC_WP20,WP20,WP,20,7.30319751210235,-48.1349583243979,-20.4324736727162
KP0375_LM_WP20,WP20,WP,20,8.11461099498631,-47.7443165337194,-20.4522658209002
KP0376_LM_WP20,WP20,WP,20,8.37164180511193,-47.7036260518496,-20.5161555465937
KP0377_LM_WP20,WP20,WP,20,8.25777022558156,-48.0440651253695,-20.2062418636157
KP0378_AC_WP20,WP20,WP,20,8.63984529572904,-47.8333810798871,-20.2047101992179
KP0379_AC_WP20,WP20,WP,20,8.66213192224821,-47.9958699764086,-20.3908888575316
KP0380_LM_WP20,WP20,WP,20,8.89982627126641,-47.9261572456996,-20.5276825451993
KP0381_AC_WP20,WP20,WP,20,8.97253578778409,-47.8046261616429,-20.3277810936592
KP0382_AC_WP20,WP20,WP,20,9.10173265911332,-47.8417368703456,-20.1546565932937
KP0383_AC_WP20,WP20,WP,20,9.14366417620222,-47.8938070886212,-20.4922180092688
KP0384_AC_WP20,WP20,WP,20,9.56521739899935,-46.4893903412576,-19.6836914702005
KP0385_AC_WP20,WP20,WP,20,14.8875772077734,-46.1196834447078,-19.3876588698605
KP0386_AC_WP20,WP20,WP,20,14.8947210465441,-46.0926861700442,-19.3437805198121
KP0387_AC_WP20,WP20,WP,20,14.8766441209575,-46.0425584072679,-19.3109587814615
KP0388_AC_WP20,WP20,WP,20,14.7278954314237,-46.0356247841563,-19.3625721737775
KP0389_AC_WP20,WP20,WP,20,14.5425092777355,-45.9424233979906,-19.2299300817069
KP0390_AC_WP20,WP20,WP,20,14.5071242749898,-45.9774887717884,-19.2781890551043
KP0391_LM_WP20,WP20,WP,20,14.3851275889343,-46.6483978254256,-20.334750517542
KP0392_AC_WP20,WP20,WP,20,14.5324055049998,-46.896993111346,-20.359049891048
KP0393_AC_WP20,WP20,WP,20,14.4635063578869,-46.8616955720453,-20.3417247717145
KP0394_AC_WP20,WP20,WP,20,14.5419397733853,-46.8202520463744,-20.2691268733655
KP0395_AC_WP20,WP20,WP,20,14.4486520686586,-46.8092493407748,-20.2652421221534
KP0396_AC_WP20,WP20,WP,20,14.4229750173842,-46.7534929773904,-20.2998579412744
KP0397_AC_WP20,WP20,WP,20,14.396468278876,-46.7986549239057,-20.3005222801132
KP0398_AC_WP20_X,WP20,WP,20,14.0498878001949,-46.7696975135172,-20.5232957572491
KP0399_LM_WP20,WP20,WP,20,13.8198476484308,-46.1477759904234,-20.6724780842212
KP0400_LM_WP20,WP20,WP,20,13.4767109933829,-46.0281454287026,-20.4812044328287
KP0401_AC_WP20,WP20,WP,20,13.2150675603487,-45.5896369500179,-20.2142547526196
KP0402_AC_WP20,WP20,WP,20,13.1897046472607,-45.5964415284659,-20.2884512996819
KP0403_LM_WP20,WP20,WP,20,13.1863303953487,-45.5709717399773,-20.3707529952238
KP0404_AC_WP20,WP20,WP,20,12.9629292157423,-45.9000951388183,-20.5401308273699
KP0405_AC_WP20,WP20,WP,20,12.7896954426215,-46.2527163125861,-20.3972951682885
KP0450_AC_WP20,WP20,WP,20,12.6985180718441,-46.505232791493,-20.2660451858809
KP0451_LM_WP20,WP20,WP,20,12.5930743233798,-45.5565317744446,-20.308657102562
KP0452_AC_WP20_X,WP20,WP,20,12.4573571675734,-45.470107227885,-20.2408922367777
KP0453_LM_WP20_X,WP20,WP,20,12.1737818014951,-45.4831531388417,-20.4163532174536
KP0454_AC_WP20,WP20,WP,20,11.7534252567115,-45.7108761339993,-20.1752440415556
KP0455_AC_WP20,WP20,WP,20,11.2645707313352,-46.0731168509885,-19.8042837940713
KP0456_AC_WP20,WP20,WP,20,11.0673001554911,-46.1290886421017,-20.1791392911849
KP0457_AC_WP20,WP20,WP,20,11.0440067797515,-46.1459692183934,-20.4420095720285
KP0458_LM_WP20,WP20,WP,20,10.7625966627282,-45.8925395135235,-20.4054013498839
KP0459_LM_WP20,WP20,WP,20,10.449039983765,-45.9488193177896,-20.4136935718521
KP0460_LM_WP20,WP20,WP,20,10.4873449290237,-45.8036563496613,-20.2770947897477
KP0461_AC_WP20,WP20,WP,20,10.0670607879477,-46.0842541713427,-19.6797784338052
KP0462_AC_WP20,WP20,WP,20,10.0235939852113,-46.1671724505049,-19.6595020985107
KP0463_AC_WP20,WP20,WP,20,9.95165066406064,-45.9877981426002,-19.4187433204714
KP0464_AC_WP20,WP20,WP,20,9.79227849505463,-46.0008467519432,-19.4269086357281
KP0465_AC_WP20,WP20,WP,20,9.70425504546718,-46.1754818755435,-19.3816573623602
KP0466_AC_WP20,WP20,WP,20,9.77860174317249,-46.1644469041812,-19.4864169660152
KP0467_AC_WP20,WP20,WP,20,11.0087658419158,-46.5764019004738,-19.6511503243204
KP0468_AC_WP20,WP20,WP,20,10.8067226256817,-46.537829261489,-19.8102516522101
KP0469_AC_WP20_X,WP20,WP,20,11.0833691453484,-46.6990373926104,-19.8458497191439
KP0470_AC_WP20,WP20,WP,20,11.1819602850442,-47.3111721872451,-20.1672632708848
KP0471_AC_WP20,WP20,WP,20,11.4092433093439,-47.4487396306743,-20.4269899692353
KP0472_LM_WP20,WP20,WP,20,12.8415341114366,-46.9182549526077,-20.5141703966161
KP0473_LM_WP20,WP20,WP,20,12.9202296742566,-47.008775499044,-20.283652645636
KP0474_AC_WP20,WP20,WP,20,12.8906722093242,-46.9874066009624,-20.2203228755125
KP0475_AC_WP20,WP20,WP,20,14.1906178834559,-47.6009734168458,-20.4712178108716
KP0476_AC_WP20,WP20,WP,20,14.2542754593208,-47.723455194068,-20.3614363824981
KP0477_AC_WP20,WP20,WP,20,14.365675693539,-47.6508212060995,-20.4282421832684
KP0478_AC_WP20,WP20,WP,20,14.4173039235509,-47.7241174420242,-20.4020284121123
KP0479_AC_WP20,WP20,WP,20,14.7151887429464,-47.9895405522202,-20.5383114597807
KP0480_AC_WP20,WP20,WP,20,15.013168055825,-47.9174669839647,-20.7506475530855
KP0481_AC_WP20,WP20,WP,20,15.0282213532209,-47.8011397212034,-20.8024392581287
KP0482_LM_WP20,WP20,WP,20,15.1758480085338,-47.3482122508034,-20.7831358518611
KP0483_AC_WP20,WP20,WP,20,15.4693672388801,-47.2819909835146,-20.0133133272528
KP0484_AC_WP20,WP20,WP,20,15.583895766597,-47.2925151350083,-20.3460281365918
KP0485_AC_WP20,WP20,WP,20,19.6736862090682,-46.611939963435,-19.6916798124563
KP0486_AC_WP20,WP20,WP,20,19.5023229977603,-46.716932402528,-19.73931523598
KP0487_AC_WP20,WP20,WP,20,19.4438240860387,-46.3555602076696,-19.8149263739685
KP0488_AC_WP20,WP20,WP,20,19.2144343946468,-46.2911774220271,-19.8578225798983
KP0489_AC_WP20,WP20,WP,20,19.0024455101066,-46.518693722841,-19.9592334341147
KP0490_AC_WP20,WP20,WP,20,18.689970563964,-46.5334458112425,-20.0464075376388
KP0491_AC_WP20,WP20,WP,20,18.7068014477008,-46.3770756574314,-20.0922384141217
KP0492_AC_WP20,WP20,WP,20,18.5318641060895,-46.2470236289082,-20.0400411770921
KP0493_AC_WP20,WP20,WP,20,18.6644051816795,-46.1862297692763,-20.032795191214
KP0494_AC_WP20,WP20,WP,20,18.8955716962135,-46.0769960791819,-20.2298344969143
KP0495_AC_WP20,WP20,WP,20,18.9699581893764,-46.2204123676813,-20.1594616265977
KP0499_AC_WP20,WP20,WP,20,18.4379741472295,-46.1784020581164,-19.976016063012
KP0500_AC_WP20,WP20,WP,20,18.4562491677399,-46.191877408401,-20.0019056768797
KP0501_AC_WP20,WP20,WP,20,18.2654331048798,-46.1103959675318,-19.9476533297027
KP0502_AC_WP20,WP20,WP,20,18.2021725864215,-46.0257482273507,-19.970158422558
KP0503_AC_WP20,WP20,WP,20,18.1699695963942,-46.202578073952,-19.9663510039786
KP0504_AC_WP20,WP20,WP,20,18.1651207917158,-45.9569474042613,-19.8822084976548
KP0505_AC_WP20,WP20,WP,20,18.2294543019187,-45.8775559201328,-20.0131573425034
KP0506_AC_WP20,WP20,WP,20,18.0112898459919,-45.9992243482357,-19.9070316926481
KP0507_AC_WP20,WP20,WP,20,18.063659683971,-46.1541195328016,-19.9259637298419
KP0508_AC_WP20,WP20,WP,20,18.0758380915974,-46.3665382207407,-20.1570059043942
KP0509_AC_WP20,WP20,WP,20,17.5098203003049,-46.8127460522194,-19.7450563713589
KP0510_AC_WP20,WP20,WP,20,17.5772788747919,-46.8190987775403,-19.8012778579649
KP0511_AC_WP20,WP20,WP,20,17.471399033467,-46.8207717946705,-19.7471234695209
KP0512_AC_WP20,WP20,WP,20,17.4502594480354,-46.7152387885578,-19.7659205101107
KP0513_AC_WP20,WP20,WP,20,17.4069603336731,-46.6343864115543,-19.9099258922652
KP0514_AC_WP20,WP20,WP,20,17.5191218727148,-46.5562552297924,-20.029828048791
KP0515_AC_WP20,WP20,WP,20,17.4752261859932,-46.5938360834562,-20.2514600504448
KP0516_AC_WP20,WP20,WP,20,17.4267107384417,-46.5089407931302,-19.9593809395373
KP0517_AC_WP20,WP20,WP,20,17.3346536647167,-46.5556115427147,-20.022962192983
KP0518_LM_WP20,WP20,WP,20,17.2074629596244,-46.3607133510143,-20.009612365696
KP0519_AC_WP20,WP20,WP,20,17.5854995992358,-46.0390296846746,-19.8121892446531
KP0520_AC_WP20,WP20,WP,20,17.3975748072953,-46.0293735109897,-19.7524020963714
KP0521_AC_WP20,WP20,WP,20,17.615386700306,-45.9089490384334,-19.835414810971
KP0522_AC_WP20,WP20,WP,20,17.1943330348148,-45.7960395807202,-19.7636094230854
KP0523_AC_WP20,WP20,WP,20,17.0558226489488,-45.83133632387,-19.8946692323823
KP0524_AC_WP20,WP20,WP,20,17.0098399357853,-45.9267335375683,-19.8052204904321
KP0525_AC_WP20,WP20,WP,20,16.8966565741364,-45.8382482537057,-19.8233003863777
KP0526_AC_WP20,WP20,WP,20,16.8406471624454,-46.1272599053046,-19.6885603356409
KP0527_LM_WP20,WP20,WP,20,16.9163671523969,-46.5809003365966,-20.0214439264333
KP0528_AC_WP20,WP20,WP,20,17.0145726379152,-46.594245824484,-19.8357457517724
KP0529_LM_WP20,WP20,WP,20,16.675197184192,-46.8586087861037,-20.41780646727
KP0530_AC_WP20,WP20,WP,20,16.9543637504961,-46.5799636712881,-19.8105476568612
KP0531_AC_WP20,WP20,WP,20,16.8011104570032,-46.2389656014764,-19.6629619115461
KP0532_AC_WP20,WP20,WP,20,16.6711505614178,-46.1596247397744,-19.6645744554
KP0533_AC_WP20,WP20,WP,20,16.2212167078598,-46.3946908259758,-19.6150546984611
KP0534_AC_WP20,WP20,WP,20,16.0752611595059,-46.4815230094205,-19.5534931499509
KP0535_AC_WP20,WP20,WP,20,16.071756935674,-46.2929271119465,-19.6851560215487
KP0536_AC_WP20,WP20,WP,20,16.5855848708735,-45.9639750604231,-19.878970033992
KP0537_AC_WP20,WP20,WP,20,16.4388391882004,-46.0296573832647,-19.8779034280513
KP0538_AC_WP20,WP20,WP,20,16.1669560789796,-46.0358670930349,-19.6510974589009
KP0539_AC_WP20,WP20,WP,20,15.3100285922027,-47.0722582843825,-19.4062349773292
KP0540_AC_WP20,WP20,WP,20,15.5126846756787,-47.2003713711895,-19.5504416314648
KP0541_AC_WP20,WP20,WP,20,15.5386373987089,-47.1776743234108,-19.4704351982604
KP0542_LM_WP20,WP20,WP,20,15.7788038078593,-47.0187545939243,-20.1301820893293
KP0543_AC_WP20_d,WP20,WP,20,15.9759494466248,-47.4822713919426,-20.0261289158988
KP0544_AC_WP20,WP20,WP,20,15.9709838562616,-47.3604748589282,-20.0888755669646
KP0545_AC_WP20,WP20,WP,20,16.1177341378743,-47.4362306418441,-20.0086470027178
KP0546_AC_WP20_X,WP20,WP,20,16.1854629711664,-47.5883841408092,-19.7909305442654
KP0547_LM_WP20,WP20,WP,20,16.2267372338314,-47.2996909515386,-20.042932285142
KP0548_LM_WP20,WP20,WP,20,16.0933427349562,-46.9032546770852,-20.2924487859489
KP0549_AC_WP20,WP20,WP,20,16.2847035845844,-47.443654551462,-20.0273691454444
KP0549_AC_WP20_2,WP20,WP,20,16.6594261634217,-47.4464611903693,-20.0746433961545
KP0550_LM_WP20,WP20,WP,20,16.5603170183262,-47.3576445247505,-20.3615599777707
KP0551_LM_WP20,WP20,WP,20,16.6287843971246,-47.6806904381654,-20.4080398938951
KP0552_AC_WP20,WP20,WP,20,16.9810325233711,-47.4367587120387,-19.9725700408919
KP0553_AC_WP20,WP20,WP,20,17.4226421745493,-47.0430553428372,-20.0294329155877
KP0554_AC_WP20,WP20,WP,20,17.6458743258876,-47.9483438261799,-20.2554564358981
KP0555_AC_WP20,WP20,WP,20,18.5629303631735,-48.3490671263003,-20.1211126647628
KP0556_AC_WP20,WP20,WP,20,18.4255733631879,-48.5860167265924,-19.8382762729245
KP0557_AC_WP20,WP20,WP,20,18.7451253426044,-48.1167131945797,-20.538667863047
KP0558_LM_WP20,WP20,WP,20,19.0381074722528,-47.2234003716747,-20.6052578101401
KP0559_AC_WP20,WP20,WP,20,18.9852800266428,-48.2340503739362,-20.540414197028
KP0560_AC_WP20,WP20,WP,20,19.11784332553,-48.3431461278086,-20.525732531804
KP0561_AC_WP20,WP20,WP,20,25.0421026071712,-44.6982592423313,-19.3467685232677
KP0562_LM_WP20,WP20,WP,20,24.7963447750084,-45.1284242733455,-19.5038278999328
KP0563_AC_WP20,WP20,WP,20,24.9406386312335,-44.8556421593061,-19.3167062598209
KP0564_LM_WP20,WP20,WP,20,24.9488082374389,-44.8442827403185,-19.3878604877771
KP0565_AC_WP20,WP20,WP,20,24.4969544535281,-45.4523464156585,-19.7792495287983
KP0566_LM_WP20,WP20,WP,20,23.9399016356053,-44.4874209717608,-19.5315122904849
KP0567_LM_WP20,WP20,WP,20,23.9600703450683,-44.7974993639328,-19.5055941575832
KP0568_AC_WP20,WP20,WP,20,23.3246326234286,-45.4010743298766,-19.6834578103035
KP0569_AC_WP20,WP20,WP,20,23.2599314653796,-45.3541142928134,-19.78551363642
KP0570_LM_WP20,WP20,WP,20,23.193919674967,-45.2249150029932,-19.9848605511222
KP0571_AC_WP20,WP20,WP,20,22.5968358206323,-45.0089061738271,-19.5206533984526
KP0572_AC_WP20,WP20,WP,20,22.3569093446351,-45.6731637493805,-20.1451620635385
KP0573_LM_WP20,WP20,WP,20,22.383065989161,-45.7571357182278,-20.2315136689866
KP0574_AC_WP20,WP20,WP,20,22.4943896720234,-46.1982957871029,-20.2933632332267
KP0575_AC_WP20,WP20,WP,20,20.3109110307842,-46.2848900599629,-20.2357113045069
KP0576_AC_WP20,WP20,WP,20,20.0685807077077,-46.3334509533433,-20.2758880792793
KP0577_AC_WP20,WP20,WP,20,20.0901040354698,-46.172957856942,-20.1788549139305
KP0578_AC_WP20,WP20,WP,20,19.9905306786448,-46.1442018406629,-20.2366994690783
