Individual,Site,Loc,Depth,V1,V2,V3,V4,Clusters,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4
KP0374_AC_WP20,WP20,WP,20,-1.8676323, 3.149341601, 1.663168614, 0.9882861201,Clust2,0.023614,0.742318,0.000010,0.234057
KP0379_AC_WP20,WP20,WP,20,16.1558349, 0.236435991,-0.454421053, 0.2365110358,Clust1,0.999970,0.000010,0.000010,0.000010
KP0382_AC_WP20,WP20,WP,20,-2.9536839, 3.764784394, 1.274247525,-0.6186409844,Clust2,0.000010,0.999970,0.000010,0.000010
KP0383_AC_WP20,WP20,WP,20,-2.9827519, 3.770129005, 1.279106944,-0.6329587709,Clust2,0.000010,0.999970,0.000010,0.000010
KP0384_AC_WP20,WP20,WP,20,-1.7139694, 2.746964217,-0.017124233,-3.0065803002,Clust2,0.000010,0.998023,0.001957,0.000010
KP0385_AC_WP20,WP20,WP,20,-3.7576996, 5.779178390, 1.960952557, 1.6787715507,Clust2,0.000010,0.999970,0.000010,0.000010
KP0386_AC_WP20,WP20,WP,20,-3.4946491, 5.827532874, 1.968131558, 1.1750885532,Clust2,0.000010,0.999970,0.000010,0.000010
KP0388_AC_WP20,WP20,WP,20,-3.7045522, 5.759185153, 1.929432602, 1.8391854532,Clust2,0.000010,0.999970,0.000010,0.000010
KP0389_AC_WP20,WP20,WP,20,-3.6889590, 5.771006601, 1.838315336, 1.5693498254,Clust2,0.000010,0.999970,0.000010,0.000010
KP0390_AC_WP20,WP20,WP,20,-2.6910553, 4.282304759, 1.607421429, 1.2586661252,Clust2,0.000010,0.999970,0.000010,0.000010
KP0392_AC_WP20,WP20,WP,20,23.3321919, 0.696298403, 0.639316935, 0.4955929173,Clust1,0.999970,0.000010,0.000010,0.000010
KP0393_AC_WP20,WP20,WP,20,23.0259558, 0.444408539, 0.623044804, 0.5600332205,Clust1,0.999970,0.000010,0.000010,0.000010
KP0394_AC_WP20,WP20,WP,20,23.2344191, 0.910058930, 0.461978068, 0.6643917514,Clust1,0.999970,0.000010,0.000010,0.000010
KP0395_AC_WP20,WP20,WP,20,23.2646103, 0.651979936, 0.650302454, 0.5411963852,Clust1,0.999970,0.000010,0.000010,0.000010
KP0396_AC_WP20,WP20,WP,20,23.4540620, 0.684941313, 0.676749695, 0.4483548483,Clust1,0.999970,0.000010,0.000010,0.000010
KP0398_AC_WP20,WP20,WP,20,23.3858112, 0.604221007, 0.585699227, 0.4932857198,Clust1,0.999970,0.000010,0.000010,0.000010
KP0399_LM_WP20,WP20,WP,20,21.5483498, 0.215132911, 0.113039870,-0.3347384808,Clust1,0.999970,0.000010,0.000010,0.000010
KP0405_AC_WP20,WP20,WP,20,-1.8785288, 3.246952902,-0.516589006,-0.1885480745,Clust2,0.000010,0.924534,0.075446,0.000010
KP0406_NA_NANA,WP20,WP,20,-2.6527383, 3.399056631,-0.794607851,-0.4796249768,Clust2,0.000010,0.946337,0.053643,0.000010
KP0407_AC_CA05,CA05,CA,05,-1.5629181,-1.271576178,-1.350447102, 2.1914252885,Clust4,0.000010,0.148274,0.327968,0.523748
KP0408_AC_CA05,CA05,CA,05,-1.9662306,-0.996492681,-2.324798010, 2.2494702522,Clust4,0.016728,0.228865,0.104531,0.649876
KP0409_AC_CA05,CA05,CA,05,-2.1334838,-0.937042541,-0.895677577, 1.6771643647,Clust3,0.000010,0.181479,0.426938,0.391573
KP0424_AC_CA05,CA05,CA,05,-2.8592133,-2.125904221,-1.479217429, 1.3569718637,Clust4,0.000010,0.248520,0.069614,0.681856
KP0431_HU_CA05,CA05,CA,05,-1.5868947,-0.672334824,-0.496509397, 2.4119644648,Clust4,0.000010,0.282485,0.080209,0.637297
KP0441_AC_CA05,CA05,CA,05,-2.1257421,-0.470769489,-2.357940841, 1.7500177531,Clust4,0.000010,0.409361,0.172451,0.418178
KP0450_AC_WP20,WP20,WP,20,-3.0932679, 3.851529815,-0.382340503,-0.4110385613,Clust2,0.000010,0.999970,0.000010,0.000010
KP0452_AC_WP20,WP20,WP,20,21.4211969, 0.298100966,-0.260847299,-0.5078524504,Clust1,0.999970,0.000010,0.000010,0.000010
KP0454_AC_WP20,WP20,WP,20,-2.5098858, 3.990429908, 0.840463880, 0.8270644457,Clust2,0.000010,0.999970,0.000010,0.000010
KP0457_AC_WP20,WP20,WP,20,-3.1210068, 3.600512520, 0.757978310,-0.2379120634,Clust2,0.040720,0.870841,0.000010,0.088429
KP0461_AC_WP20,WP20,WP,20,-1.7807194, 2.627232316,-0.599430843,-0.5901262573,Clust2,0.011846,0.988134,0.000010,0.000010
KP0462_AC_WP20,WP20,WP,20,-2.5888413, 3.688321764,-0.801411381,-0.2759766417,Clust2,0.014143,0.985837,0.000010,0.000010
KP0463_AC_WP20,WP20,WP,20,15.5741195, 0.961542586,-0.404897796,-0.6107621926,Clust1,0.999970,0.000010,0.000010,0.000010
KP0464_AC_WP20,WP20,WP,20,-2.7008434, 3.405220343, 0.170285201,-0.2764710352,Clust2,0.000010,0.999970,0.000010,0.000010
KP0467_AC_WP20,WP20,WP,20,-2.4186609, 2.662929446, 0.329103064,-0.2653714774,Clust2,0.000010,0.999970,0.000010,0.000010
KP0468_AC_WP20,WP20,WP,20,-3.7025297, 3.510490571,-0.296288305, 0.3747677107,Clust2,0.000010,0.999970,0.000010,0.000010
KP0470_AC_WP20,WP20,WP,20,-1.6604400, 2.744366021, 0.358908990, 0.3864664919,Clust2,0.000010,0.891497,0.000010,0.108483
KP0471_AC_WP20,WP20,WP,20,-3.1925674, 3.096491057, 0.214696170, 0.1651098859,Clust2,0.000010,0.999970,0.000010,0.000010
KP0475_AC_WP20,WP20,WP,20,-2.2934253, 1.499427099,-0.002040316, 0.8481090732,Clust2,0.000010,0.901961,0.000010,0.098019
KP0477_AC_WP20,WP20,WP,20,-2.3350178, 1.740276225, 0.003337373, 0.9404660026,Clust2,0.000010,0.903499,0.000010,0.096481
KP0479_AC_WP20,WP20,WP,20,-2.5871250, 3.868433273, 0.021726396, 0.0899351727,Clust2,0.000010,0.999970,0.000010,0.000010
KP0481_AC_WP20,WP20,WP,20,-3.6995863, 5.856645342, 2.080755525, 1.7343680917,Clust2,0.000010,0.999970,0.000010,0.000010
KP0484_AC_WP20,WP20,WP,20,-2.1223103, 2.853065671, 0.483657144,-0.2528346301,Clust2,0.000010,0.999970,0.000010,0.000010
KP0485_AC_WP20,WP20,WP,20,-2.9892803, 2.080701613, 0.674751095,-0.1783427533,Clust2,0.000010,0.933374,0.000010,0.066606
KP0486_AC_WP20,WP20,WP,20,20.4063736, 0.656321217,-0.524609462, 0.3681852974,Clust1,0.999965,0.000015,0.000010,0.000010
KP0487_AC_WP20,WP20,WP,20,-2.8397628, 3.185845554, 2.058496487,-4.7893875785,Clust2,0.000010,0.954865,0.045115,0.000010
KP0488_AC_WP20,WP20,WP,20,-2.8662612, 3.168250713, 2.030967126,-4.1194122119,Clust2,0.000010,0.950531,0.049449,0.000010
KP0489_AC_WP20,WP20,WP,20,-2.5378632, 2.285604178,-0.169431208,-0.2809127948,Clust2,0.000010,0.999970,0.000010,0.000010
KP0490_AC_WP20,WP20,WP,20,-2.9405637, 3.784932214,-0.181865372,-0.1134272586,Clust2,0.000010,0.999970,0.000010,0.000010
KP0491_AC_WP20,WP20,WP,20,-1.6245517, 4.833459211, 2.767417499,-5.9598664107,Clust2,0.000010,0.999970,0.000010,0.000010
KP0492_AC_WP20,WP20,WP,20,-1.4314865, 4.333048786, 2.603880192,-5.6159470167,Clust2,0.000010,0.999970,0.000010,0.000010
KP0493_AC_WP20,WP20,WP,20,-1.6348150, 4.795255708, 2.870518631,-5.9006056287,Clust2,0.000010,0.999970,0.000010,0.000010
KP0494_AC_WP20,WP20,WP,20,-3.0019290, 4.373132239, 0.112594056, 0.5482658073,Clust2,0.000010,0.907671,0.032195,0.060124
KP0495_AC_WP20,WP20,WP,20,-2.9057470, 4.290011480, 0.207319664, 0.3512554139,Clust2,0.000010,0.939614,0.000010,0.060366
KP0499_AC_WP20,WP20,WP,20,-1.6138377, 4.767981702, 2.834594887,-5.9470710805,Clust2,0.000010,0.999970,0.000010,0.000010
KP0500_AC_WP20,WP20,WP,20,-0.8646927, 3.493004898, 1.714278681,-4.3013276856,Clust2,0.000010,0.999970,0.000010,0.000010
KP0501_AC_WP20,WP20,WP,20,-1.6084451, 4.679905838, 2.775144698,-5.9825388274,Clust2,0.000011,0.999969,0.000010,0.000010
KP0505_AC_WP20,WP20,WP,20,-1.3915552, 1.803229782,-0.361696342,-0.2877001207,Clust2,0.013342,0.743795,0.000010,0.242853
KP0508_AC_WP20,WP20,WP,20,-2.6114631, 3.940193190,-0.009756559, 0.9075387568,Clust2,0.000010,0.851824,0.000010,0.148156
KP0510_AC_WP20,WP20,WP,20,-3.2909427, 3.082124321, 0.104715936, 0.7728589421,Clust2,0.000010,0.899385,0.000010,0.100595
KP0512_AC_WP20,WP20,WP,20,-3.3797511, 3.037060604, 0.234973837, 0.7826752176,Clust2,0.000010,0.904292,0.000010,0.095688
KP0513_AC_WP20,WP20,WP,20,-2.9161271, 2.750439878, 0.011743784, 0.6479645084,Clust2,0.000010,0.887897,0.000010,0.112083
KP0515_AC_WP20,WP20,WP,20,-2.4966490, 4.215473488, 0.559930467, 1.1670730647,Clust2,0.000010,0.932271,0.000010,0.067709
KP0516_AC_WP20,WP20,WP,20,-2.5434882, 4.323057279, 0.392482321, 1.0906284575,Clust2,0.000010,0.937088,0.000010,0.062892
KP0521_AC_WP20,WP20,WP,20,-2.3744682, 4.242817454, 0.420052344, 0.4221307202,Clust2,0.000010,0.893726,0.000010,0.106254
KP0522_AC_WP20,WP20,WP,20,-1.9511052, 3.377486928, 0.233500149, 0.6215312318,Clust2,0.000010,0.902497,0.000010,0.097483
KP0523_AC_WP20,WP20,WP,20,-2.1667971, 2.967356005,-0.900727317, 0.0511017581,Clust2,0.000010,0.761524,0.171498,0.066967
KP0524_AC_WP20,WP20,WP,20,-2.0462144, 2.901876722,-0.880865380, 0.1095522464,Clust2,0.000010,0.755848,0.164994,0.079148
KP0526_AC_WP20,WP20,WP,20,-1.8292037, 2.269510966, 1.234895813,-4.0392843155,Clust2,0.000010,0.870732,0.092490,0.036768
KP0528_AC_WP20,WP20,WP,20,-2.3077090, 3.849185452, 0.711942084,-1.7550744009,Clust2,0.000010,0.999970,0.000010,0.000010
KP0530_AC_WP20,WP20,WP,20,-2.3369335, 3.824557784, 0.821781413,-1.7627073853,Clust2,0.000010,0.999970,0.000010,0.000010
KP0532_AC_WP20,WP20,WP,20,-2.5329775, 3.222125611, 1.650570400,-4.2629557876,Clust2,0.000010,0.950243,0.000010,0.049737
KP0533_AC_WP20,WP20,WP,20,-2.1153780, 3.839899428, 0.453054704, 0.1363440639,Clust2,0.000010,0.962178,0.000010,0.037802
KP0535_AC_WP20,WP20,WP,20,-2.0739253, 2.425652956, 0.446364378, 0.1324332111,Clust2,0.000010,0.940295,0.059685,0.000010
KP0536_AC_WP20,WP20,WP,20,-2.4462146, 3.107327239, 0.145909463,-0.5826238788,Clust2,0.000010,0.832489,0.167491,0.000010
KP0537_AC_WP20,WP20,WP,20,-2.1900118, 4.073884906, 1.421293266,-2.1571975258,Clust2,0.000010,0.999970,0.000010,0.000010
KP0538_AC_WP20,WP20,WP,20,-1.8799946, 2.455107951, 0.143507595, 0.1427320911,Clust2,0.000010,0.962069,0.037911,0.000010
KP0539_AC_WP20,WP20,WP,20,-1.7900762, 4.182401196, 0.270234715,-2.4365911999,Clust2,0.000010,0.948503,0.051477,0.000010
KP0543_AC_WP20,WP20,WP,20,-2.0100384, 3.645868641,-0.310903920,-1.1824355979,Clust2,0.000010,0.907059,0.000010,0.092921
KP0545_AC_WP20,WP20,WP,20,-2.4215295, 4.090595093,-0.442475948,-1.4363878309,Clust2,0.000010,0.949216,0.000010,0.050764
KP0546_AC_WP20,WP20,WP,20,-1.8104975, 4.162460309, 0.230378383,-2.4540666422,Clust2,0.000010,0.940374,0.059606,0.000010
KP0549_AC_WP20,WP20,WP,20,-1.8743435, 3.518813135,-0.128761238,-0.8223871426,Clust2,0.000010,0.948318,0.000010,0.051662
KP0554_AC_WP20,WP20,WP,20,-3.1981640, 3.782115842, 0.371448994, 1.2191506325,Clust2,0.000010,0.850119,0.149861,0.000010
KP0559_AC_WP20,WP20,WP,20,17.0256236, 0.206976737,-0.167592899,-0.4271185520,Clust1,0.999970,0.000010,0.000010,0.000010
KP0563_AC_WP20,WP20,WP,20,20.8063832, 0.586846254,-0.430777215, 0.0500240733,Clust1,0.999970,0.000010,0.000010,0.000010
KP0565_LM_WP20,WP20,WP,20,15.1633747,-0.091488913,-0.052390993, 0.2009782188,Clust1,0.999970,0.000010,0.000010,0.000010
KP0568_AC_WP20,WP20,WP,20,-2.4476691, 3.168519112, 0.673691063,-0.6423509513,Clust2,0.000010,0.846317,0.153663,0.000010
KP0569_AC_WP20,WP20,WP,20,22.4743788,-0.005390753,-0.405193595,-0.1440427738,Clust1,0.999970,0.000010,0.000010,0.000010
KP0571_AC_WP20,WP20,WP,20,-2.8370016, 4.179197237,-0.262128007,-0.7479120543,Clust2,0.000010,0.814476,0.183463,0.002051
KP0572_AC_WP20,WP20,WP,20,-3.0741425, 4.559225582, 0.257408487, 0.5723316501,Clust2,0.000010,0.999970,0.000010,0.000010
KP0575_AC_WP20,WP20,WP,20,21.8975019, 0.685133242,-0.404419929,-0.0506741972,Clust1,0.999970,0.000010,0.000010,0.000010
KP0576_AC_WP20,WP20,WP,20,22.2752254, 0.389157034, 0.341054551, 0.4220327611,Clust1,0.999970,0.000010,0.000010,0.000010
KP0577_AC_WP20,WP20,WP,20,18.9866869, 0.212002835,-0.120119217,-0.2471695502,Clust1,0.999970,0.000010,0.000010,0.000010
KP0579_AC_WP20,WP20,WP,20,-2.8923582, 2.218417000, 0.221477732, 0.0452891884,Clust2,0.000010,0.909671,0.090309,0.000010
KP0581_AC_WP20,WP20,WP,20,22.5112629, 0.116025137,-0.290855015, 0.1200543144,Clust1,0.999970,0.000010,0.000010,0.000010
KP0583_LM_WP20,WP20,WP,20,-2.4896947,-2.309167012,-1.023293937, 0.8035527875,Clust3,0.000010,0.000010,0.999970,0.000010
KP0584_AC_WP20,WP20,WP,20,21.9546103, 0.384676486,-0.260712270,-0.2387175392,Clust1,0.999970,0.000010,0.000010,0.000010
KP0590_AC_WP20,WP20,WP,20,21.7477483, 0.601817053,-0.048248348, 0.5957853197,Clust1,0.999967,0.000010,0.000013,0.000010
KP0591_AC_WP20,WP20,WP,20,21.4150722, 0.326649676, 0.141591266, 0.1258401834,Clust1,0.999970,0.000010,0.000010,0.000010
KP0593_AC_SB20,SB20,SB,20,-1.4402447,-2.603586939,-1.115003504,-0.2632787585,Clust3,0.000010,0.296010,0.686530,0.017450
KP0595_AC_SB20,SB20,SB,20,-1.4546687,-3.256921685,-0.416864648,-1.9235380042,Clust3,0.000010,0.000010,0.739585,0.260395
KP0596_AC_SB20,SB20,SB,20,-3.0781288,-3.405650780,-1.860051837, 1.0424012339,Clust3,0.000010,0.096365,0.751469,0.152156
KP0600_AC_SB20,SB20,SB,20,-1.6005286,-3.247346841,-0.480660218,-1.9307803678,Clust3,0.000010,0.000010,0.743681,0.256299
KP0604_AC_SB20,SB20,SB,20,-1.9487501,-3.021184933,-0.782591436,-1.1328885352,Clust3,0.000010,0.098982,0.900998,0.000010
KP0607_AC_SB20,SB20,SB,20,20.7569282, 1.113884202,-0.190293585,-0.1317515428,Clust1,0.999968,0.000010,0.000012,0.000010
KP0608_AC_SB20,SB20,SB,20,-2.6307818, 3.764691881, 0.129713546, 0.2353074511,Clust2,0.000010,0.999970,0.000010,0.000010
KP0611_LM_SB20,SB20,SB,20,-2.1616605,-3.236836336, 0.015133221,-0.2886869467,Clust3,0.000010,0.000010,0.999970,0.000010
KP0625_AC_SB20,SB20,SB,20,-1.7085111,-2.768405623, 0.356832020,-0.1009778652,Clust3,0.010348,0.113237,0.778298,0.098118
KP0626_AC_SB20,SB20,SB,20,-1.9768040,-2.696451733, 0.490944551, 0.4926498211,Clust3,0.000010,0.000010,0.809263,0.190717
KP0636_AC_SB20,SB20,SB,20,-1.0717451,-2.294712724,-1.224722829,-0.9098822288,Clust3,0.000010,0.170166,0.702391,0.127433
KP0638_AC_SB20,SB20,SB,20,-1.1268006,-2.464579198,-0.584308165,-0.1134975518,Clust3,0.029127,0.095861,0.790774,0.084239
KP0640_AC_SB20,SB20,SB,20,-2.5355076,-4.247193014,-0.893514584,-0.8746570749,Clust3,0.000010,0.000010,0.999970,0.000010
KP0643_AC_SB20,SB20,SB,20,-2.4789539,-2.496816361,-0.243279779,-1.9097242732,Clust3,0.000010,0.098581,0.901399,0.000010
KP0645_AC_SB20,SB20,SB,20,-1.7974274,-2.865940608,-0.497515327,-1.5115777235,Clust3,0.000010,0.066594,0.933386,0.000010
KP0646_AC_SB20,SB20,SB,20,-2.1145930,-2.359126932, 0.263234577,-0.5755595604,Clust3,0.012794,0.099883,0.707180,0.180144
KP0647_AC_SB20,SB20,SB,20,-1.7917460,-3.308283014, 0.272580881,-0.8039621470,Clust3,0.019849,0.018114,0.888163,0.073874
KP0648_AC_SB20,SB20,SB,20,-1.5688353,-2.675306113,-0.801283503, 0.5099928373,Clust3,0.043114,0.105763,0.817736,0.033386
KP0649_AC_SB20,SB20,SB,20,-2.9506800,-3.588523415,-0.364640678,-0.1575119589,Clust3,0.000010,0.050355,0.587831,0.361804
KP0652_AC_SB20,SB20,SB,20,-1.4191363,-2.764730953,-0.171313694,-1.0120051201,Clust3,0.000010,0.214881,0.761630,0.023479
KP0654_AC_SB20,SB20,SB,20,-1.1974377,-2.163876585,-0.209088843,-0.9152938127,Clust3,0.000010,0.000010,0.815560,0.184420
KP0658_AC_SB20,SB20,SB,20,-1.9975347,-3.551841976,-1.419116852,-2.2476070441,Clust3,0.000010,0.081679,0.918301,0.000010
KP0660_AC_SB20,SB20,SB,20,-1.9959517,-4.030737911,-1.599969177,-2.2032793004,Clust3,0.000010,0.081859,0.918121,0.000010
KP0661_AC_SB20,SB20,SB,20,-1.1369138,-2.254928842, 0.029981049, 0.4444433476,Clust3,0.000010,0.000069,0.631745,0.368176
KP0662_AC_SB20,SB20,SB,20,-1.5741218,-2.073399503, 0.094190350,-1.1752480319,Clust3,0.023477,0.048282,0.792403,0.135838
KP0665_AC_SB20,SB20,SB,20,-2.8391998,-2.497333591,-0.419553308,-0.3000895219,Clust3,0.000010,0.178060,0.713058,0.108872
KP0667_AC_SB20,SB20,SB,20,-3.0354532,-2.837881103,-1.000949597, 1.0241319694,Clust3,0.000010,0.000010,0.999970,0.000010
KP0668_AC_SB20,SB20,SB,20,-1.7090394,-3.244203544,-1.057225740,-0.4649132309,Clust3,0.000010,0.000010,0.891922,0.108058
KP0669_AC_SB20,SB20,SB,20,-0.6686442,-2.940002702, 1.114361490,-0.1529443866,Clust3,0.000010,0.049384,0.771115,0.179491
KP0673_NA_NANA,SB20,SB,20,-2.9973979,-2.649822095,-0.978770809, 1.3534385968,Clust3,0.000010,0.000010,0.999970,0.000010
KP0678_AC_SB20,SB20,SB,20,20.1090298,-0.005831247, 0.998171474, 0.3180814699,Clust1,0.999970,0.000010,0.000010,0.000010
KP0679_AC_SB20,SB20,SB,20,-0.9865017,-3.677748689,-0.090067340,-1.8417000362,Clust3,0.046368,0.050177,0.618860,0.284595
KP0681_AC_SB20,SB20,SB,20,-1.0382853,-3.101917975, 0.388188961,-1.5920724567,Clust3,0.035885,0.046489,0.682578,0.235048
KP0686_AC_SB20,SB20,SB,20,-1.3369806,-2.277010825,-1.222819753, 0.7672089503,Clust3,0.000010,0.171860,0.629781,0.198349
KP0688_AC_SB20,SB20,SB,20,-1.5182348,-3.370372856,-1.812359147,-0.6119298785,Clust3,0.011735,0.188579,0.727116,0.072571
KP0690_AC_SB20,SB20,SB,20,19.7257611, 0.004652966,-0.706929920, 0.1809453463,Clust1,0.999969,0.000011,0.000010,0.000010
KP0691_AC_SB20,SB20,SB,20,-1.7346275,-3.886828201,-2.252051932,-3.3875384584,Clust3,0.000010,0.000010,0.999970,0.000010
KP0693_AC_SB20,SB20,SB,20,-1.7003586,-3.947084155,-2.114549302,-3.4525139597,Clust3,0.000010,0.000010,0.999970,0.000010
KP0696_AC_SB20,SB20,SB,20,19.8019055, 0.897271308,-0.064896552, 0.0094766696,Clust1,0.960493,0.000010,0.000010,0.039487
KP0698_AC_SB20,SB20,SB,20,-2.3858131,-2.948757593,-0.471229447,-0.6831384424,Clust3,0.006299,0.062867,0.768930,0.161904
KP0699_AC_SB20,SB20,SB,20,-1.9157171,-3.662665828,-2.028632895,-3.3342477573,Clust3,0.000010,0.000010,0.999970,0.000010
KP0701_AC_SB20,SB20,SB,20,-1.4179366,-3.293800793,-1.530847921,-2.9916854073,Clust3,0.000010,0.000010,0.999970,0.000010
KP0703_AC_SB20,SB20,SB,20,-0.9448237,-2.684717446,-0.269300490,-0.8849422701,Clust3,0.023583,0.099186,0.877221,0.000010
KP0704_AC_SB20,SB20,SB,20,-1.4924681,-4.124094288,-1.165887312,-2.3415147565,Clust3,0.000010,0.000010,0.902373,0.097607
KP0708_AC_SB20,SB20,SB,20,-2.1326776,-3.136520483, 0.214860063,-0.2048627507,Clust3,0.000010,0.124627,0.799577,0.075786
KP0709_AC_SB20,SB20,SB,20,-0.5157500,-2.274353462,-0.348280025,-0.3625266043,Clust3,0.019115,0.131837,0.770597,0.078451
KP0711_AC_SB20,SB20,SB,20,-1.6615592,-3.028865135,-0.984648164,-0.5407483888,Clust3,0.000010,0.156121,0.810516,0.033354
KP0712_AC_SB20,SB20,SB,20,-1.5622809,-1.032614294, 0.323021022, 0.0549527693,Clust3,0.000010,0.195383,0.570646,0.233961
KP0714_AC_SB20,SB20,SB,20,-1.2602765,-3.312193748,-1.393806263,-0.2409569100,Clust3,0.000010,0.057350,0.808303,0.134337
KP0717_AC_SB20,SB20,SB,20,-1.4066919,-2.776604739,-0.482039283, 0.7704106868,Clust3,0.000010,0.066327,0.620820,0.312844
KP0720_AC_SB20,SB20,SB,20,-1.6375681,-2.088580081, 0.694600160,-1.0008538611,Clust3,0.011833,0.078493,0.909664,0.000010
KP0724_AC_SB20,SB20,SB,20,-1.3292202,-1.261357617,-0.765124777,-0.2828482994,Clust3,0.000010,0.159157,0.611508,0.229325
KP0727_AC_SB20,SB20,SB,20,-1.3350600,-3.386553066, 0.284164269, 0.5646387987,Clust3,0.000010,0.000010,0.763881,0.236099
KP0730_AC_SB20,SB20,SB,20,-2.6812327,-2.553545330, 0.898412275,-0.4409216336,Clust3,0.028704,0.081154,0.587481,0.302660
KP0734_AC_SB20,SB20,SB,20,-1.2577258,-3.406943340,-1.040415723, 0.1963881857,Clust3,0.000010,0.092855,0.695137,0.211998
KP0741_AC_WP10,WP10,WP,10,-2.3909466, 2.263261327, 0.015431538, 1.4912369994,Clust2,0.000010,0.999970,0.000010,0.000010
KP0742_AC_WP10,WP10,WP,10,-2.0611491, 3.868555678, 0.086533536, 0.1368009957,Clust2,0.000010,0.908660,0.091320,0.000010
KP0743_AC_WP10,WP10,WP,10,-3.2372206, 2.782912373, 0.434425876, 1.5203689244,Clust2,0.000010,0.970817,0.029163,0.000010
KP0745_AC_WP10,WP10,WP,10,-3.1016635, 2.064814444, 0.430224392, 1.1633512486,Clust2,0.000010,0.942249,0.057731,0.000010
KP0746_AC_WP10,WP10,WP,10,-1.8380551, 3.154471931,-0.816115490,-0.5221216690,Clust2,0.000010,0.852367,0.147613,0.000010
KP0747_AC_WP20,WP20,WP,20,-2.6682997, 3.816420396, 0.113416837,-0.0663024180,Clust2,0.000010,0.949185,0.033304,0.017500
KP0748_AC_WP10,WP10,WP,10,-2.2042266, 2.870216972,-0.151794375,-0.6362460468,Clust2,0.013658,0.869595,0.116737,0.000010
KP0749_AC_WP20,WP20,WP,20,-2.6560288, 3.264959687,-0.258160250,-0.2712684224,Clust2,0.000010,0.910674,0.069598,0.019718
KP0751_AC_WP10,WP10,WP,10,-2.3529994, 3.656912010,-0.153484793,-1.1622981437,Clust2,0.000010,0.828869,0.171111,0.000010
KP0753_AC_WP10,WP10,WP,10,-2.6743133, 2.290677558,-0.816938153,-0.0955588354,Clust2,0.000010,0.935547,0.000010,0.064433
KP0757_AC_WP10,WP10,WP,10,-2.4948055, 3.450244431, 0.743637541, 0.1577003851,Clust2,0.000010,0.914661,0.000010,0.085319
KP0758_AC_WP10,WP10,WP,10,-2.9304879, 1.942434273, 0.713346254, 0.6517197501,Clust2,0.000010,0.999970,0.000010,0.000010
KP0760_AC_WP10,WP10,WP,10,-2.5893966, 3.977400989,-0.121960127, 1.2826890609,Clust2,0.000010,0.908487,0.081653,0.009850
KP0761_AC_WP10,WP10,WP,10,-2.1744278, 3.280781259, 1.437991667, 0.6062719245,Clust2,0.001686,0.940927,0.057378,0.000010
KP0767_AC_WP10,WP10,WP,10,-2.0066454, 3.377457027, 0.162137508, 0.0748871114,Clust2,0.000010,0.959865,0.040115,0.000010
KP0769_AC_WP10,WP10,WP,10,20.7194344, 1.070453403,-0.379325935, 0.7095396881,Clust1,0.999970,0.000010,0.000010,0.000010
KP0771_AC_WP10,WP10,WP,10,-2.8231514, 2.758838257, 0.466640236,-0.2639683795,Clust2,0.000010,0.935885,0.064095,0.000010
KP0773_AC_WP10,WP10,WP,10,-2.5930820, 3.625721485,-0.516519243,-0.5176423221,Clust2,0.000010,0.778106,0.221874,0.000010
KP0777_AC_WP10,WP10,WP,10,-1.5161168, 2.081729965, 0.733293951, 0.0369301809,Clust2,0.000010,0.863506,0.092596,0.043888
KP0779_AC_WP10,WP10,WP,10,-2.0574081, 2.354716555, 0.920531268, 0.1156104792,Clust2,0.000010,0.960525,0.032118,0.007347
KP0782_AC_WP10,WP10,WP,10,-2.5887906, 3.600898732,-1.181257203,-1.3445455691,Clust2,0.000010,0.999970,0.000010,0.000010
KP0787_AC_WP10,WP10,WP,10,-1.5832880, 2.266640900,-0.168316478, 0.4764724295,Clust2,0.015467,0.984509,0.000014,0.000010
KP0788_AC_WP10,WP10,WP,10,-3.4601468, 4.237381519,-1.265566130,-1.1548064870,Clust2,0.000010,0.999970,0.000010,0.000010
KP0790_AC_WP10,WP10,WP,10,-1.8456799, 2.989864323, 0.212974691, 0.3142118890,Clust2,0.000010,0.999970,0.000010,0.000010
KP0792_AC_WP10,WP10,WP,10,-2.1599723, 3.282850120, 0.116220957, 0.5815905415,Clust2,0.000010,0.999970,0.000010,0.000010
KP0793_AC_WP10,WP10,WP,10,-2.2600857, 2.670790294,-0.636350244, 0.0397411474,Clust2,0.000010,0.793115,0.167071,0.039804
KP0794_AC_WP10,WP10,WP,10,-3.5458634, 4.262138169,-1.342007702,-1.1476724417,Clust2,0.000010,0.999970,0.000010,0.000010
KP0796_AC_WP10,WP10,WP,10,-3.0487050, 3.999560826,-1.035716040,-0.9554157022,Clust2,0.000010,0.999970,0.000010,0.000010
KP0797_AC_WP10,WP10,WP,10,-3.0312464, 3.109417523,-0.316992524,-0.4459681143,Clust2,0.000010,0.909574,0.090406,0.000010
KP0799_AC_WP10,WP10,WP,10,-2.0173004, 3.088418904, 0.505357748,-0.4541464874,Clust2,0.000010,0.999970,0.000010,0.000010
KP0800_AC_WP10,WP10,WP,10,-3.5735708, 4.227339337,-1.476926221,-1.1549007499,Clust2,0.000010,0.999970,0.000010,0.000010
KP0801_AC_WP10,WP10,WP,10,-1.8964133,-2.833494453,-1.478698259,-1.2780587632,Clust3,0.000010,0.000010,0.999970,0.000010
KP0802_AC_WP10,WP10,WP,10,-3.2320558, 3.633121533, 1.157596166, 0.9197408541,Clust2,0.000010,0.999970,0.000010,0.000010
