Individual,Site,Loc,Depth,V1,V2,V3,V4,Clusters,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4
KP0804_AC_WP10,WP10,WP,10,-3.4655689, 4.294553218,-1.393860174,-1.1394361345,Clust2,0.000010,0.999970,0.000010,0.000010
KP0808_AC_WP10,WP10,WP,10,-2.3027496, 2.343711319, 0.258512029, 1.7594749571,Clust2,0.000010,0.999970,0.000010,0.000010
KP0810_AC_WP10,WP10,WP,10,-2.7944935, 3.538891190, 1.088589597, 0.8848077305,Clust2,0.000010,0.999970,0.000010,0.000010
KP0811_AC_WP10,WP10,WP,10,-3.1387853, 3.594678953, 0.630525609, 0.9533116973,Clust2,0.017740,0.982240,0.000010,0.000010
KP0812_AC_WP10,WP10,WP,10,-2.9590082, 3.016316808, 0.125106848,-0.9303605218,Clust2,0.000010,0.999970,0.000010,0.000010
KP0815_AC_WP10,WP10,WP,10,-3.1375339, 2.763072186,-0.354188368,-0.7405465039,Clust2,0.000010,0.835443,0.164537,0.000010
KP0816_AC_WP10,WP10,WP,10,-2.6037986, 2.753814087,-0.126663541,-1.3544092885,Clust2,0.000010,0.999970,0.000010,0.000010
KP0822_AC_WP10,WP10,WP,10,-2.5490245, 3.210111344, 0.200687108, 0.5249508237,Clust2,0.000010,0.999970,0.000010,0.000010
KP0823_AC_WP10,WP10,WP,10,-3.0756499, 2.370964678, 0.042994602, 0.2381750944,Clust2,0.000010,0.949123,0.000010,0.050857
KP0824_AC_WP10,WP10,WP,10,-1.1646852, 2.504939215, 1.183632065,-0.8771493921,Clust2,0.048830,0.951150,0.000010,0.000010
KP0828_AC_WP10,WP10,WP,10,-1.4493635, 2.846433064, 1.645244936,-0.7240942694,Clust2,0.023724,0.976256,0.000010,0.000010
KP0830_AC_WP10,WP10,WP,10,-3.3147288, 2.449615245,-0.053968617, 1.0573280738,Clust2,0.000010,0.985155,0.000010,0.014825
KP0832_AC_WP10,WP10,WP,10,-3.0839968, 2.074979583, 0.102473423, 1.0022913377,Clust2,0.000010,0.954476,0.000010,0.045504
KP0833_AC_WP10,WP10,WP,10,-1.8252640, 3.415833050, 1.476903384,-0.8974848436,Clust2,0.000010,0.918433,0.081547,0.000010
KP0835_AC_WP10,WP10,WP,10,-2.0864864, 3.608446508, 1.327725704,-0.9984178120,Clust2,0.000010,0.918283,0.081697,0.000010
KP0837_AC_WP10,WP10,WP,10,-1.6052527,-3.158121054,-0.233288404, 0.6492838525,Clust3,0.000010,0.040504,0.817033,0.142453
KP0844_UN_NANA,WP10,WP,10,-2.9591043, 4.129411398, 0.426704555, 1.5096867420,Clust2,0.000010,0.820522,0.000010,0.179458
KP0846_AC_WP10,WP10,WP,10,-2.4502710, 3.422710294, 0.512600325, 1.2596634201,Clust2,0.000010,0.833428,0.000010,0.166552
KP0852_AC_WP10,WP10,WP,10,-3.1330345, 4.288493906, 0.494320869, 1.7609380711,Clust2,0.000010,0.831538,0.000010,0.168442
KP0857_AC_WP10,WP10,WP,10,-2.4192778, 3.158837371, 0.091351785,-0.0385911550,Clust2,0.019683,0.791790,0.118205,0.070322
KP0861_AC_WP10,WP10,WP,10,-2.6869429, 2.691978959, 0.889493363, 0.6408109704,Clust2,0.000010,0.845970,0.125858,0.028162
KP0866_AC_WP10,WP10,WP,10,-2.1240055, 1.975922439, 0.630788221, 0.2661286520,Clust2,0.000010,0.870884,0.028519,0.100587
KP0867_AC_WP10,WP10,WP,10,-2.1274741, 2.856114672, 0.029381818, 0.7797840112,Clust2,0.000010,0.904199,0.000010,0.095781
KP0871_AC_WP10,WP10,WP,10,-2.3932010, 3.264967609, 0.131434709, 0.6860772554,Clust2,0.000010,0.922863,0.023930,0.053197
KP0879_AC_WP10,WP10,WP,10,-3.2402925, 2.756753740, 0.037659605,-0.8075872670,Clust2,0.000010,0.842394,0.134204,0.023392
KP0880_HU_WP10,WP10,WP,10,-2.7720358, 4.241380393, 0.239220311, 0.1945266072,Clust2,0.000010,0.999970,0.000010,0.000010
KP0881_AC_WP10,WP10,WP,10,-2.6907273, 2.039857563,-0.886351162,-1.0056846457,Clust2,0.000010,0.716107,0.060719,0.223164
KP0882_AC_WP10,WP10,WP,10,-1.7404276, 4.789096143, 1.329609468, 0.8199714977,Clust2,0.000010,0.999970,0.000010,0.000010
KP0883_AC_WP10,WP10,WP,10,-2.1210898, 3.873368891, 0.224828157, 1.0149218830,Clust2,0.000010,0.999970,0.000010,0.000010
KP0884_AC_WP10,WP10,WP,10,-2.9079240, 2.418495946,-0.529347842,-0.2298677869,Clust2,0.000010,0.886503,0.000010,0.113477
KP0885_AC_WP10,WP10,WP,10,-1.8093527, 2.827189748,-0.221918978, 0.3969019333,Clust2,0.000010,0.965106,0.034874,0.000010
KP0887_AC_WP10,WP10,WP,10,-1.7560173, 2.845614234,-0.255000316, 0.3951293400,Clust2,0.000010,0.965874,0.034106,0.000010
KP0895_AC_WP10,WP10,WP,10,-2.8711618, 2.426944615, 0.437930030,-0.1504941131,Clust2,0.000010,0.786232,0.213748,0.000010
KP0897_AC_WP10,WP10,WP,10,-1.8110766, 2.580274512,-0.001111440, 0.0085770213,Clust2,0.000010,0.999970,0.000010,0.000010
KP0898_AC_WP10,WP10,WP,10,-3.0080303, 3.013619691, 0.294704153, 0.1675738240,Clust2,0.000010,0.999970,0.000010,0.000010
KP0900_AC_WP10,WP10,WP,10,-2.7702096, 3.614017534, 1.016288214,-0.0382580186,Clust2,0.000010,0.999970,0.000010,0.000010
KP0909_AC_WP10,WP10,WP,10,-1.9063429, 2.552028309, 0.694713333,-1.6388486418,Clust2,0.000010,0.868223,0.131757,0.000010
KP0912_AC_WP10,WP10,WP,10,-2.3606316, 3.693209678,-0.576367038, 0.4091302127,Clust2,0.000010,0.999970,0.000010,0.000010
KP0913_AC_WP10,WP10,WP,10,-2.1099095, 2.623136165, 0.640678654, 0.0691625483,Clust2,0.000010,0.941994,0.057986,0.000010
KP0915_AC_WP10,WP10,WP,10,-2.5307679, 3.769593857,-0.078414082,-0.5232554771,Clust2,0.000010,0.999970,0.000010,0.000010
KP0916_AC_WP10,WP10,WP,10,-2.1500703, 2.484053538, 0.780269433, 0.9077635785,Clust2,0.000010,0.856698,0.143282,0.000010
KP0917_AC_WP10,WP10,WP,10,-2.9750385, 3.830743399, 0.957400992,-0.1461593703,Clust2,0.000010,0.999970,0.000010,0.000010
KP0918_AC_WP10,WP10,WP,10,-2.5689610, 3.101320075,-0.941536749, 0.1690377235,Clust2,0.000010,0.743990,0.255990,0.000010
KP0919_AC_WP10,WP10,WP,10,-2.6068746, 2.519522621, 0.050979563,-1.0353973000,Clust2,0.000010,0.999970,0.000010,0.000010
KP0925_AC_WP10,WP10,WP,10,-2.4083275, 2.758370700,-0.404486763, 1.4053835481,Clust2,0.000010,0.999970,0.000010,0.000010
KP0926_AC_WP10,WP10,WP,10,-2.5332811, 4.376529586,-0.659789107, 0.4664158728,Clust2,0.000010,0.999970,0.000010,0.000010
KP0928_AC_WP10,WP10,WP,10,-2.6790657, 1.894469841, 0.541673089, 0.3266838979,Clust2,0.000010,0.921409,0.078571,0.000010
KP0929_AC_WP10,WP10,WP,10,-2.3670540, 2.870115531,-0.621129082, 1.6684602788,Clust2,0.000010,0.999970,0.000010,0.000010
KP0930_AC_WP10,WP10,WP,10,-1.6213859, 2.407376676,-0.330678769,-0.6969277739,Clust2,0.000010,0.999970,0.000010,0.000010
KP0931_AC_WP10,WP10,WP,10,-2.4546902, 3.079614212,-0.439801330, 1.8925527202,Clust2,0.000010,0.881145,0.000010,0.118835
KP0932_AC_WP10,WP10,WP,10,-1.2307247, 2.006181673,-0.476870699,-0.8835951361,Clust2,0.000010,0.945005,0.054975,0.000010
KP0933_AC_WP10,WP10,WP,10,-2.2026821, 3.000661985, 0.191220020,-0.7842171276,Clust2,0.000010,0.859604,0.140376,0.000010
KP0934_AC_WP10,WP10,WP,10,-1.9182101, 3.980938322,-0.438670324, 1.5363090360,Clust2,0.000010,0.958923,0.041057,0.000010
KP0936_AC_WP10,WP10,WP,10,-2.5720431, 2.647404842, 0.327277772, 0.3023607658,Clust2,0.000010,0.888484,0.111496,0.000010
KP0937_AC_WP10,WP10,WP,10,-2.4368151, 2.848648081,-1.004248767, 0.1862165657,Clust2,0.000010,0.820787,0.179193,0.000010
KP0938_HU_WP10,WP10,WP,10,22.1565763, 0.500065620, 0.325459070, 0.1971744447,Clust1,0.999970,0.000010,0.000010,0.000010
KP0940_AC_WP10,WP10,WP,10,-3.2155383, 3.204807446,-0.085161571,-0.5860791370,Clust2,0.000010,0.920383,0.000010,0.079597
KP0942_AC_WP10,WP10,WP,10,-3.6036402, 3.520437664, 0.346642317,-0.6208278263,Clust2,0.000010,0.999970,0.000010,0.000010
KP0945_AC_WP10,WP10,WP,10,-2.3425562, 3.001294938,-0.338257825, 1.1877584772,Clust2,0.000010,0.961644,0.038336,0.000010
KP0947_AC_WP10,WP10,WP,10,-2.5710476, 3.093836820,-0.493982608, 0.8703614653,Clust2,0.013726,0.986254,0.000010,0.000010
KP0950_AC_WP05,WP05,WP,05,-2.1281895, 1.846603726,-0.415025404, 0.0984208477,Clust2,0.000010,0.999970,0.000010,0.000010
KP0953_AC_WP10,WP10,WP,10,-2.9395602, 4.694708466, 0.001343190,-0.4916862212,Clust2,0.000010,0.908587,0.000010,0.091393
KP0962_AC_WP05,WP05,WP,05,-2.8931457, 2.508516237, 1.326471761,-0.4360073251,Clust2,0.000010,0.820664,0.106890,0.072437
KP0965_AC_WP05,WP05,WP,05,-2.9993560, 2.365152807, 1.720238071,-1.1664717052,Clust2,0.000010,0.935414,0.000010,0.064566
KP0966_AC_WP05,WP05,WP,05,-2.0540400, 1.872461481, 1.007456413,-0.9437684126,Clust2,0.000010,0.999970,0.000010,0.000010
KP0967_HU_WP05,WP05,WP,05,-1.8296885, 1.785498656, 0.100760833,-0.5693419329,Clust2,0.019894,0.840364,0.139732,0.000010
KP0974_AC_WP05,WP05,WP,05,-1.5478464, 2.987528789, 0.512608328,-1.0424101566,Clust2,0.000010,0.888587,0.111393,0.000010
KP0977_AC_WP05,WP05,WP,05,-2.2893834, 2.444337068,-0.652433899, 0.2206410122,Clust2,0.000010,0.841102,0.158878,0.000010
KP0978_AC_WP05,WP05,WP,05,-2.7810092, 3.174496565,-0.068024476, 0.9113945939,Clust2,0.021469,0.888515,0.036934,0.053082
KP0981_AC_WP05,WP05,WP,05,-1.9175762, 2.308050021,-0.320274759,-0.6861495792,Clust2,0.016788,0.980526,0.002676,0.000010
KP0982_AC_WP05,WP05,WP,05,-2.2003054, 2.597655651,-0.120867754, 0.0517383133,Clust2,0.000010,0.999970,0.000010,0.000010
KP0983_AC_WP05,WP05,WP,05,-1.8285295,-2.780851492,-0.783232473,-0.9107088849,Clust3,0.000010,0.068657,0.931323,0.000010
KP0992_AC_CA10,CA10,CA,10,-2.1182673,-2.876970217,-2.596938624, 4.4497872070,Clust4,0.000010,0.028481,0.000010,0.971499
KP0993_AC_CA10,CA10,CA,10,-1.6398447,-1.444755541,-1.505132075, 1.5591650056,Clust4,0.011166,0.263780,0.099908,0.625146
KP0994_AC_CA10,CA10,CA,10,-2.0249223,-2.643743895,-2.547541820, 4.4299676842,Clust4,0.000010,0.040969,0.000010,0.959011
KP0998_AC_CA10,CA10,CA,10,-1.9189213,-2.551608312,-2.445918779, 4.2829043631,Clust4,0.000010,0.035565,0.000010,0.964415
KP0999_AC_CA10,CA10,CA,10,-2.5571201,-2.703926140,-1.917863047, 1.9846689099,Clust4,0.000010,0.119818,0.157377,0.722795
KP1002_AC_WP10,WP10,WP,10,-2.2653161,-1.936747937,-0.845050081, 0.5982581308,Clust2,0.000010,0.398407,0.281728,0.319855
KP1007_AC_WP10,WP10,WP,10,-1.8197361,-2.266808399,-1.381760870, 2.3061989076,Clust4,0.006632,0.230663,0.000010,0.762695
KP1009_AC_CA10,CA10,CA,10,-2.1185538,-2.752902644,-1.808958198, 2.3220968994,Clust4,0.025372,0.230806,0.000010,0.743812
KP1011_AC_CA10,CA10,CA,10,-1.8285493,-2.581556718,-1.441631010, 3.3526576996,Clust4,0.000010,0.257649,0.000010,0.742331
KP1012_AC_CA10,CA10,CA,10,-1.5172871,-2.270831963,-2.224529153, 2.2023920736,Clust4,0.000010,0.251261,0.111643,0.637086
KP1013_AC_CA10,CA10,CA,10,-1.5880535,-0.721871157,-2.041001165, 2.5498195448,Clust4,0.000010,0.452901,0.000010,0.547079
KP1014_AC_CA10,CA10,CA,10,-1.1822566,-2.129345864,-1.568591358, 1.7536290870,Clust4,0.000010,0.206520,0.145322,0.648148
KP1015_AC_CA10,CA10,CA,10,-1.9487607,-1.172804914,-2.803803774, 2.9676722575,Clust4,0.000010,0.357140,0.000010,0.642840
KP1016_AC_CA10,CA10,CA,10,-1.5262211,-2.288903047,-1.709951517, 1.6075703191,Clust4,0.000010,0.223131,0.099310,0.677549
KP1019_AC_CA10,CA10,CA,10,-2.2946931,-2.446097882,-2.029642382, 1.3987506456,Clust4,0.003483,0.295042,0.334883,0.366591
KP1021_AC_CA10,CA10,CA,10,-2.4581178,-1.492815884,-2.145974717, 2.6176795563,Clust4,0.000010,0.233474,0.204911,0.561605
KP1022_AC_CA10,CA10,CA,10,-2.9384608,-1.810501739,-1.249830569, 1.8509280284,Clust4,0.000010,0.441012,0.000010,0.558968
KP1026_AC_CA10,CA10,CA,10,-1.9723458,-0.930105430,-2.951836768, 2.4067651369,Clust4,0.000010,0.244487,0.000010,0.755493
KP1027_AC_CA10,CA10,CA,10,-2.4547534,-1.352677541,-1.244073024, 1.5714226913,Clust4,0.000010,0.291644,0.000010,0.708336
KP1028_AC_CA10,CA10,CA,10,-1.9646004,-1.029274492,-2.839341227, 2.3660967155,Clust4,0.000010,0.240190,0.000010,0.759790
KP1029_AC_CA10,CA10,CA,10,-2.2506252,-1.489823832,-0.705546325, 0.7611294594,Clust3,0.000010,0.025560,0.567041,0.407389
KP1030_AC_CA10,CA10,CA,10,-3.1402150,-1.919763865,-0.420972630, 3.6740981511,Clust4,0.000010,0.208888,0.120859,0.670243
KP1032_AC_CA10,CA10,CA,10,-2.6055104,-1.428020402,-1.316514388, 1.5552034264,Clust4,0.000010,0.289091,0.000010,0.710889
KP1045_AC_CA10,CA10,CA,10,18.7388138, 0.086398504,-0.041208135,-0.2737575703,Clust1,0.999970,0.000010,0.000010,0.000010
KP1046_AC_CA10,CA10,CA,10,-2.3917858,-1.334966829,-1.185255622, 3.1873031416,Clust4,0.000010,0.216476,0.000010,0.783504
KP1047_AC_CA10,CA10,CA,10,-1.8305568,-2.026692163,-2.599340597, 2.8420014404,Clust4,0.000010,0.213483,0.078445,0.708063
KP1048_AC_CA10,CA10,CA,10,-2.3241678,-1.405367052,-1.161143772, 3.1721830763,Clust4,0.000010,0.209974,0.000010,0.790006
KP1051_AC_CA10,CA10,CA,10,-1.3678511,-2.095817986,-2.429488710, 2.1230754149,Clust4,0.000010,0.198475,0.000010,0.801505
KP1052_AC_CA10,CA10,CA,10,-1.7751231,-1.386962535,-0.814100755, 1.6738529923,Clust4,0.000010,0.225590,0.162370,0.612030
KP1053_AC_CA10,CA10,CA,10,-1.9005177,-1.556320868,-1.951078175, 3.0235661823,Clust4,0.000010,0.239011,0.114170,0.646809
KP1062_AC_CA20,CA20,CA,20,-2.2565190,-1.259793221,-1.483786465, 0.5173785286,Clust2,0.000010,0.346148,0.308399,0.345443
KP1066_AC_CA20,CA20,CA,20,-2.0403467,-0.441998299,-1.202237729, 2.9556202481,Clust4,0.000010,0.297456,0.320025,0.382509
KP1067_AC_CA20,CA20,CA,20,-2.1622079,-1.376707441,-0.698272828, 1.6376505101,Clust4,0.020193,0.244676,0.021734,0.713398
KP1068_AC_CA20,CA20,CA,20,-2.0030169,-1.148121985,-2.143866322, 4.5152023789,Clust4,0.000010,0.291304,0.084798,0.623888
KP1069_AC_CA20,CA20,CA,20,-1.9362898,-0.426930268,-2.092016906, 3.6653824291,Clust4,0.000010,0.142846,0.000010,0.857134
KP1070_AC_CA20,CA20,CA,20,-1.9000491,-1.102572681,-2.236167367, 4.8265381168,Clust4,0.000010,0.216802,0.157337,0.625851
KP1071_AC_CA20,CA20,CA,20,-1.9089337,-0.392907113,-1.971382817, 3.6258505918,Clust4,0.000010,0.136937,0.000010,0.863043
KP1076_AC_CA20,CA20,CA,20,-2.0058993,-1.068625597,-2.004690118, 2.2878123614,Clust4,0.003840,0.280499,0.199101,0.516560
KP1077_AC_CA20,CA20,CA,20,-2.2798181,-1.424808432,-1.577103520, 2.0915199649,Clust4,0.000010,0.185225,0.257317,0.557449
KP1079_AC_CA20,CA20,CA,20,-0.8746761,-2.107219256,-1.309870970, 4.6513672089,Clust4,0.009011,0.142076,0.093530,0.755384
KP1081_AC_CA20,CA20,CA,20,-0.8112337,-2.175136407,-1.317085880, 4.6759785784,Clust4,0.011780,0.130990,0.088492,0.768738
KP1088_AC_CA20,CA20,CA,20,-1.8005388,-1.985722133,-2.457979171, 2.6689386495,Clust4,0.000010,0.335546,0.000010,0.664434
KP1089_AC_CA20,CA20,CA,20,-2.3289636,-1.778443334,-1.631718002, 1.6221679322,Clust4,0.000010,0.201847,0.194954,0.603189
KP1097_AC_CA20,CA20,CA,20,-2.3877378,-1.851182907,-2.138060829, 2.5357419377,Clust4,0.000010,0.117449,0.241556,0.640985
KP1104_AC_CA20,CA20,CA,20,-1.4507060,-0.631598607,-2.598765509, 3.6911932798,Clust4,0.000010,0.381381,0.000010,0.618599
KP1106_AC_CA20,CA20,CA,20,-1.3995008,-0.645541770,-2.561681439, 3.6960248720,Clust4,0.000010,0.380158,0.000010,0.619822
KP1107_AC_CA20,CA20,CA,20,-2.2715127,-0.912004282,-2.289223038, 2.0976270910,Clust4,0.000010,0.293865,0.231837,0.474287
KP1109_AC_CA20,CA20,CA,20,-1.3920589,-1.547919648,-2.557720252, 2.5148507101,Clust4,0.000010,0.336779,0.000010,0.663201
KP1111_AC_CA20,CA20,CA,20,-1.4148712,-1.822639946,-2.111298264, 2.1430141422,Clust4,0.000010,0.327430,0.000010,0.672550
KP1115_AC_CA20,CA20,CA,20,-2.4617723,-1.177425332,-1.602971951, 2.3152234182,Clust4,0.000010,0.277942,0.116848,0.605201
KP1120_AC_CA20,CA20,CA,20,-2.6451115,-2.014311021,-1.936543360, 2.0463911075,Clust4,0.000010,0.240464,0.146779,0.612747
KP1121_AC_CA20,CA20,CA,20,20.6037599, 0.132088056,-0.061389591, 0.0268120384,Clust1,0.999969,0.000010,0.000011,0.000010
KP1125_AC_CA20,CA20,CA,20,-2.2969480,-2.854163792,-1.500759856, 1.7382016438,Clust4,0.000010,0.195364,0.000010,0.804616
KP1128_AC_CA20,CA20,CA,20,-1.9840369,-1.856064733,-2.517298904, 3.1539528426,Clust4,0.000010,0.129081,0.132117,0.738792
KP1129_AC_CA20,CA20,CA,20,-1.6248985,-0.774196770,-2.111654385, 3.2817414486,Clust4,0.000010,0.418037,0.000010,0.581943
KP1132_AC_CA20,CA20,CA,20,19.3158170, 0.998363200,-0.553743753,-0.0740800502,Clust1,0.999970,0.000010,0.000010,0.000010
KP1134_AC_CA20,CA20,CA,20,-2.6480487,-2.081397561,-1.804352755, 2.3806372599,Clust4,0.000010,0.050727,0.000010,0.949253
KP1135_AC_CA20,CA20,CA,20,-1.4604606,-1.472065760,-1.593884606, 1.9560483496,Clust4,0.033466,0.254212,0.000010,0.712313
KP1137_AC_CA20,CA20,CA,20,-3.3048818,-1.630181538,-1.360000088, 1.2110885980,Clust4,0.000010,0.348481,0.055816,0.595693
KP1139_LM_CA20,CA20,CA,20,-2.9731292,-2.017088941,-1.179572845, 2.3414625862,Clust4,0.000010,0.015455,0.337878,0.646657
KP1140_AC_CA20,CA20,CA,20,-1.6384476,-2.510053784,-0.754858340, 2.3253716326,Clust4,0.000010,0.205027,0.021665,0.773298
KP1141_AC_CA20,CA20,CA,20,-1.1272209,-1.224725117,-1.426299513, 1.6741520632,Clust4,0.029972,0.049963,0.389822,0.530243
KP1143_AC_CA20,CA20,CA,20,-1.2805397,-1.269184389,-2.046165139, 2.1084105546,Clust4,0.000010,0.062379,0.089120,0.848490
KP1146_LM_CA20,CA20,CA,20,-2.0166237,-1.628190329,-1.850777256, 4.3484155051,Clust4,0.000010,0.000010,0.000010,0.999970
KP1147_AC_CA20,CA20,CA,20,15.3625583, 0.584247186,-0.973364260,-0.3634012473,Clust1,0.967224,0.032756,0.000010,0.000010
KP1148_AC_CA20,CA20,CA,20,-2.3954749,-1.709972993,-2.188051482, 4.9828160360,Clust4,0.000010,0.000010,0.000010,0.999970
KP1149_AC_CA20,CA20,CA,20,-1.6495818,-1.893891753,-1.028147597, 2.0891263782,Clust4,0.000010,0.194506,0.176724,0.628760
KP1150_AC_CA20,CA20,CA,20,-2.9494205,-1.531094339,-2.752693256, 3.4798955097,Clust4,0.000010,0.000010,0.000010,0.999970
KP1151_AC_CA20,CA20,CA,20,-2.1735439,-0.981371011,-2.480578324, 1.9218550280,Clust4,0.000010,0.000010,0.000010,0.999970
KP1156_UN_CA20,CA20,CA,20,-2.5975370,-1.984790551,-2.180741699, 2.8974893901,Clust4,0.000010,0.000010,0.117342,0.882638
KP1165_AC_CA20,CA20,CA,20,-2.6530827,-2.017530840,-2.041019626, 3.1653190795,Clust4,0.000010,0.000010,0.105621,0.894359
KX0394_AC_WP20,WP20,WP,20,23.2777522, 0.515724040, 0.501411609, 0.4528005650,Clust1,0.999970,0.000010,0.000010,0.000010
KX0396_AC_WP20,WP20,WP,20,23.4290438, 0.614598148, 0.673341269, 0.4637482962,Clust1,0.999970,0.000010,0.000010,0.000010
KX0604_AC_SB20,SB20,SB,20,-1.7870053,-2.608373252,-0.867897542,-0.7193744668,Clust3,0.000010,0.101170,0.898810,0.000010
KX0743_AC_WP10,WP10,WP,10,-3.0282350, 2.711996975, 0.332984416, 0.9867169799,Clust2,0.000010,0.979483,0.020497,0.000010
KZ0578_AC_WP20,WP20,WP,20,21.9150717, 0.281061516, 0.226177928, 0.5642869436,Clust1,0.999970,0.000010,0.000010,0.000010
