1.01527																																																																																																																									
1.1179	-0.522496																																																																																																																								
1.53976	0.785082	0.516458																																																																																																																							
1.3621	0.334705	-0.129733	-0.222573																																																																																																																						
0.0650447	0.765944	0.82138	1.32313	1.11358																																																																																																																					
1.78513	2.16417	2.18955	2.34094	2.27312	1.89721																																																																																																																				
1.28397	1.85176	1.89394	2.10224	2.00985	1.48826	0.883758																																																																																																																			
2.59113	2.77898	2.79616	2.88436	2.84426	2.64937	2.01834	2.27598																																																																																																																		
2.98378	3.11451	3.12564	3.18798	3.15958	3.02125	2.62838	2.78205	1.86871																																																																																																																	
2.97461	3.10646	3.11756	3.18023	3.15169	3.01221	2.6149	2.77086	1.84303	-1.52798																																																																																																																
2.85325	3.00087	3.0129	3.08196	3.05056	2.89508	2.43517	2.62005	1.42634	0.895722	0.812943																																																																																																															
2.84055	2.98998	3.00311	3.07413	3.04178	2.88466	2.41952	2.60375	1.33902	0.980491	0.919187	-0.277808																																																																																																														
2.80324	2.95771	2.96961	3.04076	3.00845	2.84595	2.35644	2.55702	1.25726	1.21937	1.15737	-0.0247215	0.296422																																																																																																													
10.6665	10.6666	10.6666	10.6666	10.6666	10.6666	10.6664	10.6665	10.6662	10.6661	10.6661	10.6661	10.6661	10.6662																																																																																																												
10.6666	10.6666	10.6666	10.6667	10.6666	10.6666	10.6664	10.6665	10.6662	10.6661	10.6661	10.6661	10.6662	10.6662	-1.02246																																																																																																											
10.6666	10.6666	10.6666	10.6667	10.6666	10.6666	10.6664	10.6665	10.6662	10.6661	10.6661	10.6661	10.6662	10.6662	-0.900549	-2.34554																																																																																																										
10.6666	10.6667	10.6667	10.6667	10.6667	10.6666	10.6664	10.6665	10.6663	10.6661	10.6661	10.6662	10.6662	10.6662	0.674883	0.488431	0.44562																																																																																																									
10.6666	10.6667	10.6667	10.6667	10.6667	10.6666	10.6665	10.6665	10.6663	10.6661	10.6661	10.6662	10.6662	10.6662	0.861155	0.705996	0.673664	-0.890866																																																																																																								
10.6666	10.6667	10.6667	10.6667	10.6667	10.6666	10.6665	10.6665	10.6663	10.6661	10.6661	10.6662	10.6662	10.6662	0.880209	0.721604	0.695977	-0.531735	-1.10643																																																																																																							
10.6666	10.6667	10.6667	10.6667	10.6667	10.6666	10.6665	10.6665	10.6663	10.6661	10.6661	10.6662	10.6662	10.6662	0.977848	0.83496	0.812292	-0.216167	-0.780199	-1.39644																																																																																																						
10.6666	10.6667	10.6667	10.6668	10.6667	10.6667	10.6665	10.6666	10.6663	10.6662	10.6662	10.6662	10.6663	10.6663	1.54196	1.46548	1.46378	1.19222	1.10271	1.0005	0.938588																																																																																																					
10.6666	10.6666	10.6667	10.6667	10.6667	10.6666	10.6664	10.6665	10.6663	10.6661	10.6661	10.6662	10.6662	10.6662	0.710687	0.549793	0.501965	-1.01703	-0.551472	-0.146739	0.0327474	1.27535																																																																																																				
10.6664	10.6665	10.6665	10.6665	10.6665	10.6665	10.6663	10.6663	10.6661	10.666	10.666	10.666	10.666	10.666	1.56194	1.6344	1.64313	1.9002	1.9597	1.97054	2.00445	2.22747	1.89786																																																																																																			
10.6664	10.6665	10.6665	10.6665	10.6665	10.6665	10.6663	10.6664	10.6661	10.666	10.666	10.666	10.666	10.6661	1.55475	1.626	1.63707	1.90077	1.95966	1.96579	1.99973	2.20588	1.90441	-0.300958																																																																																																		
10.6664	10.6665	10.6665	10.6665	10.6665	10.6665	10.6663	10.6664	10.6661	10.666	10.666	10.666	10.666	10.6661	1.49077	1.56604	1.57821	1.85646	1.91775	1.92324	1.95858	2.1702	1.86152	-0.0952359	-1.13399																																																																																																	
10.6665	10.6665	10.6665	10.6666	10.6665	10.6665	10.6663	10.6664	10.6661	10.666	10.666	10.666	10.6661	10.6661	1.36321	1.45084	1.46154	1.7638	1.83165	1.84322	1.88165	2.13099	1.76255	-0.149653	0.0293939	-0.114089																																																																																																
