0.13291																																																																													
-0.001098	0.077974																																																																												
-0.001213	0.058121	-0.002813																																																																											
0.030719	0.073654	-0.087917	0.085534																																																																										
0.117515	0.27416	0.085796	0.182926	0.164316																																																																									
0.09463	0.060988	0.051979	0.01713	0.082758	0.132752																																																																								
0.035862	0.040235	0.050416	-0.00375	0.083154	0.086129	0.009344																																																																							
0.045951	0.117782	0.049947	-0.018379	0.069228	0.232946	0.141772	0.053761																																																																						
-0.104943	0.100248	-0.042633	-0.06904	0.054626	0.172789	0.052753	0.02013	0.100586																																																																					
0.084429	0.075641	0.05647	0.045343	0.035091	0.136089	0.031883	-4.10E-05	0.112414	0.039652																																																																				
-0.087273	0.139255	0.023873	0.021011	0.000947	0.190277	0.064181	0.024801	0.013351	-0.03673	0.05807																																																																			
-0.003444	0.121036	-0.015405	0.089054	0.070678	0.110562	0.09161	0.045619	0.03677	0.020826	0.036718	0.05978																																																																		
0.004049	0.132573	0.013466	-0.021712	0.1204	0.057213	0.073313	0.002067	0.070832	-0.002701	-0.008046	0.01694	-0.011555																																																																	
0.046371	0.092894	0.024121	0.035482	-0.019129	0.13966	0.062648	-0.001301	0.04853	0.01722	0.045274	0.02928	0.057671	0.036529																																																																
-0.022155	0.112306	-0.086521	-0.109592	0.027332	0.144106	0.072322	0.068253	0.016369	-0.019558	0.014002	0.027053	0.041157	0.000427	-0.015772																																																															
0.050375	0.051849	0.01491	0.012445	0.12942	0.18328	0.079072	0.012916	0.015086	-0.007025	0.081165	0.116706	0.054178	0.029225	0.070596	0.060965																																																														
0.023087	0.040635	0.027227	-0.045786	0.043548	0.151314	0.06027	0.003259	-0.002674	0.026227	0.027695	0.081674	0.090738	0.033907	-0.060668	-0.052342	0.025885																																																													
-0.017527	0.07249	-0.021915	-0.051802	0.021043	0.053132	-0.043096	-0.049711	-0.013623	-0.02725	-0.002408	0.01471	-0.070451	-0.063549	0.039692	-0.014424	0.031601	0.021052																																																												
0.090673	0.103622	0.048226	0.027349	0.074949	0.100793	-0.030539	-0.0122	0.052324	0.095137	0.056067	0.129319	0.099084	0.084324	0.039759	0.025896	0.157482	-0.025099	-0.084172																																																											
0.008979	0.035729	-0.031701	-0.008305	0.033436	0.102152	0.052088	0.064817	0.0289	0.024538	0.062797	0.105664	0.046526	0.03505	0.070561	-0.04594	0.047734	0.014845	0.012943	0.093056																																																										
-0.019034	0.002979	-0.044387	-0.052909	0.053107	0.12527	0.010797	0.011405	0.026059	-0.018466	0.023929	0.055652	-0.004931	0.002775	-0.031121	-0.032969	-0.029974	-0.023992	-0.029856	0.035896	-0.021075																																																									
0.040656	0.054917	-0.009572	-0.038581	0.05211	0.116671	0.06719	0.032101	0.045063	0.024009	0.083578	0.063557	0.041843	0.038353	0.059404	-0.011827	0.002454	0.001152	-0.002201	0.092868	-0.104058	-0.063632																																																								
0.277017	0.338321	0.305902	0.247865	0.315725	0.358713	0.375872	0.264319	0.318766	0.268997	0.304483	0.319283	0.305634	0.354799	0.328129	0.246604	0.297629	0.241595	0.262918	0.397337	0.26852	0.266474	0.253378																																																							
0.030259	0.098773	0.104233	-0.023776	0.085493	0.162812	0.05817	0.003135	0.063185	0.014821	0.055093	0.063423	0.064726	0.0733	0.090382	-0.00166	0.007044	0.00462	0.014668	0.086112	0.007441	0.011861	0.03687	-0.206749																																																						
0.042303	0.061952	0.045485	0.017078	0.075974	0.226319	0.036672	-0.006084	0.025361	0.049236	0.041517	0.084028	0.043501	0.075995	0.045228	0.011507	-0.008745	-0.005638	0.036919	0.068926	0.022615	-0.037151	0.005234	0.266643	0.041175																																																					
0.075945	0.082509	-0.008772	0.041015	0.052244	0.173694	0.149411	0.058638	0.096534	0.080831	0.088287	0.107716	0.064118	0.042693	0.103798	0.028446	0.073883	0.053293	-0.003838	0.086572	0.033036	0.064744	0.069836	0.346003	0.077685	0.085077																																																				
0.050227	0.030959	-0.018558	0.00492	0.010841	0.11925	0.025036	-0.045882	0.020682	0.001757	-0.020509	0.019594	0.05913	-0.02341	-0.018654	-0.0364	-0.003329	0.042903	-0.015388	0.114174	-0.006182	-0.062724	0.002993	0.294	0.012726	0.004975	-0.005459																																																			
0.075155	0.013381	0.034992	-0.021515	0.044217	0.186192	0.021647	0.035436	0.054742	0.054038	0.043186	0.071796	0.084302	0.10817	-0.011246	0.008568	0.08117	0.039014	-0.013809	0.040978	0.004329	-0.073966	-0.039523	0.256993	-0.019288	0.026698	0.066029	0.001029																																																		
0.122211	0.095054	0.079395	0.054291	0.08579	0.110604	0.09885	0.04635	0.111547	0.047937	0.103018	0.165164	0.156131	0.060132	0.037639	0.055944	0.172208	0.070856	0.025477	0.061158	0.103428	0.014101	0.035509	0.268898	0.04299	0.047646	0.094944	0.054295	0.023133																																																	
0.141431	0.179702	0.103479	0.068233	0.067158	0.170418	0.156126	0.077821	0.105516	0.088027	0.143919	0.100941	0.096378	0.08152	0.093829	0.098355	0.114048	0.119379	-0.006904	0.047287	0.059468	0.077577	-0.012301	0.397685	0.14737	0.110751	0.105494	0.041941	0.054419	0.119183																																																
0.117278	0.095324	0.103468	0.001544	0.089386	0.188115	0.098488	0.000755	0.066967	0.096318	0.053752	0.11526	0.066115	0.127545	0.029921	0.038567	0.177987	0.080368	0.000825	0.068082	0.077165	0.058858	0.014507	0.356154	0.112579	0.091599	0.104684	-0.015453	0.058101	0.097232	-0.013135																																															
0.095969	0.128723	0.087351	-0.007339	0.124846	0.154102	0.122147	0.069569	0.077421	0.090031	0.095363	0.138432	0.107366	0.0774	0.049378	0.091122	0.118536	0.084247	0.022526	0.111459	0.040242	0.017042	0.020061	0.310847	0.076972	0.110556	0.075526	0.003302	0.043731	0.098833	0.039977	-0.066899																																														
0.042963	0.114889	0.106971	0.05613	0.078036	0.154613	0.09323	0.069418	0.06116	0.077809	0.096361	0.07181	0.118916	0.101395	-0.023662	0.112156	0.080032	0.065835	0.034291	0.046804	0.082643	0.028305	0.028647	0.386698	0.120747	0.073952	0.147539	0.035903	0.05859	0.095455	-0.006746	-0.048195	0.022144																																													
0.106994	0.099337	0.023655	-0.032725	0.027289	0.186717	0.104309	0.052216	0.071763	-0.020435	0.045827	0.073295	0.078128	0.065693	0.024008	0.05434	0.114314	0.075666	0.017132	0.044064	0.04614	-0.007609	0.014612	0.27916	0.079355	0.04876	0.034765	-0.019546	0.02272	0.054983	-0.028429	-0.073194	-0.059102	0.052092																																												
0.097101	0.093511	0.07818	0.013552	0.019329	0.225536	0.126198	0.07723	0.086164	0.03423	0.096504	0.045135	0.131523	0.130104	0.087501	0.060019	0.112511	0.104197	0.029682	0.086661	0.062605	0.031194	0.060252	0.33583	0.106765	0.075166	0.072474	0.064831	-0.015216	0.137146	0.01857	0.053485	0.014593	0.036535	-0.053367																																											
0.099209	0.160775	0.085234	-0.016048	0.101986	0.197708	0.06462	0.044869	0.025282	0.053564	0.106453	0.115626	0.079477	0.045716	0.029021	0.069214	-0.006652	0.07559	-0.011195	0.121769	0.086883	0.01725	0.056703	0.345237	0.101133	0.059644	0.071412	-0.033117	0.05002	0.081206	0.01634	0.081731	0.009902	0.046828	-0.045441	0.022551																																										
0.020173	0.188494	0.075022	0.090627	0.083127	0.07284	0.103018	0.064021	0.085951	0.025285	0.149968	0.130242	-0.000903	0.122521	0.06564	0.025683	0.049358	0.052277	-0.016874	0.048793	0.103187	0.0467	0.011633	0.416338	0.083584	0.115788	0.10253	0.057868	0.084268	0.061614	-0.09052	-0.036818	-0.013884	-0.050022	-0.001686	0.065188	0.011262																																									
0.086172	0.083801	0.07496	0.066304	0.090405	0.194551	0.135817	0.03824	0.099189	0.070824	0.115417	0.130141	0.081854	0.048235	0.036064	0.025221	0.099184	0.069096	0.078381	0.149113	0.079452	0.057276	0.036463	0.306483	0.079897	0.045484	0.166763	0.117102	0.002442	0.048549	0.035118	0.046664	0.094661	-0.029479	-0.064174	0.005745	0.025404	-0.031694																																								
0.174132	0.100966	0.085318	0.021199	0.109183	0.189916	0.090862	0.093732	0.112512	0.085894	0.07485	0.16962	0.111234	0.136685	0.162745	0.02895	0.12089	0.129979	-0.02009	0.127245	0.093501	0.122523	0.056052	0.332001	0.100001	0.082225	0.084732	-0.006319	0.045614	0.105683	0.035404	0.000523	-0.007507	0.019882	-0.0211	0.018025	-0.023681	0.038053	0.032491																																							
0.093304	0.158915	0.170056	0.039207	0.108397	0.155512	0.219152	0.105777	0.054237	0.131994	0.086338	0.111921	0.106355	0.111978	0.150986	0.073109	0.127928	0.122746	0.059673	0.087422	0.092854	0.119111	0.047885	0.32628	0.08647	0.133767	0.103879	0.107248	0.076125	0.168759	0.070712	-0.008931	-0.026062	0.004548	0.032161	0.057289	0.065594	-0.003804	0.051551	0.012529																																						
