Individuals,Clusters,Assignment,pop
KP1065_LM_CA20,Clust5,1e-05,CA20
KP1093_LM_CA20,Clust5,1e-05,CA20
KP1094_LM_CA20,Clust5,0.062539,CA20
KP1095_HU_CA20,Clust5,0.61344,CA20
KP1101_LM_CA20,Clust5,1e-05,CA20
KP1103_LM_CA20,Clust5,0.692271,CA20
KP1118_LM_CA20,Clust5,0.441288,CA20
KP1119_LM_CA20,Clust5,0.670404,CA20
KP1123_LM_CA20,Clust5,1e-05,CA20
KP1124_AC_CA20,Clust5,1e-05,CA20
KP1126_LM_CA20,Clust5,1e-05,CA20
KP1133_LM_CA20,Clust5,0.828563,CA20
KP1144_LM_CA20,Clust5,0.829033,CA20
KP1160_UN_CA20,Clust5,0.914732,CA20
KP1164_LM_CA20,Clust5,0.949203,CA20
KP1166_LM_CA20,Clust5,0.981925,CA20
KP1167_LM_CA20,Clust5,1e-05,CA20
KX0330_LM_WP20,Clust5,1e-05,WP20
KX0657_LM_SB20,Clust5,1e-05,SB20
KY0578_AC_WP20,Clust5,0.879867,WP20
NR4671_L1_CS50,Clust5,1e-05,NA
NR5050_L2_CS15,Clust5,0.647592,NA
NR5053_L2_CS15,Clust5,0.777684,NA
NR5242_L1_CK50,Clust5,1e-05,NA
NR5533_L2_CR15,Clust5,0.396265,NA
NR5534_L1_CR15,Clust5,1e-05,NA
