Individuals,Clusters,Assignment,pop
KP0176_AC_SQ12,Clust2,0.546943,SQ12
KP0181_AC_SQ12,Clust2,0.88222,SQ12
KP0187_AC_SQ12,Clust2,0.99997,SQ12
KP0189_AC_SQ12,Clust2,0.886621,SQ12
KP0190_AC_SQ12,Clust2,0.691394,SQ12
KP0197_AC_SQ12,Clust2,0.857399,SQ12
KP0202_AC_SQ12,Clust2,0.76254,SQ12
KP0209_AC_SQ12,Clust2,0.814832,SQ12
KP0214_AC_SQ20,Clust2,0.99997,SQ20
KP0218_AC_SQ20,Clust2,1e-05,SQ20
KP0220_AC_SQ20,Clust2,0.868883,SQ20
KP0222_AC_SQ20,Clust2,0.791208,SQ20
KP0225_AC_SQ20,Clust2,0.930393,SQ20
KP0229_AC_SQ20,Clust2,0.992554,SQ20
KP0235_AC_SQ20,Clust2,1e-05,SQ20
KP0236_AC_SQ20,Clust2,0.917192,SQ20
KP0237_AC_SQ20,Clust2,0.828186,SQ20
KP0241_AC_SQ20,Clust2,1e-05,SQ20
KP0242_AC_SQ20,Clust2,0.746245,SQ20
KP0243_AC_SQ20,Clust2,1e-05,SQ20
KP0247_AC_SQ20,Clust2,1e-05,SQ20
KP0251_AC_SQ20,Clust2,0.895787,SQ20
KP0255_AC_SQ20,Clust2,1e-05,SQ20
KP0257_AC_SQ20,Clust2,1e-05,SQ20
KP0259_AC_SQ20,Clust2,1e-05,SQ20
KP0261_AC_SQ20,Clust2,0.339033,SQ20
KP0269_AC_SQ20,Clust2,0.496942,SQ20
KP0272_AC_SQ20,Clust2,0.891932,SQ20
KP0279_AC_SQ20,Clust2,0.777137,SQ20
KP0284_AC_SQ20,Clust2,0.816641,SQ20
KP0289_AC_WP20,Clust2,1e-05,WP20
KP0291_AC_WP20,Clust2,1e-05,WP20
KP0292_AC_WP20,Clust2,1e-05,WP20
KP0294_AC_WP20,Clust2,1e-05,WP20
KP0296_AC_WP20,Clust2,1e-05,WP20
KP0301_AC_WP20,Clust2,1e-05,WP20
KP0304_AC_WP20,Clust2,1e-05,WP20
KP0305_AC_WP20,Clust2,0.01568,WP20
KP0311_AC_WP20,Clust2,1e-05,WP20
KP0314_AC_WP20,Clust2,1e-05,WP20
KP0317_AC_WP20,Clust2,0.038082,WP20
KP0323_AC_WP20,Clust2,1e-05,WP20
KP0326_AC_WP20,Clust2,0.07258,WP20
KP0329_AC_WP20,Clust2,1e-05,WP20
KP0332_AC_WP20,Clust2,1e-05,WP20
KP0335_AC_WP20,Clust2,1e-05,WP20
KP0340_AC_WP20,Clust2,0.898616,WP20
KP0346_AC_WP20,Clust2,0.314045,WP20
KP0347_AC_WP20,Clust2,1e-05,WP20
KP0354_AC_WP20,Clust2,1e-05,WP20
KP0355_AC_WP20,Clust2,1e-05,WP20
KP0360_AC_WP20,Clust2,1e-05,WP20
KP0365_AC_WP20,Clust2,1e-05,WP20
KP0368_AC_WP20,Clust2,0.043204,WP20
KP0369_AC_WP20,Clust2,1e-05,WP20
KP0372_AC_WP20,Clust2,1e-05,WP20
KP0374_AC_WP20,Clust2,1e-05,WP20
KP0379_AC_WP20,Clust2,1e-05,WP20
KP0383_AC_WP20,Clust2,1e-05,WP20
KP0395_AC_WP20,Clust2,1e-05,WP20
KP0396_AC_WP20,Clust2,1e-05,WP20
KP0399_LM_WP20,Clust2,1e-05,WP20
KP0405_AC_WP20,Clust2,1e-05,WP20
KP0406_NA_NANA,Clust2,1e-05,WP20
KP0407_AC_CA05,Clust2,0.108123,CA05
KP0408_AC_CA05,Clust2,1e-05,CA05
KP0409_AC_CA05,Clust2,0.328793,CA05
KP0424_AC_CA05,Clust2,1e-05,CA05
KP0431_HU_CA05,Clust2,1e-05,CA05
KP0441_AC_CA05,Clust2,1e-05,CA05
KP0450_AC_WP20,Clust2,1e-05,WP20
KP0452_AC_WP20,Clust2,1e-05,WP20
KP0454_AC_WP20,Clust2,1e-05,WP20
KP0457_AC_WP20,Clust2,1e-05,WP20
KP0462_AC_WP20,Clust2,1e-05,WP20
KP0463_AC_WP20,Clust2,1e-05,WP20
KP0464_AC_WP20,Clust2,1e-05,WP20
KP0468_AC_WP20,Clust2,1e-05,WP20
KP0470_AC_WP20,Clust2,1e-05,WP20
KP0471_AC_WP20,Clust2,1e-05,WP20
KP0477_AC_WP20,Clust2,1e-05,WP20
KP0479_AC_WP20,Clust2,1e-05,WP20
KP0481_AC_WP20,Clust2,1e-05,WP20
KP0484_AC_WP20,Clust2,1e-05,WP20
KP0485_AC_WP20,Clust2,0.061907,WP20
KP0486_AC_WP20,Clust2,1e-05,WP20
KP0487_AC_WP20,Clust2,1e-05,WP20
KP0489_AC_WP20,Clust2,1e-05,WP20
KP0490_AC_WP20,Clust2,1e-05,WP20
KP0491_AC_WP20,Clust2,1e-05,WP20
KP0494_AC_WP20,Clust2,1e-05,WP20
KP0505_AC_WP20,Clust2,1e-05,WP20
KP0508_AC_WP20,Clust2,1e-05,WP20
KP0512_AC_WP20,Clust2,1e-05,WP20
KP0516_AC_WP20,Clust2,1e-05,WP20
KP0521_AC_WP20,Clust2,1e-05,WP20
KP0523_AC_WP20,Clust2,1e-05,WP20
KP0530_AC_WP20,Clust2,1e-05,WP20
KP0532_AC_WP20,Clust2,1e-05,WP20
KP0533_AC_WP20,Clust2,1e-05,WP20
KP0535_AC_WP20,Clust2,1e-05,WP20
KP0536_AC_WP20,Clust2,1e-05,WP20
KP0537_AC_WP20,Clust2,1e-05,WP20
KP0545_AC_WP20,Clust2,1e-05,WP20
KP0546_AC_WP20,Clust2,0.053909,WP20
KP0554_AC_WP20,Clust2,1e-05,WP20
KP0559_AC_WP20,Clust2,1e-05,WP20
KP0563_AC_WP20,Clust2,1e-05,WP20
KP0568_AC_WP20,Clust2,0.032134,WP20
KP0569_AC_WP20,Clust2,1e-05,WP20
KP0571_AC_WP20,Clust2,1e-05,WP20
KP0572_AC_WP20,Clust2,0.023037,WP20
KP0575_AC_WP20,Clust2,1e-05,WP20
KP0576_AC_WP20,Clust2,1e-05,WP20
KP0579_AC_WP20,Clust2,1e-05,WP20
KP0581_AC_WP20,Clust2,1e-05,WP20
KP0584_AC_WP20,Clust2,1e-05,WP20
KP0590_AC_WP20,Clust2,1e-05,WP20
KP0593_AC_SB20,Clust2,0.830152,SB20
KP0596_AC_SB20,Clust2,0.832586,SB20
KP0600_AC_SB20,Clust2,0.99997,SB20
KP0604_AC_SB20,Clust2,0.99997,SB20
KP0607_AC_SB20,Clust2,1e-05,SB20
KP0608_AC_SB20,Clust2,1e-05,SB20
KP0611_LM_SB20,Clust2,0.99997,SB20
KP0625_AC_SB20,Clust2,0.92337,SB20
KP0626_AC_SB20,Clust2,0.99997,SB20
KP0636_AC_SB20,Clust2,0.975569,SB20
KP0638_AC_SB20,Clust2,0.769691,SB20
KP0640_AC_SB20,Clust2,0.923451,SB20
KP0643_AC_SB20,Clust2,0.940708,SB20
KP0645_AC_SB20,Clust2,0.99997,SB20
KP0646_AC_SB20,Clust2,0.954446,SB20
KP0647_AC_SB20,Clust2,0.99997,SB20
KP0648_AC_SB20,Clust2,0.867806,SB20
KP0649_AC_SB20,Clust2,0.773,SB20
KP0652_AC_SB20,Clust2,0.807501,SB20
KP0654_AC_SB20,Clust2,0.993712,SB20
KP0660_AC_SB20,Clust2,0.99997,SB20
KP0661_AC_SB20,Clust2,0.892933,SB20
KP0662_AC_SB20,Clust2,0.998242,SB20
KP0665_AC_SB20,Clust2,0.903178,SB20
KP0667_AC_SB20,Clust2,0.924134,SB20
KP0668_AC_SB20,Clust2,0.976774,SB20
KP0669_AC_SB20,Clust2,0.99997,SB20
KP0678_AC_SB20,Clust2,1e-05,SB20
KP0679_AC_SB20,Clust2,0.99997,SB20
KP0686_AC_SB20,Clust2,0.987488,SB20
KP0688_AC_SB20,Clust2,0.99997,SB20
KP0690_AC_SB20,Clust2,1e-05,SB20
KP0691_AC_SB20,Clust2,0.99997,SB20
KP0696_AC_SB20,Clust2,1.2e-05,SB20
KP0698_AC_SB20,Clust2,0.99997,SB20
KP0703_AC_SB20,Clust2,0.877244,SB20
KP0704_AC_SB20,Clust2,0.99997,SB20
KP0708_AC_SB20,Clust2,0.882541,SB20
KP0711_AC_SB20,Clust2,0.984088,SB20
KP0712_AC_SB20,Clust2,0.905804,SB20
