Individual,Species,Population,Loc,Site,Depth,PC1,PC2,PC3,PC4,PC5,PC6,Clusters,Taxa,taxaQ.Clust1,taxaQ.Clust2,taxaQ.Clust3,Q.Clust1,Q.Clust2,Q.Clust3,Q.Clust4
KP0957_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.33609901, 7.9322324,-6.241217e-02,-0.6058454886, 7.017700e-02,-1.421457e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0958_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.23049070, 7.8685458, 1.894386e-02,-0.6629420139, 5.290011e-02, 4.593274e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0959_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.34817435, 7.3922801, 1.219576e-01,-2.6205822070,-2.261516e-01,-1.673139e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0960_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.22989323, 7.7953686, 1.007764e-01,-2.5346152378,-8.943640e-02,-6.570001e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0961_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.15879250, 7.1273901, 1.825975e-01,-1.1301587631,-3.501146e-02, 4.660252e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0962_AC_WP05,AA,AC_WP05,WP,WP05,5,  3.47297344,-2.4221951,-6.942185e-01,-0.0165421471, 2.789738e-02,-8.047145e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0963_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.43249594, 7.3979081,-3.841648e-02, 0.3796986199, 2.090427e-02, 1.182563e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0964_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.32780346, 8.0714989, 4.064132e-02,-0.8984025643, 3.732843e-02, 7.761120e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0965_AC_WP05,AA,AC_WP05,WP,WP05,5,  3.31905988,-2.3697477,-5.535057e-01, 0.0355941920, 3.986332e-02,-5.296983e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0966_AC_WP05,AA,AC_WP05,WP,WP05,5,  2.18865083,-1.9989147,-4.254434e-01,-0.0698693852, 1.340668e-01,-2.542758e-01,Clust1,Clust1,0.991162,0.008828,0.000010,0.990827,0.009153,0.000010,0.000010
KP0967_HU_WP05,AH,HU_WP05,WP,WP05,5,  2.97813826,-2.0615984,-1.293264e-01,-0.0218867564, 1.207685e-02, 4.990503e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0968_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.32459914, 8.3719709,-6.281744e-02, 1.1409925435, 9.457260e-02,-6.001430e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0970_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.15265252, 7.7459816,-2.518772e-02, 0.7369754777,-1.098466e-01,-1.051699e-01,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0971_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.30041606, 8.1218480,-5.114366e-02,-0.0300546246,-1.066126e-01, 6.567005e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0972_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.37067572, 6.6838598,-7.387870e-02,-2.4264039998,-1.795858e-01, 3.460663e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0973_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.16199792, 7.6265851, 2.666481e-02,-2.7301672365,-1.292842e-01, 2.793808e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0974_AC_WP05,AA,AC_WP05,WP,WP05,5,  3.36764964,-2.4369444,-3.866254e-01, 0.0301247465, 3.902104e-02,-8.971988e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0977_AC_WP05,AA,AC_WP05,WP,WP05,5,  3.39862939,-2.5023725,-6.385179e-01, 0.0052387123,-2.171123e-02,-4.766068e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0978_AC_WP05,AA,AC_WP05,WP,WP05,5,  3.44807039,-2.3782903,-5.142128e-02,-0.0057047878, 2.542564e-02,-5.741291e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0979_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.17508059, 7.7612027, 5.339819e-02,-2.2999198715,-1.967658e-02,-2.631148e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0980_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.19591439, 7.9538454,-2.572055e-02,-2.5740068294,-5.380075e-02,-7.446237e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0981_AC_WP05,AA,AC_WP05,WP,WP05,5,  2.95580826,-2.0955325,-5.080206e-01,-0.0242498932,-7.934750e-02,-2.991209e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0982_AC_WP05,AA,AC_WP05,WP,WP05,5,  2.49638937,-1.9306822,-4.341885e-01,-0.0462085294,-9.903605e-03, 1.538668e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0984_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.33277608, 7.7988009, 6.652631e-02,-0.7638675127, 7.186329e-02,-3.654118e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0985_AC_WP05,AA,AC_WP05,WP,WP05,5,  0.30251987, 7.7350230, 1.197360e-01,-2.8873473107,-8.574599e-02,-9.487525e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0986_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.17993649, 7.5840897, 1.179665e-01,-2.4931375651,-1.608844e-01,-4.817420e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0987_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.30266547, 7.2551865, 1.506157e-01,-2.4679561663,-1.090715e-01, 6.620516e-03,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0989_HU_WP05,AH,HU_WP05,WP,WP05,5,  0.14695928, 7.6095990, 1.436814e-01,-2.9249875379,-8.884574e-02,-6.411802e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP0992_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.42131031,-2.3456344,-4.639054e-01,-0.0172372483, 3.251009e-02,-1.158162e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0993_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  2.83927133,-2.1363574,-1.035655e-01, 0.0231179647, 7.926059e-02, 4.448636e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP0999_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.48071644,-2.4810568,-7.209956e-01,-0.0176878986, 4.193796e-02, 4.814473e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1002_AC_WP10,AA,AC_WP10,WP,WP10,10-12,  3.45516003,-2.3794544,-5.197571e-01,-0.0269640010, 2.565729e-02, 6.428954e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1005_HU_CA10,AH,HU_CA10,CA,CA10,10-12,  0.27353277, 8.6017219,-1.035479e-01, 1.5301037976, 5.503059e-02,-1.723943e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1009_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.33255805,-2.3950294,-4.005402e-01,-0.0060697778,-2.901385e-03, 5.429663e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1011_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.46085402,-2.5395801,-1.343603e-01, 0.0273117931,-1.480452e-02, 7.711939e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1012_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.50359092,-2.4691175,-6.414207e-01,-0.0290113510, 3.772534e-02, 3.696024e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1015_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.56005924,-2.5332827,-5.596490e-01, 0.0195451193, 1.688636e-02, 8.273373e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1019_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.13661762,-2.3374193,-9.134467e-01, 0.0892992542, 4.072328e-02, 9.863173e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1021_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.13791833,-2.2749306,-3.500843e-01,-0.0462077272, 1.101206e-02, 8.251584e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1022_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.35308417,-2.3854434,-5.506234e-01,-0.0195232187, 5.519367e-02, 8.729749e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1028_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.49428369,-2.4871996,-3.577918e-01,-0.0042495635,-5.325635e-02, 3.772213e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1029_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.52970349,-2.5126480,-1.871500e-01, 0.0150936344,-2.816324e-02, 3.251354e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1030_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.36680639,-2.3341503,-7.561550e-01,-0.0289604878,-1.942557e-02, 2.653198e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1032_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.35727556,-2.3142923,-5.175419e-01,-0.0258903823, 2.758936e-02, 6.043772e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1033_HU_CA10,AH,HU_CA10,CA,CA10,10-12,  0.23270386, 8.3978213,-1.163962e-01, 1.2543414042,-1.163848e-02,-9.678649e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1036_UN_CA10,AH,UN_CA10,CA,CA10,10-12,  0.40042779, 8.5693906,-2.098481e-01, 1.7863026252, 4.740776e-02,-4.017061e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1037_HU_CA10,AH,HU_CA10,CA,CA10,10-12,  0.27487228, 8.3305416,-2.029707e-02, 0.3571860446, 5.842971e-02, 1.269104e-03,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1039_HU_CA10,AH,HU_CA10,CA,CA10,10-12,  0.33360877, 8.6179391,-1.146641e-01, 1.6574468438, 5.126304e-02,-3.116977e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1041_HU_CA10,AH,HU_CA10,CA,CA10,10-12,  0.32631009, 8.2359829,-3.454498e-02, 0.1146452686,-5.573335e-02, 6.127663e-03,Clust3,Clust3,0.000019,0.000010,0.999971,0.000010,0.000010,0.999970,0.000010
KP1043_LM_CA10,AL,LM_CA10,CA,CA10,10-12,-10.55766471,-1.9473390, 8.742806e-02, 0.0768911374, 1.959441e+00, 2.672815e-03,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.881136,0.000010,0.118844
KP1045_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  2.68725537,-1.6818306, 3.580370e+00, 0.1412850745,-6.514481e-03, 3.316519e-01,Clust1,Clust1,0.999972,0.000010,0.000018,0.999970,0.000010,0.000010,0.000010
KP1046_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.46161194,-2.4521548,-3.668262e-01, 0.0234685262,-4.223491e-02,-1.226792e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1047_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.15400270,-2.1959322,-1.627446e-01, 0.0101705619, 6.716148e-02, 2.446652e-01,Clust1,Clust1,0.999978,0.000010,0.000012,0.999970,0.000010,0.000010,0.000010
KP1052_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  3.01874355,-2.2220951,-4.219025e-01,-0.0446068073, 4.813486e-03, 8.361596e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1053_AC_CA10,AA,AC_CA10,CA,CA10,10-12,  2.62507606,-2.1240119,-3.178977e-01,-0.0226259647, 1.203125e-02, 2.935173e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1061_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.39128104,-2.0943205,-1.042648e-02, 0.1928150791,-1.581916e+00,-7.116669e-03,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.035490,0.000010,0.964490
KP1062_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.45191426,-2.4400682,-4.015189e-01,-0.0016235367, 4.025160e-02,-1.227401e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999960,0.000010,0.000018,0.000012
KP1064_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.18600602,-1.9216173, 5.657045e-02,-0.0380246198, 2.903458e+00,-5.716757e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP1065_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.06772583,-1.9710207, 7.890000e-02,-0.0579935864, 2.655587e+00,-4.325353e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP1066_AC_CA20,AA,AC_CA20,CA,CA20,20,  2.24672718,-1.9691221,-7.384568e-01,-0.0278366757, 5.396350e-02, 2.728384e-01,Clust1,Clust1,0.999977,0.000010,0.000013,0.999970,0.000010,0.000010,0.000010
KP1067_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.12397285,-2.2077166,-3.497896e-01,-0.0254904154, 1.286115e-01, 6.505572e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1069_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.40663796,-2.3857782,-4.048305e-01,-0.0188494560,-3.026901e-02, 1.670644e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1070_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.25660838,-2.2678587,-2.603956e-01,-0.0085989539, 1.302573e-02, 8.795103e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1074_AC_CA20,AA,AC_CA20,CA,CA20,20,  0.27808538, 8.1996174,-5.872325e-02, 1.7195008385, 7.985571e-03,-5.379700e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1076_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.07846125,-2.2066515,-3.946372e-01, 0.0223939675, 7.929812e-02, 3.414970e-01,Clust1,Clust1,0.999979,0.000010,0.000011,0.999970,0.000010,0.000010,0.000010
KP1077_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.52067383,-2.5499149,-2.473445e-01, 0.0293533864, 1.643235e-02, 4.036271e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1081_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.41452480,-2.3471778,-2.145759e-01,-0.0104128911, 6.877072e-02, 3.861135e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1084_AC_CA20,AA,AC_CA20,CA,CA20,20,  0.31524410, 8.3869173,-2.293399e-01, 1.1299918014, 1.163121e-01, 6.764850e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1088_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.33468093,-2.3686648,-1.201709e-01, 0.0026679142, 7.560855e-02, 3.265755e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1089_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.15381524,-2.3338474,-4.692727e-01, 0.0039256437, 1.185053e-03, 2.123613e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1093_LM_CA20,AL,LM_CA20,CA,CA20,20, -9.48087299,-0.5906295, 3.403188e-02,-0.0191055896, 1.596058e+00,-9.508012e-02,Clust2,Clust2,0.000010,0.909743,0.090247,0.000010,0.913069,0.086911,0.000010
KP1094_LM_CA20,AL,LM_CA20,CA,CA20,20, -9.92380382,-1.6837330, 4.993260e-03,-0.1927186666, 1.952716e+00, 1.269383e-01,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.908960,0.000010,0.091020
KP1095_HU_CA20,AL,HU_CA20,CA,CA20,20,-11.26301019,-2.0417615, 7.466032e-02, 0.0744292452,-1.422144e+00, 2.921073e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP1097_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.07993553,-2.3545923,-8.436470e-01, 0.0182700163, 5.037602e-02, 4.878592e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1101_LM_CA20,AL,LM_CA20,CA,CA20,20,-10.96442844,-2.0110756, 8.006791e-02,-0.0295243043, 1.916920e+00, 2.847245e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.974290,0.000010,0.025690
KP1103_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.40881988,-2.0694323, 5.622684e-03, 0.0765384526,-1.229270e+00, 1.129236e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP1104_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.39890396,-2.3573592,-7.353191e-01, 0.0033438171, 3.306206e-02, 4.815694e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1107_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.25701516,-2.3727457,-7.348262e-01,-0.0329589346, 1.141375e-02, 2.482526e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1115_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.38029040,-2.4088178,-2.734424e-01,-0.0224610356, 5.411970e-02, 5.155885e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1116_AC_CA20,AA,AC_CA20,CA,CA20,20,  0.36124941, 8.4704178,-1.621518e-01, 1.5399000102, 1.103799e-01, 8.253101e-03,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1118_LM_CA20,AL,LM_CA20,CA,CA20,20,-10.13755515,-1.8798661,-3.068731e-02,-0.1429217325,-1.305164e+00, 9.314424e-03,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP1119_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.11456070,-2.0491799, 6.775357e-02, 0.1847880952,-1.165722e+00,-1.042115e-01,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP1120_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.39603268,-2.3724859,-6.055010e-01,-0.0332997378,-2.544056e-02, 3.965054e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1121_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.07912928,-1.8754591, 3.331930e+00, 0.0942267789, 5.381891e-02, 7.488621e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1123_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.11842626,-2.0181829,-6.191724e-02,-0.2221462517, 2.798805e+00,-3.537812e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP1124_AC_CA20,AL,AC_CA20,CA,CA20,20,-11.36283694,-1.9798791,-3.358243e-02,-0.2010409013,-1.169296e+00,-3.581026e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP1125_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.43137027,-2.4263693,-4.418101e-01,-0.0324422768, 5.223111e-03, 6.330883e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1126_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.42948284,-1.9878814, 7.088003e-02, 0.0067928762, 2.055099e+00,-1.672920e-02,Clust2,Clust2,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010
KP1128_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.38402305,-2.3950824,-4.929624e-01,-0.0345721284, 1.501437e-02, 5.712625e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999964,0.000010,0.000010,0.000016
KP1132_AC_CA20,AA,AC_CA20,CA,CA20,20,  2.86520831,-1.9304271, 3.006354e+00, 0.0759165215, 3.805032e-02, 4.508116e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1133_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.20074254,-1.9983855, 1.006505e-02, 0.2321462659,-8.559932e-01, 1.089147e-01,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP1134_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.38039868,-2.4522399,-6.603013e-01,-0.0272747136, 1.302200e-02, 1.605496e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1135_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.11218194,-2.3919145,-3.669936e-01, 0.0203737413, 1.044209e-01, 7.070496e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1137_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.13726159,-2.3664987,-6.298764e-01, 0.0671121095,-1.768260e-02, 4.667729e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1139_LM_CA20,AA,LM_CA20,CA,CA20,20,  3.42592601,-2.4183118,-7.265218e-01,-0.0021114766, 2.455158e-03,-7.067593e-02,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1140_AC_CA20,AA,AC_CA20,CA,CA20,20,  2.53116805,-2.0499136,-5.619778e-01, 0.0456006542,-2.633569e-02, 7.706475e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1141_AC_CA20,AA,AC_CA20,CA,CA20,20,  2.44623525,-2.1197156,-4.975907e-01,-0.0543194059,-5.561587e-03, 4.298868e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1143_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.15266701,-2.2736643,-2.146332e-01,-0.0492465771,-7.663918e-02, 2.681382e-01,Clust1,Clust1,0.999979,0.000010,0.000011,0.999970,0.000010,0.000010,0.000010
KP1144_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.03828535,-2.0133120, 1.654788e-02,-0.0051810752,-7.435732e-01, 1.046561e-01,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP1147_AC_CA20,AA,AC_CA20,CA,CA20,20,  2.30997863,-1.5378154, 2.783059e+00,-0.0037552983,-5.850443e-02, 1.461943e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1148_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.43996585,-2.4624910,-4.112917e-01,-0.0037314957, 7.580416e-02, 3.644228e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1149_AC_CA20,AA,AC_CA20,CA,CA20,20,  2.56681856,-2.0940731,-3.963144e-01, 0.0315356369, 5.113523e-02, 5.719694e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1150_AC_CA20,AA,AC_CA20,CA,CA20,20,  3.41847176,-2.3997132,-5.443368e-01,-0.0428820804, 2.237982e-02, 3.569188e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1151_AC_CA20,AA,AC_CA20,CA,CA20,20,  2.59224350,-2.0954065,-6.329891e-01, 0.0307394218, 8.637019e-03, 5.468904e-01,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1153_UN_CA20,AH,UN_CA20,CA,CA20,20,  0.27874794, 8.5302284,-2.548529e-01, 1.6032290124, 3.846703e-02,-3.270057e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1156_UN_CA20,AA,UN_CA20,CA,CA20,20,  3.36364029,-2.4973323,-5.138392e-01, 0.0628061152,-1.404407e-02, 1.132931e+00,Clust1,Clust1,0.999980,0.000010,0.000010,0.999970,0.000010,0.000010,0.000010
KP1159_UN_CA20,AH,UN_CA20,CA,CA20,20,  0.41760252, 8.2505460,-2.062310e-01, 1.2529085786,-1.694589e-02,-4.654354e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1160_UN_CA20,AL,UN_CA20,CA,CA20,20,-11.34367556,-2.1156408, 1.757246e-02, 0.1246700897,-1.315333e+00, 1.187144e-01,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
KP1162_AC_CA20,AA,AC_CA20,CA,CA20,20,  0.21104120, 7.3155325,-2.150258e-03, 0.7896246436,-7.821781e-02,-4.758692e-02,Clust3,Clust3,0.000010,0.000010,0.999980,0.000010,0.000010,0.999970,0.000010
KP1164_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.49615677,-1.9436782,-4.801623e-02, 0.0174760232,-1.212325e+00,-1.986598e-02,Clust4,Clust2,0.000010,0.999980,0.000010,0.000010,0.000010,0.000010,0.999970
