,Individual,Site,Loc,Depth,PC1,PC2,PC3,PC4
KP0049_HU_SB10,KP0049_HU_SB10,SB10,SB,10-12,-4.53845011675435,-0.827990664734636,1.96940408409736,-1.31765114553412
KP0073_HU_SB10,KP0073_HU_SB10,SB10,SB,10-12,-3.55865420714905,-0.666712417664712,1.50596515889085,-2.63564189966357
KP0075_HU_SB10,KP0075_HU_SB10,SB10,SB,10-12,-5.87754108491383,-0.232633253950574,-0.105022885245182,-3.75630881807965
KP0084_AC_SB10,KP0084_AC_SB10,SB10,SB,10-12,16.8662590445096,2.8707705741492,-0.172607851406092,-0.398881642834113
KP0090_AC_SB10,KP0090_AC_SB10,SB10,SB,10-12,-4.38098142569432,-1.56574362604783,1.06140689768088,-3.22341427009345
KP0091_AC_SB10,KP0091_AC_SB10,SB10,SB,10-12,16.6059266552839,2.86651155370338,-0.0298126717546801,-0.0947061468113751
KP0092_AC_SB10,KP0092_AC_SB10,SB10,SB,10-12,-6.34876686724277,3.3174350582734,0.849146081065594,-4.86298785984391
KP0093_AC_SB10,KP0093_AC_SB10,SB10,SB,10-12,-5.74652048958628,0.470003933004006,-0.477816942999717,-3.23523288078662
KP0098_AC_SB10,KP0098_AC_SB10,SB10,SB,10-12,-8.21752123393889,4.31593890601817,-2.88771922781459,-8.98167230993233
KP0099_AC_SB10,KP0099_AC_SB10,SB10,SB,10-12,-7.30280956634756,3.35945155801523,-1.80368300933582,-4.2840641988808
KP0110_AC_SB10,KP0110_AC_SB10,SB10,SB,10-12,-8.15046388125013,4.19482664259029,-2.54783416545274,-8.82318879260368
KP0111_AC_SB10,KP0111_AC_SB10,SB10,SB,10-12,-8.48967468656599,4.46794874651152,-3.0042210221409,-9.07089717399616
KP0130_AC_SB05,KP0130_AC_SB05,SB05,SB,5,17.1273316409376,2.48644402603658,0.196725123369909,-0.195364582851755
KP0132_HU_SB05,KP0132_HU_SB05,SB05,SB,5,15.9687489801182,2.99449985255255,0.343829119027323,-0.331633751796982
KP0134_HU_SB05,KP0134_HU_SB05,SB05,SB,5,-7.27970842771584,3.49081287662292,0.628175883984401,-5.22772774102475
KP0135_HU_SB05,KP0135_HU_SB05,SB05,SB,5,17.5900960844972,3.14423288378465,0.708218205206662,-0.0279055202145456
KP0137_HU_SB05,KP0137_HU_SB05,SB05,SB,5,2.23605108432105,-11.7200394140071,-0.23155885276756,-1.67243097366352
KP0138_HU_SB05,KP0138_HU_SB05,SB05,SB,5,2.49238614622519,-12.293597895596,-0.143665741169946,-2.02155839130073
KP0139_HU_SB05,KP0139_HU_SB05,SB05,SB,5,18.2210293453888,4.40742626389328,-0.745143709438564,-0.138944915400509
KP0140_HU_SB05,KP0140_HU_SB05,SB05,SB,5,17.9530275056617,4.55690197221219,-0.826128128070471,-0.194136924847812
KP0141_HU_SB05,KP0141_HU_SB05,SB05,SB,5,15.9049289715848,4.01507110643207,-0.904126604416306,-0.068765867928306
KP0142_HU_SB05,KP0142_HU_SB05,SB05,SB,5,17.1066971886586,2.80696989841955,0.163623407001067,0.14439772442183
KP0143_HU_SB05,KP0143_HU_SB05,SB05,SB,5,1.8466739081862,-10.5091219239778,-0.364781165910414,-0.217327999021777
KP0145_HU_SB05,KP0145_HU_SB05,SB05,SB,5,16.9692438856483,2.88782274613035,-0.0116526266502129,0.0428677778823534
KP0146_HU_SB05,KP0146_HU_SB05,SB05,SB,5,17.6293049654631,3.10643547442338,0.267411498625687,-0.37817406580654
KP0147_HU_SB05,KP0147_HU_SB05,SB05,SB,5,17.7452503078674,3.25656604984902,0.273188331838235,0.194257401511664
KP0148_HU_SB05,KP0148_HU_SB05,SB05,SB,5,15.9331295127424,2.23120951801697,0.211357673645791,-0.0958602896798425
KP0149_HU_SB05,KP0149_HU_SB05,SB05,SB,5,16.7525590004881,3.08108056726171,0.526226888012622,0.1045367947482
KP0159_AC_SQ12,KP0159_AC_SQ12,SQ12,SQ,10-12,-8.25659656115217,3.59832821655193,-1.17232850139925,-6.67733138404926
KP0183_AC_SQ12,KP0183_AC_SQ12,SQ12,SQ,10-12,-8.56283745893538,3.89990032912178,-1.12137206116675,-7.15758357170031
KP0184_AC_SQ12,KP0184_AC_SQ12,SQ12,SQ,10-12,-8.60866153601924,3.88400936687619,-1.35615348498311,-7.19119121190255
