,Individual,Site,Loc,Depth,PC1,PC2,PC3,PC4
KP0049_HU_SB10,KP0049_HU_SB10,SB10,SB,10-12,-3.08308644690006,0.533563718129354,1.90563194802292,-2.28340920595754
KP0073_HU_SB10,KP0073_HU_SB10,SB10,SB,10-12,-2.27694848891883,0.902591388597108,1.33714115202534,-1.89453371187545
KP0075_HU_SB10,KP0075_HU_SB10,SB10,SB,10-12,-3.51150416280067,0.761640562520859,-0.0252679562828099,-1.8319368281497
KP0084_AC_SB10,KP0084_AC_SB10,SB10,SB,10-12,11.605386815639,-2.01534971316421,-0.518555900844323,0.163661694670564
KP0090_AC_SB10,KP0090_AC_SB10,SB10,SB,10-12,-2.85501355024241,1.43341068713701,1.07865444381611,-2.35240794406025
KP0091_AC_SB10,KP0091_AC_SB10,SB10,SB,10-12,11.8219623400964,-2.47694914970628,-0.155354613108406,-0.769716954895086
KP0092_AC_SB10,KP0092_AC_SB10,SB10,SB,10-12,-5.4404910480423,-2.67068655975569,0.368197670577319,-3.61218804647789
KP0093_AC_SB10,KP0093_AC_SB10,SB10,SB,10-12,-3.99474586552589,-0.191136959793645,-0.0248006518877259,-2.68447124154974
KP0098_AC_SB10,KP0098_AC_SB10,SB10,SB,10-12,-6.34457577204054,-2.73741363991716,-1.49428611319455,-6.40410626434309
KP0099_AC_SB10,KP0099_AC_SB10,SB10,SB,10-12,-5.28164218540596,-2.48105605787124,-1.84514696383716,-2.94639522326463
KP0110_AC_SB10,KP0110_AC_SB10,SB10,SB,10-12,-6.21040891469781,-2.6772568259404,-1.4847769389679,-6.24517742619223
KP0111_AC_SB10,KP0111_AC_SB10,SB10,SB,10-12,-6.40698975586509,-2.75519128488189,-1.47740855603958,-6.41576826734707
KP0130_AC_SB05,KP0130_AC_SB05,SB05,SB,5,11.3369057945641,-2.17185651751098,0.251146737188055,0.188675463327472
KP0132_HU_SB05,KP0132_HU_SB05,SB05,SB,5,11.7858667137362,-2.26434104626367,0.175586846503628,0.00111576479934332
KP0134_HU_SB05,KP0134_HU_SB05,SB05,SB,5,-4.86361323546372,-2.12648338235939,-0.262559405823242,-3.31644489266367
KP0135_HU_SB05,KP0135_HU_SB05,SB05,SB,5,11.4946535364162,-1.90256738738565,0.0189393807273179,0.663590007749021
KP0137_HU_SB05,KP0137_HU_SB05,SB05,SB,5,1.33740855212226,8.07815499484669,-1.04546779784616,-1.13193136771004
KP0138_HU_SB05,KP0138_HU_SB05,SB05,SB,5,1.38037472881411,8.21872855199762,-1.1272660805952,-1.16804344432094
KP0139_HU_SB05,KP0139_HU_SB05,SB05,SB,5,12.1586756610834,-2.77383704007434,-0.362522991434957,0.386162379120662
