,Individual,Species,Population,Loc,Site,Depth,PC1,PC2,PC3,PC4,PC5,PC6
KP0680_LM_SB20,KP0680_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.5242275401997,-1.98250662751555,-0.0802686054100032,0.186248900551289,-1.4672102606439,-0.125185581990702
KP0682_LM_SB20,KP0682_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.8855707088415,-1.96506653021548,-0.0570478008918854,-0.161623574260086,-1.1401562190071,-0.0962821882958037
KP0686_AC_SB20,KP0686_AC_SB20,AA,AC_SB20,SB,SB20,20,3.34791735693681,-2.36520291567568,0.162822741137991,0.0149160186127592,-0.0289996088418496,0.54055549367163
KP0688_AC_SB20,KP0688_AC_SB20,AA,AC_SB20,SB,SB20,20,3.34409921669452,-2.31645847484839,0.00479386309058572,-0.0251098571614398,-0.0674297842800182,1.12007504757213
KP0690_AC_SB20,KP0690_AC_SB20,AA,AC_SB20,SB,SB20,20,3.11542124133068,-2.1155017299264,3.44847175338062,0.139838844551337,-0.0136231462500547,0.261375516894773
KP0691_AC_SB20,KP0691_AC_SB20,AA,AC_SB20,SB,SB20,20,3.49097462551781,-2.41474332358687,-0.201300600062682,-0.0125592162074402,0.00243564286863939,0.819201883784861
KP0694_LM_SB20,KP0694_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.6157513162335,-1.91074239980575,0.0810708241558295,0.16420961823313,-1.00148563301221,-0.0687868062299183
KP0696_AC_SB20,KP0696_AC_SB20,AA,AC_SB20,SB,SB20,20,3.30361975820352,-2.15628523186436,2.69069395966976,0.0927743922068437,0.0311820368472714,0.128914203738561
KP0698_AC_SB20,KP0698_AC_SB20,AA,AC_SB20,SB,SB20,20,3.49701166060964,-2.41458130963869,-0.167558220561491,-0.0130798679276505,-0.00229346808864828,0.802504063341087
KP0703_AC_SB20,KP0703_AC_SB20,AA,AC_SB20,SB,SB20,20,3.29142858039026,-2.21273686893666,0.119456864844699,0.0447840353741202,-0.0244006460843332,0.283352913295231
KP0704_AC_SB20,KP0704_AC_SB20,AA,AC_SB20,SB,SB20,20,3.41395102020003,-2.37958968415107,-0.269735917430691,-0.00488865232106617,-0.041320597734518,0.473722456918223
KP0706_LM_SB20,KP0706_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.2805643689199,-2.13886609789787,-0.0017756420202229,0.0713417022813363,-1.03630434466085,0.0656907440703423
KP0707_LM_SB20,KP0707_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.1877140904434,-2.12481158027781,-0.084412237030215,0.0498358592397651,-1.10025594361708,0.0646930241997726
KP0708_AC_SB20,KP0708_AC_SB20,AA,AC_SB20,SB,SB20,20,3.21305248165849,-2.39690722425415,-0.467172939458185,-0.0151146298013245,0.0638173282844818,0.154722467939662
KP0711_AC_SB20,KP0711_AC_SB20,AA,AC_SB20,SB,SB20,20,3.19408657208376,-2.31283548151089,-0.111584369858658,0.0149338780755968,0.0496933103651057,0.805338279927783
KP0712_AC_SB20,KP0712_AC_SB20,AA,AC_SB20,SB,SB20,20,2.0894427839875,-1.65522319588504,-0.609589386210455,-0.0212416934582536,0.00411806674206214,0.105023378451386
KP0714_AC_SB20,KP0714_AC_SB20,AA,AC_SB20,SB,SB20,20,3.24832490460531,-2.30624043082849,-0.24559507809424,-0.0260944787579578,0.0663490457717421,0.662077817589594
KP0716_LM_SB20,KP0716_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.9991153284777,-2.11309561694869,-0.0178778999059711,-0.00221039710910417,2.27352197537404,0.0669302117433336
KP0717_AC_SB20,KP0717_AC_SB20,AA,AC_SB20,SB,SB20,20,3.06291809659185,-2.36561820385009,-0.580804401593247,-0.00901294702618887,-0.0497516018365994,1.08542994713833
KP0718_LM_SB20,KP0718_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.3369117815214,-1.94142840026716,-0.00127593031880194,0.0895709484723762,-0.947794802077105,-0.083687724786344
KP0720_AC_SB20,KP0720_AC_SB20,AA,AC_SB20,SB,SB20,20,3.13744801856592,-2.45798009518537,-0.328167881108012,0.0367462061487685,0.0256384311601294,0.22293413238207
KP0723_NA_NANA,KP0723_NA_NANA,AL,NA_NANA,SB,NANA,20,-11.3444959608792,-2.05892035678255,-0.0915608170927854,0.111902771936405,-1.10442151889418,0.0330071699612937
KP0724_AC_SB20,KP0724_AC_SB20,AA,AC_SB20,SB,SB20,20,2.34760244191238,-1.99864743918281,-0.519523815486664,0.00383078207031447,-0.0005834592525735,-0.200537111078731
KP0727_AC_SB20,KP0727_AC_SB20,AA,AC_SB20,SB,SB20,20,3.37272564075557,-2.40060982427592,-0.0761832971324914,0.0310553378676363,0.0316497324536155,1.01301607575591
KP0730_AC_SB20,KP0730_AC_SB20,AA,AC_SB20,SB,SB20,20,3.42214690824062,-2.5296194352549,-0.443286449602526,-0.030350460938958,-0.0545942618220737,-0.341295579536147
KP0731_LM_SB20,KP0731_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.4659083949595,-1.99561997980613,0.0332478030730116,-0.0995590224587453,1.81938275286143,0.085987125613808
KP0732_LM_SB20,KP0732_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.2579057301511,-1.94681105440502,-0.0657448237074197,0.192734558260074,-1.05335746546944,0.119295180626319
KP0734_AC_SB20,KP0734_AC_SB20,AA,AC_SB20,SB,SB20,20,3.34734103337982,-2.41296452657986,-0.339849919683327,-0.00616543095038984,-0.0281116637695428,1.07361639337516
KP0739_HU_WP10,KP0739_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.443231212516279,8.43283430332604,-0.0555027741089834,1.08341837732036,0.0297924254393657,-0.0239783466322502
KP0742_AC_WP10,KP0742_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.56157156949823,-2.05569313078208,-0.284265777237029,0.0164128343967666,0.0441241034854167,-0.399319646799177
KP0744_HU_WP10,KP0744_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.421578453806234,7.84289697518404,0.0280123656280887,-1.25187209788178,0.0528450926407718,0.0936472976953033
KP0746_AC_WP10,KP0746_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.4323935496609,-2.39124930038296,-0.444946982273497,-0.0232075054815858,0.0104982188985399,-1.0782313717694
KP0747_AC_WP20,KP0747_AC_WP20,AA,AC_WP20,WP,WP20,20,3.4615228407989,-2.40397420383305,-0.327089344939177,0.00313116163340612,-0.0236780617376136,-0.784126265045259
KP0748_AC_WP10,KP0748_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.54580417916271,-2.50342290604626,-0.0680357312337823,0.0230964450346028,-0.0401017785379031,-0.50673252028183
KP0749_AC_WP20,KP0749_AC_WP20,AA,AC_WP20,WP,WP20,20,3.43854335672608,-2.40365522033795,-0.150672424265125,0.0102108546079612,-0.0157926325555485,-0.302609007189641
KP0751_AC_WP10,KP0751_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.96913774216937,-2.28803135292455,-0.553817456113345,-0.0333940489003388,0.0628379059095813,-0.836424017355361
KP0753_AC_WP10,KP0753_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.48830596531646,-2.47137867602536,-0.343198347605653,-0.00814317966850363,0.0298835727276121,-0.384673304865714
KP0757_AC_WP10,KP0757_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.35779345720694,-2.36388302569817,-0.303415534196941,-0.0179077728263757,0.0646569671113176,-0.862668924322633
KP0758_AC_WP10,KP0758_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.4379316090854,-2.39540822132667,-0.372378905306437,-0.00435764558592172,-0.0133857603456708,-0.365540950187253
KP0760_AC_WP10,KP0760_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.34044300099275,-2.25918470299347,-0.596686873203665,-0.0676170459179706,-0.0226582566012969,-0.84954677666496
KP0761_AC_WP10,KP0761_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.50241211569734,-2.43868919710077,-0.290164910921801,0.000900760061011781,0.0369328439137875,-0.910962139629072
KP0764_HU_WP10,KP0764_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.457404823058008,8.01614071350546,-0.105847530411363,1.34714892251256,0.0511974142520259,-0.000574951147216625
KP0765_AC_WP10,KP0765_AC_WP10,AL,AC_WP10,WP,WP10,10-12,-11.3107472705871,-1.98816040426893,0.0282697167451746,-0.0784913095342252,-1.0021573847014,0.0245401916137002
KP0767_AC_WP10,KP0767_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.18085889783209,-1.66939552733086,-0.438724114179438,-0.0632676492521314,0.00772590529212025,-0.59426266988782
KP0768_HU_WP10,KP0768_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.334899590487853,7.69656429319203,0.0787588788116042,-0.618019254971305,0.119807213908524,0.21542999525333
KP0769_AC_WP10,KP0769_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.19382188514584,-2.09637792636343,3.55749230940677,0.136804817235802,-0.0232179896501369,0.163960349564017
KP0771_AC_WP10,KP0771_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.44807410054763,-2.41882696828893,-0.320649617147277,-0.0262551395966511,0.00742614676327665,-0.855357891526477
KP0773_AC_WP10,KP0773_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.27100606594496,-2.41826616193746,-0.199086712242889,-0.0138953460319634,0.0568545999028066,-0.191749350287691
KP0774_AC_WP10,KP0774_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.28090836120565,6.61229735906185,0.121533413738055,-2.54585681505161,-0.266415973054766,-0.0671927616560964
KP0775_AC_WP10,KP0775_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.205764437985541,7.10787929478367,0.2010541707031,-2.63211878957544,-0.142016622381052,0.0296200466800685
KP0777_AC_WP10,KP0777_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.67370312445329,-2.0924592337892,-0.285098054793949,-0.0192943293253751,-0.012779975844736,-0.181986936795575
KP0779_AC_WP10,KP0779_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.49257015326352,-2.414112764945,-0.326783258724467,0.0181177751733728,-0.023377050832618,-0.4305329517835
KP0783_HU_WP10,KP0783_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.191865498680275,7.65096096136089,-0.173597619209636,-2.47439222835514,-0.0715614604763419,0.0411208560300533
KP0785_AC_WP10,KP0785_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.32753698607219,8.21139202561854,-0.0984890539035755,0.565309192127174,0.0463984917562599,-0.086518095340948
KP0786_HU_WP10,KP0786_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.207045957505969,8.28078770955091,-0.00904478796347865,0.529126975969997,-0.0271167976269448,0.00927986572540676
KP0787_AC_WP10,KP0787_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.19777063492155,-1.87910712865874,-0.265068375489149,-0.015721507419119,-0.029390728087563,-0.24950063429787
KP0789_HU_WP10,KP0789_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.314288112941902,6.73320544779019,0.0908638139755311,0.269553912182601,-0.107985591233116,0.0115930408485647
KP0792_AC_WP10,KP0792_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.28463275391862,-2.30728502337367,-0.180274713463456,-0.0217726805197813,0.04074305755085,-1.00058052774341
KP0793_AC_WP10,KP0793_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.43784145923566,-1.96152510503783,-0.573414423373707,0.0588620815586268,0.0690847658450702,-0.429009086594205
KP0794_AC_WP10,KP0794_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.36727429076949,-2.38047540696216,-0.294363068472504,-0.00453187297673537,0.00295783653534198,-0.766700976748454
KP0795_LM_WP10,KP0795_LM_WP10,AL,LM_WP10,WP,WP10,10-12,-11.2905313131776,-2.0609471632795,-0.0635043737975806,0.0841802895941738,-1.28250274903299,-0.0745696663246023
KP0797_AC_WP10,KP0797_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.22097312423991,-2.43826011051248,-0.328529441692365,-0.0114135058742701,0.0121450004226329,-0.0508721010396469
KP0799_AC_WP10,KP0799_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.9121674675216,-2.18879547839333,-0.409797679408755,-0.0124052034822265,-0.020948748508771,0.168991116978595
KP0802_AC_WP10,KP0802_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.93606237972263,-2.13284924773767,-0.170300065880314,-0.052809209819308,-0.133776170057536,-0.519047240900591
KP0803_HU_WP10,KP0803_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.136536911949067,8.39912654316775,-0.108547782221441,1.06734660140224,0.0585999483676524,0.0384860022654768
KP0805_HU_WP10,KP0805_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.342520942363109,8.06686768343836,-0.13059565625198,1.59947370348244,0.0392221694014279,0.0556352699603502
KP0808_AC_WP10,KP0808_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.77756508813956,-2.11414194425531,-0.523133752565758,-0.0525593280648504,-0.0124338082747274,-0.140359022237062
KP0811_AC_WP10,KP0811_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.02605395451615,-2.19727703117444,-0.386426407588107,-0.0300457110756807,-0.026475183309323,-0.632623047937872
KP0812_AC_WP10,KP0812_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.26842338863749,-2.34130525822388,-0.396507922205668,0.0370892114099182,0.0135707667678289,-0.47589723348337
KP0814_HU_WP10,KP0814_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.286190503904021,8.52885186291995,-0.0902364510717319,1.74233048332525,0.0515209006915245,-0.0226283518493918
KP0815_AC_WP10,KP0815_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.14349882194033,-2.37999381883122,-0.414326589196744,0.00560021030198441,0.0656165010972835,-0.904339101770234
KP0818_HU_WP10,KP0818_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.184603108694248,8.11875143652223,0.100305493865518,-2.91981772274396,-0.0707174732937397,-0.0175034983488914
KP0822_AC_WP10,KP0822_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.3260958146428,-2.49290925834323,-0.75920219471054,-0.0200657212082621,-0.0786136944713116,-0.450749454838156
KP0823_AC_WP10,KP0823_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.53830723040904,-2.48098501344686,-0.695953781836184,-0.0336584628281548,-0.0359867824990858,-0.578190899317219
KP0826_AC_WP10,KP0826_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.386438455810885,7.6837979710964,-0.0538807753116489,-0.841512824721628,0.140947741459974,-0.0740800575176995
KP0827_AC_WP10,KP0827_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.39018316896456,8.48058864610245,-0.0184910185540482,1.28181686967518,0.0434140529316768,0.134767749447183
KP0828_AC_WP10,KP0828_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.08229395695719,-2.19687445582354,-0.293974003091151,-0.0615607052589586,0.0575738739021989,-0.199046857389314
KP0829_AC_WP10,KP0829_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.244768534460482,7.87708523262295,-0.016850852774921,0.606570192853731,-0.0898106277789463,-0.0502510008905244
KP0830_AC_WP10,KP0830_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.44423603167083,-2.41739201049714,-0.427719269116661,-0.00672288621102498,-0.0504208379276265,0.190566142067829
KP0831_HU_WP10,KP0831_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.343032757174955,8.33025054958037,-0.130069932220656,1.32293373791113,0.0198852618171634,-0.0233962427312548
KP0835_AC_WP10,KP0835_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.47245869388854,-2.48726804078564,-0.565941449047521,0.00233299880113263,0.0567162564370485,-0.548166152356343
KP0837_AC_WP10,KP0837_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.21932351137315,-2.18352334528953,-0.169471089816809,0.0535875351860266,-0.124232254905019,0.435336465035759
KP0838_AC_WP10,KP0838_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.260634803697373,7.44510043581649,-0.0905222880282584,1.37132610757144,0.0745414909113377,-0.0279418548200152
KP0839_HU_WP10,KP0839_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.375659763846507,8.04803693100295,-0.0971137293004405,0.914913217142473,0.0299877201069547,0.0348885745994187
KP0841_AC_WP10,KP0841_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.23553046298544,7.47617904551097,-0.0981512584113073,1.19744330968715,0.0554464448117477,-0.0372055610355556
KP0844_UN_NANA,KP0844_UN_NANA,AA,UN_NANA,WP,NANA,10-12,3.47143051633105,-2.590705315653,-0.528307479619977,0.0151454594182,0.00641272700231437,-0.502200772673414
KP0845_AC_WP10,KP0845_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.302659780892211,7.78316488214503,-0.10757745275204,1.15948840982067,-0.0300830463036652,-0.0417857809323354
KP0847_HU_WP10,KP0847_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.412320369049961,8.30682589343279,-0.0441255834584369,0.880446352929685,0.0353829796476702,0.00242194684386818
KP0850_AC_WP10,KP0850_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.332770392505857,8.30343865213087,-0.0837681194919962,1.41823748536337,0.131477348201696,0.0118028424799769
KP0851_AC_WP10,KP0851_AC_WP10,AL,AC_WP10,WP,WP10,10-12,-11.2352513124301,-2.04372952677069,0.0889400141433759,-0.0480714264320073,2.25405388089436,-0.0146747760119248
KP0853_HU_WP10,KP0853_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.254671224434548,8.31482395941285,-0.077821306572346,0.25035109281932,0.077666135511226,-0.0356349876067001
KP0857_AC_WP10,KP0857_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.37155363761715,-2.274925478386,-0.244667957104207,-0.0470746205286148,-0.0553570185671978,-0.737717775727747
KP0859_HU_WP10,KP0859_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.389754880602888,7.63911997304757,-0.115921664760547,1.1311042684505,-0.0590835114961537,0.159758497336007
KP0861_AC_WP10,KP0861_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.60630744248685,-1.98801961055295,-0.311299761373064,-0.0355891789489793,0.0416746173377904,-0.51761834925759
KP0866_AC_WP10,KP0866_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.34687121359061,-2.07923983067599,-0.864448270872273,0.0403874689652792,-0.0909952789460168,-0.0804965220110952
KP0870_LM_WP10,KP0870_LM_WP10,AL,LM_WP10,WP,WP10,10-12,-10.927547550107,-1.96104932123202,0.0226341397800833,-0.0211771268512946,1.84405322435023,0.0375652390988132
KP0871_AC_WP10,KP0871_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.37086764474168,-2.40966770130471,-0.337872251855555,-0.00256198115056874,-0.0129426514954948,-0.327949627318644
KP0875_AC_WP10,KP0875_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.335175537432243,8.44373249160667,-0.0200623922865593,1.22077509155304,0.0157274428533163,0.084632492089138
KP0876_HU_WP10,KP0876_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.369407325941722,8.29992276059085,-0.142395442091744,1.38529701357186,0.0652767433048573,-0.0964413394283519
KP0877_HU_WP10,KP0877_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.367282275207028,8.37542784481921,-0.0455580946286315,1.59076052636509,0.0658995775550894,-0.0365446283016135
KP0879_AC_WP10,KP0879_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.75282877005036,-2.24115500957041,-0.254671862399105,-0.00214540932082654,-0.0386190310852597,-0.823111413518241
KP0880_HU_WP10,KP0880_HU_WP10,AH,HU_WP10,WP,WP10,10-12,3.16292210273906,-2.37671263886109,-0.153705594410143,-0.0307657330391328,0.0106463130593968,-0.918916606734503
KP0881_AC_WP10,KP0881_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.40713656349238,-2.37714898574509,-0.289835423003973,-0.0413811856590298,0.0510088613333614,-0.520727657785611
KP0882_AC_WP10,KP0882_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.23547191856142,-2.29415383771429,-0.293397979914321,-0.00364650467815497,0.0109576224876245,-0.941132382158917
KP0883_AC_WP10,KP0883_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.36678954993701,-2.34759009405447,-0.156641601893098,0.0222242727281015,0.0110567949268939,-0.98391985385543
KP0884_AC_WP10,KP0884_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.50785881551367,-2.49063094547043,-0.576428586214549,-0.0124584600735653,0.0182410374901673,-0.253168047461978
KP0886_AC_WP10,KP0886_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.225803042159838,7.64018247762966,0.0733033742096107,-2.44125480979465,-0.148162335642507,0.00186030368431425
KP0887_AC_WP10,KP0887_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.44210563368024,-2.36270393868679,-0.335998219594278,-0.00388255206078069,-0.0493132277603527,-0.668202724884502
KP0888_AC_WP10,KP0888_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.268456096347247,8.02572056334765,-0.0164433386037891,-1.14399126874591,-0.0320846724622753,0.212768434327432
KP0893_LM_WP10,KP0893_LM_WP10,AL,LM_WP10,WP,WP10,10-12,-11.3159887972666,-1.99591501011744,-0.0504603071365032,0.0779004632460439,-0.732054337458177,0.0332795886301652
KP0895_AC_WP10,KP0895_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.95425919056135,-2.10757553851615,-0.0535334969567026,-0.0407156161333602,0.0619705801076894,-0.749404622261736
KP0897_AC_WP10,KP0897_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.22713408295991,-1.51210205625175,0.15910389714946,0.0212735970115828,-0.00285180259283772,-0.502318995068343
KP0898_AC_WP10,KP0898_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.4211891056051,-2.47752083758932,-0.563777103929252,-0.0204302321741618,-0.00770274568260352,-0.249300610270202
KP0899_LM_WP10,KP0899_LM_WP10,AH,LM_WP10,WP,WP10,10-12,0.249279629595959,8.32057748021432,-0.0245775587076557,0.434265071672052,0.0386251643696977,0.0581078933387496
KP0901_HU_WP10,KP0901_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.402902884372847,8.0776367491088,-0.0608579672870671,-0.613139238570878,-1.0167307133087e-05,0.119364630176696
KP0903_HU_WP10,KP0903_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.305992350067747,8.26242780382012,-0.0469792344495807,-0.581542672440559,-0.0268119020196373,0.176445226151258
KP0906_AC_WP10,KP0906_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.167938382054581,7.7257983508009,0.08116786618527,-2.50428875809318,-0.106282593212717,-0.0134791473673091
KP0909_AC_WP10,KP0909_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.72925152234609,-2.10766240766198,-0.338202228809002,0.0732275039462525,-0.043385775217028,-0.678904685357527
KP0912_AC_WP10,KP0912_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.4705275618016,-2.39936054548747,-0.351217953132337,-0.00879733636486474,-0.073139292736312,-0.959851722687015
KP0913_AC_WP10,KP0913_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.33916722001088,-2.33237003898575,-0.461066567296519,0.00127085710872584,-0.0344331251596822,-0.403612583502012
KP0915_AC_WP10,KP0915_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.4301196903193,-2.35604223939918,-0.783923707905019,-0.025234959438917,-0.0770227112026666,-0.43278728217587
KP0916_AC_WP10,KP0916_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.40281729193129,-2.39613341937073,-0.71702992147798,-0.0449509686122457,0.10144699567628,0.0319689919048796
KP0917_AC_WP10,KP0917_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.47932154968858,-2.33222379345323,-0.36609701005901,-0.0233960272130959,-0.00926660746994558,-0.546674607476633
KP0918_AC_WP10,KP0918_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.31421489638291,-1.9311563887865,-0.533771641056075,0.0308480897618735,0.0419573911411167,-0.826264692343958
KP0919_AC_WP10,KP0919_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.20531543882114,-2.31725114995201,-0.550416657655985,0.0355317531222546,0.025583836595414,-1.21042047448422
KP0920_HU_WP10,KP0920_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.351622081104389,8.45768642630157,-0.0333359607990197,1.08488263978898,-0.0367959382611874,-0.000503196711847215
KP0922_AC_WP10,KP0922_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.271955681955519,8.03635663277706,-0.142048920680552,1.1954009489845,0.0018295178086685,-0.0324754972213201
KP0926_AC_WP10,KP0926_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.51820831023339,-2.49939383894624,-0.282016981274038,0.0156375660504076,0.000921776018839971,-0.133846721549332
KP0928_AC_WP10,KP0928_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.89863493122834,-2.33049619348644,-0.522427551341067,0.11781544630141,-0.145220484246476,0.435743269357079
KP0930_AC_WP10,KP0930_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.52016090450511,-1.73721412903946,-0.450604836613568,-0.0269724773661203,-0.00260027256267054,-0.387890999765289
KP0931_AC_WP10,KP0931_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.39738440434389,-2.1705100465901,-0.372389765526564,-0.0387395996183472,-0.0279719106942015,-0.837606574828912
KP0932_AC_WP10,KP0932_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.34007746802979,-1.85944631794911,-0.554782041052182,0.0206226938626658,0.0761232540523899,-0.399067624682131
KP0933_AC_WP10,KP0933_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.36668953359495,-2.22857155202472,-0.074019467839469,0.00455226832753135,-0.0465818461568399,-0.419621002482842
KP0934_AC_WP10,KP0934_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.22042748178175,-2.23888767094249,-0.332921516640917,-0.0483898284849494,-0.0267054953782151,-0.458260052114047
KP0935_AC_WP10,KP0935_AC_WP10,AA,AC_WP10,WP,WP10,10-12,0.343586653766391,8.10296467161363,0.0265830988052208,0.461028926061154,0.0149326685890665,-0.0801662598691259
KP0936_AC_WP10,KP0936_AC_WP10,AA,AC_WP10,WP,WP10,10-12,2.91986199641443,-2.27043018444141,-0.761772913852242,-0.0534305051711839,0.0983974282674525,-0.893480966033009
KP0937_AC_WP10,KP0937_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.36958866394476,-2.47543428527961,-0.581125094073539,-0.00968606123273648,0.00195150416998098,-0.629049756690587
KP0938_HU_WP10,KP0938_HU_WP10,AH,HU_WP10,WP,WP10,10-12,3.3295920756199,-2.16610449930937,3.55212477510259,0.134662174040896,-0.0986152499042339,0.098729303459501
KP0940_AC_WP10,KP0940_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.37914889640364,-2.24424383779759,-0.593557937442504,-0.0589044011675566,0.00623620576545116,-1.19773846673429
KP0941_HU_WP10,KP0941_HU_WP10,AH,HU_WP10,WP,WP10,10-12,0.305817515484438,8.45527567342232,-0.0100727828211148,0.648617349510255,0.0265328457863728,0.0620673452552163
KP0942_AC_WP10,KP0942_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.45683240856357,-2.57585234592696,-0.701391929064139,0.0119873345980083,-0.0226549750321134,-0.601049956584837
KP0945_AC_WP10,KP0945_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.06606923141101,-2.25045307639427,-0.268183126458769,0.0849436943567335,-0.0352216519967695,-0.698052399290169
