,Individual,Species,Population,Loc,Site,Depth,PC1,PC2,PC3,PC4,PC5,PC6
KP0379_AC_WP20,KP0379_AC_WP20,AA,AC_WP20,WP,WP20,20,2.18036840253224,-1.76236318152687,2.63284027264034,0.160262746951401,0.0245455776899735,-0.216656571677167
KP0380_LM_WP20,KP0380_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.4676157503993,-2.15437621124561,0.0222043902773595,-0.131078400584839,-1.044208682603,0.0290769077582573
KP0383_AC_WP20,KP0383_AC_WP20,AA,AC_WP20,WP,WP20,20,3.45115078724524,-2.31740786701048,-0.790124006286308,-0.0527710667615417,0.0314841611485232,-0.516052652066454
KP0395_AC_WP20,KP0395_AC_WP20,AA,AC_WP20,WP,WP20,20,3.2839972249416,-2.09529037808931,4.0160715578169,0.134879229458053,-0.00713082538160515,-0.0298570809388137
KP0396_AC_WP20,KP0396_AC_WP20,AA,AC_WP20,WP,WP20,20,3.22783056250588,-2.04561223776715,4.00437356501292,0.127711590940591,-0.000946995703207751,-0.0249356028923298
KP0399_LM_WP20,KP0399_LM_WP20,AA,LM_WP20,WP,WP20,20,3.29116421790367,-2.06326799845756,3.75081829930526,0.123889546004018,-0.0225912480756525,0.0400880566448592
KP0400_LM_WP20,KP0400_LM_WP20,AL,LM_WP20,WP,WP20,20,-10.865797125146,-1.87973544854133,-0.0197782509591356,-0.0645052162941227,2.41582216108707,0.0351790008181072
KP0405_AC_WP20,KP0405_AC_WP20,AA,AC_WP20,WP,WP20,20,3.53776414374768,-2.49289316937763,-0.599645841967773,-0.000413458150812942,0.0606777875602662,-0.87504398620243
KP0406_NA_NANA,KP0406_NA_NANA,AA,NA_NANA,WP,NANA,20,3.38168392324926,-2.5400375022519,-0.474947117515505,0.039116056513433,0.0224691816546656,-0.400123490278471
KP0407_AC_CA05,KP0407_AC_CA05,AA,AC_CA05,CA,CA05,5,2.42465398176485,-2.11341862473908,-0.512326099916339,0.107490965111906,0.128066893427227,0.71872070442947
KP0408_AC_CA05,KP0408_AC_CA05,AA,AC_CA05,CA,CA05,5,3.38909650540285,-2.38318678341342,-0.0412389580061055,0.024252122833692,-0.0490219889194169,0.224805732520866
KP0409_AC_CA05,KP0409_AC_CA05,AA,AC_CA05,CA,CA05,5,2.98511848658991,-2.27919201998519,-0.485846178487675,0.0823848686637022,0.0122099414196824,0.0165056979555696
KP0410_HU_CA05,KP0410_HU_CA05,AH,HU_CA05,CA,CA05,5,0.44667083773809,8.28105572082535,-0.085564064668427,1.09294731528754,0.0358732312624677,-0.0631106550395793
KP0413_HU_CA05,KP0413_HU_CA05,AH,HU_CA05,CA,CA05,5,0.190730978829231,7.46953789548135,0.00888038910937647,0.619719773366433,-0.0316461790269714,-0.000983223102377807
KP0414_HU_CA05,KP0414_HU_CA05,AH,HU_CA05,CA,CA05,5,0.207274928959544,7.89096941098849,-0.0155188812439183,1.57486191475006,0.0803763608151338,0.0254263000134775
KP0417_HU_CA05,KP0417_HU_CA05,AH,HU_CA05,CA,CA05,5,0.305258502166142,8.31287331636575,-0.129938221124797,1.28364970528388,0.117245654451059,0.0593154518056253
KP0418_HU_CA05,KP0418_HU_CA05,AH,HU_CA05,CA,CA05,5,0.167492638619158,8.37320300517776,-0.0648227580319038,1.13075734404549,0.0186103493321805,-0.0313757905738393
KP0420_HU_CA05,KP0420_HU_CA05,AH,HU_CA05,CA,CA05,5,0.161876592193841,8.10302338820168,-0.12692602128428,1.55601765898416,-0.0964595273141109,0.126196092039295
KP0423_HU_CA05,KP0423_HU_CA05,AH,HU_CA05,CA,CA05,5,0.501839459375547,6.90558368019814,0.0158981136895072,1.08341814355563,-0.0939095602259904,0.00534650346095399
KP0424_AC_CA05,KP0424_AC_CA05,AA,AC_CA05,CA,CA05,5,3.51321229625868,-2.40363996324766,-0.45414091018141,-0.0157741873147236,-0.0597318451960111,0.721534051476259
KP0426_HU_CA05,KP0426_HU_CA05,AH,HU_CA05,CA,CA05,5,0.369541943197159,8.01588970294255,-0.093834346553479,0.953582971726925,-0.00321431607731623,0.0250197276011946
KP0427_HU_CA05,KP0427_HU_CA05,AH,HU_CA05,CA,CA05,5,0.271792304274187,7.7860700500919,-0.0336458393549924,1.16995546483219,-0.0426167376963363,-0.000836235522861244
KP0429_HU_CA05,KP0429_HU_CA05,AH,HU_CA05,CA,CA05,5,0.237428972510479,8.20706246885936,-0.135235143023193,1.93731666437216,0.169736221128536,-0.0621470913155126
KP0431_HU_CA05,KP0431_HU_CA05,AH,HU_CA05,CA,CA05,5,3.38855419079808,-2.40056908775893,-0.476988099155246,-0.0017569821489488,-0.0128393205831291,-0.239824953467328
KP0432_HU_CA05,KP0432_HU_CA05,AH,HU_CA05,CA,CA05,5,0.329566016914964,7.93747033462563,-0.0333595823427912,0.41987575347591,0.0233079962823339,-0.0089753025797267
KP0434_HU_CA05,KP0434_HU_CA05,AH,HU_CA05,CA,CA05,5,0.251092130707237,8.07172183328983,-0.0667346245980558,1.61539304658726,0.0108647961532792,-0.0646467465456151
KP0435_HU_CA05,KP0435_HU_CA05,AH,HU_CA05,CA,CA05,5,0.251763166250131,8.61453613548945,-0.0886064455550137,1.68158822239124,0.0201358319291936,-0.0229555714162043
KP0436_HU_CA05,KP0436_HU_CA05,AH,HU_CA05,CA,CA05,5,0.402844128148539,7.25950773233699,-0.0444962724292495,-0.492865294442593,-0.0425765780207856,0.182945014750449
KP0437_HU_CA05,KP0437_HU_CA05,AH,HU_CA05,CA,CA05,5,0.311164445451292,7.32897737221838,0.070411519784718,-0.692187719390618,-0.0720592770415402,0.103390228214923
KP0438_HU_CA05,KP0438_HU_CA05,AH,HU_CA05,CA,CA05,5,0.386287198424908,8.38387095033656,-0.188380536889654,1.5956966839219,0.154948848545733,-0.000359667652702325
KP0439_HU_CA05,KP0439_HU_CA05,AH,HU_CA05,CA,CA05,5,0.397984611815963,8.41591676880848,-0.0703474974794362,1.52668652146251,0.014488465169221,-0.0310204229834203
KP0441_AC_CA05,KP0441_AC_CA05,AA,AC_CA05,CA,CA05,5,3.44659219788858,-2.44196919458229,-0.204844938369072,-0.00294664083682688,-0.065947384434638,-0.0119722854954094
KP0450_AC_WP20,KP0450_AC_WP20,AA,AC_WP20,WP,WP20,20,3.0480756175722,-2.21189984767434,-0.408929079851095,-0.0449610215180882,0.00508625656125521,-0.992352792858673
KP0452_AC_WP20,KP0452_AC_WP20,AA,AC_WP20,WP,WP20,20,3.29507321133243,-1.9928408024025,4.01302143757766,0.160629376341872,-0.000239961777844238,-0.436054565958999
KP0454_AC_WP20,KP0454_AC_WP20,AA,AC_WP20,WP,WP20,20,3.48600348775449,-2.40347621339587,-0.707148413661483,-0.0366646771447315,-0.0335004110894483,-0.311032779384019
KP0457_AC_WP20,KP0457_AC_WP20,AA,AC_WP20,WP,WP20,20,3.43057630444353,-2.46207274098725,-0.584455307123798,-0.0208647451187927,0.0225338971918688,-0.839011674359152
KP0459_LM_WP20,KP0459_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.1515991984753,-1.94826564232813,0.0284353266314839,-0.068593249954646,-1.0110111467278,8.68411105945569e-05
KP0462_AC_WP20,KP0462_AC_WP20,AA,AC_WP20,WP,WP20,20,3.13895861625894,-2.15578901186524,-0.360526904222964,-0.0463934998510245,-0.0850667036420347,-0.0564995206850791
KP0463_AC_WP20,KP0463_AC_WP20,AA,AC_WP20,WP,WP20,20,2.19558975079524,-1.60920409992912,2.66031057261259,0.124687540816865,-0.0244821858259352,-0.188961493506649
KP0464_AC_WP20,KP0464_AC_WP20,AA,AC_WP20,WP,WP20,20,3.25011855508827,-2.28972079162609,-0.659302604330459,0.0378308205799342,0.00734315670075296,-0.549427309701947
KP0468_AC_WP20,KP0468_AC_WP20,AA,AC_WP20,WP,WP20,20,3.29753395801174,-2.31835275993327,-0.405044823087737,-0.0161615523506143,-0.0709301134410699,-0.858742007243908
KP0470_AC_WP20,KP0470_AC_WP20,AA,AC_WP20,WP,WP20,20,2.46414501520389,-2.11954022861355,-0.8412263172834,-0.06234371003625,-0.073509772019938,0.36228765956827
KP0471_AC_WP20,KP0471_AC_WP20,AA,AC_WP20,WP,WP20,20,3.44963999164748,-2.41105949802448,-0.348073140636132,-0.0168098699518648,-0.0574303635087686,-0.713498570154971
KP0473_LM_WP20,KP0473_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.197464353968,-2.07429281601081,-0.00266156901734868,-0.0357631128324445,2.28804535244421,0.0607489944329257
KP0474_AC_WP20,KP0474_AC_WP20,AA,AC_WP20,WP,WP20,20,0.382619304897801,8.36714919203251,-0.054707711361219,1.49535775664829,0.059292522402,0.00915485014362626
KP0477_AC_WP20,KP0477_AC_WP20,AA,AC_WP20,WP,WP20,20,3.25265669144036,-2.18936708500085,-0.633202699705176,-0.0676086241183363,0.103717004105233,-0.361946434854605
KP0479_AC_WP20,KP0479_AC_WP20,AA,AC_WP20,WP,WP20,20,2.32336333173125,-1.71539254906432,-0.561621608288273,-0.0636893522855901,0.0413890296106732,-0.689401629154822
KP0481_AC_WP20,KP0481_AC_WP20,AA,AC_WP20,WP,WP20,20,3.47146944181644,-2.38113271829342,-0.566785000664713,-0.0399527280824725,-0.0258491315807439,-0.103542048099397
KP0482_LM_WP20,KP0482_LM_WP20,AL,LM_WP20,WP,WP20,20,-10.3118246600942,-1.7710673638463,0.023503147411596,0.0807779204011778,-1.25172786329796,-0.141355360423159
KP0484_AC_WP20,KP0484_AC_WP20,AA,AC_WP20,WP,WP20,20,3.13644703704589,-2.31168222750919,-0.451261080134137,-0.0263579151964708,-0.0117450288375424,-0.75948704567212
KP0485_AC_WP20,KP0485_AC_WP20,AA,AC_WP20,WP,WP20,20,3.57418030130948,-2.46330700975554,-0.47324367672173,-0.0107987808658207,-0.0374478342928914,-0.705594050578813
KP0486_AC_WP20,KP0486_AC_WP20,AA,AC_WP20,WP,WP20,20,3.05484913697038,-1.82751787523778,3.44189885066448,0.135729269801815,-0.0850601468961955,-0.126532090030903
KP0487_AC_WP20,KP0487_AC_WP20,AA,AC_WP20,WP,WP20,20,3.61221508352205,-2.5176748268601,-0.523691410998625,-0.0143219171635112,0.00392844286081129,-0.794343381052269
KP0489_AC_WP20,KP0489_AC_WP20,AA,AC_WP20,WP,WP20,20,3.4278129296019,-2.34752579303212,0.102001397026629,0.010334035390726,0.00558353655798188,-0.414528234903437
KP0490_AC_WP20,KP0490_AC_WP20,AA,AC_WP20,WP,WP20,20,3.21321124944532,-2.17972850436561,-0.526566069284147,0.0210816671730412,-0.0522819182245728,-0.905444174928216
KP0491_AC_WP20,KP0491_AC_WP20,AA,AC_WP20,WP,WP20,20,3.45939808532173,-2.37706553304778,-0.331003187920698,-0.0138407941935894,-0.0221976778353417,-1.45394465634421
KP0494_AC_WP20,KP0494_AC_WP20,AA,AC_WP20,WP,WP20,20,3.20404340046705,-2.3973904344799,-0.823386640707576,-0.0410296688771764,0.0307607231211233,-0.798036886189028
KP0505_AC_WP20,KP0505_AC_WP20,AA,AC_WP20,WP,WP20,20,2.18934659279219,-1.75097427669016,-0.510172454514179,0.129161113586101,0.0409576911119795,0.177974864190934
KP0508_AC_WP20,KP0508_AC_WP20,AA,AC_WP20,WP,WP20,20,3.44825128420075,-2.46156252602067,-0.632425787416496,0.00597346902125362,-0.0255826753634518,-0.669343075942599
KP0512_AC_WP20,KP0512_AC_WP20,AA,AC_WP20,WP,WP20,20,3.49878015416103,-2.44173511385863,-0.370441724050505,-0.00118538602049245,0.0168243679889224,-0.524841667514224
KP0516_AC_WP20,KP0516_AC_WP20,AA,AC_WP20,WP,WP20,20,3.37758607047711,-2.37701357588509,-0.461617709613789,-0.0205976121757972,-0.0803553342086617,-0.480649916875874
KP0521_AC_WP20,KP0521_AC_WP20,AA,AC_WP20,WP,WP20,20,3.24731755490173,-2.36177149534942,-0.186014951117307,-0.0108033348810402,-0.0431423391557158,-1.00462977273858
KP0523_AC_WP20,KP0523_AC_WP20,AA,AC_WP20,WP,WP20,20,3.41534752454962,-2.34923735757155,-0.462217423161173,-0.0284866159947976,0.0289679373216085,-0.90000721916876
KP0529_LM_WP20,KP0529_LM_WP20,AL,LM_WP20,WP,WP20,20,-3.30494371540982,-2.38502821987953,-0.521392271124502,-0.0874724515131502,-0.245543540152784,-0.719687359496239
KP0530_AC_WP20,KP0530_AC_WP20,AA,AC_WP20,WP,WP20,20,3.33438444738558,-2.40983690459767,-0.443171751751941,-0.0186165719411484,0.0757518500873519,-0.633728931266231
KP0532_AC_WP20,KP0532_AC_WP20,AA,AC_WP20,WP,WP20,20,3.40131685597803,-2.30902098144954,-0.132178902449148,-0.0353363418476856,0.0409766708807788,-0.810712108291289
KP0533_AC_WP20,KP0533_AC_WP20,AA,AC_WP20,WP,WP20,20,3.21764072784323,-2.27653882798968,-0.006172945991878,-0.0149259897792996,0.0511984667631661,-0.666975490810992
KP0535_AC_WP20,KP0535_AC_WP20,AA,AC_WP20,WP,WP20,20,3.41927595890558,-2.47614127580153,-0.313941714477325,0.0187419662848834,-0.0322633109992049,-0.674460151257947
KP0536_AC_WP20,KP0536_AC_WP20,AA,AC_WP20,WP,WP20,20,3.18282139884846,-2.24159424174274,-0.262900248392645,0.0119474792146113,-0.0513299081342673,-1.01902335439779
KP0537_AC_WP20,KP0537_AC_WP20,AA,AC_WP20,WP,WP20,20,3.4940075448277,-2.37910610994088,-0.451856912772347,-0.0266562388571822,0.00836064238330573,-0.751390303794268
KP0540_AC_WP20,KP0540_AC_WP20,AA,AC_WP20,WP,WP20,20,0.35980531721851,8.50327623955917,-0.20148238430262,1.60102835396815,0.0525433361292107,0.0287203951464724
KP0545_AC_WP20,KP0545_AC_WP20,AA,AC_WP20,WP,WP20,20,3.21792517927254,-2.28786418819859,-0.120381008704782,-0.0501137211933736,0.0200940094748821,-0.45907466284791
KP0546_AC_WP20,KP0546_AC_WP20,AA,AC_WP20,WP,WP20,20,3.462405487991,-2.51441999239236,-0.570529129860698,0.00371620315975713,-0.0112455692258515,-0.461454765519071
KP0547_LM_WP20,KP0547_LM_WP20,AL,LM_WP20,WP,WP20,20,-10.6997207935552,-2.01938060052475,0.0706615525534632,0.028983473460154,2.42474665088919,0.0875270070133986
KP0548_LM_WP20,KP0548_LM_WP20,AL,LM_WP20,WP,WP20,20,-10.638175734743,-1.8799081085927,-0.033788449364483,-0.056303975138911,1.89134890301116,-0.0260270240324247
KP0551_LM_WP20,KP0551_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.1565282368342,-2.0178174246237,-0.0803193888293764,0.18852247501557,-1.28627617726733,0.0276329486051981
KP0552_AC_WP20,KP0552_AC_WP20,AA,AC_WP20,WP,WP20,20,0.330793482099633,8.43771469338939,-0.0933112268906688,1.7006304509483,0.0374541339786652,-0.046054762331316
KP0554_AC_WP20,KP0554_AC_WP20,AA,AC_WP20,WP,WP20,20,3.33777959259892,-2.41481468943711,-0.305073287113247,0.0592207213490128,0.0834871953303899,-1.08513846501105
KP0558_LM_WP20,KP0558_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.2210726236155,-2.03589328995428,-0.0989697071762985,0.148239849085293,-1.09362564303311,0.0781848763224949
KP0559_AC_WP20,KP0559_AC_WP20,AA,AC_WP20,WP,WP20,20,2.52951355751224,-1.64697669618315,3.08770676699111,0.136840127338736,0.00590283151186556,-0.180593716103375
KP0563_AC_WP20,KP0563_AC_WP20,AA,AC_WP20,WP,WP20,20,3.34093086585296,-2.31068260739783,3.61780349707812,0.179899100625306,-0.0356171194574632,0.0603873330792506
KP0568_AC_WP20,KP0568_AC_WP20,AA,AC_WP20,WP,WP20,20,3.36563529675498,-2.31825297726692,-0.122905751082704,0.0216875957905677,-0.0205039088276726,-0.833313149037882
KP0569_AC_WP20,KP0569_AC_WP20,AA,AC_WP20,WP,WP20,20,3.2652371839142,-2.04238138641035,3.90573258607903,0.0912199264173822,0.0432378972737293,-0.163763162733833
KP0570_LM_WP20,KP0570_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.3103261195409,-2.17108759358279,-0.0367232141672815,0.14926183009179,-1.4362226944667,0.0177054914076877
KP0571_AC_WP20,KP0571_AC_WP20,AA,AC_WP20,WP,WP20,20,3.40304612300606,-2.39650780023919,-0.818416110929001,-0.0291275486607138,0.0208750437893805,-0.789237467060527
KP0572_AC_WP20,KP0572_AC_WP20,AA,AC_WP20,WP,WP20,20,3.48156841099193,-2.43908574482442,-0.454742087844791,-0.00940626558979866,0.0517001689918618,-0.858941135951836
KP0575_AC_WP20,KP0575_AC_WP20,AA,AC_WP20,WP,WP20,20,3.34031747920833,-2.0659046297775,3.48818290300748,0.114110781579606,-0.0787645890000632,-0.00292063743435828
KP0576_AC_WP20,KP0576_AC_WP20,AA,AC_WP20,WP,WP20,20,3.33182562236512,-2.12588903364104,3.56675086088196,0.134597984407416,-0.0693312588359698,0.0100405297575275
KP0579_AC_WP20,KP0579_AC_WP20,AA,AC_WP20,WP,WP20,20,2.56919519812692,-2.03490306294459,-0.480745657285978,0.0722166324815771,-0.0477643950531386,-0.71141972316876
KP0581_AC_WP20,KP0581_AC_WP20,AA,AC_WP20,WP,WP20,20,3.27222096222202,-2.11387621330871,3.94787836445837,0.18024087487303,-0.0831110785645053,0.273645610740055
KP0582_AC_WP20,KP0582_AC_WP20,AA,AC_WP20,WP,WP20,20,0.300411246141061,8.52478784814218,-0.0842937176075579,0.646954829682844,0.00744818017423123,-0.00812889293854886
KP0584_AC_WP20,KP0584_AC_WP20,AA,AC_WP20,WP,WP20,20,3.17905274668219,-2.12681782963654,3.65239217361282,0.157293693332177,-0.0619504417906983,0.104275000599704
KP0585_LM_WP20,KP0585_LM_WP20,AL,LM_WP20,WP,WP20,20,-10.9066810631462,-2.49233003454182,0.0107320300943769,0.0446656580575366,-1.1103073655223,0.0078755404862002
KP0588_LM_WP20,KP0588_LM_WP20,AL,LM_WP20,WP,WP20,20,-11.2133343011545,-1.99343315508524,0.0198482887209743,-0.259006492041134,1.81718879026598,-0.0108297169953001
KP0590_AC_WP20,KP0590_AC_WP20,AA,AC_WP20,WP,WP20,20,3.31707110547603,-2.09452210085126,4.00224188351355,0.139644991020244,0.00411409964288664,-0.0893805252351154
KP0593_AC_SB20,KP0593_AC_SB20,AA,AC_SB20,SB,SB20,20,2.73351305630592,-2.15266614978766,-0.18029337471249,0.0303120169701121,-0.0694265291248272,0.565952238378713
KP0596_AC_SB20,KP0596_AC_SB20,AA,AC_SB20,SB,SB20,20,3.29738661046709,-2.3637309346213,-0.185637041100664,0.038926240941101,-0.0278645721454834,1.29530800848376
KP0599_LM_SB20,KP0599_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.4377207629099,-2.13294010603378,-0.0675051952432083,0.140248841026292,-0.846038755687835,-0.015947635544725
KP0600_AC_SB20,KP0600_AC_SB20,AA,AC_SB20,SB,SB20,20,3.39233247953159,-2.37395992717307,-0.248812435901758,0.0262169601274215,-0.0170460215369181,0.182726967858446
KP0604_AC_SB20,KP0604_AC_SB20,AA,AC_SB20,SB,SB20,20,3.55675107051117,-2.44590478746447,-0.449555441625158,-0.00233762611842841,-0.000320678696653603,0.206471071203421
KP0605_AC_SB20,KP0605_AC_SB20,AL,AC_SB20,SB,SB20,20,-11.3072158142694,-1.94709741985741,-0.0294514716704423,0.062155623352981,-1.02940909745063,0.00402943553350747
KP0607_AC_SB20,KP0607_AC_SB20,AA,AC_SB20,SB,SB20,20,3.19210847796622,-2.06816910289775,3.40368422941155,0.122292792093311,0.00982625722920664,0.255890130687981
KP0608_AC_SB20,KP0608_AC_SB20,AA,AC_SB20,SB,SB20,20,3.4762815917769,-2.4257673712911,-0.373441163248227,0.0145150969088396,0.0126425218779768,-0.537561983978474
KP0609_AC_SB20,KP0609_AC_SB20,AL,AC_SB20,SB,SB20,20,-10.975573847854,-1.96446815698608,-0.0699523775296373,0.0858151593018176,-1.25292495565663,0.0326423105763328
KP0611_LM_SB20,KP0611_LM_SB20,AA,LM_SB20,SB,SB20,20,3.05774999017025,-2.35589568811049,-0.301805069631912,-0.0165279522316917,0.0309621614297853,1.24226293525379
KP0613_LM_SB20,KP0613_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.353009863837,-2.00478052780419,-9.99410863304988e-05,0.0582940315882022,-1.08517293642006,0.0351587132502804
KP0614_LM_SB20,KP0614_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.1453359688874,-2.01867291078818,0.121885951103903,0.0564197870377242,-0.854015045180401,0.024126395612171
KP0616_LM_SB20,KP0616_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.817185276225,-1.90719204757198,-0.00846838834927393,-0.0335463624793991,-0.989197566652546,-0.034730099866788
KP0617_LM_SB20,KP0617_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.5026571774884,-2.14113071239913,0.00952235127793853,0.0914677498019152,-1.2317295643342,-0.0274053094317097
KP0618_LM_SB20,KP0618_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.2629962722625,-2.11268751040337,0.0536658291698945,-0.131811004779065,2.50135965841188,-0.080167729383102
KP0620_LM_SB20,KP0620_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.2613260862827,-2.00979252736639,-0.12357605063101,0.171514383171979,-1.22172388105373,0.0741299124096011
KP0625_AC_SB20,KP0625_AC_SB20,AA,AC_SB20,SB,SB20,20,3.42081472177732,-2.54443169830131,-0.661770783549206,0.000820564890151373,-0.01633264390923,0.623340147577771
KP0626_AC_SB20,KP0626_AC_SB20,AA,AC_SB20,SB,SB20,20,3.171908601065,-2.46829544074662,-0.124954149782717,0.00615795783656448,-0.0785750573353152,1.0983111362304
KP0629_LM_SB20,KP0629_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.4962930006084,-2.08937707050857,-0.00915335180034146,-0.104594684399833,-1.06923761950638,0.027303658221473
KP0631_LM_SB20,KP0631_LM_SB20,AL,LM_SB20,SB,SB20,20,-9.82787350990415,-0.369199285442616,0.0220984184116501,0.212367603823131,-1.15762781916016,-0.230348117263262
KP0634_LM_SB20,KP0634_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.0222675008647,-2.0182325610126,-0.0280151576360003,0.0145167724440963,-1.17686121108484,0.146944883058314
KP0636_AC_SB20,KP0636_AC_SB20,AA,AC_SB20,SB,SB20,20,2.98556919496367,-2.17163477564574,0.165751740971673,-0.000423149429973701,-0.110269904228968,0.603100560483906
KP0638_AC_SB20,KP0638_AC_SB20,AA,AC_SB20,SB,SB20,20,2.68626646439707,-1.98400654835272,0.118169397440238,0.0399397431588883,-0.0655233885869793,0.574749294497417
KP0639_LM_SB20,KP0639_LM_SB20,AH,LM_SB20,SB,SB20,20,0.307171489981862,8.29687985954027,-0.12226787541891,1.42433152502273,0.0695256085165919,0.0680084664636204
KP0640_AC_SB20,KP0640_AC_SB20,AA,AC_SB20,SB,SB20,20,3.39039142185624,-2.38575106615094,-0.251780076933293,-0.0284549998269405,0.0079932978488255,0.606078882277338
KP0643_AC_SB20,KP0643_AC_SB20,AA,AC_SB20,SB,SB20,20,3.07176024279912,-2.26134216955564,-0.553126984999733,-0.0182709574766764,0.0510522166038452,0.888188572392453
KP0645_AC_SB20,KP0645_AC_SB20,AA,AC_SB20,SB,SB20,20,3.381372414642,-2.29036010142176,-0.377767317511717,-0.038434222925515,-0.0184304184630289,0.242605585209729
KP0646_AC_SB20,KP0646_AC_SB20,AA,AC_SB20,SB,SB20,20,3.48596734006483,-2.47715505411547,-0.512086396999256,-0.0242128053876987,-0.0478700647080182,0.376624879813649
KP0647_AC_SB20,KP0647_AC_SB20,AA,AC_SB20,SB,SB20,20,3.56390543081513,-2.5782780981466,-0.310822951671255,0.0112906804370109,-0.00631450143532986,0.414928035961703
KP0648_AC_SB20,KP0648_AC_SB20,AA,AC_SB20,SB,SB20,20,2.79931524667744,-2.25515761138551,-0.375026667486562,-0.0375343452481352,0.00669033676335144,0.198247546946213
KP0649_AC_SB20,KP0649_AC_SB20,AA,AC_SB20,SB,SB20,20,3.4662594516366,-2.39512378097739,-0.177675897347918,0.0163395335187048,0.0823371789740363,0.897176873462306
KP0650_LM_SB20,KP0650_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.0607225459305,-1.90322505432246,0.00217177437020781,0.321723178842535,-0.876515454427736,-0.0168657421902624
KP0652_AC_SB20,KP0652_AC_SB20,AA,AC_SB20,SB,SB20,20,3.51990859373713,-2.57370035676729,-0.388621398902273,0.00369840063174671,-0.0422398202809463,0.702198907262151
KP0654_AC_SB20,KP0654_AC_SB20,AA,AC_SB20,SB,SB20,20,2.62635987292894,-1.90631657660966,-0.240386875847953,-0.00129155698366819,-0.0467206240163353,0.446473099829381
KP0657_LM_SB20,KP0657_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.2405981607526,-2.05508658004002,-0.00483170664235416,0.148893994667056,-1.37413732287291,0.0252916403608757
KP0660_AC_SB20,KP0660_AC_SB20,AA,AC_SB20,SB,SB20,20,3.52911631968547,-2.51332095343454,-0.422831042327941,0.0231658231448853,0.00586618882902792,0.481397784145286
KP0661_AC_SB20,KP0661_AC_SB20,AA,AC_SB20,SB,SB20,20,3.50565850537343,-2.40602346722846,-0.352064036300401,0.0165150990351256,-0.0197625363832566,-0.195878622519512
KP0662_AC_SB20,KP0662_AC_SB20,AA,AC_SB20,SB,SB20,20,3.4984674314797,-2.44764810801634,-0.3460893366709,-0.00515193114291294,0.0215069534219821,-0.137104116130552
KP0664_LM_SB20,KP0664_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.1746496570562,-1.99866707739076,-0.0570633826238728,-0.270340762555444,2.40994257547382,-0.0525430328216413
KP0665_AC_SB20,KP0665_AC_SB20,AA,AC_SB20,SB,SB20,20,3.17569822388116,-2.26261416288076,-0.447668500404849,-0.0438338747846968,0.0251572553490682,0.20909850561453
KP0666_LM_SB20,KP0666_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.3870735342673,-1.74169924669912,0.0603098864477413,-0.0160304734848405,2.57205953883191,-0.0512166307586618
KP0667_AC_SB20,KP0667_AC_SB20,AA,AC_SB20,SB,SB20,20,3.48605842978844,-2.47823811752886,-0.383646258608825,0.0262305401663971,-0.013123190994475,0.52478204541599
KP0668_AC_SB20,KP0668_AC_SB20,AA,AC_SB20,SB,SB20,20,3.49562026419255,-2.45286611607232,-0.0219142381265281,0.0345148340137806,0.0135219412817219,0.450818909629442
KP0669_AC_SB20,KP0669_AC_SB20,AA,AC_SB20,SB,SB20,20,3.37491291359997,-2.5474855047122,-0.359284732434075,0.0303494298277449,-0.0652284997253806,-0.519221291098844
KP0670_LM_SB20,KP0670_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.1272746076562,-2.02888367844355,-0.016529184072467,-0.155348742256832,0.656892711297244,0.0560711479486503
KP0671_AC_SB20,KP0671_AC_SB20,AL,AC_SB20,SB,SB20,20,-10.8031321986587,-1.96490290896706,0.0197520780829213,0.153252781073402,-1.36903697164911,-0.0017397726171416
KP0676_LM_SB20,KP0676_LM_SB20,AL,LM_SB20,SB,SB20,20,-10.6621647070791,-1.84253217095856,-0.00174520252543712,-0.0849722526107672,2.31255420611521,-0.0546006946590941
KP0677_LM_SB20,KP0677_LM_SB20,AL,LM_SB20,SB,SB20,20,-11.2417961514731,-1.97588837000717,-0.0601000081570852,0.0424869971040466,-1.28450271748721,-0.0282600164608898
KP0678_AC_SB20,KP0678_AC_SB20,AA,AC_SB20,SB,SB20,20,3.33210591970127,-2.15731586256857,3.06086771320354,0.136602362256332,-1.25756521825705e-05,0.468002672989234
KP0679_AC_SB20,KP0679_AC_SB20,AA,AC_SB20,SB,SB20,20,3.34426923290151,-2.22416737711851,-0.030828600616177,-0.0327750379713381,-0.0339347642573945,0.396379849782664
