0.957876										
2.23293	2.44086									
2.44976	2.60901	0.900571								
10.3581	10.358	10.3583	10.3584							
10.3581	10.358	10.3583	10.3584	-1.59787						
10.358	10.3579	10.3582	10.3583	1.34239	1.35893					
10.3579	10.3578	10.3582	10.3582	1.80195	1.80906	0.824806				
10.3575	10.3574	10.3578	10.3578	2.89433	2.8969	2.65708	2.48603			
10.3576	10.3575	10.3579	10.3579	2.73402	2.73681	2.44983	2.23362	0.99182		
10.3574	10.3573	10.3577	10.3577	3.04249	3.04397	2.84374	2.70182	1.18318	1.73393	
10.3574	10.3573	10.3577	10.3577	3.09351	3.09477	2.90618	2.77326	1.48076	1.91651	0.132952
