,Taxa,HoL,Ho,HoU,HeL,He,HeU,fstL,fst,fstU,fitL,fit,fitU,fis,fis.1,fisU
1,aa2,0.12,0.128,0.135,0.128,0.137,0.145,0.035,0.039,0.043,0.054,0.066,0.076,0.016,0.028,0.039
