,Taxa,HoL,Ho,HoU,HeL,He,HeU,fstL,fst,fstU,fitL,fit,fitU,fis,fis.1,fisU
1,ah3,0.05,0.059,0.07,0.32,0.335,0.35,0.083,0.119,0.154,0.79,0.825,0.852,0.764,0.802,0.83
