,Taxa,HoL,Ho,HoU,HeL,He,HeU,fstL,fst,fstU,fitL,fit,fitU,fis,fis.1,fisU
1,ah1,0.068,0.075,0.084,0.196,0.209,0.221,0.07,0.082,0.095,0.6,0.64,0.675,0.566,0.608,0.644
