,Taxa,HoL,Ho,HoU,HeL,He,HeU,fstL,fst,fstU,fitL,fit,fitU,fis,fis.1,fisU
1,ah2,0.118,0.129,0.142,0.272,0.287,0.302,0.046,0.061,0.078,0.512,0.55,0.582,0.482,0.521,0.554
