,Taxa,HoL,Ho,HoU,HeL,He,HeU,fstL,fst,fstU,fitL,fit,fitU,fis,fis.1,fisU
1,al1,0.191,0.206,0.222,0.196,0.211,0.225,-0.012,-0.004,0.003,-0.008,0.023,0.055,-0.006,0.027,0.059
