,Taxa,HoL,Ho,HoU,HeL,He,HeU,fstL,fst,fstU,fitL,fit,fitU,fis,fis.1,fisU
1,al2,0.152,0.163,0.176,0.16,0.171,0.182,-0.005,-0.002,0.001,0.017,0.043,0.068,0.02,0.045,0.07
