0.112358																							
0.064868	0.045736																						
0.044802	0.014041	-0.051694																					
0.083924	0.01371	-0.06366	-0.016169																				
0.03379	-0.014571	-0.048505	-0.020761	-0.119218																			
0.050344	0.240467	0.136576	0.119362	0.141589	0.107459																		
0.131888	0.201745	0.112301	0.11579	0.076484	0.048259	0.071039																	
0.045818	0.107552	-0.019647	0.023901	0.067886	-0.00525	-0.020438	0.051679																
-0.006402	0.111354	0.0025	-0.003222	0.009566	-0.006744	-0.074701	-0.098531	-0.108815															
0.091944	0.184602	0.014334	0.067479	0.021164	0.015972	-0.00712	0.033946	-0.080807	-0.049995														
0.063846	0.112242	0.001825	0.033277	-0.004354	0.037957	-0.094618	-0.075893	-0.002486	-0.139425	-0.062401													
0.219783	0.286985	0.142814	0.183094	0.227444	0.124908	0.14912	0.106564	0.086232	-0.027963	0.068839	-0.027907												
0.019715	0.206085	0.024704	0.085609	0.156979	0.082853	0.090448	0.007001	-0.012639	-0.090701	-0.044827	-0.069024	0.038076											
0.136284	0.273179	0.026584	0.168498	0.161152	0.12387	0.061756	0.077276	0.017266	0.010456	0.027767	-0.052987	-0.105441	-0.004252										
0.068953	0.222125	0.090233	0.051153	0.163699	0.024037	0.061199	0.054326	0.012656	-0.043273	0.003226	-0.1471	0.004717	-0.077144	-0.006615									
0.033386	0.169339	-0.070789	0.063862	0.118429	0.063661	0.062852	0.08687	-0.138814	-0.047085	-0.059082	-0.032771	0.039375	-0.099358	-0.00319	-0.074727								
0.12199	0.180422	-0.042211	0.052709	0.122779	0.02695	0.063785	0.064316	-0.08904	-0.02686	-0.058791	-0.077678	-0.077377	-0.059098	-0.063456	-0.013672	-0.25815							
0.138295	0.089232	0.033616	0.10739	0.139403	0.05522	0.095345	0.078365	-0.038355	-0.086644	0.002844	-0.001675	-0.034412	-0.062512	-0.080344	-0.037934	-0.160192	-0.223229						
0.104619	0.08103	0.047081	0.057264	0.034022	-0.001075	0.102273	-0.012139	0.004359	-0.127484	-0.037632	-0.054214	0.071372	-0.06728	-0.044802	-0.070697	-0.027588	0.010668	-0.248627					
0.072173	0.225755	0.06551	0.026205	0.156952	0.047847	0.135452	0.147479	-0.002903	-0.008388	0.009659	-0.029661	0.012313	-0.014951	0.025483	-0.152198	-0.04524	-0.02835	-0.043928	-0.016411				
0.097572	0.094426	0.022959	-0.00701	0.079521	0.021008	0.143944	0.164038	0.040644	-0.02979	0.115629	0.077067	0.107622	0.075581	0.138576	0.090877	0.104821	0.085773	0.121396	0.062408	0.038037			
0.0335	0.018817	0.060377	-0.000197	0.063475	0.03754	0.165102	0.120775	0.026682	0.064054	0.087021	0.076739	0.164505	0.11149	0.172967	0.087515	0.053614	0.11665	0.119537	0.077243	-0.013711	-0.023266		
0.133015	-0.011022	0.111466	0.027216	0.134451	0.037539	0.183144	0.178683	0.017112	0.014916	0.093771	0.103057	0.137883	0.106554	0.130109	0.113799	0.103829	0.086486	0.079193	0.054919	0.026303	-0.020211	0.048489	
0.064186	0.141139	0.056707	0.090532	0.01617	0.031844	0.172852	0.042531	0.06025	0.015862	0.025206	-0.008118	0.077331	0.098825	0.138346	0.16632	0.033609	0.020247	0.077565	0.015712	0.160693	0.071539	9.00E-06	0.190194
