,taxa.geodist$Individual,PC1xy,PC2xy,x,y,z
823,KP0138_HU_SB05,-23921.7770378897,0.566972084465363,31521.9989169553,5.35748913869074,-4.97709159713303
828,KP0143_HU_SB05,-23929.956117766,-4.48435404319951,31530.1806171141,0.310408221675829,-3.99170121029851
630,KP0436_HU_CA05,-10251.6515836237,3.79313052445458,17851.8736292177,1.48954061229658,-5.09177140164242
631,KP0437_HU_CA05,-10251.7010230093,3.1620119487304,17851.9233961154,0.858447778106086,-5.52392817404613
234,KP0744_HU_WP10,7595.22861859771,-16.1857254673639,5.00619817656757,-27.7509445478468,-9.81296499399555
258,KP0768_HU_WP10,7598.93534781191,-15.333285659338,1.2990270881762,-26.900428460356,-8.82411584254968
343,KP0901_HU_WP10,7582.17482831338,-16.7202368530883,18.0602640876288,-28.2786816019727,-10.3319334467155
344,KP0903_HU_WP10,7582.28157317222,-16.5507795708259,17.953431303374,-28.1092797377334,-10.3520902031609
193,KP0954_HU_WP05,7599.14996380749,12.4972763977821,1.06996846164174,0.930018474366114,-4.89129605302583
196,KP0957_HU_WP05,7599.16790308772,12.5467014695612,1.05200353470299,0.979434229907109,-4.90099973303757
197,KP0958_HU_WP05,7599.32167010753,12.4141380041601,0.898305329359442,0.846790985018358,-4.85249940767238
200,KP0961_HU_WP05,7599.8665842032,12.4960651735998,0.353348790990008,0.928435360458453,-5.09991868676607
203,KP0964_HU_WP05,7598.95927318752,11.7980859910622,1.26102190053662,0.230927120621732,-4.96424665074689
