,taxa.geodist$Individual,PC1xy,PC2xy,x,y,z
506,KP0491_AC_WP20,16528.1006007197,10.2134940301568,18.7068014477008,-46.3770756574314,-20.0922384141217
509,KP0494_AC_WP20,16527.91182857,9.91341564789079,18.8955716962135,-46.0769960791819,-20.2298344969143
517,KP0505_AC_WP20,16528.5779447007,9.71397126857593,18.2294543019187,-45.8775559201328,-20.0131573425034
520,KP0508_AC_WP20,16528.731564009,10.2029525959194,18.0758380915974,-46.3665382207407,-20.1570059043942
524,KP0512_AC_WP20,16529.3571448618,10.551649200298,17.4502594480354,-46.7152387885578,-19.7659205101107
528,KP0516_AC_WP20,16529.3806922644,10.3453510556788,17.4267107384417,-46.5089407931302,-19.9593809395373
533,KP0521_AC_WP20,16529.1920125012,9.74536049637409,17.615386700306,-45.9089490384334,-19.835414810971
535,KP0523_AC_WP20,16529.7515760608,9.66774423662447,17.0558226489488,-45.83133632387,-19.8946692323823
542,KP0530_AC_WP20,16529.8530397023,10.4163709412221,16.9543637504961,-46.5799636712881,-19.8105476568612
544,KP0532_AC_WP20,16530.1362502283,9.99603021538434,16.6711505614178,-46.1596247397744,-19.6645744554
545,KP0533_AC_WP20,16530.5861855711,10.231093450969,16.2212167078598,-46.3946908259758,-19.6150546984611
547,KP0535_AC_WP20,16530.7356446986,10.1293287900208,16.071756935674,-46.2929271119465,-19.6851560215487
548,KP0536_AC_WP20,16530.2218146793,9.80037999392487,16.5855848708735,-45.9639750604231,-19.878970033992
549,KP0537_AC_WP20,16530.3685607781,9.86606138703959,16.4388391882004,-46.0296573832647,-19.8779034280513
557,KP0545_AC_WP20,16530.6896747399,11.2726326111897,16.1177341378743,-47.4362306418441,-20.0086470027178
558,KP0546_AC_WP20,16530.6219468706,11.4247865392562,16.1854629711664,-47.5883841408092,-19.7909305442654
567,KP0554_AC_WP20,16529.1615377965,11.7847554772378,17.6458743258876,-47.9483438261799,-20.2554564358981
581,KP0568_AC_WP20,16523.4827633605,9.23752195946647,23.3246326234286,-45.4010743298766,-19.6834578103035
584,KP0571_AC_WP20,16524.2105576787,8.8453491923775,22.5968358206323,-45.0089061738271,-19.5206533984526
585,KP0572_AC_WP20,16524.4504883631,9.50960524783349,22.3569093446351,-45.6731637493805,-20.1451620635385
592,KP0579_AC_WP20,16526.8846891162,9.94725536948687,19.9227113644425,-46.1108292932073,-20.3432460399372
13,KP0625_AC_SB20,-14963.5950078938,8.97872352774914,31510.4024016061,-44.9427855932659,-21.3006304765353
14,KP0626_AC_SB20,-14963.2289432304,7.70046117264699,31510.0363288441,-43.6645255574377,-20.3494634519642
24,KP0636_AC_SB20,-14972.1141689279,7.12474804871665,31518.921550894,-43.0887561400643,-19.919586040232
26,KP0638_AC_SB20,-14971.8227191462,6.86755418542569,31518.6300994828,-42.8315641232949,-20.0938322239137
28,KP0640_AC_SB20,-14972.0706596199,6.55965338011497,31518.8780380057,-42.5236617471326,-20.1110845680239
31,KP0643_AC_SB20,-14970.2081580253,8.58644154384631,31517.0155492521,-44.5504617109342,-21.3661658792731
33,KP0645_AC_SB20,-14968.7523677674,8.48389904085766,31515.5597583446,-44.4479284312882,-20.8168073125624
34,KP0646_AC_SB20,-14971.1904405284,7.20830919573695,31517.9978230239,-43.1723231394793,-20.2877689941619
35,KP0647_AC_SB20,-14968.3197702434,9.06423971119189,31515.1271644974,-45.0282718423863,-21.1857716898914
36,KP0648_AC_SB20,-14971.0356510665,7.10799046451061,31517.8430329264,-43.0720053889429,-20.3518979973897
37,KP0649_AC_SB20,-14967.8682887102,8.49448937892244,31514.6756793545,-44.4585243705458,-21.13594928891
40,KP0652_AC_SB20,-14969.5574728851,7.36248666548485,31516.3648563574,-43.3265109550941,-20.3613237371567
42,KP0654_AC_SB20,-14969.2795398247,7.60751554530563,31516.0869248495,-43.5715415957895,-20.4272815762142
48,KP0660_AC_SB20,-14969.5075154919,6.93954139946907,31516.3148962846,-42.9035660055981,-20.2467771247748
49,KP0661_AC_SB20,-14975.7540278259,7.30920699866398,31522.5614109606,-43.2731920292283,-20.5417690200095
50,KP0662_AC_SB20,-14968.3903367652,7.30888919867825,31515.197719898,-43.2729208828249,-19.7062824924678
53,KP0665_AC_SB20,-14974.9839072727,7.0430994096366,31521.7912887214,-43.007089319401,-19.9339975417579
55,KP0667_AC_SB20,16537.2824737596,-37.5982779669629,9.52462549056234,1.43463816582793,-0.232542158401878
56,KP0668_AC_SB20,-14967.4578886801,7.81774035161723,31514.2652750368,-43.7817779433947,-20.7531965564712
57,KP0669_AC_SB20,-14974.713995027,7.2206201532545,31521.5213776004,-43.184611773078,-19.9906234416913
65,KP0679_AC_SB20,-14979.8836712867,5.15149531019712,31526.6910407508,-41.115454176934,-18.489846939454
72,KP0686_AC_SB20,-14973.3621414552,6.03351488364551,31520.1695165076,-41.9975150683296,-19.3479229774753
74,KP0688_AC_SB20,-14973.2564265654,6.72792270845179,31520.0638060173,-42.6919235628918,-19.6627274568574
77,KP0691_AC_SB20,-14979.0399035342,6.05004791687371,31525.8472786912,-42.0140121293883,-19.0405324296104
84,KP0698_AC_SB20,-14973.0936588979,7.2135885232267,31519.9010414268,-43.1775904088918,-20.1056993117978
88,KP0703_AC_SB20,-14978.2928549723,5.5935760983626,31525.1002272373,-41.5575450439056,-19.1880297144693
89,KP0704_AC_SB20,-14980.6747132088,6.29581557899736,31527.4820899229,-42.2597694339666,-19.3699389033432
93,KP0708_AC_SB20,-14980.2244582452,6.42911670058871,31527.0318358038,-42.3930734082017,-19.507179441262
96,KP0711_AC_SB20,-14977.57769412,5.31280470999967,31524.3850646062,-41.276778186539,-18.7294601769968
97,KP0712_AC_SB20,-14979.4578562437,6.2651322824901,31526.2652327634,-42.2290938470089,-19.3778376930945
98,KP0714_AC_SB20,-14979.0957675058,6.8435403044367,31525.9031476901,-42.8075041630022,-19.8921407283002
101,KP0717_AC_SB20,-14986.710425539,6.07497057441692,31533.5178008538,-42.038886189383,-18.2853565547826
104,KP0720_AC_SB20,-14986.6890599164,5.37340871771288,31533.4964307863,-41.3373244680576,-18.0324719406701
108,KP0724_AC_SB20,-14985.7770470919,5.2549792056783,31532.5844172115,-41.2189007341963,-18.2913655401769
111,KP0727_AC_SB20,-14985.1869546833,6.49217867204354,31531.9943326414,-42.4561039391407,-19.1125483369895
114,KP0730_AC_SB20,-14985.4449468382,5.62619295275771,31532.2523193097,-41.5901165853308,-18.6606927070234
118,KP0734_AC_SB20,-14984.680146282,5.4379470309262,31531.4875175609,-41.4018755089923,-18.1770526909522
232,KP0742_AC_WP10,16541.8853933024,-7.64558740945977,4.92189571685998,-28.5180815534444,-9.69288680808697
236,KP0746_AC_WP10,16541.9947656282,-8.18347862494356,4.81251998314653,-27.9801910309134,-10.0703495864136
238,KP0748_AC_WP10,16543.2562241799,-7.83745274157176,3.55106362376811,-28.3262249064061,-9.51180725428919
241,KP0751_AC_WP10,16542.5143666924,-6.48533100602827,4.29292967780872,-29.6783419417919,-9.70473339927706
243,KP0753_AC_WP10,16543.6663006735,-6.22123992659865,3.14099736988192,-29.9424403194375,-9.65418398394489
247,KP0757_AC_WP10,16544.3798387572,-6.34786361099864,2.42745848404262,-29.8158211557495,-8.56715984613852
248,KP0758_AC_WP10,16545.0561385475,-8.82174168194119,1.75114302019948,-27.3419473696382,-8.95646681277396
250,KP0760_AC_WP10,16545.271781117,-8.85979595500662,1.53550020956395,-27.3038944628039,-8.66492287644742
257,KP0767_AC_WP10,16545.8423191188,-8.44852707006467,0.964964813450812,-27.7151669624522,-8.15890595799532
261,KP0771_AC_WP10,16546.2868832099,-8.43326288407977,0.520400819012366,-27.730433965028,-8.36611374551839
263,KP0773_AC_WP10,16546.8072858342,-8.14832862860962,0,-28.0153715175681,-8.46962456323582
266,KP0777_AC_WP10,16544.956475717,-7.05390273296202,1.85081705100819,-29.1097856871556,-9.13644013330439
268,KP0779_AC_WP10,16545.2866163721,-6.85753115397554,1.52067764005912,-29.3061593577854,-9.15881701168668
276,KP0787_AC_WP10,16535.7936250986,-7.73345724825047,11.0136633638207,-28.4301731194989,-10.3071089470671
281,KP0792_AC_WP10,16536.7257624809,-8.68051849564491,10.0815199813682,-27.483117777796,-10.0684669897953
282,KP0793_AC_WP10,16536.3690062771,-7.24612304200414,10.438285272945,-28.9175109711346,-10.5242196068018
283,KP0794_AC_WP10,16536.7590902259,-8.26624635873028,10.0481948609469,-27.8973901258544,-10.1096288251492
286,KP0797_AC_WP10,16536.6458633744,-7.24868185840583,10.1614281594208,-28.9149539087956,-10.4901625833782
288,KP0799_AC_WP10,16536.7025151481,-7.4478868035276,10.1047751236532,-28.7157493226022,-10.1932975579912
292,KP0802_AC_WP10,16537.0778931271,-7.95223002842469,9.72939394928784,-28.2114084759692,-10.0949383690061
298,KP0808_AC_WP10,16537.3350695028,-8.33962676675754,9.47221511919315,-27.8240133670171,-10.1329951916792
301,KP0811_AC_WP10,16537.5866269263,-7.53072592966061,9.22066282057655,-28.6329157978712,-10.1296256028058
302,KP0812_AC_WP10,16537.6820460723,-7.82293847533706,9.12524182319978,-28.3407038567405,-10.1184087336838
305,KP0815_AC_WP10,16537.5964116844,-6.78664500918633,9.21088277670594,-29.3769967803231,-10.2576579932735
311,KP0823_AC_WP10,16531.5829209577,-7.1965685727803,15.2243709061773,-28.9670351175175,-10.9765169899945
318,KP0835_AC_WP10,16532.1544336503,-6.46402628983068,14.6528628546624,-29.6995810213423,-11.1777077771218
319,KP0837_AC_WP10,16532.6029260712,-6.35765353003087,14.2043711077223,-29.8059566226196,-10.6265794692629
328,KP0857_AC_WP10,16533.8610283987,-7.37007624950456,12.9462623659675,-28.7935418740303,-10.650748186453
330,KP0861_AC_WP10,16534.1692748984,-7.08684262455648,12.6380176606704,-29.0767774519068,-10.5097870681294
332,KP0879_AC_WP10,16526.4900491897,-7.11074355737776,20.3172432177775,-29.0528278663946,-11.9650403645614
333,KP0881_AC_WP10,16527.05221919,-7.15381675424331,19.7550729446024,-29.009758231228,-11.8425587174002
334,KP0883_AC_WP10,16527.1997958414,-7.37974963141051,19.6074948618175,-28.7838262890556,-11.6069966018016
336,KP0887_AC_WP10,16527.6290280669,-7.45382850697105,19.1782621669684,-28.7097501329508,-11.7204406768779
340,KP0895_AC_WP10,16529.0789486742,-7.04044894335634,17.728344178772,-29.1231388827099,-11.1309968544001
341,KP0897_AC_WP10,16528.9214942912,-7.51321667517226,17.8857955664981,-28.6503701533316,-10.8720043304209
191,KP0950_AC_WP05,16545.1601733009,-36.6221176690869,1.64693213403246,0.458427957824395,-5.03528425163498
201,KP0962_AC_WP05,16546.4539349316,-37.1524497400372,0.35316714331244,0.988751831976078,-5.05429775223373
204,KP0965_AC_WP05,16545.3285995329,-36.3366557697671,1.47850771055136,0.172964991424986,-4.95973946813661
213,KP0974_AC_WP05,16537.4279711654,-38.5354997396512,9.37912214686411,2.37185901668046,-4.94234010365292
216,KP0977_AC_WP05,16537.6783723432,-38.7992935968518,9.12871929777438,2.63565128742793,-5.13707083514851
217,KP0978_AC_WP05,16534.661323869,-37.498683411248,12.1457760120601,1.33506021673682,-5.22190695651972
220,KP0981_AC_WP05,16530.9263427732,-39.1421961649287,15.8807466951243,2.97859663382267,-4.89567160696823
221,KP0982_AC_WP05,16530.3173006129,-38.8809462290279,16.4897905106013,2.71735055658962,-4.91498959773911
638,KP0992_AC_CA10,-1281.93723390705,-9.01937160327312,17828.7445138648,-27.0313723103355,-10.6178265161688
671,KP0993_AC_CA10,-1281.37468765648,-8.08153853718966,17828.181973556,-27.969208940482,-10.950656673697
674,KP0999_AC_CA10,-1287.42488822401,-6.97804930783319,17834.2321811147,-29.0726598380167,-10.4270247027373
679,KP1009_AC_CA10,-1286.15442301137,-7.08277276037826,17832.9617152386,-28.9679444346644,-10.1701881940094
680,KP1011_AC_CA10,-1284.76671541595,-7.66394813613433,17831.5740039611,-28.3867778509144,-10.4184959275861
648,KP1012_AC_CA10,-1290.52897956265,-8.68596017771398,17837.3362616326,-27.3647293018127,-9.99657890987472
682,KP1015_AC_CA10,-1284.45560949514,-8.04256873429425,17831.2628956415,-28.0081592238124,-10.5076655083793
684,KP1019_AC_CA10,-1291.64371586705,-6.54839280301562,17838.4510114798,-29.5022896139174,-10.2972333426987
685,KP1021_AC_CA10,-1288.63048534759,-7.88428368735357,17835.4377724967,-28.1664178203037,-10.1690742388993
653,KP1022_AC_CA10,-1290.05373359585,-8.86468048120922,17836.8610145335,-27.1860120093011,-10.3750186081115
656,KP1028_AC_CA10,-1299.11654885304,-7.95012410646246,17845.9238355848,-28.1005109654341,-9.7515704208018
689,KP1029_AC_CA10,-1296.31915747966,-7.09445033292592,17843.1264496327,-28.9562024621751,-9.97873290011457
657,KP1030_AC_CA10,-1298.75384450143,-7.71844888372463,17845.561132701,-28.3321884861259,-9.76799380176567
658,KP1032_AC_CA10,-1296.07818443135,-8.14842563380925,17842.8854699068,-27.9022286880277,-9.89430262100768
665,KP1046_AC_CA10,-1301.13990106726,-8.00842631273054,17847.9471874296,-28.0421959399671,-9.48092655015614
698,KP1047_AC_CA10,-1301.84501422287,-7.21369660369163,17848.6523056203,-28.8369211816578,-9.46861364563782
668,KP1052_AC_CA10,-1299.64156246984,-7.79802879459431,17846.4488501652,-28.25260295101,-9.66281987706999
701,KP1053_AC_CA10,-1300.56479685462,-6.28005228535936,17847.3720941673,-29.770573610948,-9.59914115121207
713,KP1062_AC_CA20,-1286.38857769727,9.10546638860073,17833.1959724871,-45.1561820998023,-19.0809360163315
712,KP1066_AC_CA20,-1285.09324050766,9.53505105515267,17831.9006380192,-45.5857749731158,-18.8633110782541
709,KP1067_AC_CA20,-1286.87266237457,10.5156845721376,17833.680066099,-46.5663972163321,-18.7927949051172
736,KP1069_AC_CA20,-1286.00385431651,9.96277030749521,17832.8112545379,-46.0134884561425,-18.623223008388
715,KP1070_AC_CA20,-1284.71132000246,9.36085915977252,17831.5187164104,-45.4115854974441,-18.7265425231131
740,KP1077_AC_CA20,-1285.33786421051,9.74727103133418,17832.1452630666,-45.7979933994491,-18.4674419031381
807,KP1081_AC_CA20,-1284.83561589769,10.4905770780401,17831.6430194631,-46.5413026281969,-18.6533506218182
716,KP1088_AC_CA20,-1288.54908868396,8.98580172121151,17835.3564827156,-45.0365037442289,-18.2320374413794
744,KP1089_AC_CA20,-1283.83186729966,11.1042680904812,17830.6392747532,-47.155,-17.3092070451044
723,KP1104_AC_CA20,-1293.12034318353,9.56014427046655,17839.9277408539,-45.6108173317199,-19.1389743924781
748,KP1107_AC_CA20,-1289.65348133337,8.65794390185548,17836.4608732878,-44.7086389278622,-19.3991878999013
751,KP1115_AC_CA20,-1287.54977571115,9.21226601284279,17834.3571711776,-45.2629743671275,-19.092837593894
731,KP1120_AC_CA20,-1297.85321902613,9.4241194643619,17844.6606158346,-45.4747625398933,-19.9154939157482
756,KP1125_AC_CA20,-1293.1835194344,9.10194699259527,17839.9909142018,-45.1526196535968,-19.4554348794254
776,KP1128_AC_CA20,-1306.71543120669,7.24934120362506,17853.5228142364,-43.2999281315505,-22.4066145062281
767,KP1134_AC_CA20,-1305.23896332045,8.59421388949387,17852.0463548708,-44.6448101717386,-22.1644111259167
761,KP1135_AC_CA20,-1299.3409371187,8.32892600439668,17846.1483269884,-44.3795596543267,-20.4572138435909
762,KP1137_AC_CA20,-1299.17877741581,7.6326864267279,17845.9861628744,-43.6833211040549,-20.6039854134785
780,KP1140_AC_CA20,-1305.0060325565,7.02990840635029,17851.813414196,-43.0805061643883,-22.3498345184567
764,KP1141_AC_CA20,-1297.41973029782,8.44274824012914,17844.2271208887,-44.4933940621021,-20.7307933201645
813,KP1143_AC_CA20,-1296.85173658069,8.26412603867869,17843.6591260399,-44.3147754592502,-20.4284523052029
784,KP1148_AC_CA20,-1302.67767941779,8.14721907742337,17849.4850681362,-44.1978315870104,-21.433082386252
773,KP1149_AC_CA20,-1303.6256090282,8.42099093993634,17850.4329994811,-44.4715974437917,-21.2297848495172
