,taxa.geodist$Individual,PC1xy,PC2xy,x,y,z
873,KP0084_AC_SB10,-15001.1188359836,30.5285897796511,31517.0809748212,-29.1550881742154,-9.80584567608282
815,KP0130_AC_SB05,-14996.2183820413,-10.6975397480846,31512.1738298772,12.0702454590905,-6.06426425438681
817,KP0132_HU_SB05,-14993.6315127161,-10.3628646066293,31509.5870149044,11.7351504690502,-6.14630063793423
820,KP0135_HU_SB05,-15004.1631363528,-5.90917527612362,31520.1193612433,7.28317049641765,-5.0899868749231
825,KP0140_HU_SB05,-15005.4991278084,-3.83490568238279,31521.4556893385,5.20911776352825,-5.05607038691549
827,KP0142_HU_SB05,-15006.8058399302,-2.55850146806759,31522.7626086055,3.93292564747358,-4.87584404696656
830,KP0145_HU_SB05,-15010.2727123558,0.148314516639451,31526.229920306,1.22667237730911,-4.46544437789319
831,KP0146_HU_SB05,-15011.4834817743,0.528152968939667,31527.4407513569,0.847030439807984,-3.93864550790299
832,KP0147_HU_SB05,-15011.454045307,0.584752378120148,31527.4113240762,0.790426253787661,-3.88166373231365
833,KP0148_HU_SB05,-15011.2865895311,0.21125896497408,31527.2438076839,1.16389248367655,-3.88187965300092
834,KP0149_HU_SB05,-15014.1594990504,1.37561774175622,31530.1169061426,0,-3.93061970123118
264,KP0774_AC_WP10,16514.9808746465,22.999785760224,0.980457349749978,-26.7413972053157,-8.72514204442039
272,KP0783_HU_WP10,16514.5007846812,23.9460344078894,1.46070088635676,-27.6875679211557,-8.31872249842224
198,KP0959_HU_WP05,16515.2671246689,-4.46165076721762,0.689750296427123,0.719992501601502,-4.95198791341673
199,KP0960_HU_WP05,16515.2772803589,-4.26055292197321,0.679627245070359,0.518893010721138,-4.93101803693956
211,KP0972_HU_WP05,16511.5452465942,-5.37786177731354,4.4114796196163,1.6368075663426,-5.26042911401142
212,KP0973_HU_WP05,16509.2596589935,-5.34186102781025,6.69707303314674,1.60117777180483,-5.35357052365766
218,KP0979_HU_WP05,16497.4852320745,-7.68340139140339,18.4711197613706,3.94462911271491,-4.7805824683662
219,KP0980_HU_WP05,16500.0681232713,-6.91073911541306,15.8883540029114,3.17154763956487,-4.80927085583826
225,KP0986_HU_WP05,16494.4144844649,-6.56731385765213,21.542048473278,2.8290399808692,-4.73656817249321
226,KP0987_HU_WP05,16493.294353097,-6.35613887812294,22.6622141005017,2.61804680321834,-4.6593725696294
