0.068679																		
0.110564	0.059748																	
0.129142	0.102708	0.123486																
0.129298	0.150497	0.080078	0.135092															
0.100569	0.080093	0.075395	0.058869	0.100069														
0.052931	0.011387	-0.00956	0.100253	0.090196	0.028287													
0.094506	0.049805	0.035891	0.08135	0.072457	0.121862	0.094607												
0.049342	0.114667	0.028303	0.134665	0.048633	0.136897	0.042072	0.051087											
0.08943	0.116313	0.136159	0.138643	0.098153	0.12428	0.014525	0.041619	0.064276										
0.082577	0.065907	0.073375	0.119788	0.107351	0.070408	0.014824	-0.001157	0.027145	0.121267									
0.014857	0.046037	0.017829	0.01625	0.044563	0.096889	-0.015216	0.018913	-0.007366	0.014715	0.031973								
0.103048	0.057018	0.067934	0.047468	0.116715	0.090498	0.045867	0.092652	-0.005003	0.071866	0.077757	-0.081461							
0.071281	0.076812	0.09859	0.130609	0.098939	0.075706	0.001592	0.131094	0.062038	0.065704	0.055288	0.005587	0.090358						
0.138032	0.077326	0.082998	0.164858	0.170872	0.137169	0.115179	0.136904	0.17272	0.150752	0.12919	0.049146	0.065206	0.140261					
0.017366	0.040195	-0.04428	0.106422	0.129228	0.045787	0.051842	0.029547	0.059876	0.067536	0.013861	-0.060377	0.042779	0.10467	0.044037				
0.089525	0.0869	0.036157	0.148014	0.122878	0.09753	0.052482	0.110931	0.097348	0.171724	0.02391	0.091445	0.100383	0.13494	0.052534	0.038072			
0.102087	0.02361	0.066454	0.130165	0.095087	0.078909	-0.016005	0.05151	0.025179	0.059971	0.031701	0.045565	0.048385	-0.002138	0.144467	0.074374	0.05725		
0.107413	0.10655	0.087462	0.107353	0.079051	0.052587	0.030287	0.01202	0.12048	0.044028	0.061767	0.051943	-0.001514	0.137636	0.121993	0.091746	0.047253	0.091949	
0.054248	0.090831	0.069871	0.143389	0.101208	0.125005	0.127948	0.074261	0.038532	0.126163	0.046159	0.03475	0.064496	0.151546	0.118357	0.035624	0.136855	0.101808	0.093259
