-0.558097																		
10.6666	10.6666																	
10.6665	10.6665	1.48793																
10.6666	10.6666	1.08563	1.00537															
10.6664	10.6664	2.11554	1.46859	1.71592														
10.6665	10.6665	2.0308	1.39914	1.5622	0.0695375													
10.6664	10.6664	2.38945	1.98312	2.08008	1.08998	1.19762												
10.6664	10.6664	2.37888	1.9547	2.06863	1.00697	1.15527	-1.02827											
10.6662	10.6662	2.89519	2.65149	2.72207	2.28922	2.34822	1.97609	1.98775										
9.34093	9.34093	10.3579	10.3578	10.3578	10.3576	10.3577	10.3576	10.3576	10.3573									
9.34052	9.34052	10.3581	10.3579	10.358	10.3578	10.3578	10.3577	10.3577	10.3575	1.55641								
9.34055	9.34055	10.358	10.3579	10.3579	10.3578	10.3578	10.3577	10.3577	10.3575	1.48082	-1.03387							
9.33987	9.33987	10.3583	10.3582	10.3582	10.358	10.358	10.3579	10.3579	10.3577	2.55862	2.11896	2.15507						
9.33927	9.33927	10.3585	10.3584	10.3584	10.3582	10.3583	10.3582	10.3582	10.3579	2.96872	2.69109	2.71355	1.91596					
10.1288	10.1288	9.78947	9.78925	9.78931	9.78901	9.78904	9.78886	9.78886	9.78846	9.52224	9.52258	9.52256	9.52313	9.52363				
10.1296	10.1296	9.78842	9.7882	9.78826	9.78796	9.788	9.78781	9.78782	9.78741	9.52361	9.52395	9.52392	9.52449	9.52499	3.20354			
10.1295	10.1295	9.78852	9.7883	9.78836	9.78806	9.78809	9.78791	9.78791	9.78751	9.52348	9.52382	9.52379	9.52437	9.52486	3.14881	0.555785		
10.1294	10.1294	9.78868	9.78845	9.78851	9.78821	9.78825	9.78806	9.78807	9.78766	9.52328	9.52362	9.52359	9.52416	9.52466	3.02386	1.53703	1.09192	
10.1293	10.1293	9.78883	9.78861	9.78867	9.78837	9.7884	9.78822	9.78822	9.78782	9.52307	9.52342	9.52339	9.52396	9.52446	2.92202	2.00066	1.73783	1.01622
