6.97842											
7.43946	7.33566										
6.71268	7.64518	5.1772									
6.79052	7.47342	6.77568	5.81965								
6.97715	8.48123	5.99473	5.18179	4.48678							
6.37757	6.46424	6.30447	5.39096	5.32748	5.26						
5.51039	5.97047	4.29537	4.18774	4.24323	4.7043	4.66917					
7.00158	7.08559	6.0106	5.78053	4.62131	4.76657	5.6871	3.67124				
7.50163	6.93051	4.88287	5.57425	5.63512	5.62778	5.63797	4.29291	5.82065			
6.59756	6.87326	5.86515	5.39293	4.81249	4.15572	5.33034	4.08043	4.4683	5.18805		
6.67162	6.67593	5.70294	5.45861	4.67036	4.68289	5.74782	3.74958	4.98634	4.9563	4.70252	
6.73683	7.23882	5.75887	5.6271	5.22056	4.66835	5.71948	4.6974	5.46911	5.11339	4.88875	4.24465
