,x,y,z,p
KP0046_AC_SB10_X,0.003213537270843851,0.9371717764881764,-1.8000841916274373,1.0
KP0047_AC_SB10_X,-0.0006361996701121719,0.8962050177540515,-1.54927778264322,1.0
KP0048_AC_SB10_X,-0.004766400783374143,0.8879049959320503,-1.559888476906851,1.0
KP0049_HU_SB10_X,0.2117506758381224,-1.0473478448335678,-1.8195064469084539,1.0
KP0050_AC_SB10_X,1.500205103730485,2.984732152722142,-1.5260262925771266,1.0
KP0051_AC_SB10,-0.04029844860424131,7.819876029263032,-1.326577923660989,1.0
KP0052_AC_SB10,-0.039425252130213986,7.97128269511995,-1.4662331201864913,1.0
KP0053_AC_SB10,-0.2742151472211271,7.877907787810889,-1.4601952011786568,1.0
KP0054_AC_SB10,-0.32810100845356416,7.7460181975302325,-1.411261559287354,1.0
KP0055_AC_SB10_X,-0.37897962770776905,7.701976590888628,-1.5556265940055047,1.0
KP0056_AC_SB10,-0.3303157833392575,7.857449095748464,-1.5907804463429447,1.0
KP0057_AC_SB10,-0.4697585840441479,7.902599459593557,-1.6646333461721778,1.0
KP0058_AC_SB10,-0.07154629725920097,6.99118694409571,-1.273054990395778,1.0
KP0059_AC_SB10,-0.03315731803636534,6.9601436432676955,-1.4827158322286418,1.0
KP0060_AC_SB10_X,-0.21566570935787713,6.88876476370002,-1.4555994253195863,1.0
KP0061_AC_SB10,-0.6017738516386396,6.737838100458724,-1.430462815238925,1.0
KP0062_AC_SB10,-0.6680273459276275,6.718076406087323,-1.5496226237832007,1.0
KP0063_AC_SB10_X,0.24171791178349344,5.9075791069334365,-1.2874312758464064,1.0
KP0064_AC_SB10,0.35193979366858374,5.7791916904671305,-1.2131942419527004,1.0
KP0065_AC_SB10,0.4772991959514027,5.5029598632881145,-1.300628887014453,1.0
KP0066_AC_SB10,0.45524523075006645,5.376094356098802,-1.5318658243360357,1.0
KP0067_LM_SB10,0.6007571761028965,5.302005485860858,-1.3548267072080744,1.0
KP0068_AC_SB10,0.7423463621306934,5.535039160583013,-1.412983435949277,1.0
KP0069_AC_SB10,0.6466306493319863,5.782954623393444,-1.3198718370170544,1.0
KP0070_AC_SB10,1.1245200857599411,5.536541756568777,-1.603792140038353,1.0
KP0071_AC_SB10,1.3032532375533743,5.643281715345996,-1.369421318054001,1.0
KP0072_AC_SB10,1.1444625572785054,5.765219066494773,-1.2316059233438146,1.0
KP0073_HU_SB10,1.1504665234613936,6.093646604624447,-0.8939573657957507,1.0
KP0074_AC_SB10,0.5465642767097438,6.056070820662407,-1.1373623751154098,1.0
KP0075_HU_SB10_X,0.7892875613438,6.292205653926413,-0.8224855392408086,1.0
KP0076_AC_SB10,0.5633522290974885,6.158927172578183,-1.2247384792212943,1.0
KP0077_AC_SB10,0.4680308705490267,6.183303416010595,-1.1640145827906443,1.0
KP0078_AC_SB10,0.7223857125798326,6.346743264070446,-0.9441919590606048,1.0
KP0079_LM_SB10,0.5286378656531348,6.478153271708343,-0.9285332516428353,1.0
KP0080_AC_SB10_X,0.6323105456241697,6.542727967849763,-0.8683373243158863,1.0
KP0081_AC_SB10_X,0.5455717232491306,6.830217168848072,-0.7053657354605801,1.0
KP0082_AC_SB10,0.5437909063733445,7.025704481335902,-0.8074688024229937,1.0
KP0083_AC_SB10,0.4335930352930342,7.063861416884814,-0.9246319867909327,1.0
KP0084_AC_SB10,0.4684917952723562,7.015404291080631,-1.0808836673988518,1.0
KP0085_AC_SB10,0.39081424527091657,6.771716882471009,-1.116503095604887,1.0
KP0086_LM_SB10,0.274115408118077,6.775629819734094,-1.1988486760845907,1.0
KP0087_AC_SB10,0.33378846799497197,7.077659415185764,-1.165661101847236,1.0
KP0088_AC_SB10,-0.03996276489832551,7.01247147791539,-1.1839836084857993,1.0
KP0089_AC_SB10,0.5423810157629958,7.537219231612232,-0.8574705628248145,1.0
KP0090_AC_SB10,0.3946063004863291,7.452442681390032,-0.9924004722822322,1.0
KP0091_HU_SB10,0.4267675444924761,7.414156582289708,-1.1138098739175186,1.0
KP0092_HU_SB10,0.606818493486864,7.643831589313173,-0.867288555970699,1.0
KP0093_HU_SB10,0.6050648347045738,7.64534569915034,-0.9452614239535811,1.0
KP0094_HU_SB10,0.5809608426921333,7.681717789019709,-0.97504467833441,1.0
KP0095_AC_SB10,0.4892664871254321,7.713103993713569,-1.0016458186459867,1.0
KP0096_HU_SB10_X,0.5015894170019314,7.829314022131262,-0.9456494958822868,1.0
KP0097_HL_SB10_X,0.34648998340856946,7.799620751869362,-0.8724242534441936,1.0
KP0098_AC_SB10,0.264725683419206,7.71624856492387,-0.9170778814661165,1.0
KP0099_AC_SB10,-1.6955097541949415,10.679492632254021,-1.8163444444295276,1.0
KP0100_AC_SB10,-0.8804696316493261,10.780378452501267,-1.6761973185943528,1.0
KP0101_AC_SB10,-1.4326762325256952,9.808264886853427,-1.4291629428186472,1.0
KP0102_AC_SB10,-0.632167370016038,9.234032571255725,-1.4091894873251867,1.0
KP0103_AC_SB10,-0.4577604239249181,9.141848402919042,-1.5129942885161127,1.0
KP0104_AC_SB10,-0.6905248794920977,8.981114406922027,-1.411835665164393,1.0
KP0105_AC_SB10,-0.8775689237006502,9.010325989862729,-1.5051365245248056,1.0
KP0106_AC_SB10_X,-0.25234338889462543,8.386102971317944,-1.6002525782916621,1.0
KP0107_AC_SB10,0.1464906136673042,8.54114519863808,-1.5713656282241668,1.0
KP0108_AC_SB10,0.08410369061008677,8.677564686177972,-1.700851376615651,1.0
KP0109_LM_SB10,0.12098296370214404,8.625819612634773,-1.8596109782393417,1.0
KP0110_AC_SB10_X,-0.22889493465082772,8.878089332445663,-1.392662104712173,1.0
KP0111_AC_SB10_X,-0.21783990625517186,8.822603223909981,-1.4328339035120026,1.0
KP0112_AC_SB10,0.0597421173492021,9.042910582895427,-1.6273336782249281,1.0
KP0113_LM_SB10,0.16499902120026524,10.330793974212732,-2.0346923127429544,1.0
KP0114_AC_SB10_X,-0.7227997018030811,10.625701456659415,-1.7707982317405624,1.0
KP0115_AC_SB10_X,-0.7128731261869784,10.666892229973644,-1.8329627354631512,1.0
KP0116_AC_SB10,-0.8092743997155433,11.566969369584331,-1.8584703739282529,1.0
KP0117_AC_SB10,-1.0081593901075365,17.542981136171992,-1.7919669500579192,1.0
KP0118_AC_SB10_X,-1.5399840577241104,17.30310533091033,-1.8231571717170931,1.0
KP0119_AC_SB10,-2.12310962414791,16.92960185166955,-1.603506479649123,1.0
KP0120_AC_SB10_X,-1.6970985178886664,17.309278960027527,-1.5369471361503373,1.0
KP0121_AC_SB10,-1.138888063784227,17.27238220230986,-1.7036806568164176,1.0
KP0122_AC_SB10,-2.2928602621962146,15.076426827820733,-1.6637044067048792,1.0
KP0123_AC_SB10,-0.5688305377988039,15.382863028859475,-1.40729382472841,1.0
KP0124_AC_SB10,-1.067231724522984,15.468676474854544,-1.5742690409956304,1.0
KP0125_AC_SB10,-1.1417041679071043,15.537617570595312,-1.7317304883094087,1.0
KP0126_AC_SB10,-0.5670179532079747,17.34760908448332,-1.6372551255769843,1.0
KP0127_AC_SB10,-0.7609541640598881,17.62980017275772,-1.6605044635409694,1.0
KP0128_LM_SB10,-0.6375354842943208,17.50008654090036,-1.8775252157529974,1.0
KP0129_AC_SB10,-0.13318848969606142,17.22983569115257,-1.7930204285264986,1.0
