,x,y,z,p
KP1071_AC_CA20,0.3004469280272596,-5.543325652591279,-1.8057385787963893,1.0
KP1073_LM_CA20_X,1.3187513946529534,-5.677652924825693,-2.358909153224677,1.0
KP1075_LM_CA20,0.9896677962478149,-6.019321238230043,-2.3780054777270285,1.0
KP1077_AC_CA20,0.2423641504160721,-6.324324072654708,-1.6738143765057238,1.0
KP1083_LM_CA20,0.3920543053521937,-7.167181816935442,-2.1670341338805374,1.0
KP1085_LM_CA20,0.42327874393019366,-7.559385957883127,-2.2405526349119005,1.0
KP1087_LM_CA20,1.2140847269317754,-8.271723270665627,-2.0789614386468647,1.0
KP1089_AC_CA20_X,1.9055065613975597,-7.956080331646252,-1.524467643493883,1.0
KP1101_LM_CA20,-0.563303252146547,-0.24886805680925697,-1.7261758470164787,1.0
KP1103_LM_CA20,-0.36145110919954476,-1.0376441354046302,-1.2352026159312053,1.0
KP1105_AC_CA20,-1.0082926435773298,-1.6988634410388732,-1.4036044538013077,1.0
KP1107_AC_CA20,-0.9066661718574667,-1.9282975908271305,-1.4893813829372498,1.0
KP1109_AC_CA20,-0.2152758621321859,-3.004546624917195,-0.7973797501697313,1.0
KP1113_AC_CA20,-0.23835904527342872,-4.015282657348492,-1.4515229608287517,1.0
KP1115_AC_CA20,-0.40137132447230606,-4.054170368225857,-1.7175103732279628,1.0
KP1117_LM_CA20,-0.8472868135362209,2.9921484205409468,-1.8070162596499335,1.0
KP1119_LM_CA20_X,-0.38456633288093206,3.447460369598266,-2.0974444818101032,1.0
KP1121_AC_CA20,-0.2705977728957914,3.0288473729394427,-1.7657164158851637,1.0
KP1123_LM_CA20,-0.8225525763790054,2.501674088378632,-1.4253350410053298,1.0
KP1125_AC_CA20,-0.3406830151667359,1.583934577658372,-1.41617253709998,1.0
KP1127_AC_CA20,-0.48339997519050837,1.32386143807608,-1.0881721254149996,1.0
KP1129_AC_CA20,-0.35209384122994275,0.8966007881612221,-1.357374956328787,1.0
KP1131_AC_CA20,-1.5602703736819932,8.588558090988032,-1.5434492268365474,1.0
KP1133_LM_CA20,-1.1929716947154139,8.255717008669487,-1.845508856159408,1.0
KP1135_AC_CA20,-1.142203667423689,7.8170351621828,-1.2714789238989683,1.0
KP1137_AC_CA20,-1.8251875440063074,7.673994235592009,-1.057798038812413,1.0
KP1139_AC_CA20,-0.6533121007768846,6.769464369261102,-1.9986621873002286,1.0
KP1141_AC_CA20,-1.2985196696807575,5.940075774577496,-1.7525460553009378,1.0
KP1126_LM_CA20_X,-2.2441886112886866,15.066177747972961,-2.529741538305615,1.0
KP1130_AC_CA20,-1.3375993746422226,14.006087605523595,-2.2421375337419605,1.0
KP1134_AC_CA20,-1.4234495107295795,13.872279570861874,-2.284656425297479,1.0
KP1139_LM_CA20_X,-1.1356379784687676,13.54986924583426,-2.243404126875942,1.0
KP1141K_AC_CA20_X,-1.2728791447285062,12.962750169704488,-1.5408669646687656,1.0
KP1143K_AC_CA20,-1.338052901574297,12.479886990355624,-1.4655095780571785,1.0
KP1145_AC_CA20_X,-1.5561221213950518,12.58738891971364,-1.799208431110472,1.0
KP1147_AC_CA20,-1.0833163544245457,12.15533875217992,-1.5318681034391457,1.0
KP1149_AC_CA20,-1.196276988927573,12.162096034029183,-1.5565703081717561,1.0
KP1151_AC_CA20,-1.4337300980878245,11.891503658005792,-1.4622773696906088,1.0
P4250159_LM_CA20,-1.3341164397332552,11.396273499503481,-1.6287255767507693,1.0
KP1128_AC_CA20,-2.614041275503916,15.368943635648876,-1.6603245459792386,1.0
KP1132_AC_CA20,-2.8763050891390343,15.206333950544357,-1.738344554143021,1.0
KP1136_AC_CA20,-2.5406989775740714,14.948718203837101,-1.8618844488211488,1.0
KP1138_LM_CA20,-2.7606860523042087,13.754169600341283,-2.0551907700076963,1.0
KP1140_AC_CA20,-2.876962027079143,13.664764089568067,-1.6682727282403116,1.0
KP1142_AC_CA20,-2.200154931908078,13.373037240385433,-2.0248575507855118,1.0
KP1144_LM_CA20,-2.021273089349118,11.64756410646139,-1.9425781297392601,1.0
KP1146_LM_CA20,-1.5301031489288308,11.35543189336463,-1.7651883838811153,1.0
KP1148_AC_CA20,-1.5918000072468235,11.244401371482688,-1.6840438356978054,1.0
KP1150_AC_CA20,-1.6380151524490656,11.127678128852594,-1.5450965466835955,1.0
L11_AC_CA20,-1.7668400935203135,10.818468271862743,-1.58875075512349,1.0
L12_AC_CA20,-2.394674480725187,10.661550257771621,-1.5885397493784337,1.0
L13_AC_CA20_X,-1.901265294384926,10.412612835997836,-1.4513544756714907,1.0
L14_AC_CA20,-1.994846761115698,9.9689850818335,-1.4556608261377293,1.0
L15_AC_CA20,-2.0083746622456893,10.183602131633688,-1.7520365524002386,1.0
L16_LM_CA20,-1.7536379772684705,9.157975618026468,-1.9648274364492282,1.0
KP1161_AC_CA20_X,-1.450212282843481,11.374903095386632,-1.4997396702159,1.0
KP1162_AC_CA20_X,-1.4392199430005546,11.192217856535583,-1.6156764604902738,1.0
KP1163_AC_CA20,-1.4161303511408356,10.500342771387407,-1.6117495693070707,1.0
KP1164_LM_CA20,-0.8371231039482417,10.414732114497129,-1.4081287041294128,1.0
KP1165_AC_CA20,-1.323478213647978,10.058585476388867,-1.665508532616269,1.0
KP1166_LM_CA20,-0.7310402058187659,9.595008835882936,-1.9075823140300616,1.0
KP1072_AC_CA20,0.09433934024385005,-6.6676925274674375,-1.8295601938040362,1.0
KP1074_AC_CA20,0.014456331457846552,-6.575263822291621,-1.8541589364485687,1.0
KP1076_AC_CA20,-0.5716539718686448,-7.370972753074572,-2.112056221811977,1.0
KP1078_AC_CA20,-0.39449005038239504,-9.465047046129438,-2.09582897065494,1.0
KP1080_AC_CA20,-0.26091869289749026,-9.78625948505046,-2.0131204831515754,1.0
KP1082_AC_CA20_X,-0.254564048598216,-9.95797569681764,-1.8186441375784452,1.0
KP1084_AC_CA20,-0.2318269948576278,-9.949771999145268,-1.7518523584507883,1.0
KP1086_AC_CA20,-0.2346066670379439,-10.034442539709275,-1.7381089150642979,1.0
KP1079_AC_CA20_X,0.8352627651147632,-6.779115691185747,-2.2212316175095794,1.0
KP1081_AC_CA20_X,0.7573524173613719,-6.802919891714462,-2.2612259925249134,1.0
KP1091_AC_CA20,0.5073960788308127,-10.36569360514396,-1.6159757212801558,1.0
KP1093_LM_CA20,0.4168954865169354,-10.479187193559037,-1.7498067058500142,1.0
KP1095_HU_CA20,0.6539161991699861,-10.537090795383541,-1.5260479892001777,1.0
KP1097_AC_CA20,0.13699929621069984,-10.470364519730785,-1.7287694191697138,1.0
KP1167_LM_CA20_X,-0.8504474082232927,9.218648766547641,-1.9298910996910232,1.0
KP1143_AC_CA20,-1.333253686725963,5.341259348518788,-1.459040909174663,1.0
P424028_LM_CA20,-1.2291212984567093,5.745543554796177,-1.8339689837656168,1.0
