,x,y,z,p
KP0656_AC_SB20,1.2919521538937604,-3.797067550762085,2.1199901858442156,1.0
KP0657_LM_SB20,3.067649206075173,-10.750826857365,1.8582858276798393,1.0
KP0658_AC_SB20,1.5022714862724842,-3.636704939607248,1.909921823290035,1.0
KP0659_LM_SB20,2.767503165350211,-10.721598884934487,1.972840570063283,1.0
KP0660_AC_SB20,1.7088637120375074,-3.9008733797842203,1.9625858027988494,1.0
KP0661_AC_SB20,2.0833634223916904,-10.15115949976531,1.772159538644474,1.0
KP0662_AC_SB20,1.5545155676497404,-2.810713960074427,2.6440325112379135,1.0
KP0663_AC_SB20,2.343993053463931,-9.819922469479753,2.017588661812496,1.0
KP0664_LM_SB20,0.331760506067353,-2.800980514639928,1.9412565456676236,1.0
KP0665_AC_SB20,2.5350199468488315,-9.32145402945695,2.1474997770269932,1.0
KP0666_LM_SB20,0.3620081911003138,-2.446641813284694,2.005710655301662,1.0
KP0667_AC_SB20＿X,2.229900841125911,-9.173102486636953,2.186251010610641,1.0
KP0668_AC_SB20,0.4306910269790507,-2.008493996155117,2.0802245058965365,1.0
KP0669_AC_SB20_X,2.321455756611806,-9.07944825067839,2.2057772587943227,1.0
KP0670_LM_SB20,0.3685790602183323,-1.8099328537381827,1.9706357524045763,1.0
KP0671_AC_SB20_X,2.4285631067302482,-8.917083471653024,2.1436914546420187,1.0
KP0672_AC_SB20,-0.11105063210656238,-1.9524362016270977,2.303525778463818,1.0
KP0673_AC_SB20_X,2.3000018615831497,-8.986085479114589,2.108132174261303,1.0
KP0674_AC_SB20,-0.04852469704196821,-1.7647644817823256,2.295013515101509,1.0
KP0676_LM_SB20,4.027090878251326,-10.258084782507465,1.8313400666367796,1.0
KP0678_AC_SB20,3.337718628051855,-10.131989290056199,1.7708382915055654,1.0
KP0679_AC_SB20,5.54932327640402,-13.85847902262902,2.1758460280973497,1.0
KP0680_LM_SB20,2.925785915333056,-9.524016176757074,1.7919601837244283,1.0
KP0681_AC_SB20,5.307951415596148,-13.808092629051853,2.1382963161097552,1.0
KP0682_LM_SB20,3.424096674341291,-9.587493794787767,1.8703598408284339,1.0
KP0683_AC_SB20,5.4870216030004295,-13.48219327665613,2.001082752042464,1.0
KP0684_LM_SB20,3.0294309092573064,-10.44566799053621,1.8734323190938806,1.0
KP0685_AC_SB20,4.3706123236844965,-13.816126242045774,2.091378783069401,1.0
KP0686_AC_SB20,3.470588953676561,-7.5561495800003495,2.1117297899680443,1.0
KP0687_AC_SB20,4.596463068461847,-13.659108451284265,1.9913398736026298,1.0
KP0688_AC_SB20,2.7114932935155585,-7.555793185883701,2.239218487608099,1.0
KP0689_AC_SB20,4.386167884822137,-13.34008651887295,2.158946591936665,1.0
KP0690_AC_SB20,2.283730496615939,-7.3150135721418295,2.306974316971364,1.0
KP0691_AC_SB20,4.392371796938664,-13.165596529896971,2.238873037198995,1.0
KP0692_AC_SB20,2.395603774252634,-8.10469915380812,2.1726163367563807,1.0
KP0693_AC_SB20,4.177966046530673,-13.180881602954837,2.0411527984559608,1.0
KP0694_LM_SB20,1.5562253954756033,-8.709223425626451,1.536517736366644,1.0
KP0695_AC_SB20,4.484202494342651,-13.061181237188482,2.1131557210101204,1.0
KP0696_AC_SB20,1.9272537380667225,-8.267969166414852,2.159473139236809,1.0
KP0697_AC_SB20,4.455347320114208,-12.866131610418494,2.0003040362563294,1.0
KP0698_AC_SB20,2.0451358462798037,-7.479825287038689,2.145488638834272,1.0
KP0699_AC_SB20,4.341698431633024,-12.784733414439074,1.9719723996796923,1.0
KP0700_LM_SB20,1.7204602073410526,-7.466802869046884,1.8680604021750244,1.0
KP0702_AC_SB20,4.160485802582788,-15.316899017491826,2.2267747340449793,1.0
KP0703_AC_SB20,4.584912432095161,-12.376506359064782,1.8804482585517477,1.0
KP0704_AC_SB20,4.228203665241674,-14.833964278609283,2.0624902268065965,1.0
KP0705_AC_SB20_X,4.295841230637878,-12.3396565682057,1.9768391864331776,1.0
KP0706_LM_SB20,4.24494303781554,-14.222338186230413,1.821158758367551,1.0
KP0707_LM_SB20,4.821213511450886,-12.161912791418246,1.7022226871362078,1.0
KP0708_AC_SB20,3.9819838201567994,-14.41221413589871,2.0335715966543373,1.0
KP0709_AC_SB20,4.9357431263005624,-12.009732848362866,1.9437980512758086,1.0
KP0710_AC_SB20,4.059168891361212,-14.036907331806992,1.9269446921728355,1.0
KP0711_AC_SB20,4.973327462431078,-11.607626704190308,2.1223810458276455,1.0
KP0712_AC_SB20,4.085074316178637,-13.62515287753523,2.068295159989975,1.0
KP0714_AC_SB20,3.276150123264203,-13.367292345434723,1.9717483424738955,1.0
KP0715_LM_SB20,3.332414749846685,-11.723743339019483,1.6401378077168032,1.0
KP0716_LM_SB20,3.68564672331685,-12.133850901100844,2.0549449204297012,1.0
KP0717_AC_SB20,5.823933531399218,-20.725422135164926,2.6943799961392574,1.0
KP0718_LM_SB20,3.074214032756288,-11.688605037475076,1.7226472645761615,1.0
KP0719_AC_SB20,5.639364970248392,-20.071141744696998,2.6723766083523057,1.0
KP0720_AC_SB20,6.53746564738281,-20.602409642096884,2.5145578742350847,1.0
KP0721_AC_SB20,5.964449641593057,-20.12550091807005,2.649910559033462,1.0
KP0722_AC_SB20,6.057827123828229,-19.89758111722043,2.5563439818041664,1.0
KP0723_AC_SB20,5.5846625415553515,-19.629518776583463,2.3399773953484098,1.0
KP0724_AC_SB20,6.368376442678936,-19.69840682420414,2.2557016013180755,1.0
KP0725_LM_SB20,4.780742842656896,-19.68698937842004,2.1227149515319375,1.0
KP0726_AC_SB20,5.815419526751067,-19.693369293542453,2.213029111528502,1.0
KP0727_AC_SB20,4.817526890607953,-19.31415251843711,2.276365680696589,1.0
KP0728_AC_SB20,6.359090308431633,-19.278969647022087,2.2615206052335193,1.0
KP0729_LM_SB20,4.346989526935201,-17.3190451733454,1.8736124033209418,1.0
KP0730_AC_SB20,5.8140292404143,-19.436300378170067,2.1635486683663805,1.0
KP0731_LM_SB20,4.1316926781507695,-17.05071396499155,1.649659398009016,1.0
KP0732_LM_SB20,5.993832150736506,-19.06751234309801,2.133890260563666,1.0
KP0733_LM_SB20,3.8332131308236477,-17.19298311352877,1.8307109143447478,1.0
KP0734_AC_SB20,6.133651131492699,-18.62846147360395,2.478988405347835,1.0
KP0736_AC_SB20,6.281027739395309,-17.99419035563593,2.492236251682828,1.0
