Individual,Site,Loc,Depth,x,y,z
KP0123_AC_SB10,SB10,SB,10,31525.4302109078,-27.9309649004054,-10.0209906677187
KP0124_AC_SB10,SB10,SB,10,31525.5160243756,-27.4325637174322,-10.1879658839859
KP0125_AC_SB10,SB10,SB,10,31525.5849654746,-27.3580912770616,-10.3454273312997
KP0126_AC_SB10,SB10,SB,10,31527.3949569634,-27.9327775708773,-10.2509519685672
KP0127_AC_SB10,SB10,SB,10,31527.6771480601,-27.7388413723602,-10.2742013065312
KP0128_LM_SB10,SB10,SB,10,31527.5474344229,-27.8622600464559,-10.4912220587432
KP0129_AC_SB10,SB10,SB,10,31527.2771835511,-28.3666070292412,-10.4067172715167
KP0163_AC_SQ12_X,SQ10,SQ,10,42882.4653876342,-28.949657682045,-11.870625474143
KP0170_AC_SQ12_X_SP,SQ10,SQ,10,42882.1751482626,-28.7589298936523,-11.9176688452488
KP0166_AC_SQ12_X,SQ10,SQ,10,42882.0141167086,-28.8904679368942,-11.9299017952256
KP0179_AC_SQ12,SQ10,SQ,10,42882.10444215,-29.7909104975634,-11.9098306058964
KP0180_AC_SQ12,SQ10,SQ,10,42882.1583349387,-29.794893605529,-12.0194325548129
KP0181_AC_SQ12_X,SQ10,SQ,10,42882.1060494431,-29.6614060254249,-11.7039328885389
KP0182_AC_SQ12_X,SQ10,SQ,10,42882.096550923,-29.654845182233,-11.7574502201731
KP0183_AC_SQ12_X,SQ10,SQ,10,42882.0172884873,-29.5099530011054,-11.8975026134772
KP0184_AC_SQ12_X,SQ10,SQ,10,42882.0082962003,-29.5387433896699,-11.8653243103767
KP0185_AC_SQ12_X,SQ10,SQ,10,42882.1230359332,-29.5327203782582,-12.0077213924
KP0186_LM_SQ12,SQ10,SQ,10,42882.2025571506,-29.6827413342639,-12.1569361879272
KP0187_AC_SQ12,SQ10,SQ,10,42882.5839376208,-29.1972470606192,-11.6938130337875
KP0188_AC_SQ12,SQ10,SQ,10,42882.6334966427,-29.0919428388811,-11.7798605469891
KP0189_AC_SQ12,SQ10,SQ,10,42888.8321033402,-28.478256704558,-12.1864155748682
KP0190_AC_SQ12,SQ10,SQ,10,42888.8749740766,-28.842569811457,-12.3036940676096
KP0192_AC_SQ12,SQ10,SQ,10,42893.4383414358,-26.8229077625891,-12.7287395262982
KP0191_AC_SQ12_X,SQ10,SQ,10,42895.6505377938,-26.3233562779586,-12.5171546937008
KP0194_AC_SQ12,SQ10,SQ,10,42891.7926556556,-26.5186416064677,-12.3203295916851
KP0193_AC_SQ12_X,SQ10,SQ,10,42891.7250076727,-26.6470593525186,-12.4291893882363
KP0195_AC_SQ12,SQ10,SQ,10,42891.7315202509,-26.646576849254,-12.3105365861541
KP0196_AC_SQ12,SQ10,SQ,10,42891.7484665416,-26.4225592015165,-12.120657465262
KP0197_AC_SQ12_X,SQ10,SQ,10,42891.5905934621,-26.5195487990987,-12.0173782838356
KP0198_AC_SQ12,SQ10,SQ,10,42891.4845814225,-26.4988262272976,-11.9221776827583
KP0199_AC_SQ12,SQ10,SQ,10,42891.6161615256,-26.1635460324509,-12.1480938093299
KP0200_AC_SQ12,SQ10,SQ,10,42891.4896044155,-26.169563745968,-12.046199691563
KP0201_AC_SQ12,SQ10,SQ,10,42891.5230792205,-26.2658485850923,-11.8450108746425
KP0202_AC_SQ12,SQ10,SQ,10,42891.3525799948,-26.6602332837553,-12.3872235553539
KP0203_AC_SQ12,SQ10,SQ,10,42890.8624774068,-26.5679353535778,-12.4690354649711
KP0204_AC_SQ12,SQ10,SQ,10,42891.3534104361,-26.8634931935882,-12.1809017765173
KP0205_AC_SQ12,SQ10,SQ,10,42891.3958409329,-27.0190215157884,-12.3203405161663
KP0206_AC_SQ12,SQ10,SQ,10,42894.1674639604,-27.6374660958314,-12.394647881014
KP0207_LM_SQ12,SQ10,SQ,10,42894.8063559867,-27.6709070835165,-12.3240631099294
KP0208_AC_SQ12,SQ10,SQ,10,42895.1453471053,-27.2035509084343,-12.3479550267894
KP0209_AC_SQ12,SQ10,SQ,10,42895.6672560723,-27.5915042874081,-12.2379730606787
KP0210_AC_SQ12,SQ10,SQ,10,42896.9361005077,-25.231553972675,-12.1651570395993
KP0211_AC_SQ12,SQ10,SQ,10,42899.6141783651,-26.5700507812657,-11.8486754863852
KP0150_AC_SQ12,SQ10,SQ,10,42881.8583767335,-28.8410190510461,-11.7284216565268
KP0151_AC_SQ12,SQ10,SQ,10,42881.7901431784,-28.8399713690776,-11.7397230306189
KP0153_AC_SQ12,SQ10,SQ,10,42880,-28.0773254227804,-12.022223217879
KP0154_AC_SQ12,SQ10,SQ,10,42885.2642904025,-28.7337591946288,-12.1107345963192
KP0152_AC_SQ12,SQ10,SQ,10,42881.7494897207,-28.7487379404196,-11.667539311276
KP0155_AC_SQ12,SQ10,SQ,10,42885.3444587691,-28.8756017471822,-12.1379444676962
KP0156_AC_SQ12,SQ10,SQ,10,42885.3491064621,-29.0620738319536,-12.2400876722219
KP0157_AC_SQ12,SQ10,SQ,10,42885.2699373765,-28.6157958999122,-12.1593419907441
KP0158_AC_SQ12,SQ10,SQ,10,42885.0498250956,-28.6877090124627,-12.1551351980211
KP0159_AC_SQ12_X,SQ10,SQ,10,42883.0962571899,-28.8167543971774,-11.6538921703818
KP0160_AC_SQ12_X,SQ10,SQ,10,42882.6629720335,-29.0024571906134,-11.6678472996591
KP0161_AC_SQ12,SQ10,SQ,10,42882.6605477348,-28.9447030175506,-11.6318292445647
KP0162_AC_SQ12,SQ10,SQ,10,42882.5641343786,-28.9582918432839,-11.5272222797739
KP0164_AC_SQ12,SQ10,SQ,10,42882.3754493962,-28.6573638699668,-11.772705114644
KP0165_AC_SQ12,SQ10,SQ,10,42882.2753955675,-28.5634808747661,-11.8336567862352
KP0171_AC_SQ12_X,SQ10,SQ,10,42881.8332419056,-28.8649635491657,-11.7601916861272
KP0166_AC_SQ12_X_SH,SQ10,SQ,10,42882.2989717432,-28.7787010682995,-11.9068932103929
KP0167_AC_SQ12,SQ10,SQ,10,42882.1416402521,-28.3853044265811,-11.7809100436604
KP0169_AC_SQ12_X,SQ10,SQ,10,42882.0074828439,-28.4464458286472,-12.0508507478451
KP0170_AC_SQ12_X,SQ10,SQ,10,42881.8075040727,-28.8997523467651,-11.8143169029081
KP0172_AC_SQ12,SQ10,SQ,10,42881.898457606,-29.6200711698604,-11.8054126840961
KP0173_AC_SQ12,SQ10,SQ,10,42881.9251333947,-29.7067096380633,-11.7489145299261
KP0174_AC_SQ12,SQ10,SQ,10,42881.9026969027,-29.7895978322648,-11.7865851463886
KP0175_AC_SQ12,SQ10,SQ,10,42881.8956847579,-29.883690750281,-11.8651770782073
KP0176_AC_SQ12,SQ10,SQ,10,42881.9775085626,-29.7963951283665,-11.7524754308857
KP0177_AC_SQ12,SQ10,SQ,10,42881.9752400238,-29.9568092345192,-11.7882662808906
KP0178_AC_SQ12,SQ10,SQ,10,42882.0337929852,-30,-11.9829617918608
KP0168_AC_SQ12_X,SQ10,SQ,10,42882.1629249161,-28.3812659996421,-11.8271898079046
