,x,y,z,p
KP0407_AC_CA05,-3.259423713697575,-19.6939588573051,-0.8535317225867375,1.0
KP0408_AC_CA05,-0.2550968753941387,-18.071605641783165,-0.9509045092046817,1.0
KP0409_AC_CA05,-1.4436801993938049,-10.8132831905844,-0.8343103373370315,1.0
KP0410_HU_CA05,-1.2177894744402873,-12.659929988740382,-0.957925667387103,1.0
KP0411_HU_CA05,-1.1409661510893128,-12.677237113178572,-0.942323788481767,1.0
KP0412_HU_CA05_X,-0.7273901921042731,-13.658613739244602,-0.7814454162329386,1.0
KP0413_HU_CA05,-0.9613724363452208,-14.634806443766236,-0.9277964242331053,1.0
KP0414_HU_CA05,-0.8500963073583214,-14.581805826913724,-0.9429667714637164,1.0
Point#24_X,-1.6635582455501554,-15.392262549818037,-0.9087636268720746,1.0
Point#25_X,-1.6425771762620807,-15.375940808843014,-0.8895346915110649,1.0
Point#26_X,-1.6521966712246998,-15.397691281557124,-0.9087334828595941,1.0
Point#27_X,-1.5989074163316601,-15.300818390017618,-0.8180052471517025,1.0
Point#28_X,-1.5954636141783427,-15.30220128984934,-0.8206189867622842,1.0
Point#29_X,-1.5954636141783427,-15.30220128984934,-0.8206189867622842,1.0
KP0415_HU_CA05,-0.6316934501411863,-13.939761653911765,-0.711432808363901,1.0
KP0417_HU_CA05,-0.18056514408569627,-13.089175960808314,-0.699378029903008,1.0
KP0418_HU_CA05,-0.11604542046441407,-13.020554797609083,-0.7421785885058044,1.0
KP0419_HU_CA05,0.14144353850391367,-12.849658795927889,-0.9306757319280866,1.0
KP0421_HU_CA05_X,-0.5095853883268868,-11.184417377189103,-0.9807501121946098,1.0
KP0422_HU_CA05_X,-0.5110527532596072,-7.646011125278911,-1.0459253355284084,1.0
KP0423_HU_CA05_X,-0.9373346453637493,-8.341331738933265,-1.1285553789294085,1.0
KP0424_AC_CA05,-1.2700605557575626,-9.145593271248236,-0.9212999445555197,1.0
KP0425_HU_CA05_X,-0.7496812999312888,-9.618027529507394,-1.0649790241969912,1.0
KP0426_HU_CA05,0.27223979816631044,-10.675549141333967,-0.8040169944805863,1.0
KP0428_HU_CA05_X,-0.03578783635968551,-8.151006637309575,-1.1397980813201027,1.0
KP0427_HU_CA05_X,-0.052336794278729525,-8.137887817446908,-1.2047520331846904,1.0
KP0430_HU_CA05_X,-0.8380367245149445,-4.423731548628408,-1.1062738166334924,1.0
KP0431_AC_CA05_X,-0.9329532973353364,-4.55031463658959,-1.112696076141094,1.0
KP0432_HU_CA05,-0.7309201676262732,-4.586801014993978,-0.9600267106397792,1.0
KP0433_AC_CA05,-1.2864535616978,-4.768536804683347,-0.89833275739803,1.0
KP0434_HU_CA05,-0.5330910494303587,-5.448134147940792,-0.8677888524482156,1.0
KP0435_HU_CA05,-0.10788143365177484,-5.675286463800687,-0.75367189165338,1.0
KP0436_HU_CA05,-1.0992374141312518,4.1925831996632485,-0.6774826511345864,1.0
KP0437_HU_CA05_X,-0.40773577368929376,4.255042033965179,-1.0021959968547505,1.0
KP0438_HU_CA05_X,-0.7656873170294902,0.6854778853437429,-1.0460939600635348,1.0
KP0439_HU_CA05,-0.46906597211853884,0.7414118471727802,-1.026612896738194,1.0
KP0440_HU_CA05,0.4212776664120084,-1.2924435448398377,-0.8595724811075791,1.0
KP0441_AC_CA05,0.41694884822516903,-1.225165326342948,-0.8997488308328773,1.0
KP0442_HU_CA05,-0.04059579677073625,2.4116070545951866,-0.829324705227232,1.0
