,x,y,z
KP0217_AC_SQ20,-0.20726792633243346,14.87735741404066,-0.9718896644215764
KP0218_AC_SQ20,-0.282094568230905,17.048740898755288,-0.9101048160769276
KP0219_AC_SQ20,-0.336679550855737,17.461656975954934,-1.0346006698512036
KP0220_AC_SQ20,-0.13072136640311185,17.50873247707438,-0.9937192913192369
KP0221_AC_SQ20,-0.1078308540079099,17.538454334810766,-1.0212890036052789
KP0222_AC_SQ20,-0.5805672115261765,17.745974449091342,-0.484160759262057
KP0224_AC_SQ20,-1.2085219892252947,19.17544021183379,-0.873858936438821
KP0225_AC_SQ20,-1.489734779794724,19.20454361223483,-0.7010973018147728
KP0226_AC_SQ20,-1.3669412613161307,19.036439482798933,-0.7058803211216559
KP0227_AC_SQ20,-1.325791098405333,18.795832424805457,-0.43499870125352147
KP0228_AC_SQ20,-1.0855476120936036,18.578202173271016,-0.37355652827357866
KP0229_AC_SQ20,-1.0006456742531022,18.530163924255344,-0.5231454116161988
KP0230_AC_SQ20,-1.0800680389955197,18.281132344393377,-0.432449179775952
KP0231_AC_SQ20,-0.642288661766702,17.748570028349107,-0.41597275620445745
KP0232_AC_SQ20,-0.8108250522626262,17.73942548947208,-0.4279808946534889
KP0233_AC_SQ20,-0.7433863752750909,17.671839318618755,-0.5393848759491697
KP0234_LM_SQ20,-1.6037213863157025,16.545620066085018,-0.6442984750253768
KP0235_AC_SQ20,-1.3744157077924308,15.622276512899846,-0.41601476137662297
KP0236_AC_SQ20,-0.8864023925806971,15.498702489361955,-0.8383651933027689
KP0237_AC_SQ20,-0.8865382107129529,8.831351609400231,-0.9689096199966463
KP0238_AC_SQ20,-1.0146689552628432,8.84152831315884,-0.9347908122030132
KP0239_AC_SQ20,-1.094016139827176,8.840881606103872,-0.8878164036757862
KP0240_AC_SQ20,-0.9087437620656883,8.933066866537342,-0.9807938827796195
KP0241_AC_SQ20,-0.29721466439311234,10.430478983248754,-1.2734541552866223
KP0242_AC_SQ20,-0.19560363160709068,11.144984295148596,-1.297084574570455
KP0243_AC_SQ20,-1.5525160132626081,10.804587219314215,-1.3191050375751263
KP0223_AC_SQ20,-0.6245525972363462,17.80686604810628,-0.6079546967432926
KP0212_AC_SQ20_X,-0.39948127901080915,14.634895318288002,-0.9703694819570147
KP0213_AC_SQ20,-0.22939870456124925,14.568907936535796,-0.8817058297089934
KP0215_AC_SQ20,-0.3905406572000871,14.661779319282209,-0.913691995171651
KP0214_AC_SQ20,-0.12529836725331975,14.742377235739129,-0.887618691448658
KP0216_AC_SQ20,-0.3276981745348524,14.758573060750546,-0.8407534698908837
KP0248_AC_SQ20,0.34267173049421135,1.0268843803960122,-1.5927018325723732
KP0250_AC_SQ20,0.2564891304501436,1.349104424510168,-1.4570097856556703
KP0251_AC_SQ20,0.290949160481832,1.4198729018752372,-1.5385658376988909
KP0252_LM_SQ20,-1.6955142619366383,0.1770337609071737,-1.5056146350571102
KP0253_LM_SQ20,-0.7734841076301088,-6.271252348931743,-1.628257637155374
KP0254_LM_SQ20,-0.6184982094840379,-6.198893328240579,-1.6264220001791088
KP0255_AC_SQ20,-0.35501958730502453,-5.7606613351861835,-1.9032074281197215
KP0256_AC_SQ20,-0.24228826903259024,-5.664683615092925,-1.8795497287816552
KP0257_AC_SQ20,-0.6571124645400257,-4.983977554013046,-2.0522634006518974
KP0259_AC_SQ20,-0.3464441845079923,-5.042913014826253,-2.114385491513239
KP0260_AC_SQ20,-0.7728457692631531,-4.850311144182403,-1.9284026828419174
KP0261_AC_SQ20,-0.7533150135776895,-4.805397645335546,-1.9287962353719381
KP0262_AC_SQ20,-0.7632998593431483,-4.715065930822909,-1.9659877785579347
KP0263_AC_SQ20,-0.7146481163214853,-4.8172067385989195,-1.980335953297816
KP0265_AC_SQ20,-0.9198657119521642,-2.7942273411212284,-1.448862123562615
KP0266_AC_SQ20,-0.8286566758366983,-2.686388409753698,-1.2762150136833088
KP0267_AC_SQ20,-0.7576869827114205,-2.68589013972391,-1.324772037909807
KP0268_AC_SQ20_X,-0.8054687002277097,-2.625574058968713,-1.267609530986888
