,x,y,z,p
KP0287_LM_WP20,-0.9009086911339046,-12.668711902298927,0.044539163011387495,1.0
KP0288_LM_WP20,-0.7954887817958264,-12.787982222784434,-0.09816259459549255,1.0
KP0289_AC_WP20,-0.8540521086506039,-12.954711652577606,0.0012932515098191366,1.0
KP0290_LM_WP20,-1.0798728382874865,-13.131909925267228,-0.12872996923485733,1.0
KP0291_AC_WP20,-0.8354534915006165,-13.313938107033529,-0.02543044964754369,1.0
KP0292_AC_WP20,-0.7452632352246676,-13.34622459149188,0.32237010011741823,1.0
KP0293_LM_WP20,0.17309799398482667,-14.017245416412493,-0.08364635123190726,1.0
KP0294_AC_WP20,-0.09622397493233933,-14.766400735221396,0.012684814195997872,1.0
KP0295_AC_WP20,0.03755587889506152,-14.8245544214141,0.3002541767220399,1.0
KP0296_AC_WP20,-0.02440396076951944,-15.17036613828749,0.41204834257735473,1.0
KP0297_AC_WP20,-0.13009827894480375,-15.193597312951377,0.3677226025642257,1.0
KP0298_AC_WP20,-0.2377437423053491,-15.180126896344783,0.1053163471354437,1.0
KP0299_AC_WP20,-0.04269434398809337,-15.295020736327773,0.359801981231835,1.0
KP0300_AC_WP20,-0.07629614312188884,-15.343785072208943,0.2877481862127577,1.0
KP0301_AC_WP20,-0.3253942076500571,-15.307452286571587,0.14838830234520392,1.0
KP0302_AC_WP20,-0.1719695925088576,-15.481528965720232,0.011256178063502133,1.0
KP0303_AC_WP20,-0.3372062865242003,-15.49477227395019,0.1417444730091307,1.0
KP0304_AC_WP20,-0.2800717801782274,-15.55074273757871,0.1842057490681712,1.0
KP0305_AC_WP20,-1.9307696902045384,-17.50272088422094,1.1014279247714993,1.0
KP0306_LM_WP20,-0.1612864305610003,-17.928029620057806,0.22873540921710056,1.0
KP0307_LM_WP20_X,0.522490928773528,-17.217582126740403,0.29998445281209063,1.0
KP0308_LM_WP20_X,0.44534288575273584,-16.952910469841797,0.2325095100261326,1.0
KP0309_AC_WP20,0.37023340694143975,-16.330032187163642,0.441387248034924,1.0
KP0310_AC_WP20,0.4049380116508626,-16.149573736959915,0.6757512531355865,1.0
KP0311_AC_WP20,0.44035408851381236,-15.939245640883415,0.6271125370315029,1.0
KP0312_AC_WP20,0.5226377229227841,-16.048631542730174,0.6386894155996067,1.0
KP0313_AC_WP20,0.6399635937300594,-16.05437634999748,0.6629796004154748,1.0
