,x,y,z,p
KP0739_HU_WP10,0.5580191617362067,-0.039498566322190995,-4.062679572971942,1.0
KP0740_HU_WP10,-0.39119053881517174,0.1911055561438658,-4.08617958681524,1.0
KP0741_AC_WP10,0.8403964882517128,-0.32161691711829943,-4.433287529628749,1.0
KP0742_AC_WP10,-0.21732999772868947,-0.9659426427572979,-4.636093632197198,1.0
KP0743_AC_WP10,0.5737736675695331,-0.5544206217033255,-4.301409351196311,1.0
KP0744_HU_WP10,-0.9975846150145783,-0.9523829974859298,-4.603787022685935,1.0
KP0745_AC_WP10_X,0.6475225963091151,-0.544710200190674,-4.68120157713413,1.0
KP0746_AC_WP10,-0.8064114101456645,-1.0778042833085935,-4.926330552562089,1.0
KP0747_AC_WP10,0.775211725031788,-0.8944101581107597,-5.028586282467675,1.0
KP0748_AC_WP10,-0.2551471960872608,-2.3612416283842634,-4.658230746471082,1.0
KP0749_AC_WP10,0.5091339974711769,-1.4561607850515557,-4.561798183962673,1.0
KP0750_AC_WP10,-0.5251416998137303,-2.629551945078421,-4.3020269170453815,1.0
KP0751_AC_WP10,0.9678506683705855,-1.449830857302069,-4.957250535232364,1.0
KP0752_AC_WP10,-0.5209589949280602,-2.6084700886629406,-4.499120110880918,1.0
KP0753_AC_WP10_X,1.3325394906650843,-2.5586519209220007,-5.149003449606085,1.0
KP0754_LM_WP10,-1.1088573950962772,-4.457934388632572,-5.374780545482989,1.0
KP0755_AC_WP10,1.426473417459938,-3.1089669211175743,-4.309434006553048,1.0
KP0756_AC_WP10,-0.8143378341852341,-4.100310359969749,-4.782389364784585,1.0
KP0757_AC_WP10,1.4767500545445886,-3.437238524969658,-4.192927857286646,1.0
KP0758_AC_WP10,-0.9601877211820558,-4.3243664528818115,-4.250826389110965,1.0
KP0759_AC_WP10,0.9401753460893613,-3.6004732378037163,-4.6054040639063425,1.0
KP0760_AC_WP10,-0.9234743278263701,-4.584306082823968,-3.9977824617078603,1.0
KP0761_AC_WP20,-0.16002410943276424,-4.778133473797785,-4.015482322219643,1.0
KP0762_AC_WP10,-0.8952775288844306,-4.830065507347864,-3.661497013449662,1.0
KP0763_LM_WP10,0.19455367740264956,-5.467222255098093,-5.1161206317159165,1.0
KP0764_HU_WP10,-1.3279009668093007,-4.513695871029683,-4.20524227837086,1.0
KP0765_AC_WP10,-0.2506246798951219,-4.9004111879892225,-3.7949590168995435,1.0
KP0766_AC_WP10,-1.030890027073659,-5.057331696322068,-3.9021769952155214,1.0
KP0767_AC_WP10,-0.37649785195030344,-5.173895304408188,-3.6754315430498528,1.0
KP0768_HU_WP10,-1.3286406213402056,-4.838508505366318,-4.121346832028214,1.0
KP0769_AC_WP10,-0.4014267665240794,-5.257708631909845,-3.449959073476595,1.0
KP0770_AC_WP10,-0.8355873316589679,-5.092048989754613,-3.5171495898202254,1.0
KP0771_AC_WP10,-0.36389852418346064,-5.577593196164076,-3.9541331180551453,1.0
KP0772_AC_WP10,-1.246714900957702,-5.2914034670071235,-3.80900797646556,1.0
KP0773_AC_WP10,-0.061365929795113544,-6.040675813395353,-4.192354516720741,1.0
KP0774_AC_WP10,-1.438453937030008,-5.184339851421949,-4.051238706909305,1.0
KP0775_HU_WP10,-0.214045627271518,-5.452136815324888,-4.074250454417326,1.0
KP0777_AC_WP10,0.7257617883985279,-3.9982752285352743,-4.7186044761698005,1.0
KP0778_AC_WP10,-1.2838477275162603,4.951415225495878,-4.108895854039065,1.0
