,x,y,z
KP0130_AC_SB05,-2.6260786324198975,-2.7503248820384876,-1.4697770306233524
KP0131_HU_SB05_X,-3.6571340115292457,-5.924154804345529,-1.3861855577007087
KP0132_HU_SB05,-2.290983529307375,-5.33713984027008,-1.551813414170777
KP0133_HU_SB05,-2.185612471842426,-5.3764071217910185,-1.7032033612741344
KP0134_HU_SB05,-2.1754319377657634,-5.323117639673071,-1.8292073817959273
KP0135_HU_SB05,2.1609959829458023,5.195206693253585,-0.4954996511596488
KP0136_HU_SB05_X,-0.13505523668957597,2.0832190256878107,-0.8796369513846074
KP0137_HU_SB05,4.068098034497658,7.14964352248287,-0.36175534428152617
KP0138_HU_SB05,4.086677258515452,7.074762489477648,-0.3826043733695806
KP0139_HU_SB05,4.208780683842818,6.4674850399872685,-0.4531632695706399
KP0140_HU_SB05,4.2350486574229596,6.531534879095052,-0.46158316315203446
KP0141_HU_SB05_X,4.230240438254195,6.582663110148202,-0.46210033860095145
KP0142_HU_SB05_X,5.5112407163508825,7.838454201904439,-0.2813568232031052
KP0143_HU_SB05_X,9.133757817900056,15.256462868843908,0.6027860134649411
KP0144_LM_SB05_X,8.083311313443795,11.184510092517003,0.1306619756157596
KP0145_HU_SB05_X,8.21749383495569,11.30576602067507,0.12904284587026302
KP0146_HU_SB05_X,8.597135719530174,12.51659708822806,0.6558417158604665
KP0147_HU_SB05_X,8.653739906836792,12.487169810013071,0.7128234914498066
KP0148_HU_SB05_X,8.280273684270215,12.319653401313284,0.7126075707625338
KP0149_HU_SB05_X,9.444166042360754,15.192751910933385,0.6638675225322764
