,x,y,z,range
KP0667_AC_SB20＿X,9.173102389165756,2.2299012420913935,2.186251010610641,1.0
KP0668_AC_SB20,2.0084939773291817,0.4306911147723318,2.0802245058965365,1.0
KP0669_AC_SB20_X,9.079448149205236,2.3214561534835685,2.2057772587943227,1.0
KP0670_LM_SB20,1.8099328376272235,0.3685791393323073,1.9706357524045763,1.0
KP0671_AC_SB20_X,8.917083365498103,2.4285634965048835,2.1436914546420187,1.0
KP0672_AC_SB20,1.9524362064812317,-0.11105054676362348,2.303525778463818,1.0
KP0673_AC_SB20_X,8.986085378579208,2.3000022543739322,2.108132174261303,1.0
KP0674_AC_SB20,1.7647644839033887,-0.04852461990234794,2.295013515101509,1.0
KP0676_LM_SB20,10.258084606479294,4.02709132664247,1.83134006663678,1.0
KP0678_AC_SB20,10.131989144161182,3.337719070931239,1.7708382915055654,1.0
KP0679_AC_SB20,13.85847878006255,5.549323882171996,2.1758460280973497,1.0
KP0680_LM_SB20,9.524016048868047,2.925786331637327,1.7919601837244283,1.0
KP0681_AC_SB20,13.808092397035988,5.307952019161685,2.1382963161097552,1.0
KP0682_LM_SB20,9.587493645117078,3.424097093420232,1.8703598408284337,1.0
KP0683_AC_SB20,13.482193036812928,5.4870221923205795,2.001082752042464,1.0
KP0684_LM_SB20,10.445667858116755,3.0294313658478997,1.8734323190938809,1.0
KP0685_AC_SB20,13.81612605100194,4.370612927601191,2.091378783069401,1.0
KP0686_AC_SB20,7.556149428297435,3.4705892839634154,2.1117297899680443,1.0
KP0687_AC_SB20,13.659108250368268,4.596463665515136,1.9913398736026295,1.0
KP0688_AC_SB20,7.555793067361617,2.7114936237868346,2.239218487608099,1.0
KP0689_AC_SB20,13.340086327149164,4.386168467930658,2.158946591936665,1.0
KP0690_AC_SB20,7.315013472317685,2.283730816362497,2.306974316971364,1.0
KP0691_AC_SB20,13.165596337902008,4.392372372420054,2.238873037198995,1.0
KP0692_AC_SB20,8.104699049093883,2.3956041285171388,2.1726163367563807,1.0
KP0693_AC_SB20,13.180881420331762,4.177966622680189,2.0411527984559608,1.0
KP0694_LM_SB20,8.709223357602283,1.5562257761644682,1.536517736366644,1.0
KP0695_AC_SB20,13.061181041179507,4.484203065259944,2.1131557210101204,1.0
KP0696_AC_SB20,8.267969082172664,1.9272540994679228,2.159473139236809,1.0
KP0697_AC_SB20,12.866131415670807,4.455347882505687,2.0003040362563294,1.0
KP0698_AC_SB20,7.4798251976437555,2.045136173230447,2.145488638834272,1.0
KP0699_AC_SB20,12.784733224659094,4.341698990466506,1.9719723996796923,1.0
KP0700_LM_SB20,7.466802793843848,1.7204605337224728,1.8680604021750244,1.0
KP0702_AC_SB20,15.31689883563283,4.160486472099761,2.2267747340449797,1.0
KP0703_AC_SB20,12.376506158653674,4.58491297308463,1.880448258551748,1.0
KP0704_AC_SB20,14.833964093790273,4.228204313649086,2.0624902268065965,1.0
KP0705_AC_SB20_X,12.339656380430183,4.295841770016606,1.9768391864331776,1.0
KP0706_LM_SB20,14.222338000679706,4.244943659488165,1.821158758367551,1.0
KP0707_LM_SB20,12.161912580678182,4.821214043060256,1.7022226871362078,1.0
KP0708_AC_SB20,14.412213961842214,3.981984450129092,2.0335715966543373,1.0
KP0709_AC_SB20,12.009732632616599,4.935743651257994,1.9437980512758088,1.0
KP0710_AC_SB20,14.03690715437666,4.059169504928469,1.9269446921728357,1.0
KP0711_AC_SB20,11.607626486801191,4.973327969812049,2.122381045827645,1.0
KP0712_AC_SB20,13.625152698972547,4.085074911747694,2.068295159989975,1.0
KP0714_AC_SB20,13.367292202230926,3.2761507075619187,1.9717483424738955,1.0
KP0715_LM_SB20,11.723743193356302,3.3324152623032304,1.6401378077168032,1.0
KP0716_LM_SB20,12.133850739997541,3.685647253699607,2.054944920429701,1.0
KP0717_AC_SB20,20.72542188059497,5.823934437328145,2.6943799961392574,1.0
KP0718_LM_SB20,11.688604903098106,3.0742145436769026,1.7226472645761617,1.0
KP0719_AC_SB20,20.07114149819472,5.639365847578069,2.6723766083523057,1.0
KP0720_AC_SB20,20.602409356337724,6.537466547934738,2.5145578742350847,1.0
KP0721_AC_SB20,20.12550065735799,5.9644505212988275,2.649910559033462,1.0
KP0722_AC_SB20,19.89758085242675,6.057827993571397,2.5563439818041664,1.0
KP0723_AC_SB20,19.62951853247228,5.584663399581248,2.3399773953484098,1.0
KP0724_AC_SB20,19.69840654583604,6.368377303715996,2.2557016013180755,1.0
KP0725_LM_SB20,19.68698916944899,4.780743703194889,2.122714951531937,1.0
KP0726_AC_SB20,19.69336903934465,5.815420387567932,2.213029111528502,1.0
KP0727_AC_SB20,19.31415230785819,4.817527734848873,2.276365680696589,1.0
KP0728_AC_SB20,19.27896936905989,6.359091151134676,2.2615206052335197,1.0
KP0729_LM_SB20,17.31904498333414,4.346990283967985,1.8736124033209416,1.0
KP0730_AC_SB20,19.436300124033036,5.814030089994426,2.1635486683663805,1.0
KP0731_LM_SB20,17.05071378439113,4.131693423454528,1.649659398009016,1.0
KP0732_LM_SB20,19.06751208110161,5.993832984196538,2.133890260563666,1.0
KP0733_LM_SB20,17.19298294597519,3.833213882346133,1.830710914344748,1.0
KP0734_AC_SB20,18.628461205495924,6.133651945761378,2.478988405347835,1.0
KP0736_AC_SB20,17.994190081085925,6.281028525939364,2.492236251682828,1.0
KP0217_AC_SQ20,-14.916574830388244,0.3990126319685328,-1.4596321136059789,1.0
KP0218_AC_SQ20,-17.08712781569199,0.2915676326613648,-1.498076633042641,1.0
KP0219_AC_SQ20,-17.494181153578477,0.2566687066647009,-1.6466298943273732,1.0
KP0220_AC_SQ20,-17.546309661539013,0.45101835510640537,-1.5703606563615191,1.0
KP0221_AC_SQ20,-17.57539410768433,0.47830259151777993,-1.5943839547864234,1.0
KP0222_AC_SQ20,-17.7942160660369,-0.08771822766801764,-1.1621937212638296,1.0
KP0224_AC_SQ20,-19.19724683508035,-0.6475640192794323,-1.7168482192137569,1.0
KP0225_AC_SQ20,-19.227764267034473,-0.9561569074599325,-1.6001720009590603,1.0
KP0226_AC_SQ20,-19.06176456573816,-0.8328618350040689,-1.5756251399050367,1.0
KP0227_AC_SQ20,-18.83201701535425,-0.840015771510856,-1.2925583107899985,1.0
KP0228_AC_SQ20,-18.62101098388404,-0.6130338377207613,-1.1793741382089709,1.0
KP0229_AC_SQ20,-18.56900189798236,-0.5014447875980927,-1.3087410022594912,1.0
KP0230_AC_SQ20,-18.32212033204284,-0.5936834157125385,-1.2245271396420565,1.0
KP0231_AC_SQ20,-17.79823624215417,-0.16100655857957388,-1.106709155995872,1.0
KP0232_AC_SQ20,-17.785719729065363,-0.3243129940285861,-1.1492141914763347,1.0
KP0233_AC_SQ20,-17.71527601355789,-0.23674285223508948,-1.243532090360031,1.0
KP0234_LM_SQ20,-16.57113448292546,-1.0511353802252927,-1.460921094010722,1.0
KP0235_AC_SQ20,-15.66093162274628,-0.858440989034441,-1.1581711996420432,1.0
KP0236_AC_SQ20,-15.53046592996312,-0.299498570907655,-1.4781235403611517,1.0
KP0237_AC_SQ20,-8.863828414747942,-0.20644170766714842,-1.344352648515304,1.0
KP0238_AC_SQ20,-8.873014908584485,-0.3387700495158196,-1.334867694041415,1.0
KP0239_AC_SQ20,-8.872709453979594,-0.4254234175023269,-1.303338508836345,1.0
KP0240_AC_SQ20,-8.964636219656056,-0.22711932522205094,-1.3641146940286355,1.0
KP0241_AC_SQ20,-10.460731890887184,0.4124351500908311,-1.597628617855709,1.0
KP0242_AC_SQ20,-11.175551359364087,0.5092577269072739,-1.6301794952021913,1.0
KP0243_AC_SQ20,-10.810966867072837,-0.8165884915873176,-1.8885904862760787,1.0
KP0223_AC_SQ20,-17.8497463070253,-0.10868476473262303,-1.2942703536190896,1.0
KP0212_AC_SQ20_X,-14.67101722464518,0.2123539108413056,-1.4840480176184592,1.0
KP0213_AC_SQ20,-14.61130462667375,0.36378479942223546,-1.3630242520202889,1.0
KP0215_AC_SQ20,-14.70011536876437,0.21038214496478733,-1.4277947339435444,1.0
KP0214_AC_SQ20,-14.786228771301305,0.4653812477795277,-1.3564557304427227,1.0
KP0216_AC_SQ20,-14.800602275699429,0.25764933321689837,-1.348381705472275,1.0
KP0248_AC_SQ20,-1.0643442190958363,1.1976735823005957,-1.4236596386212206,1.0
KP0250_AC_SQ20,-1.3897761698323063,1.084555769007155,-1.318950824207859,1.0
KP0251_AC_SQ20,-1.4580933941273537,1.1327660351626834,-1.3954726372363238,1.0
KP0252_LM_SQ20,-0.18285274652827146,-0.8125598335215355,-1.6804996807242183,1.0
KP0253_LM_SQ20,6.248531236156153,0.1829833949347181,-1.3775660700422323,1.0
KP0254_LM_SQ20,6.17346213908575,0.33419983039159284,-1.3500334262970424,1.0
KP0255_AC_SQ20,5.741157841886457,0.6397584580230531,-1.5905024653014943,1.0
KP0256_AC_SQ20,5.642425323217045,0.7451717702893818,-1.5502571788716704,1.0
KP0257_AC_SQ20,4.9758545809119905,0.36240603423321,-1.823100924583941,1.0
KP0259_AC_SQ20,5.031604584995592,0.6797973561281181,-1.8245183412536892,1.0
KP0260_AC_SQ20,4.839770071412605,0.22438900828844832,-1.7280499304630474,1.0
KP0261_AC_SQ20,4.79456756458008,0.24318955697072067,-1.7266006405834855,1.0
KP0262_AC_SQ20,4.705849759637167,0.239318332064861,-1.768515929709889,1.0
KP0263_AC_SQ20,4.807584536182835,0.2908393477871277,-1.769623681600608,1.0
KP0265_AC_SQ20,2.77034583468647,-0.03004690222729108,-1.3650067500994512,1.0
KP0266_AC_SQ20,2.654668245691699,0.026546320149899837,-1.182876985912192,1.0
KP0267_AC_SQ20,2.6547152756053563,0.10526124741750091,-1.2174990634111045,1.0
KP0268_AC_SQ20_X,2.5931839248576365,0.047112283321101026,-1.172540579937585,1.0
KP0271_AC_SQ20_X,2.481084877488324,-0.011387551292536742,-1.190325051654176,1.0
KP0270_AC_SQ20,2.4878235507100097,0.03438193708493249,-1.1888842234525203,1.0
KP0272_AC_SQ20,2.3368209077608273,0.7389670877453769,-1.33583386570296,1.0
KP0273_AC_SQ20,2.2750571901400565,0.6804388327557698,-1.2732326880200735,1.0
KP0274_AC_SQ20,2.057119783933466,0.8506321945895449,-1.2882871283735535,1.0
KP0275_AC_SQ20,1.9897388470978723,0.7595740618651621,-1.2515554712133652,1.0
KP0276_AC_SQ20,1.9605055819586796,0.6511654205933775,-1.2684773027379663,1.0
KP0277_AC_SQ20,1.9046911497744852,0.8147690588339717,-1.2955858050659057,1.0
KP0278_AC_SQ20,1.6287403076020934,-0.5604160741690563,-1.2387974726059696,1.0
KP0280_AC_SQ20,1.8054812171948147,-0.6091319868103642,-1.1189358035447872,1.0
KP0279_AC_SQ20,1.6869502723602365,-0.43865493842767356,-1.129762763090543,1.0
KP0281_AC_SQ20,1.8588887774222302,-0.5861940757975045,-1.1655291890823094,1.0
KP0282_LM_SQ20,4.257059304539372,-0.82694627615352,-1.8220838787642144,1.0
KP0285_LM_SQ20,6.172116218318321,-0.23809572773999244,-1.766138753357226,1.0
KP0286_AC_SQ20,6.602006068509515,-0.6436338195530963,-1.2590314942992336,1.0
KP0283_AC_SQ20_X,4.9178584293028935,-1.1404444298903047,-1.732655820776417,1.0
KP0284_AC_SQ20_X,4.928731467699627,-1.1873061612199893,-1.7046367573063648,1.0
KP0264_AC_SQ20_X,2.7447962491857925,-0.042327419246757834,-1.444879175299956,1.0
KP0269_AC_SQ20,2.5518485415791954,0.012687928411360025,-1.1690324819361866,1.0
KP0249_LM_SQ20,-1.1447531361072363,1.3191461925686283,-1.56024069149154,1.0
KP0258_AC_SQ20,4.918333138018204,0.3679657984609003,-1.8526069192679064,1.0
KP0950_AC_WP05,-11.326108387111232,-2.0471721034976444,-0.0577336479357877,1.0
KP0952_HU_WP05,-11.849843857077799,-1.6559976713000595,0.0606121978928598,1.0
KP0954_HU_WP05,-11.912652987577113,-1.607278929053097,0.1384212168866088,1.0
KP0955_HU_WP05,-11.932742151381131,-1.6324321827000003,0.1569294981104382,1.0
KP0956_HU_WP05,-11.998114848429625,-1.643281768337324,0.193923779135463,1.0
KP0957_HU_WP05,-11.932539344627472,-1.5579578798309606,0.1328728918699983,1.0
KP0958_HU_WP05,-12.080062652811515,-1.6989607188038824,0.1767445689768136,1.0
KP0959_HU_WP05,-12.287757227577831,-1.8256189526262265,0.0752966726770907,1.0
KP0960_HU_WP05,-12.29061520400314,-2.027926462246629,0.0821320524410748,1.0
KP0961_HU_WP05,-12.635717108772331,-1.6191115622966499,-0.0462620847693437,1.0
KP0962_AC_WP05,-12.636254475411041,-1.5622027706418438,0.0035423355941829,1.0
KP0963_HU_WP05,-12.97873263013116,-2.0197395924627153,-0.1450615240470159,1.0
KP0964_HU_WP05,-11.701714178502092,-2.292413646741808,0.0093972444428353,1.0
KP0965_AC_WP05,-11.48243959889059,-2.3429404067255377,0.0026366489489464,1.0
KP0966_AC_WP05,-11.508284574331801,-2.509842714083052,-0.1009402811767362,1.0
KP0967_AC_WP05_X,-9.580557577210605,-2.1504038674735675,-0.2490328838230236,1.0
KP0968_HU_WP05,-9.057124579303785,-1.8525185806047326,-0.2947138376243412,1.0
KP0969_HU_WP05,-7.331597368676554,-0.31406642044156163,-0.3583460679085504,1.0
KP0970_HU_WP05,-8.363511455952581,-0.93559093174751,-0.321665727846964,1.0
KP0971_HU_WP05,-8.365291268314392,-0.7850433186515303,-0.2674318724244374,1.0
KP0972_HU_WP05,-8.610801775017272,-0.7603014906616278,-0.2880932648142486,1.0
KP0973_HU_WP05,-6.329924818186158,-0.7096650326227127,-0.4581470023349159,1.0
KP0974_AC_WP05,-3.6615000664706776,0.12305260817365414,-0.0806047952685146,1.0
KP0975_AC_WP05,-3.8124558030458786,0.4687515322358361,-0.273010639949962,1.0
KP0976_AC_WP05,-4.0304163192136375,0.4636588199070106,-0.2929258442892082,1.0
KP0977_AC_WP05,-3.926993971156246,0.39103077773491063,-0.2476637572413821,1.0
KP0978_AC_WP05,-0.8741941283060624,-0.7944934520967283,-0.5239080935537969,1.0
KP0979_HU_WP05,5.374819555507822,1.9961747249681898,-0.1036822943940814,1.0
KP0980_HU_WP05,2.8190522212218814,1.137565327754638,-0.1032836601565888,1.0
KP0981_AC_WP05,2.8146792650886443,0.9510347224364852,-0.2029845321979594,1.0
KP0982_AC_WP05,3.430819438994063,0.7131672960844649,-0.2608415991926356,1.0
KP0983_AC_WP05,6.3085167633080985,1.3910594753844818,-0.0360912529692298,1.0
KP0984_HU_WP05,6.603379554332239,1.4424100588988318,-0.077798149308714,1.0
KP0985_HU_WP05,6.629194509171819,1.4533334971957867,-0.1796415221176997,1.0
KP0986_HU_WP05,8.479949961595457,0.9878764563580643,-0.2399880292224404,1.0
KP0987_HU_WP05,9.60838332658738,0.8111046091024594,-0.2147262167859316,1.0
KP0988_AC_WP05,-3.705469385263506,-0.29056571408841764,-0.1314814375624895,1.0
KP0989_AC_WP05,-1.2453331225551574,-0.7534310412819945,-0.4395386645381137,1.0
KP0739_HU_WP10,-0.03949859071376648,-0.5580191600096849,-4.062679572971942,1.0
KP0740_HU_WP10,0.19110557324319544,0.3911905304617567,-4.08617958681524,1.0
KP0741_AC_WP10,-0.32161695385287026,-0.8403964741935157,-4.433287529628749,1.0
KP0742_AC_WP10,-0.9659426332575864,0.21733003995100827,-4.636093632197198,1.0
KP0743_AC_WP10,-0.5544206467835463,-0.5737736433352533,-4.301409351196311,1.0
KP0744_HU_WP10,-0.9523829538805088,0.9975846566441916,-4.603787022685935,1.0
KP0745_AC_WP10_X,-0.5447102284945342,-0.6475225724992876,-4.68120157713413,1.0
KP0746_AC_WP10,-1.0778042480595444,0.8064114572575676,-4.926330552562089,1.0
KP0747_AC_WP10,-0.8944101919960394,-0.7752116859362256,-5.028586282467675,1.0
KP0748_AC_WP10,-2.3612416172315243,0.2551472992994936,-4.658230746471082,1.0
KP0749_AC_WP10,-1.456160807306312,-0.5091339338209329,-4.561798183962673,1.0
KP0750_AC_WP10,-2.629551922123952,0.5251418147540753,-4.3020269170453815,1.0
KP0751_AC_WP10,-1.4498308996077895,-0.967850604997029,-4.957250535232364,1.0
KP0752_AC_WP10,-2.608470065891302,0.5209591089468962,-4.499120110880918,1.0
KP0753_AC_WP10_X,-2.5586519791686344,-1.3325393788238504,-5.149003449606085,1.0
KP0754_LM_WP10,-4.457934340163306,1.1088575899570472,-5.374780545482989,1.0
KP0755_AC_WP10,-3.108966983470154,-1.426473281563885,-4.309434006553048,1.0
KP0756_AC_WP10,-4.100310324374227,0.8143380134139002,-4.782389364784585,1.0
KP0757_AC_WP10,-3.43723858951988,-1.4767499042994554,-4.192927857286646,1.0
KP0758_AC_WP10,-4.324366410911047,0.9601879102044377,-4.250826389110965,1.0
KP0759_AC_WP10,-3.6004732788997207,-0.9401751887090755,-4.605404063906343,1.0
KP0760_AC_WP10,-4.584306042457982,0.9234745282109731,-3.99778246170786,1.0
KP0761_AC_WP20,-4.778133466802972,0.1600243182897565,-4.015482322219643,1.0
KP0762_AC_WP10,-4.830065468214388,0.895277740011424,-3.661497013449662,1.0
KP0763_LM_WP10,-5.467222263602229,-0.1945534384248975,-5.1161206317159165,1.0
KP0764_HU_WP10,-4.513695812985804,1.327901164107461,-4.20524227837086,1.0
KP0765_AC_WP10,-4.900411177034168,0.25062489409699534,-3.794959016899544,1.0
KP0766_AC_WP10,-5.057331651260834,1.0308902481346847,-3.9021769952155214,1.0
KP0767_AC_WP10,-5.17389528795109,0.37649807810644104,-3.6754315430498528,1.0
KP0768_HU_WP10,-4.838508447290107,1.328640832836251,-4.121346832028214,1.0
KP0769_AC_WP10,-5.25770861436308,0.4014269963437814,-3.449959073476595,1.0
KP0770_AC_WP10,-5.092048953230255,0.8355875542375213,-3.5171495898202254,1.0
KP0771_AC_WP10,-5.577593180257708,0.3638987679856368,-3.954133118055145,1.0
KP0772_AC_WP10,-5.291403412511969,1.246715132250239,-3.80900797646556,1.0
KP0773_AC_WP10,-6.040675810712987,0.06136619383909398,-4.192354516720741,1.0
KP0774_AC_WP10,-5.18433978854569,1.4384541636426873,-4.051238706909305,1.0
KP0775_HU_WP10,-5.452136805968739,0.21404586558987032,-4.074250454417326,1.0
KP0777_AC_WP10,-3.998275260259047,-0.7257616136299194,-4.7186044761698005,1.0
KP0778_AC_WP10,4.951415281614146,1.2838475110849494,-4.108895854039065,1.0
KP0779_AC_WP10,-4.296784974641141,-0.9412400537357317,-4.830481050830184,1.0
KP0780_AC_WP10,4.743819360825538,1.1334229387611512,-4.202032785810827,1.0
KP0781_AC_WP10,-4.247538862571795,-0.4500091361790217,-4.9619888888487,1.0
KP0782_AC_WP10,4.231755698613251,1.0804878824915685,-3.9792894387432183,1.0
KP0783_HU_WP10,-4.666162286751117,0.4757189841751559,-3.7419124031921625,1.0
KP0784_AC_WP10,4.507981451259551,1.1564851544780317,-4.158610617829513,1.0
KP0785_AC_WP10,-5.027278328668245,0.6256405360310833,-3.470503191804484,1.0
KP0786_HU_WP10,4.642704477130529,1.5670199479203348,-4.239010398163017,1.0
KP0787_AC_WP10,5.098905143259414,0.9325208417417864,-4.188037544358687,1.0
KP0788_AC_WP10,4.336481807289378,1.211580160975263,-4.027274493413958,1.0
KP0789_HU_WP10,4.883642322928295,1.0016845896985023,-4.143201127487077,1.0
KP0790_AC_WP10,4.594657330846381,1.337075694105366,-4.184665864159213,1.0
KP0791_AC_WP10,4.637646326397827,0.44278958245358685,-4.287141209329855,1.0
KP0792_AC_WP10,4.039844534660174,1.7346744194052095,-3.947838948285198,1.0
KP0793_AC_WP10,4.621940870167843,0.4491907157318056,-4.581219746112242,1.0
KP0794_AC_WP10,4.060442076081082,1.3346371959172565,-4.066043842170288,1.0
KP0795_LM_WP10,4.275044049922201,0.2694974109224861,-4.750153006027614,1.0
KP0796_AC_WP10_X,3.832669883510241,1.2068514603461657,-4.114723916260292,1.0
KP0797_AC_WP10,4.344638197631578,0.42191858157722567,-4.594476483645737,1.0
KP0798_HU_WP10_X,3.896853797300939,1.2038122187403553,-4.045673665747472,1.0
KP0799_AC_WP10,4.22170058242556,0.5551305919655334,-4.281168679169308,1.0
KP0800-X_AC_WP10,3.7947012333222947,1.0536445914923762,-3.9964285708908185,1.0
KP0800_AC_WP10,3.9268582261251535,1.1906251963306052,-3.9674302768929537,1.0
KP0801_AC_WP10,4.014984840064183,0.7121691524977616,-4.18357747056588,1.0
KP0802_AC_WP10,3.780879848202242,0.9979696138444,-4.160686618986955,1.0
KP0803_HU_WP10,4.144393238920513,0.1987678743510558,-4.679143325978726,1.0
KP0804_AC_WP10,3.70224100268996,0.9925416157918808,-4.160474651923004,1.0
KP0805_HU_WP10,3.678129087227628,0.2751374614458889,-4.367847328667708,1.0
KP0806_AC_WP10,3.5849380577028542,1.1935129756579252,-4.20406961776202,1.0
KP0807_AC_WP10,3.5257120427095017,0.4221446866938993,-4.142416145272532,1.0
KP0808_AC_WP10,3.4899582246593166,1.3624904439197338,-4.1730727108070695,1.0
KP0809_AC_WP10,3.6598880542540035,0.005690940571305771,-4.2897547012809385,1.0
KP0810_AC_WP10,3.379455971966111,1.0114925327293067,-4.3659790220106265,1.0
KP0811_AC_WP10,3.334448535019753,0.5496892905882896,-4.354136418542544,1.0
KP0812_AC_WP10,3.205804664859819,0.8252827959554812,-4.308117110465968,1.0
KP0813_AC_WP10,3.167110449433147,0.15466480906073385,-4.54245908209785,1.0
KP0814_HU_WP10_X,3.2661084763117496,1.1609928829021474,-4.148373817626502,1.0
KP0815_AC_WP10,3.4287559713558244,-0.15426074790514827,-4.610466075055536,1.0
KP0816_AC_WP10,3.286951444875956,0.8610794521737564,-4.648176098930578,1.0
KP0817_AC_WP10,1.5828518116153412,0.05290951933517376,-4.512791089152869,1.0
KP0819_AC_WP10,1.6124577300866705,-0.17169465580253648,-4.947314576887548,1.0
KP0820_AC_WP10,1.4767896866187327,0.38388276275438393,-4.2698732082522834,1.0
KP0821_AC_WP10_X,11.340613824020995,1.5777873815089336,-3.341793507702688,1.0
KP0823_AC_WP10,9.39581776187797,0.8893245186835543,-4.2206320741932,1.0
KP0824_AC_WP10,10.823615581201924,1.923126966480471,-4.199496697333664,1.0
KP0825_AC_WP10,9.133892512576724,-0.004949758241561027,-4.7066901985039085,1.0
KP0827_AC_WP10_X,9.043370275529348,-0.09806576804921101,-4.1766405840291085,1.0
KP0829_HU_WP10_X,9.00463025029116,-0.07533956783555552,-4.256627857862587,1.0
KP0831_HU_WP10,8.97755344827957,-0.07290968806964891,-4.394459862356722,1.0
KP0833_AC_WP10,8.991982210794758,-0.0031855631424136223,-4.462472184120495,1.0
KP0835_AC_WP10,8.948160301382842,0.16348182974826847,-4.64072477249861,1.0
KP0837_AC_WP10,8.436951609446263,-0.08372085849463666,-4.200543519540047,1.0
KP0839_HU_WP10_X,8.723911014884726,-0.056485156941042385,-3.8164597764344266,1.0
KP0841_AC_WP10_X,8.602822799240155,-0.19945281644701204,-3.780786740778341,1.0
KP0845_AC_WP10,8.470626939199976,-0.1930736727531776,-3.795292492764673,1.0
KP0847_AC_WP10_X,8.27952780901442,-0.31460479911911915,-4.121702751033307,1.0
