,Individual,Site,Loc,Depth,PC1,PC2,PC3,PC4
KP0046_AC_SB10,KP0046_AC_SB10,SB10,SB,10-12,-1.30273423535511,-1.55417351087578,-0.7007876396373,0.280850741199056
KP0050_AC_SB10,KP0050_AC_SB10,SB10,SB,10-12,-1.93924753411283,-3.40104766474054,-1.0292902472301,-0.507342865886071
KP0052_AC_SB10,KP0052_AC_SB10,SB10,SB,10-12,-1.89555329607574,-3.64642538920988,-0.124788383561607,-0.422427643128656
KP0053_AC_SB10,KP0053_AC_SB10,SB10,SB,10-12,-1.96391334789271,-4.86068888384757,-0.136991342073098,-1.00017187081953
KP0054_AC_SB10,KP0054_AC_SB10,SB10,SB,10-12,-1.70468698101445,-3.32175165007698,0.0501617338380434,-0.280204495251
KP0055_AC_SB10,KP0055_AC_SB10,SB10,SB,10-12,-2.26472797223426,-5.02799234358036,-0.135261424322441,-1.11595416717364
KP0056_AC_SB10,KP0056_AC_SB10,SB10,SB,10-12,-2.09688464365085,-4.70871504492224,-0.116681247018533,-0.894680775143946
KP0057_AC_SB10,KP0057_AC_SB10,SB10,SB,10-12,-1.81731416981592,-4.50335254955883,-0.752412465897537,-2.05183699166656
KP0058_AC_SB10,KP0058_AC_SB10,SB10,SB,10-12,-3.04346737371354,-2.91468054439835,-2.23223195087184,-0.702039779996423
KP0059_AC_SB10,KP0059_AC_SB10,SB10,SB,10-12,-2.96505378309415,-2.63851779041283,-2.32953149879587,-1.04208998179065
KP0060_AC_SB10,KP0060_AC_SB10,SB10,SB,10-12,-1.48470482365897,-1.47854878180085,-0.485479408832948,0.0141521376824657
KP0061_AC_SB10,KP0061_AC_SB10,SB10,SB,10-12,-2.13744467181786,-5.95246399407834,-0.358404602148861,-3.11966873961959
KP0062_AC_SB10,KP0062_AC_SB10,SB10,SB,10-12,-2.04360368841126,-5.77686101129356,-0.377832209278597,-3.30582962442289
KP0063_AC_SB10,KP0063_AC_SB10,SB10,SB,10-12,-2.67048734894649,-6.41485970813856,0.265986048370917,-8.20139115411716
KP0064_AC_SB10,KP0064_AC_SB10,SB10,SB,10-12,-2.54469423884876,-6.52160671445977,0.248492561039321,-8.11153076424177
KP0065_AC_SB10,KP0065_AC_SB10,SB10,SB,10-12,-2.66514861577837,-6.49997639218057,0.0633153472858638,-8.07245027158721
KP0069_AC_SB10,KP0069_AC_SB10,SB10,SB,10-12,-1.42809966037605,-3.96215009194906,0.0676946325317215,-4.4474084310673
KP0070_AC_SB10,KP0070_AC_SB10,SB10,SB,10-12,-1.21651034502555,-3.24960541608238,-0.374466191890105,-0.320487344619998
KP0072_AC_SB10,KP0072_AC_SB10,SB10,SB,10-12,-1.73387430846454,-4.07477490352453,-0.227615125724288,0.0328680049198083
KP0074_AC_SB10,KP0074_AC_SB10,SB10,SB,10-12,-2.57744342160021,-6.5922642920149,0.225346279545988,-8.15691830079595
KP0077_AC_SB10,KP0077_AC_SB10,SB10,SB,10-12,-2.37143805901207,-6.3630199500768,0.200587645437128,-7.94991030433058
KP0078_AC_SB10,KP0078_AC_SB10,SB10,SB,10-12,-1.61530209547201,-4.48299587800852,0.453676116456689,1.69357586889696
KP0080_AC_SB10,KP0080_AC_SB10,SB10,SB,10-12,-1.84835848090171,-4.26718937973743,-0.0969704384309619,1.44440493022602
KP0081_AC_SB10,KP0081_AC_SB10,SB10,SB,10-12,-1.80771276920117,-5.27354164510852,-0.19011820384609,2.07630540682978
KP0088_AC_SB10,KP0088_AC_SB10,SB10,SB,10-12,-3.01510367705638,-3.00717614895868,-2.22660486238721,-0.793239226904211
KP0089_AC_SB10,KP0089_AC_SB10,SB10,SB,10-12,-1.67706853687704,-2.79358234372388,-1.18330255833863,0.0406507806227951
KP0095_AC_SB10,KP0095_AC_SB10,SB10,SB,10-12,-2.6086478994921,-3.65768826536711,-0.0325819033357513,0.42593706667685
KP0100_AC_SB10,KP0100_AC_SB10,SB10,SB,10-12,-2.42009727639951,-3.54702744286924,-0.833980936380203,1.58182736729016
KP0101_AC_SB10,KP0101_AC_SB10,SB10,SB,10-12,-2.50276993215284,-3.90363160905507,0.273726491165591,0.752115643175405
KP0102_AC_SB10,KP0102_AC_SB10,SB10,SB,10-12,-2.34953258167942,-4.10622886033322,-0.665512394124134,-1.87475533514203
KP0103_AC_SB10,KP0103_AC_SB10,SB10,SB,10-12,-2.24367872510577,-4.37566782174475,-0.573438363234107,-1.43558579834327
KP0104_AC_SB10,KP0104_AC_SB10,SB10,SB,10-12,-1.23752433844109,-3.86753642127588,0.37382207097251,-0.618494418844875
KP0105_AC_SB10,KP0105_AC_SB10,SB10,SB,10-12,-2.51150872334188,-4.55040927122828,-0.637885513295535,-1.25895610163846
KP0109_LM_SB10,KP0109_LM_SB10,SB10,SB,10-12,-1.98644965482038,-2.62586955119545,-0.361411617060173,-0.610030076123237
KP0112_AC_SB10,KP0112_AC_SB10,SB10,SB,10-12,-2.12434016638185,-3.41558065013949,-0.0579311250301106,-0.359862140227429
KP0115_AC_SB10,KP0115_AC_SB10,SB10,SB,10-12,-2.13271673212377,-2.97176465349887,-1.03458357808122,1.23936082936979
KP0116_AC_SB10,KP0116_AC_SB10,SB10,SB,10-12,-0.975495396468188,-4.33250664351236,-0.69559781183456,0.968787911933175
KP0117_AC_SB10,KP0117_AC_SB10,SB10,SB,10-12,-1.64342505746993,-3.45675142818157,-1.81816277101883,0.604445701695199
KP0118_AC_SB10,KP0118_AC_SB10,SB10,SB,10-12,-1.44670375934346,-3.18848841354002,0.509169757980888,-1.03382987209366
KP0119_AC_SB10,KP0119_AC_SB10,SB10,SB,10-12,-2.38934598972746,-4.03615948906331,0.923601537261362,-1.53060653456334
KP0120_AC_SB10,KP0120_AC_SB10,SB10,SB,10-12,-2.49202832356537,-3.84781446992557,1.17963038519871,-1.61620373220715
KP0121_AC_SB10,KP0121_AC_SB10,SB10,SB,10-12,-0.855136941990042,-4.05834137298938,-0.0723124172164613,0.332602076322971
KP0122_AC_SB10,KP0122_AC_SB10,SB10,SB,10-12,-2.11057545759502,-3.77757873254136,-0.520748162215041,0.737661982831052
KP0123_AC_SB10,KP0123_AC_SB10,SB10,SB,10-12,-2.5620211367908,-3.07549226861553,-0.37067738556541,-0.653172113327004
KP0125_AC_SB10,KP0125_AC_SB10,SB10,SB,10-12,-1.53211945149151,-3.93237019905075,-0.860008963117744,0.232119116674664
KP0127_AC_SB10,KP0127_AC_SB10,SB10,SB,10-12,-1.67760515163504,-3.69806944112956,-1.86686591923736,0.671988613146867
