,Individual,Site,Loc,Depth,PC1,PC2,PC3,PC4
KP0046_AC_SB10,KP0046_AC_SB10,SB10,SB,10-12,0.815428256432574,1.5432853729096,3.39979356045431,-0.22629134916309
KP0050_AC_SB10,KP0050_AC_SB10,SB10,SB,10-12,1.05005419407658,2.01901229830924,-0.476333645986528,-1.0078234648683
KP0052_AC_SB10,KP0052_AC_SB10,SB10,SB,10-12,1.01021966853491,2.15766358402093,-2.47801604487224,0.230358144003255
KP0053_AC_SB10,KP0053_AC_SB10,SB10,SB,10-12,1.1145411240206,2.26329439070077,-2.55122778024098,0.124880897914782
KP0054_AC_SB10,KP0054_AC_SB10,SB10,SB,10-12,0.99569081965728,1.99021661178345,-2.54051679623053,0.0649551901586897
KP0055_AC_SB10,KP0055_AC_SB10,SB10,SB,10-12,1.33615624424267,2.1656236770869,-2.45999486968784,0.116140571766736
KP0056_AC_SB10,KP0056_AC_SB10,SB10,SB,10-12,1.324839614386,2.15485861325748,-2.52558733370098,0.12877454013725
KP0057_AC_SB10,KP0057_AC_SB10,SB10,SB,10-12,1.47916052639874,2.15646585946956,2.90440046409979,-0.638258854096328
KP0058_AC_SB10,KP0058_AC_SB10,SB10,SB,10-12,1.68387590566508,1.29504524213876,-0.639708889525111,0.356301142555303
KP0059_AC_SB10,KP0059_AC_SB10,SB10,SB,10-12,1.67839907201541,1.28412339643099,-0.649803567863645,0.349468254947609
KP0060_AC_SB10,KP0060_AC_SB10,SB10,SB,10-12,0.986373636686666,1.10618387947374,2.7404400801844,-0.160359300563624
KP0061_AC_SB10,KP0061_AC_SB10,SB10,SB,10-12,1.54084456425975,2.79810030386081,0.574895030302681,-1.38163475175027
KP0062_AC_SB10,KP0062_AC_SB10,SB10,SB,10-12,1.70836348703247,2.69409058775835,0.566235780854171,-1.30805473114643
KP0063_AC_SB10,KP0063_AC_SB10,SB10,SB,10-12,2.25192843942499,2.63269906403223,2.10237883942707,-5.23621983670069
KP0064_AC_SB10,KP0064_AC_SB10,SB10,SB,10-12,2.19717187529625,2.72925549680898,1.97513718000219,-5.15947359749299
KP0065_AC_SB10,KP0065_AC_SB10,SB10,SB,10-12,2.30488731653364,2.75850750126471,2.13458604340079,-5.08392432771505
KP0069_AC_SB10,KP0069_AC_SB10,SB10,SB,10-12,1.86671507656124,2.62079675622109,2.15852230347904,-4.60162609092624
KP0070_AC_SB10,KP0070_AC_SB10,SB10,SB,10-12,1.70148966926898,2.87131049663885,-0.632155632652666,-0.696487954541943
KP0072_AC_SB10,KP0072_AC_SB10,SB10,SB,10-12,1.75145712121417,3.07618765355505,-0.765741149670715,0.134776923569606
KP0074_AC_SB10,KP0074_AC_SB10,SB10,SB,10-12,2.21988236261072,2.69678714361824,2.08797223561793,-5.30121883314311
KP0077_AC_SB10,KP0077_AC_SB10,SB10,SB,10-12,2.20326920888448,2.76640247041501,2.07707800266889,-5.28271878256268
KP0078_AC_SB10,KP0078_AC_SB10,SB10,SB,10-12,1.48816713378795,1.52502862914983,-0.170726371211918,0.768547001641481
KP0080_AC_SB10,KP0080_AC_SB10,SB10,SB,10-12,1.54173035701533,1.87636624774894,1.87740550574529,1.17649752691369
KP0081_AC_SB10,KP0081_AC_SB10,SB10,SB,10-12,1.53818221024714,1.87257894769203,1.88115684468131,1.21266507792278
KP0088_AC_SB10,KP0088_AC_SB10,SB10,SB,10-12,1.66362580352392,1.31608579018376,-0.659938795435174,0.332492322428692
KP0089_AC_SB10,KP0089_AC_SB10,SB10,SB,10-12,0.715937203471916,1.92429611977552,-0.185970478352519,0.703780203187829
KP0095_AC_SB10,KP0095_AC_SB10,SB10,SB,10-12,1.41557043591736,2.33602157297163,0.446346342050425,-1.02628577568423
KP0100_AC_SB10,KP0100_AC_SB10,SB10,SB,10-12,1.16860453256126,1.71517540556112,2.63838432166377,1.90693529103114
KP0101_AC_SB10,KP0101_AC_SB10,SB10,SB,10-12,0.932750749450586,2.20105993771151,1.54592797162141,0.296201674692029
KP0102_AC_SB10,KP0102_AC_SB10,SB10,SB,10-12,1.30859495685408,2.32690813068962,-1.60654402322875,-0.423454416110379
KP0103_AC_SB10,KP0103_AC_SB10,SB10,SB,10-12,1.28293007055563,2.27449131442279,-1.60612543164704,-0.457287139489287
KP0104_AC_SB10,KP0104_AC_SB10,SB10,SB,10-12,0.70252868203721,2.1339449711917,0.827671844927955,-0.311229426109709
KP0105_AC_SB10,KP0105_AC_SB10,SB10,SB,10-12,1.0370791735503,2.36271649611996,-1.70610947797311,0.316086531488507
KP0109_LM_SB10,KP0109_LM_SB10,SB10,SB,10-12,1.42844971575801,2.03667372604735,1.38323591574259,-0.224575527215618
KP0112_AC_SB10,KP0112_AC_SB10,SB10,SB,10-12,1.98729223469645,1.48883733037077,0.490620852334057,1.04318144449768
KP0115_AC_SB10,KP0115_AC_SB10,SB10,SB,10-12,1.16930425813448,1.73299846872635,2.61648994104337,1.85989418949153
KP0116_AC_SB10,KP0116_AC_SB10,SB10,SB,10-12,0.775144493994685,3.23840658339547,-1.12463466787803,2.17052666803459
KP0117_AC_SB10,KP0117_AC_SB10,SB10,SB,10-12,1.11512787436758,2.14051158672119,-1.56663442201273,1.47370452560685
KP0118_AC_SB10,KP0118_AC_SB10,SB10,SB,10-12,1.38278525864158,2.15647765157287,0.313547212067062,-1.43428224355994
KP0119_AC_SB10,KP0119_AC_SB10,SB10,SB,10-12,1.60737531517235,2.24646034660716,0.244553913354964,-1.79447652654898
KP0120_AC_SB10,KP0120_AC_SB10,SB10,SB,10-12,1.65246563234994,2.16045457924975,0.277176104288379,-1.90119827184452
KP0121_AC_SB10,KP0121_AC_SB10,SB10,SB,10-12,0.193873630030939,2.69973656715174,-0.342671997807285,-0.134955959560177
KP0122_AC_SB10,KP0122_AC_SB10,SB10,SB,10-12,1.35156485550159,2.4409605969428,-0.678009752507075,1.13701138786445
KP0123_AC_SB10,KP0123_AC_SB10,SB10,SB,10-12,1.4993880871974,1.51482201650312,-0.212122944910903,-0.626321647384197
KP0125_AC_SB10,KP0125_AC_SB10,SB10,SB,10-12,0.848675764619242,2.31733039862013,-1.58834242781382,0.349407396647105
KP0127_AC_SB10,KP0127_AC_SB10,SB10,SB,10-12,1.30290393161468,2.0509977747346,-1.47252961406723,1.43274350743444
KP0129_AC_SB10,KP0129_AC_SB10,SB10,SB,10-12,1.27788708429665,1.95278654062092,-0.856346934295806,-0.0587544147624313
KP0131_HU_SB05,KP0131_HU_SB05,SB05,SB,5,1.62235154228062,-1.37827261621413,0.0104314274293152,0.747834124997781
KP0151_AC_SQ12,KP0151_AC_SQ12,SQ12,SQ,10-12,1.90925623090099,2.46094491828143,4.14697362226127,0.807337794976821
KP0152_AC_SQ12,KP0152_AC_SQ12,SQ12,SQ,10-12,1.89473869910517,2.42822903291393,4.07389399555404,0.83026357515168
KP0153_AC_SQ12,KP0153_AC_SQ12,SQ12,SQ,10-12,1.45449338893804,2.20573301680151,-0.0181541786868516,0.660700596508393
KP0154_AC_SQ12,KP0154_AC_SQ12,SQ12,SQ,10-12,0.73639330695875,3.96936326810982,-0.80013967428341,1.47250798996699
KP0156_AC_SQ12,KP0156_AC_SQ12,SQ12,SQ,10-12,0.743067748083993,3.99146833345856,-0.744411363266375,1.4978737239318
KP0157_AC_SQ12,KP0157_AC_SQ12,SQ12,SQ,10-12,0.681010784551769,4.00480968547974,-0.743140417433984,1.49332217627719
KP0158_AC_SQ12,KP0158_AC_SQ12,SQ12,SQ,10-12,0.721361893343651,3.99777661247069,-0.772073794912981,1.49039026661155
KP0160_AC_SQ12,KP0160_AC_SQ12,SQ12,SQ,10-12,2.27128092573623,1.75844293464655,0.465285309381625,0.983443521514479
KP0162_AC_SQ12,KP0162_AC_SQ12,SQ12,SQ,10-12,2.02037592211994,1.74314616801708,0.287072144741674,1.75574658880687
KP0166_AC_SQ12,KP0166_AC_SQ12,SQ12,SQ,10-12,1.05341823888755,2.11003749008016,-1.77926779101509,1.03027251831886
KP0167_AC_SQ12,KP0167_AC_SQ12,SQ12,SQ,10-12,1.37900256913052,2.45169088706857,-0.917252118770568,2.15936568529812
KP0168_AC_SQ12,KP0168_AC_SQ12,SQ12,SQ,10-12,1.04084537973333,2.169663958063,-1.72026248890469,1.00985053058609
KP0169_AC_SQ12,KP0169_AC_SQ12,SQ12,SQ,10-12,1.06793115381938,2.1272014228108,-1.77743206942405,1.07939158266414
KP0171_AC_SQ12,KP0171_AC_SQ12,SQ12,SQ,10-12,1.90967144998479,2.43506249753346,4.0876234479973,0.818528770304079
KP0172_AC_SQ12,KP0172_AC_SQ12,SQ12,SQ,10-12,1.15580245632406,2.60380403093951,-3.52666867863243,-5.84909870085654
KP0173_AC_SQ12,KP0173_AC_SQ12,SQ12,SQ,10-12,2.08600563578854,2.77980121844746,-4.27345705367204,-5.64536216243906
KP0174_AC_SQ12,KP0174_AC_SQ12,SQ12,SQ,10-12,1.81640698501326,2.83069839088019,-4.37824091296703,-4.92529202621133
KP0175_AC_SQ12,KP0175_AC_SQ12,SQ12,SQ,10-12,1.81797269254623,2.83261906608008,-4.37879313149781,-4.91493798239737
KP0176_AC_SQ12,KP0176_AC_SQ12,SQ12,SQ,10-12,1.80540406909382,2.83206420930194,-4.390949031602,-4.93405722289261
KP0177_AC_SQ12,KP0177_AC_SQ12,SQ12,SQ,10-12,2.03586799854113,2.78491801471871,-4.2533189790788,-5.67535953081733
KP0181_AC_SQ12,KP0181_AC_SQ12,SQ12,SQ,10-12,1.81523210521674,1.84574948238698,2.26273083525669,1.12715625311517
KP0182_AC_SQ12,KP0182_AC_SQ12,SQ12,SQ,10-12,2.04425650220053,2.81385758123481,-4.26137253812143,-5.65479213037152
