country,locality,yearCollected,materialSampleID,principalInvestigator,collectorList,continentOcean,locationID,decimalLatitude,decimalLongitude,depthOfBottomInMeters,eventEnteredBy,habitat,island,georeferenceProtocol,microHabitat,fieldNotes,associatedMedia,identificationRemarks,class,family,genus,identifiedBy,kingdom,order,phylum,scientificName,bioProjectAccession,tissueID
Curacao,Snake Bay,2019,KP0631_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31509.1234175809 | -44.3412733382565 | -21.1955748200599,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0631_LM_SB20
Curacao,Snake Bay,2019,KP0633_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0633_AC_SB20
Curacao,Snake Bay,2019,KP0634_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31509 | -43.6019488023126 | -20.5848895880909,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Position estimated- cant see the coral on the plot | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0634_LM_SB20
Curacao,Snake Bay,2019,KP0636_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31518.921550894 | -43.0887561400643 | -19.9190543192264,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0636_AC_SB20
Curacao,Snake Bay,2019,KP0637_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31517.683938012 | -44.0925389867666 | -21.1009663302862,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL1 | 64_AL1,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0637_LM_SB20
Curacao,Snake Bay,2019,KP0638_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31518.6300994828 | -42.8315641232949 | -20.0933005029081,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0638_AC_SB20
Curacao,Snake Bay,2019,KP0639_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31517.3731329065 | -44.0662187378273 | -20.9807060960167,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | mislabelled- assigns to A. humilis,NA,AH1 | 69_AH1,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia humilis,NA,KP0639_LM_SB20
Curacao,Snake Bay,2019,KP0640_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31518.8780380057 | -42.5236617471326 | -20.1105528470183,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0640_AC_SB20
Curacao,Snake Bay,2019,KP0643_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31517.0155492521 | -44.5504617109342 | -21.3656341582675,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0643_AC_SB20
Curacao,Snake Bay,2019,KP0645_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31515.5597583446 | -44.4479284312882 | -20.8162755915568,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Position estimated- cant see the coral on the plot | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0645_AC_SB20
Curacao,Snake Bay,2019,KP0646_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31517.9978230239 | -43.1723231394793 | -20.2872372731563,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0646_AC_SB20
Curacao,Snake Bay,2019,KP0647_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31515.1271644974 | -45.0282718423863 | -21.1852399688858,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0647_AC_SB20
Curacao,Snake Bay,2019,KP0648_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31517.8430329264 | -43.0720053889429 | -20.3513662763841,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0648_AC_SB20
Curacao,Snake Bay,2019,KP0649_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31514.6756793545 | -44.4585243705458 | -21.1354175679045,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0649_AC_SB20
Curacao,Snake Bay,2019,KP0650_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31516.8065180783 | -42.7646702438868 | -20.0298299377565,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0650_LM_SB20
Curacao,Snake Bay,2019,KP0651_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0651_AC_SB20
Curacao,Snake Bay,2019,KP0652_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31516.3648563574 | -43.3265109550941 | -20.3607920161512,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0652_AC_SB20
Curacao,Snake Bay,2019,KP0654_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31516.0869248495 | -43.5715415957895 | -20.4267498552087,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0654_AC_SB20
Curacao,Snake Bay,2019,KP0655_UN_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,UN,NA,KP0655_UN_SB20
Curacao,Snake Bay,2019,KP0657_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31523.2859641048 | -42.5877732388774 | -19.9572329905432,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | 6_AL2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0657_LM_SB20
Curacao,Snake Bay,2019,KP0658_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31516.0266539759 | -43.0108534309611 | -20.3899276552492,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 95_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0658_AC_SB20
Curacao,Snake Bay,2019,KP0659_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31523.2138013791 | -42.8943899021103 | -20.0268280605848,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | 6_AL2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0659_LM_SB20
Curacao,Snake Bay,2019,KP0660_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31516.3148962846 | -42.9035660055981 | -20.2462454037692,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 95_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0660_AC_SB20
Curacao,Snake Bay,2019,KP0661_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31522.5614109606 | -43.2731920292283 | -20.541237299004,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0661_AC_SB20
Curacao,Snake Bay,2019,KP0662_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31515.197719898 | -43.2729208828249 | -19.7057507714623,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Cryptic (weird morph) | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0662_AC_SB20
Curacao,Snake Bay,2019,KP0664_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31515.0403342699 | -43.8850155914743 | -20.9665793108539,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0664_LM_SB20
Curacao,Snake Bay,2019,KP0665_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31521.7912887214 | -43.007089319401 | -19.9334658207523,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0665_AC_SB20
Curacao,Snake Bay,2019,KP0666_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31514.6918472245 | -43.8516340183485 | -20.8767593746368,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0666_LM_SB20
Curacao,Snake Bay,2019,KP0667_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31521.6022872951 | -43.2606845815374 | -20.0622113576497,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Position estimated- cant see the coral on the plot | NA,NA,AA2 | 46_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0667_AC_SB20
Curacao,Snake Bay,2019,KP0668_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31514.2652750368 | -43.7817779433947 | -20.7526648354657,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0668_AC_SB20
Curacao,Snake Bay,2019,KP0669_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31521.5213776004 | -43.184611773078 | -19.9900917206857,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Position estimated- cant see the coral on the plot | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0669_AC_SB20
Curacao,Snake Bay,2019,KP0670_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31514.0628653527 | -43.7469368254397 | -20.8671660838137,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0670_LM_SB20
Curacao,Snake Bay,2019,KP0671_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31521.3764736123 | -43.0417430806256 | -19.9733488346757,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,Position estimated- cant see the coral on the plot | mislabelled- assigns to A. lamarcki,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0671_AC_SB20
Curacao,Snake Bay,2019,KP0673_NA_NANA,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,NA | mislabelled- assigns to A. agaricites,NA,AA2 | 46_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0673_NA_NANA
Curacao,Snake Bay,2019,KP0674_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0674_AC_SB20
Curacao,Snake Bay,2019,KP0675_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,No photo/video | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0675_LM_SB20
Curacao,Snake Bay,2019,KP0676_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31522.9277785076 | -41.7229594382261 | -19.4207170768148,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0676_LM_SB20
Curacao,Snake Bay,2019,KP0677_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA,No photo/video | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0677_LM_SB20
Curacao,Snake Bay,2019,KP0678_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31522.7114536312 | -42.239738288293 | -19.8460849342424,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0678_AC_SB20
Curacao,Snake Bay,2019,KP0679_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31526.6910407508 | -41.115454176934 | -18.4893152184485,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 37_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0679_AC_SB20
Curacao,Snake Bay,2019,KP0680_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31522.0531924072 | -42.5136666596111 | -20.0233458133221,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0680_LM_SB20
Curacao,Snake Bay,2019,KP0681_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31526.6095166605 | -41.2865074162847 | -18.651499551467,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 37_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0681_AC_SB20
Curacao,Snake Bay,2019,KP0682_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31522.1813140138 | -42.1559366093097 | -19.6855535750207,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AL2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0682_LM_SB20
Curacao,Snake Bay,2019,KP0683_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0683_AC_SB20
Curacao,Snake Bay,2019,KP0684_LM_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia lamarcki,NA,KP0684_LM_SB20
Curacao,Snake Bay,2019,KP0685_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0685_AC_SB20
Curacao,Snake Bay,2019,KP0686_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31520.1695165076 | -41.9975150683296 | -19.3473912564697,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0686_AC_SB20
Curacao,Snake Bay,2019,KP0688_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31520.0638060173 | -42.6919235628918 | -19.6621957358518,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0688_AC_SB20
Curacao,Snake Bay,2019,KP0689_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | NA | NA | NA,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,NA | NA,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0689_AC_SB20
Curacao,Snake Bay,2019,KP0690_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31519.7660210695 | -43.0508145706125 | -19.8297309848868,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA1 | non-clone,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0690_AC_SB20
Curacao,Snake Bay,2019,KP0691_AC_SB20,Pim Bongaerts,Katharine E. Prata | Livia Sinigalia,Caribbean,SB | 31525.8472786912 | -42.0140121293883 | -19.0400007086048,12.139446,-68.997199,20,Katharine E. Prata,marine coral reef biome,Curacao,Approximated from Google Maps for Lat and Lon. Relative photogrammetry coordinates for each sample can be found in LocationID,NA, | NA,NA,AA2 | 96_AA2,Hexacorallia,Agariciidae,Agaricia,Katharine E. Prata,Animalia,Scleractinia,Cnidaria,Agaricia agaricites,NA,KP0691_AC_SB20
