2.40676																																			
2.24386	1.14609																																		
2.07243	1.41589	1.35661																																	
2.30661	1.46226	0.929196	1.48577																																
2.37202	1.44075	1.34894	1.60857	1.54889																															
2.3077	1.83573	2.0427	1.69915	1.93581	1.77516																														
2.33045	2.10218	2.13783	2.14933	1.9757	2.16337	2.08312																													
1.93693	1.44301	1.3847	1.5113	1.45789	1.71185	1.96657	1.95474																												
1.90739	1.05801	1.15602	1.45395	1.19348	1.34296	1.67134	1.64939	0.923944																											
2.3912	1.89535	2.0041	2.31976	1.80441	1.90721	2.25402	2.02687	1.63501	1.47113																										
2.16415	1.40281	1.3251	1.92164	1.46735	1.70553	1.92006	2.23892	1.01277	1.01299	1.38657																									
1.83324	1.35545	1.43148	1.6537	1.3139	1.60522	1.93919	1.52164	0.816595	0.802865	1.27684	1.03148																								
2.46344	1.81859	1.73682	2.04116	1.77561	2.13904	2.1447	2.36584	1.28443	1.33446	2.29707	1.347	1.3992																							
2.21881	1.87243	1.41018	1.96623	1.39732	1.72918	2.01239	2.07043	1.68345	1.36177	1.63705	1.63042	1.4511	2.32781																						
2.42763	1.52057	1.5152	1.93363	1.52318	1.96535	2.15475	2.27691	1.19956	0.934226	2.055	1.15324	1.04257	1.84589	1.67819																					
2.46894	1.65606	1.48442	1.95393	1.16224	1.838	1.84142	1.8862	1.69783	1.02236	1.65413	1.54379	1.34388	1.81755	1.51482	1.73103																				
2.72838	1.85023	2.02371	2.37358	2.0105	2.22287	2.33765	2.48495	1.47497	1.38831	1.46645	1.32339	0.297662	2.04653	1.8455	1.4738	2.09191																			
1.99611	1.96339	1.67972	1.82909	1.8055	2.1837	1.32471	1.8288	1.61755	1.29614	1.90182	1.66122	1.57275	2.06463	1.99212	2.02844	1.84434	2.06108																		
2.46663	1.72894	2.05015	2.17822	2.05834	1.90503	2.07006	2.0356	1.79618	1.31054	2.03046	1.75815	1.59488	2.216	1.8864	1.9647	2.07676	2.19603	1.70836																	
2.28993	1.25952	1.22802	1.30126	1.23782	1.44031	1.83544	1.91413	1.46154	1.2411	1.56477	1.56309	1.31518	1.99172	1.69251	1.73627	1.44945	1.9461	1.71657	1.8344																
1.73235	1.76101	1.75713	1.77536	1.60233	1.82512	1.26909	1.68308	1.49954	1.14614	1.87558	1.34583	1.24726	1.93418	1.66271	1.68841	1.51538	1.89541	0.86149	1.48873	1.59723															
2.29979	2.0584	2.05412	2.10593	1.71959	2.05349	1.73596	2.05728	1.94398	1.43311	2.01464	1.87853	1.38	2.27695	1.74038	1.31709	1.79078	1.97055	1.62681	1.81055	1.89942	1.23554														
1.54628	1.69676	1.40999	1.40375	1.32433	1.59717	1.5976	1.46978	1.59658	1.15813	1.78229	1.40394	1.19307	1.60721	1.49391	1.68012	1.52715	2.03494	0.951398	1.48337	1.1439	0.81192	1.42321													
2.37349	2.24794	2.08024	1.83386	2.03637	2.32765	1.42131	2.30482	1.74446	1.65754	2.13266	1.96725	1.81671	2.1697	2.14353	2.11052	2.01178	2.32652	0.658407	2.05884	1.7628	1.04257	1.35868	1.37655												
1.85248	1.65778	1.4203	1.57804	1.35717	1.66459	1.65085	1.52968	1.12856	0.951176	1.76643	1.46611	1.088	1.75323	1.4536	1.41741	1.5464	1.97822	1.09236	1.24489	1.11551	1.20379	1.47606	1.01939	1.31939											
2.50905	2.24678	2.24475	2.26794	1.79696	2.23394	2.05224	2.19902	1.85528	1.55163	2.15985	1.94177	1.68975	2.58287	1.76518	2.02828	2.11478	2.26595	1.74314	1.60968	1.90855	1.62786	1.79646	1.61428	2.24446	1.53777										
2.3815	1.93409	2.05627	2.30126	1.84398	2.21267	1.86198	2.07306	1.66671	1.35962	2.36905	2.08077	1.7942	2.25589	1.81459	2.0784	2.02837	2.37574	1.97287	1.70889	1.91524	1.60677	1.73712	1.77578	1.98514	1.56971	1.56055									
2.36489	1.91299	1.92198	2.19874	1.79815	2.12916	1.68348	2.30263	1.80567	1.64336	2.41192	2.06336	1.70547	2.22575	1.9674	1.87131	2.01879	2.39479	1.92359	1.85466	2.00051	1.48187	1.90986	1.50181	1.85316	1.69967	2.04539	2.1043								
2.33401	2.17068	1.86826	2.24451	1.69211	2.33804	1.92641	2.13653	1.80684	1.36768	2.15699	1.86373	1.70228	2.40365	1.70727	2.02448	1.98717	2.38841	1.55353	2.15987	1.82966	1.57338	1.82272	1.72773	1.79066	1.65121	1.83812	1.85922	1.75515							
1.65612	1.24015	1.32612	1.39014	1.33214	1.50229	1.49816	1.30333	1.10977	0.809224	1.48983	1.34057	0.784372	1.58621	1.03979	1.39057	1.28564	1.75348	1.19279	1.26284	1.20659	1.06382	1.33458	0.77105	1.30998	0.795172	1.43744	1.42907	1.38117	1.38812						
1.69891	1.6676	1.77945	1.73964	1.72269	1.71635	1.85804	1.88834	1.71928	1.02931	2.06269	1.68502	1.39631	1.92658	1.83927	1.50579	1.77381	2.17072	1.43274	1.55802	1.35493	1.10057	1.74393	0.798144	1.74761	1.33413	1.788	1.85591	1.72916	1.90488	1.07516					
2.13495	1.74842	1.71391	1.81376	1.71966	1.9242	1.74028	1.80591	1.31791	1.17534	1.8196	1.7004	1.36145	2.12993	1.63533	1.70317	1.60581	2.0854	0.733206	1.61772	1.30934	1.00611	1.58543	1.19222	1.05804	0.723752	1.68845	1.791	1.67513	1.36173	1.05149	1.38529				
2.14546	1.8235	1.70013	2.04262	1.71287	1.93243	2.04815	1.64421	1.61381	1.37848	1.88578	1.83209	1.31654	1.94603	1.58972	1.87948	1.80491	2.192	1.58236	1.76781	1.78639	1.39848	1.84957	1.29651	1.74485	1.23839	2.03832	1.93538	1.89481	2.00668	1.00936	1.49997	1.68491			
1.93182	1.38162	1.49951	1.55808	1.23887	1.59309	1.58163	1.43205	1.19952	0.985122	1.44015	1.50866	1.16101	1.50012	1.50726	1.43795	1.43897	1.73302	1.23733	1.31905	1.2063	1.23151	1.45429	1.02528	1.79042	1.01401	1.27575	1.18203	1.55878	1.39957	0.620234	1.21251	1.06045	1.35377		
2.2081	1.53825	1.60821	1.92952	1.17101	1.83035	1.81946	2.03521	1.53957	1.15176	1.77662	1.77714	1.46336	2.06508	1.69524	1.68576	1.35781	2.16624	1.69914	2.14473	1.2527	1.61146	1.91264	1.47261	2.12995	1.49037	1.93155	1.73548	1.75017	1.93707	1.13522	1.57004	1.60692	1.92303	1.26261	
2.13778	1.44571	1.59112	1.88368	1.36291	1.92313	1.82599	1.77984	1.0531	1.08224	1.72993	1.34041	1.1931	1.58911	1.82072	1.49941	1.46795	1.79858	1.39611	1.7766	1.51041	1.46789	1.82346	1.69028	1.92654	1.32108	1.92401	1.72307	1.91428	1.71731	1.21653	1.7441	1.34744	1.46522	1.18771	1.61956
